feature,gb_feature_importance
z_ucla,0.22695574052611206
age,0.22087203605348743
z_dass_stress,0.16416257728205857
z_dass_dep,0.16029932543107137
z_dass_anx,0.1301832548988674
gender_male,0.09752706580840315
