profile,ucla_total,dass_depression,dass_anxiety,dass_stress
0,31.303030303030305,2.0,2.242424242424242,5.454545454545454
1,55.666666666666664,28.666666666666668,2.6666666666666665,10.0
2,59.0,20.0,18.857142857142858,23.428571428571427
3,47.96551724137931,9.793103448275861,8.0,12.620689655172415
