,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
beta[0],0.04,0.05,-0.06,0.129,0.001,0.001,2698.0,2520.0,1.0
beta[1],-0.02,0.051,-0.11,0.079,0.001,0.001,2551.0,2839.0,1.0
beta[2],0.037,0.049,-0.046,0.14,0.001,0.001,2838.0,2708.0,1.0
beta[3],-0.044,0.049,-0.135,0.047,0.001,0.001,2772.0,2396.0,1.0
