outcome,n_imps,mean_est,sd_est,mean_p
prp_bottleneck,5,-21.37934247275602,16.11524267626314,0.4631761291987567
stroop_effect,5,13.43392850277101,4.373785428229698,0.3811823964230284
wcst_total_errors,5,1.9482671529350104,0.36672216473110947,0.393417767033449
