outcome,n,model0_r2,model1_r2,model2_r2,model3_r2,delta_r2_dass,p_dass,delta_r2_ucla,p_ucla_wald,delta_r2_interaction,p_interaction_wald
Stroop Interference RT,220,0.0112240951438074,0.014673590023251526,0.01594976520600344,0.019228068981137714,0.003449494879444126,0.8614752468470394,0.0012761751827519152,0.5997288843459649,0.0032783037751342725,0.40084893376784736
Stroop Interference RT Slope,220,0.008080010276994343,0.029101134990541788,0.07251101664524728,0.07389587791337515,0.021021124713547445,0.2040074996448943,0.043409881654705496,0.0018225768755375945,0.0013848612681278683,0.5740009392324816
