model,term,beta,se,t,p
Loneliness predicting DASS,Intercept,0.044227380890518614,0.08927966479012582,0.4953802301395971,0.6203317472637406
Loneliness predicting DASS,C(gender_male)[T.1],-0.06759586170520024,0.14242560197133114,-0.4746047112990726,0.6350687475809204
Loneliness predicting DASS,z_ucla,0.4450241242158206,0.08926859337689781,4.985226129159443,6.188938698108764e-07
Loneliness predicting DASS,z_ucla:C(gender_male)[T.1],0.18917327029593375,0.1283030382556279,1.474425491928176,0.14036706503433333
Loneliness predicting DASS,z_age,0.015107293086183199,0.0968965624865285,0.155911548340877,0.8761027423718741
