gender,mean,se,ci_lower,ci_upper,significant
Female,-16.474363329079655,8.639408012510037,-35.56214846316391,-1.186536822643317,True
Male,20.288571428151926,12.841471937036843,-1.8281732595539772,48.21634780155825,False
