outcome_column,n,ucla_beta,ucla_se,ucla_t,ucla_p,r2,adj_r2,cov_type,outcome,outcome_type,confirm_len,include_errors,use_log,merge_pre
rt_ms_exploration,193,117.40132773073738,89.32344609198294,1.3143394356935196,0.1903504867363566,0.043538766583683164,0.012685178408963327,OLS,exploration,phase_mean,3,True,False,False
rt_ms_confirmation,197,98.20921139205782,47.84992143917346,2.052442479281827,0.041497782773327996,0.048169516561933134,0.018111711821783616,OLS,confirmation,phase_mean,3,True,False,False
rt_ms_exploitation,197,31.771697351694076,35.206436904283535,0.9024400122645879,0.3679657951239541,0.06543418103959575,0.035921576230319774,OLS,exploitation,phase_mean,3,True,False,False
exploration_minus_exploitation,193,84.8298305366458,87.87540029216733,0.9653421805716316,0.3356268892917309,0.022292863695384413,-0.009246076185409624,OLS,exploration_minus_exploitation,phase_contrast,3,True,False,False
confirmation_minus_exploitation,197,66.43751404036381,37.87861037056503,1.7539585900963128,0.0810499156727445,0.02572430090663891,-0.005042300117362064,OLS,confirmation_minus_exploitation,phase_contrast,3,True,False,False
exploration_minus_confirmation,193,11.397837516542182,83.12711803292171,0.1371133486430767,0.8910895064079247,0.016497169351609164,-0.015228728411242232,OLS,exploration_minus_confirmation,phase_contrast,3,True,False,False
