outcome,n,ucla_beta,ucla_se,ucla_t,ucla_p,r2,adj_r2,delta_r2_ucla,confirm_len
exploration,193,119.48450426775975,89.46730640316811,1.335510244706872,0.1833413929995849,0.0448447779486677,0.014033319172818248,0.00915915603885975,2
confirmation,197,120.08950065561383,60.29870653962713,1.9915767277146046,0.047850017773976815,0.04609585757372814,0.01597256886553,0.01991339091235156,2
exploitation,197,42.597540391525506,38.12603368486634,1.1172822419352284,0.26528448439968383,0.05934729910041292,0.029642476966741604,0.006180185320980858,2
confirmation_minus_exploitation,197,77.49196026408835,47.829122012055066,1.6201836246242807,0.10685134781153544,0.02919910217163224,-0.0014577682861058872,0.013412355162908285,2
exploration,193,119.48450426775975,89.46730640316811,1.335510244706872,0.1833413929995849,0.0448447779486677,0.014033319172818248,0.00915915603885975,4
confirmation,197,92.00740202292495,46.23486114786459,1.9900006129287233,0.048024889670415793,0.054542812141526786,0.02468626936704854,0.019705827979159096,4
exploitation,197,22.861987457074115,30.49484875625293,0.7496999785049365,0.45436268444389005,0.06742025135856589,0.037970364559362646,0.002758718429469953,4
confirmation_minus_exploitation,197,69.14541456585088,32.69296654438589,2.114993586524949,0.035733947597458515,0.03168044592060715,0.001101933686521006,0.022797289304189228,4
