segment,congruent,incongruent,neutral
1,0.34348561759729274,0.3260011280315849,0.3305132543711224
2,0.3200789622109419,0.34799774393683025,0.33192329385222785
3,0.32769317540891146,0.32374506486181615,0.34856175972927245
4,0.3305132543711224,0.33643542019176537,0.33305132543711224
5,0.34404963338973493,0.32656514382402707,0.329385222786238
6,0.33417935702199664,0.3392554991539763,0.32656514382402707
