outcome,n,ucla_beta,ucla_se,ucla_t,ucla_p,r2,adj_r2,delta_r2_ucla
exploration,179,73.0597766497568,79.82807829008595,0.9152140226182831,0.36136058222580403,0.03855392879895181,0.005015112361705931,0.004682112164575591
confirmation,181,82.95307022061712,47.79649492025708,1.7355471433420948,0.084414328765092,0.035981105332222985,0.0027390744816099266,0.016688185861606808
exploitation,181,-4.402444044244645,28.53298534245648,-0.15429314498311192,0.8775574180562633,0.07680731704675114,0.044973086600087364,0.0001263096024598509
confirmation_minus_exploitation,181,87.35551426486167,37.11697697487743,2.353519100544964,0.019713256698080033,0.038677400354158786,0.005528345193957285,0.030602390912560007
pre_exploitation,181,86.14193650469056,46.04960789446703,1.8706334417027841,0.06307511633662174,0.04658779832199644,0.013711515505513527,0.019173828808760174
pre_exploitation_minus_exploitation,181,90.5443805489352,35.31861717615523,2.5636445531640097,0.011203585745340054,0.04663845580190906,0.013763919795078294,0.0360100730615992
