segment,cond,count,total_segment,proportion
1,congruent,3515,10638,0.3304192517390487
1,incongruent,3538,10638,0.33258131227674376
1,neutral,3585,10638,0.33699943598420756
2,congruent,3577,10638,0.33624741492761795
2,incongruent,3554,10638,0.33408535438992293
2,neutral,3507,10638,0.3296672306824591
