segment,congruent,incongruent,neutral
1,0.3317822899041173,0.33699943598420756,0.33121827411167515
2,0.3291032148900169,0.33009024252679076,0.3408065425831923
3,0.3391144952058658,0.3329103214890017,0.32797518330513253
