segment,cond,count,total_segment,proportion
1,congruent,2353,7092,0.3317822899041173
1,incongruent,2390,7092,0.33699943598420756
1,neutral,2349,7092,0.33121827411167515
2,congruent,2334,7092,0.3291032148900169
2,incongruent,2341,7092,0.33009024252679076
2,neutral,2417,7092,0.3408065425831923
3,congruent,2405,7092,0.3391144952058658
3,incongruent,2361,7092,0.3329103214890017
3,neutral,2326,7092,0.32797518330513253
