outcome,n,ucla_beta,ucla_se,ucla_t,ucla_p,r2,adj_r2,delta_r2_ucla
exploration,193,119.48450426775975,89.46730640316811,1.335510244706872,0.1833413929995849,0.0448447779486677,0.014033319172818248,0.00915915603885975
