outcome,n,ucla_beta,ucla_se,ucla_t,ucla_p,delta_r2_ucla
confirmation,212,135.6448050884413,52.71998839395228,2.572929342753832,0.0107905136836795,0.0305096152000087
exploitation,212,33.186845543692186,37.01768798786035,0.8965131899803019,0.3710303069151229,0.003620594944991
confirmation_minus_exploitation,212,102.45795954474916,40.34447806166201,2.5395782636759776,0.011840113995291,0.0301990522396283
