task,n_total,n_males,n_females,r_overall,p_overall,r_male_pes,p_male_pes,r_male_acc,p_male_acc,r_fem_pes,p_fem_pes,r_fem_acc,p_fem_acc,beta_interaction,p_interaction
wcst,175,68,104,0.10652119766459511,0.16060503434753381,0.3204024128264433,0.007727698519223608,-0.02478944550358456,0.8409645101604746,0.046099199068991334,0.6421558946516629,0.1956213486863327,0.04657832685763423,93.85920828242475,0.26275989009055023
