participant_id,task,pes,pes_robust,rt_after_error,rt_after_correct,n_post_error,n_post_correct
aM2995jJmJWvr6cneaGH58HauIg2,wcst,377.0609374977648,224.55000001192093,1400.6749999970198,1023.6140624992549,8,64
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,wcst,844.0555556703498,966.7999999523163,1996.5666667620342,1152.5111110916844,6,54
m69r9GQTk2b51mvxrFLt4fZeJi52,wcst,1258.7140255008694,1528.0,2467.2222222221963,1208.5081967213268,9,61
wkhxvE50megJGMA1EiROSZIJWNq1,wcst,1175.2563636370678,1520.7000000029807,2623.4000000005417,1448.143636363474,11,55
d9rwc0NXArcNlJvFsgKhQqkGxJq2,wcst,1344.7501865786626,1615.7499999701975,2780.887500010431,1436.1373134317682,8,67
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,wcst,1380.0317241362457,1121.5999999940395,2772.6799999982118,1392.648275861966,10,58
WqoZv41KTtTCuPKBPyClregrKAi1,wcst,554.1312500000379,802.0000000002328,2001.1000000000233,1446.9687499999854,10,64
Yco8O7tmHlbsUBfKW2ywcZByGO32,wcst,1484.3132183875503,1537.4500000029802,2830.066666662693,1345.7534482751428,3,58
xHctBv4C2EU8rHYRouw0btT3GT02,wcst,719.6830459769183,603.5499999998137,2141.9416666665734,1422.2586206896551,12,58
SOhR7IO689NQCPQu56SjATO8FR92,wcst,808.5646910464397,197.5,2026.638461538304,1218.0737704918643,13,61
idP8RVfm74N86O0dszLXANIpjXv2,wcst,1041.7529556586824,461.0499999821186,2455.5857142806053,1413.832758621923,7,58
mweMgSlGM2VxThhwnupYxYzUbR23,wcst,109.29126984126015,332.4499999997207,1250.3166666666511,1141.025396825391,6,63
9Xz1RIwnPXgyRqmucudW9VeuDnq1,wcst,-94.59999999999582,-30.0,1245.0,1339.5999999999958,6,55
ohl9pXqpeSMfepC3w9h0tW5SbJw1,wcst,1034.8963636364667,788.5,2693.4000000001065,1658.5036363636398,7,55
9l7DjYLs0XdgwykPZR5E01KTZfu2,wcst,2955.3583333651227,2988.650000035763,4106.06666670243,1150.708333337307,6,60
23AEyocWhqY955WHbxhHRSgQ1ms2,wcst,852.805603448109,46.80000000074506,2026.4124999996275,1173.6068965515185,8,58
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,wcst,-173.09142857789993,-103.05000001192093,1287.6857142789024,1460.7771428568024,28,35
rFV2EUbp64f5ORSh7DqwmCQmeqT2,wcst,1171.4304347799882,1083.1000000238419,2562.9999999966885,1391.5695652167003,9,69
bXpFswkI7TfIfL6G4FqWrbaxTGx2,wcst,345.50769230774335,343.19999999995343,1281.1000000000672,935.5923076923239,9,65
XehZHBpwr5MYzUXkj0FAYCsFG922,wcst,744.6261029398781,335.69999999552965,1954.6437499984168,1210.0176470585386,16,68
DAKDKPH698P12JfTbbjemLI6PIH2,wcst,718.0908196715059,629.25,1789.4399999976158,1071.34918032611,10,61
3WijiOiVCoMbn80F05SPYsxl0TC2,wcst,991.4839285761118,431.19999998807907,2205.9000000059605,1214.4160714298487,8,56
Df83JuPuJkXqTGbENhM2gw5SJM43,wcst,729.1575757575886,717.8999999999069,1972.6666666666667,1243.5090909090782,9,66
qnR5PLX1v3fPi6SwTJMwGcadwyD3,wcst,582.2090038338612,540.1000000238419,1523.4555555582047,941.2465517243435,9,58
DaRehVxIOhXtEtUExdgvUl0mKcx2,wcst,727.9172727372161,421.0,2411.3272727321496,1683.4099999949335,22,40
UbwuSMtBsHdW3Ji41opk3GInMqi2,wcst,411.41166666679396,316.19999999925517,1398.5000000002328,987.0883333334389,8,60
cC0BEsQjfrcuCyoaOas9zJT0MNs2,wcst,60.28289854353761,-17.399999856948853,1121.5133333206177,1061.23043477708,15,69
Cbkx2NHyF3NrebzXGqNgSfiWent1,wcst,1083.6722077905742,584.6999999880791,2066.828571426017,983.1563636354425,7,55
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,wcst,713.8983660180586,546.8499999046328,2017.8777777883743,1303.9794117703157,9,68
146QT9LupyU2BAiTsB3PMIpVXM22,wcst,317.24046609976904,524.6000000014901,1360.8624999988824,1043.6220338991134,8,59
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,wcst,-167.51791666820645,-246.39999997615814,1857.5133333206177,2025.0312499888241,15,64
87w5Le0CgZhSfYAaOH3Xd2fc98l1,wcst,826.8691622096374,558.5000000018626,2360.217647058122,1533.3484848484848,17,66
HbydnnT1hUP3WagAy2TJAc6GqVs2,wcst,1751.3965517405807,2286.850000143051,3485.75,1734.3534482594193,4,58
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,wcst,519.633695659646,252.45000004768394,1880.3250000029802,1360.6913043433342,8,69
QbOEVCaZLUMOgltUdXm58oZOALv2,wcst,963.7592505814041,959.9999999403956,2532.0428571360453,1568.2836065546412,14,61
PkpTH7pWpEOG9A86xSloOSozwTk2,wcst,476.4826249948146,-306.89999997615814,3185.3919999694826,2708.909374974668,25,32
8bwaafIhKVMNBoHaXFcY8HirS9u2,wcst,1654.013419886172,1206.9999998807912,2736.0285714013235,1082.0151515151515,7,66
tv88wS5Nf6SjruozSmXJxQSmx6J3,wcst,821.4955508352841,237.89999997615814,2705.7124999910593,1884.2169491557752,8,59
SPCT9D90pRa1ihXS5jEw6vCmquI3,wcst,1830.7578245597344,785.0999999940395,3091.7631578947367,1261.0053333350022,19,75
3xCaqfcHxRQxuOlEzXz3PNcHODH2,wcst,274.95508474761914,434.65000000596046,1482.7500000037253,1207.7949152561062,4,59
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,wcst,266.4467433024183,305.35000002384186,1475.2777777777778,1208.8310344753595,9,58
5rXSa3anB5ejmFrnwUsTB82byup1,wcst,199.35607638888018,239.24999999999977,1099.888888888889,900.5328125000087,9,64
btpcu1rB1JeSTo2upeHGPdv8kYG3,wcst,2141.209523832041,801.7500000596046,3478.242857166699,1337.033333334658,7,54
zw1w9FipI9RjJsuhHse6UZavBxs2,wcst,491.2329004328608,482.99999999976717,1530.4666666666512,1039.2337662337904,15,77
IaTJhUGICmO9xcL3605RW8QHneN2,wcst,302.9077777748307,190.15000000596046,1435.5799999992053,1132.6722222243745,15,72
kI0YdycDU0X5hcoEPjEON3Ionyd2,wcst,678.2884920537472,400.54999995231606,2140.2249999940395,1461.9365079402924,8,63
YEU5ox3jteVINfdSTg5ymqYcS9o2,wcst,2424.400438613536,2183.4500000178814,3934.3250000178814,1509.9245614043452,4,57
GEwkBw3YHaNp3TCh9YS9PKVfavz1,wcst,2137.1714285785342,1601.7500000596049,3249.8714285748347,1112.6999999963004,7,58
EEodWwGh0wWq5f8JmzfKvq0lyeu1,wcst,2571.569444444364,1198.0,3459.666666666589,888.0972222222255,9,72
c0hRe9PCPPZs3HWFqhIQargNlp52,wcst,687.8363094462288,620.3499999046326,2067.0124999284744,1379.1761904822456,8,63
biQ16yPcCKSkJQhSxUKcDc8gm8I2,wcst,-81.75797011234681,18.100000023841858,1660.7954545562918,1742.5534246686386,22,73
OExlWyngGfPrScDYjaRcv5PIAet1,wcst,2035.1879309888543,2157.9499999284744,3187.099999964237,1151.912068975383,4,58
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,wcst,3090.2818548458235,2797.2999999523163,4655.6624999940395,1565.3806451482158,8,62
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,wcst,840.6749999642373,862.1999998092651,2418.3125,1577.6375000357627,8,80
VwTymW8T68MfpnJvZ2X97ILqDWS2,wcst,584.1338983170563,795.6500000357628,1892.6000000089407,1308.4661016918844,8,59
hrRr560eFBNwJ0CcUjCqtSD8TdP2,wcst,637.7999999999172,543.6000000014901,1640.1777777775294,1002.3777777776122,9,63
G9VruXninjUdE9czK2DambZl5li2,wcst,840.482295482303,884.0,2282.3076923076924,1441.8253968253894,13,63
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,wcst,815.2844298245118,621.2999999999302,1875.212499999965,1059.9280701754533,8,57
zxG9mUnF7uRkaOKSoCPsiRZzr372,wcst,2044.5020895657253,1152.5000000596044,3566.620000016689,1522.1179104509638,10,67
CUNlBEszJVRGK1jWlTaOaCqpDg53,wcst,1203.5096491232612,1165.3000000007453,2425.3166666673496,1221.8070175440885,6,57
06qcrpGKL6Vc3LVplFQC90VAcRm1,wcst,1013.4700234247942,625.8000000119209,1921.6142857181173,908.1442622933231,7,61
ORvIk1xRWIQmKuLVe6GXNouvAXx2,prp,146.59423077876102,268.44999998807884,1110.400000010218,963.805769231457,7,104
80UJMJbCOMgs6YVpsMgXfYTzw6o2,prp,184.6838532103584,207.89999999850988,983.1599999994039,798.4761467890455,5,109
rUuJv5gl7dWVo7UPQWMx4bohxhK2,prp,-42.148469387753266,-175.79999999993015,1633.875,1676.0234693877533,4,98
pcbRW89vVJcviD87V3uxyG4I9st2,prp,-58.465540540539905,-128.39999999990687,690.2750000000233,748.7405405405632,4,111
yatBVTBMCSMp0wJluOCLzTFKMyP2,prp,283.00000000100977,380.00000000186265,1668.0000000009313,1384.9999999999216,4,95
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,prp,57.027450980271624,238.75,799.8999999994412,742.8725490191696,8,102
