﻿outcome,outcome_column,n,cov_type,model0_r2,model1_r2,model2_r2,model3_r2,model0_adj_r2,model1_adj_r2,model2_adj_r2,model3_adj_r2,model0_aic,model1_aic,model2_aic,model3_aic,delta_r2_dass,F_dass,p_dass,delta_r2_ucla,F_ucla,p_ucla_ols,p_ucla_wald,delta_r2_interaction,F_interaction,p_interaction_ols,p_interaction_wald,ucla_beta,ucla_se,ucla_t,ucla_p,interaction_term,interaction_beta,interaction_se,interaction_t,interaction_p,female_n,female_ucla_beta,female_ucla_se,female_ucla_p,male_n,male_ucla_beta,male_ucla_se,male_ucla_p,vif_max,vif_mean,bp_stat,bp_p,shapiro_p
WCST Perseverative Error Rate,pe_rate,197,OLS,0.0022551151733318786,0.0344507128099254,0.034490472991888566,0.03449051836377959,-0.008030914567149106,0.009174553459399881,0.00400069845479023,-0.0012690920671913908,1278.5420561447086,1278.0803638929203,1280.07225149801,1282.0722422404497,0.03219559763659352,2.122922578948172,0.0987021509955256,3.976018196316655e-05,0.007824298322981678,0.9296081616219352,0.9296081616219352,4.537189102205019e-08,8.88161905409407e-06,0.9976252875695171,0.9976252875695171,-0.05338252184941166,0.6034987655667245,-0.08845506386294263,0.9296081616218429,z_ucla_score:C(gender_male)[T.1],-0.002696879396156598,0.9049309746592422,-0.0029802045367848373,0.9976252875682913,119,0.05396882466313163,0.7160602959659872,0.9400543091687643,78,-0.12566502708659022,1.1102812669783324,0.9102004217024304,2.5888341954474314,2.109636948034109,2.116428105451715,0.9531160543282211,5.724447499012062e-13
Stroop Interference Effect,stroop_interference,197,OLS,0.00928986382769137,0.014792444771866142,0.017732201518040336,0.02517369640186151,-0.0009236427307859341,-0.010998328925205358,-0.01328678159191643,-0.010930981509180704,2379.29261313989,2384.1953900592102,2385.6066838180996,2386.108563154967,0.005502580944174773,0.3555910477138057,0.7851466772110198,0.0029397567461741936,0.5686369670636725,0.4517345887397054,0.4517345887396801,0.007441494883821176,1.4427621904035102,0.23119597381291607,0.2311959738129245,7.528208792668106,9.98329974276947,0.7540802126191298,0.4517345887396812,z_ucla_score:C(gender_male)[T.1],17.912624876937137,14.912891386758915,1.201150361280152,0.23119597381292056,119,1.8845676088745087,13.097310234942096,0.8858438916250637,78,12.565278785880029,15.478667851685135,0.41959337765135263,2.5888341954474314,2.109636948034109,7.868954101861982,0.3442912259290055,0.0010220798725999508
WCST Accuracy (%),wcst_accuracy,197,OLS,0.003733954622801572,0.006476168285943773,0.008863434053732355,0.01674101495600644,-0.00653682935015909,-0.019532308984057778,-0.022435615397202513,-0.019675984490067355,1475.5668382895192,1481.0238498666054,1482.5499233614705,1482.9779063744083,0.002742213663142201,0.1757256319849392,0.9127370910018632,0.0023872657677885822,0.4576367288465306,0.4995532198982041,0.499553219898214,0.007877580902274084,1.5142122402910858,0.22002674508791134,0.22002674508791123,0.6825303033042383,1.008931082800991,0.6764885282445655,0.49955321989820733,z_ucla_score:C(gender_male)[T.1],-1.8542196042207322,1.5068422618278772,-1.2305333153925935,0.22002674508791006,119,1.1728730483200422,1.248509254360154,0.349519513604441,78,0.1668314209805144,1.7693893967264749,0.9251426308139159,2.5888341954474314,2.109636948034109,7.843227209450623,0.34662089295668325,5.0155330045888145e-14
WCST Mean Reaction Time (ms),wcst_mean_rt,197,OLS,0.054003396490497124,0.06197519527795503,0.07645088065188765,0.07808831123273507,0.0442508541862755,0.03741957211769209,0.047286171619841944,0.04394343387098454,2904.5869649816245,2908.919835588525,2907.8560115180467,2909.50642521672,0.007971798787457907,0.5410708262509254,0.6547340831636939,0.014475685373932623,2.9780551607136734,0.08602641492650084,0.08602641492650084,0.001637430580847421,0.33568766244189824,0.5630189656168336,0.563018965616858,64.84856661963,37.578030299908285,1.7257042506506328,0.08602641492650116,z_ucla_score:C(gender_male)[T.1],32.617858287823594,56.29732396603099,0.5793855904679368,0.5630189656168562,119,58.373964454934814,49.70365684019327,0.24268789954015174,78,58.94268296723561,59.02586398000626,0.32133726962489795,2.5888341954474314,2.109636948034109,10.762293988473317,0.14932897700818484,6.4905614337050705e-09
WCST Reaction Time SD,wcst_sd_rt,197,OLS,0.0011150276707783124,0.00732356302734416,0.03399984292974434,0.03582098686608082,-0.009182755549110633,-0.01866273113424377,0.0034945748117362063,0.00011065304630608619,2880.170998042838,2884.942730190639,2881.57629846114,2883.204555290915,0.006208535356565847,0.3981929421435292,0.7544514652768167,0.02667627990240018,5.24688649826731,0.023083973826673265,0.023083973826673692,0.0018211439363364779,0.35698371285724884,0.5509013605795559,0.5509013605795559,80.5225465137345,35.15334578903862,2.290608324936249,0.023083973826674115,z_ucla_score:C(gender_male)[T.1],31.464452830427724,52.66183434935858,0.5974811401686573,0.550901360579559,119,58.043911428831024,44.42396291446417,0.19400496698826505,78,117.46007182644723,60.28583334354943,0.05526663048499743,2.5888341954474314,2.109636948034109,11.655737546871242,0.11246377378331347,4.142110901590898e-05
WCST Perseverative Error Count,pe_count,197,OLS,0.0005651716069298152,0.028569761325435428,0.028727383220359615,0.028728372777375277,-0.009738280232173935,0.0031396503653683405,-0.0019443836253132396,-0.007244650453092305,1384.429865961186,1384.831029585736,1386.7990622539528,1388.7988615452866,0.028004589718505613,1.8353956957089907,0.14212099365340672,0.000157621894924187,0.03083393840020654,0.8607983820848102,0.8607983820849043,9.895570156626121e-07,0.0001925581585257899,0.9889431211467421,0.9889431211461397,-0.1389417215316771,0.7912581119090305,-0.17559595211789877,0.8607983820848515,z_ucla_score:C(gender_male)[T.1],-0.01646409995720194,1.1864707391933464,-0.013876532655491776,0.9889431211461499,119,-0.024721803160599243,0.9381885661548898,0.97902419907306,78,-0.26848524293306075,1.4690212574026407,0.855496294203772,2.5888341954474314,2.109636948034109,2.3392033695914645,0.9387109863910332,4.6290934191974804e-17
WCST Post-Error Slowing (ms),wcst_pes,196,OLS,0.005388686397835518,0.009846954379722606,0.03038587144701488,0.030390197432022203,-0.0049181665928605955,-0.016209704715547835,-0.00039552945942911144,-0.005712295216785401,3148.241574683414,3153.361044972117,3151.2526231200522,3153.2517486536763,0.004458267981887087,0.2851649787223584,0.8360753482420766,0.020538917067292273,4.0035053238254275,0.046836730451018806,0.046836730451020735,4.325985007325173e-06,0.0008387757417800907,0.9769259173568403,0.9769259173568403,145.33675230376352,72.63655629011794,2.0008761390514365,0.046836730451019784,z_ucla_score:C(gender_male)[T.1],-3.153123065209215,108.87244860176148,-0.028961625330416234,0.9769259173567894,118,96.63461238975344,102.56543917430679,0.3481307896516622,78,240.23712958882786,97.01998557515103,0.01563202993205891,2.6128287910064754,2.1192339983632817,20.080066517726067,0.005399312915804609,3.272989401004318e-07
WCST Post-Switch Error Rate,wcst_post_switch_error_rate,195,OLS,0.019165188661350196,0.054750148871007376,0.055863477457939736,0.05802706110978939,0.008948159376572562,0.029743539052780044,0.025731460781065474,0.022766042006947318,-204.37106515269164,-205.57724570736997,-203.8070548164058,-202.25442969659463,0.03558496020965718,2.371703619451265,0.07180756876736027,0.0011133285869323606,0.22169015745703693,0.6383009521301375,0.6383009521301691,0.0021635836518496543,0.4295135520268314,0.5130331644517255,0.5130331644517052,-0.006562504210638718,0.013937869346940586,-0.4708398426822111,0.638300952130169,z_ucla_score:C(gender_male)[T.1],0.01406010737864958,0.021453601128004582,0.6553728343674731,0.5130331644517003,118,-0.005769304340413627,0.018509595712799146,0.7558536091705357,77,-0.009330394169382823,0.021567882030598184,0.66661228064873,2.384981207806188,1.9753752500224249,4.360799776233932,0.7374079424834705,0.01436484939190806
WCST Reaction Time Coefficient of Variation,wcst_cv_rt,197,OLS,0.04512514367712661,0.05667025181912544,0.06651701661636977,0.0678017311180984,0.035281072993385676,0.031975755793448135,0.03703860661478131,0.03327586930765769,-184.4347850785835,-180.83116989825822,-180.89832388889596,-179.16963368153705,0.011545108141998828,0.7791957723423,0.506900415718279,0.009846764797244334,2.0041986246979513,0.15850128712428563,0.15850128712429015,0.0012847145017286232,0.2604714564831098,0.6103919817474646,0.6103919817474501,0.020953778658024644,0.014801031132033375,1.4156972221127948,0.15850128712429432,z_ucla_score:C(gender_male)[T.1],0.011319104321352406,0.022178490970355666,0.5103640430939062,0.6103919817474419,119,0.007818327378400967,0.017644499637794558,0.6585385123644113,78,0.049356466433501126,0.026903049991952924,0.07069551084307552,2.5888341954474314,2.109636948034109,5.5297670994281605,0.595595864663308,0.009003179482612166
WCST RT MAD,wcst_mad_rt,197,OLS,0.011125056813486967,0.01887603819385497,0.029598985196167216,0.031229206343517335,0.0009304697703270692,-0.006807835151855679,-0.0010452573765855622,-0.004651193421537414,2494.4150906109867,2498.8648854739654,2498.6999715282227,2500.36874389766,0.007750981380368005,0.5029732909335803,0.6806754683027015,0.010722947002312244,2.099503091359806,0.14899542281335687,0.14899542281335842,0.0016302211473501194,0.3180440604389481,0.5734540454630428,0.5734540454630175,19.274882420019498,13.302506452111405,1.4489662147061122,0.14899542281336117,z_ucla_score:C(gender_male)[T.1],11.239606285672252,19.93000711784841,0.5639539524101108,0.5734540454630217,119,21.393205115864866,18.135348978391345,0.24062050461945417,78,10.756698323355847,19.528346845394587,0.5834589287941705,2.5888341954474314,2.109636948034109,8.060523348427179,0.3272872993242881,1.941363327228282e-15
