gender,n,t1_rt_sd_r,t1_rt_sd_p,t2_rt_sd_r,t2_rt_sd_p,t2_rt_sd_short_r,t2_rt_sd_short_p,t2_rt_sd_long_r,t2_rt_sd_long_p
male,30,0.3290225211593281,0.07583831415957466,0.4356535323529555,0.0161117729584027,0.3159387495161171,0.08897782219616915,0.5507989843094714,0.001609609473996067
female,45,-0.047698840912437784,0.7556891779735803,-0.11495137582909248,0.4521017839303691,-0.07083315776435851,0.6438134093271941,-0.011438647009213479,0.9405521665524387
