outcome,n,model0_r2,model1_r2,model2_r2,model3_r2,delta_r2_dass,p_dass,delta_r2_ucla,p_ucla_wald,delta_r2_interaction,p_interaction_wald
WCST Perseverative Error Rate,193,0.0003761150223319243,0.020699827646513347,0.020994987477819582,0.022771605147232754,0.020323712624181423,0.27796655131166537,0.00029515983130623535,0.8003779710775357,0.001776617669413172,0.4523593545962432
WCST Accuracy,193,0.015888983146986835,0.04254986675607031,0.04343116036112826,0.04799949723545782,0.026660883609083474,0.16116207530975243,0.0008812936050579534,0.7130401095994956,0.004568336874329559,0.20184979354430196
Stroop Interference Effect,193,0.01615525728850553,0.02361950586074668,0.02656834763207694,0.02766410353798021,0.00746424857224115,0.6989985409578571,0.0029488417713302573,0.47544503866050103,0.0010957559059032729,0.6395251185456092
PRP Delay Effect,187,0.10982470972616054,0.11245540484701388,0.12731745145625917,0.13692704177484472,0.0026306951208533436,0.9106528278579968,0.014862046609245283,0.10153608774833155,0.009609590318585548,0.1317443765494053
