,UCLA,DASS-Dep,DASS-Anx,DASS-Str,WCST PE,WCST Acc,Stroop Int,PRP Delay
UCLA,0.0,9.677243670843245e-26,4.653808393542541e-13,3.786918823792945e-15,0.16857117720794348,0.37207721829843254,0.9017219409438628,0.09210174663640919
DASS-Dep,9.677243670843245e-26,0.0,1.127193757984318e-22,9.519091844093832e-24,0.06553464216105949,0.6343673358570245,0.3110918298194543,0.6457601729137746
DASS-Anx,4.653808393542541e-13,1.127193757984318e-22,0.0,3.834062573939935e-35,0.16917072185826576,0.3933381476129378,0.8320933686648538,0.39602593777273276
DASS-Str,3.786918823792945e-15,9.519091844093832e-24,3.834062573939935e-35,0.0,0.10640123575073285,0.18977481478451155,0.7578597126294694,0.6251900285623453
WCST PE,0.16857117720794348,0.06553464216105949,0.16917072185826576,0.10640123575073285,0.0,4.780890934107487e-22,0.25931448209126795,0.6756792108193227
WCST Acc,0.37207721829843254,0.6343673358570245,0.3933381476129378,0.18977481478451155,4.780890934107487e-22,0.0,0.33864883395614015,0.5537285709625567
Stroop Int,0.9017219409438628,0.3110918298194543,0.8320933686648538,0.7578597126294694,0.25931448209126795,0.33864883395614015,0.0,0.02565051232497937
PRP Delay,0.09210174663640919,0.6457601729137746,0.39602593777273276,0.6251900285623453,0.6756792108193227,0.5537285709625567,0.02565051232497937,0.0
