participant_id,congruent_mu,congruent_sigma,congruent_tau,congruent_n,incongruent_mu,incongruent_sigma,incongruent_tau,incongruent_n,mu_interference,sigma_interference,tau_interference
m69r9GQTk2b51mvxrFLt4fZeJi52,594.0214613807955,125.4447136335211,133.4422919554491,71,623.6133111552582,194.17986857629958,199.86347364961853,35,29.59184977446273,68.73515494277848,66.42118169416943
wkhxvE50megJGMA1EiROSZIJWNq1,657.4837013466167,108.0669364185027,173.5712009593307,72,669.6232622984461,108.75402541007419,274.74616394570097,36,12.139560951829367,0.6870889915714855,101.17496298637028
d9rwc0NXArcNlJvFsgKhQqkGxJq2,659.7091112195448,142.52491668034122,118.22955280896213,72,900.6207639976002,264.6828946369898,85.7955218228315,36,240.91165277805544,122.15797795664855,-32.43403098613062
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,716.0146923857891,158.8655596223217,217.48618377944663,72,764.2283016970175,138.8268371676286,235.1261759068392,36,48.213609311228424,-20.0387224546931,17.63999212739256
WqoZv41KTtTCuPKBPyClregrKAi1,650.2389445306616,83.59795885011808,201.52747172258535,72,617.733046547563,43.86293528812331,450.1525856099484,36,-32.50589798309852,-39.735023561994765,248.62511388736306
Yco8O7tmHlbsUBfKW2ywcZByGO32,651.2373119118597,82.57915409078821,231.2847615512333,72,684.680857507132,123.59505267274685,358.1891672549644,35,33.443545595272326,41.01589858195864,126.9044057037311
xHctBv4C2EU8rHYRouw0btT3GT02,545.6946381441498,98.03377473541886,151.57397662418595,72,516.7955831987791,84.06229861126275,348.2783434706549,32,-28.89905494537072,-13.971476124156112,196.70436684646893
SOhR7IO689NQCPQu56SjATO8FR92,664.0622515114771,144.9894480930153,233.89997786347732,71,832.0176964980234,190.7877216660994,326.6973377565325,31,167.95544498654624,45.79827357308409,92.79735989305516
idP8RVfm74N86O0dszLXANIpjXv2,775.0379301587517,201.59889014057097,163.31570602690704,70,783.0300374971309,228.9240998894688,167.79503519139467,36,7.992107338379242,27.325209748897834,4.479329164487638
mweMgSlGM2VxThhwnupYxYzUbR23,557.4296148232244,133.00429295199328,146.5120218889496,72,593.6519400430885,159.96529757197624,164.1861308854442,36,36.22232521986416,26.96100461998296,17.674108996494596
9Xz1RIwnPXgyRqmucudW9VeuDnq1,696.1388173502604,109.93582900879012,414.83582757379236,71,919.5397765968439,164.439579552843,363.36492230691687,32,223.4009592465835,54.50375054405289,-51.47090526687549
ohl9pXqpeSMfepC3w9h0tW5SbJw1,992.6968620531998,247.67091601971327,257.85883315180354,72,1383.1999943155806,403.31663363943795,49.99966462385647,36,390.50313226238086,155.64571761972468,-207.85916852794708
9l7DjYLs0XdgwykPZR5E01KTZfu2,584.8742987819614,81.0775992996836,171.42493246128453,72,522.5254449882641,21.79958242237172,352.4171965262624,33,-62.348853793697344,-59.27801687731188,180.99226406497786
23AEyocWhqY955WHbxhHRSgQ1ms2,703.2199622220656,109.40932324774052,63.39440227857464,71,608.2629345015748,45.44882006560264,257.7422878089574,36,-94.95702772049083,-63.96050318213788,194.3478855303828
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,555.6319135607552,27.265773520525887,297.38105268502926,72,718.7047412080329,142.7778912783665,229.312605281246,34,163.0728276472778,115.51211775784061,-68.06844740378327
rFV2EUbp64f5ORSh7DqwmCQmeqT2,639.1868375922552,153.18055060585954,322.16969940609374,72,713.8614916339592,198.69548503878585,260.7502081705312,35,74.674654041704,45.51493443292631,-61.41949123556253
bXpFswkI7TfIfL6G4FqWrbaxTGx2,454.6310359512192,120.92413588599995,174.2720600493162,70,327.3622642690141,5.0,476.71160573722614,34,-127.26877168220511,-115.92413588599995,302.4395456879099
XehZHBpwr5MYzUXkj0FAYCsFG922,563.4459022028144,137.26705013425376,115.74296793231849,71,588.2095631160706,95.25778819456164,199.4292925378278,34,24.763660913256217,-42.009261939692124,83.6863246055093
DAKDKPH698P12JfTbbjemLI6PIH2,535.804015567473,37.63731538634157,83.52738128259924,72,504.31827185479307,5.0,160.4269818311721,36,-31.485743712679948,-32.63731538634157,76.89960054857286
3WijiOiVCoMbn80F05SPYsxl0TC2,651.7606286017832,53.0490054985001,174.308076607974,72,650.6956684378546,85.63753803261415,223.60169902673994,36,-1.0649601639286175,32.588532534114044,49.29362241876595
Df83JuPuJkXqTGbENhM2gw5SJM43,671.3550499741456,124.38937278290321,347.3612265439856,72,830.0695708554439,5.0,476.2273219904911,32,158.7145208812983,-119.38937278290321,128.86609544650548
qnR5PLX1v3fPi6SwTJMwGcadwyD3,463.9495861178823,85.86647179770259,267.1416356897344,69,896.0419375977779,314.6170067003089,65.07731926523736,36,432.09235147989557,228.7505349026063,-202.06431642449706
DaRehVxIOhXtEtUExdgvUl0mKcx2,805.6109608615172,155.78122928928028,300.0976975226273,72,1496.537409432674,433.8444252615494,32.082441388279086,35,690.9264485711567,278.0631959722691,-268.0152561343482
