participant_id,congruent_mu,congruent_sigma,congruent_tau,congruent_n,incongruent_mu,incongruent_sigma,incongruent_tau,incongruent_n,mu_interference,sigma_interference,tau_interference
UbwuSMtBsHdW3Ji41opk3GInMqi2,716.5612529322829,152.7630972949727,24.84420556611968,72,627.9995674235846,142.04272145847787,150.940599089361,35,-88.56168550869825,-10.720375836494838,126.09639352324132
cC0BEsQjfrcuCyoaOas9zJT0MNs2,757.077073667253,158.40875291931033,201.4129451985009,72,800.1583520728284,172.8867035862407,250.90556614886628,36,43.081278405575404,14.477950666930383,49.49262095036539
Cbkx2NHyF3NrebzXGqNgSfiWent1,613.9760008220452,75.97458980164531,174.00177893435753,71,720.2833508656116,29.351784491425384,249.81118098539608,36,106.30735004356643,-46.622805310219924,75.80940205103855
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,596.5245224912496,63.38714837791421,147.73040666426144,72,634.6231476109756,5.0,259.43045018057006,34,38.098625119725966,-58.38714837791421,111.70004351630863
146QT9LupyU2BAiTsB3PMIpVXM22,558.4935156598963,111.15266204425296,190.82547994645245,72,710.128773162665,187.97672789062386,172.652799063197,35,151.6352575027687,76.8240658463709,-18.172680883255452
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,1003.4356193138692,317.9482009147762,236.40078272227439,71,941.598361731706,5.0,584.857894346296,34,-61.83725758216326,-312.9482009147762,348.45711162402165
87w5Le0CgZhSfYAaOH3Xd2fc98l1,932.1608735170134,227.37074807121783,389.9867959522751,70,964.1625782665043,89.8633965681928,497.35577198406196,36,32.00170474949084,-137.50735150302503,107.36897603178687
HbydnnT1hUP3WagAy2TJAc6GqVs2,769.6926404703892,96.09580848035098,158.7386170014408,72,762.8607855440271,90.73912540411992,245.77395451298383,36,-6.831854926362098,-5.356683076231064,87.03533751154305
EoToosG69XMp4LTYdB6sB9WTrv22,618.9452512619482,102.99204846486097,93.77914289493906,71,630.3349838934603,113.97299866902529,128.19332314491578,36,11.38973263151206,10.980950204164316,34.414180249976724
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,557.5016010660235,67.6411464737047,356.1553182139161,71,515.9384335590702,5.0,388.9252581874668,35,-41.56316750695328,-62.641146473704694,32.76993997355072
QbOEVCaZLUMOgltUdXm58oZOALv2,880.4325849911235,243.23738391195633,164.89240215172123,72,1126.1411812341573,299.15540330921885,7.082821034978036,35,245.70859624303387,55.918019397262526,-157.8095811167432
PkpTH7pWpEOG9A86xSloOSozwTk2,1165.6862160803403,246.4642683689744,224.44169976456374,70,1304.7777834489343,350.37563026240036,49.99989768185451,36,139.09156736859404,103.91136189342598,-174.44180208270922
8bwaafIhKVMNBoHaXFcY8HirS9u2,517.5553720663232,69.57089783530353,142.8710522598944,72,463.43675741644046,57.29185501288887,223.5733045902632,34,-54.11861464988277,-12.27904282241466,80.7022523303688
tv88wS5Nf6SjruozSmXJxQSmx6J3,933.7258045868072,168.46927079769887,199.01473186663057,71,1068.303244337037,88.64079002838645,429.9784670507861,35,134.57743975022993,-79.82848076931242,230.96373518415552
SPCT9D90pRa1ihXS5jEw6vCmquI3,474.8167020538964,83.64132048667284,202.46052690441252,71,505.33022925120366,99.10648999787597,197.5661491846806,34,30.51352719730727,15.465169511203129,-4.894377719731921
3xCaqfcHxRQxuOlEzXz3PNcHODH2,511.12684412284426,115.20244890495145,196.92525917304474,70,545.968281227289,134.9090085314148,181.47915154846814,35,34.841437104444765,19.706559626463346,-15.446107624576598
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,715.3955085313795,129.79199559192094,147.65538043828414,72,1037.9427454519098,106.83035456439725,150.40704394940465,34,322.5472369205303,-22.961641027523683,2.751663511120512
5rXSa3anB5ejmFrnwUsTB82byup1,546.6060444006276,79.37448187094593,248.46862964745364,72,893.9288314309899,280.07481957954224,97.18243181728418,36,347.3227870303623,200.7003377085963,-151.28619783016944
btpcu1rB1JeSTo2upeHGPdv8kYG3,702.9351542707559,170.35813075983054,207.7030364652334,72,739.4078657321243,167.3015422721924,406.13969043832174,36,36.47271146136836,-3.0565884876381517,198.43665397308834
zw1w9FipI9RjJsuhHse6UZavBxs2,519.2246628158628,57.49877982473281,168.52097743017836,72,587.4128322006152,91.28686979136987,273.3679027590657,34,68.18816938475243,33.78808996663706,104.84692532888735
IaTJhUGICmO9xcL3605RW8QHneN2,487.4757779437772,141.30294812041367,218.18963717117646,71,782.6444975763022,247.4998542218683,11.636324473941121,35,295.16871963252504,106.19690610145463,-206.55331269723533
kI0YdycDU0X5hcoEPjEON3Ionyd2,604.702768107881,84.82196569146825,239.5988453955767,72,600.8514576895855,5.0,391.2792500274284,36,-3.8513104182954976,-79.82196569146825,151.68040463185173
YEU5ox3jteVINfdSTg5ymqYcS9o2,461.9232200068092,37.75090615472028,157.97209297753665,69,520.8938238948764,79.13514842374873,108.38815501527397,36,58.97060388806722,41.38424226902845,-49.58393796226268
GEwkBw3YHaNp3TCh9YS9PKVfavz1,567.6313492713493,133.65996284339167,120.55559060802427,71,574.4732736862238,172.30532972054544,213.09072112988042,36,6.841924414874484,38.645366877153776,92.53513052185615
EEodWwGh0wWq5f8JmzfKvq0lyeu1,514.1340691972806,141.10876518906412,157.9055953478261,69,574.1729849223158,139.8668941537006,240.31452797416523,33,60.03891572503517,-1.2418710353635163,82.40893262633912
c0hRe9PCPPZs3HWFqhIQargNlp52,700.4126891231831,203.36688393569096,218.406483581823,71,684.8033024258309,114.30264332849524,331.922150661397,36,-15.609386697352193,-89.06424060719573,113.51566707957397
biQ16yPcCKSkJQhSxUKcDc8gm8I2,894.0128572358855,74.48043777542512,179.71446067518542,72,1046.3856737202805,130.38005019725324,167.49799170413914,36,152.372816484395,55.899612421828124,-12.216468971046282
OExlWyngGfPrScDYjaRcv5PIAet1,512.2787321504727,74.9274327388094,187.5841346116149,72,606.7457564275394,139.41881621034923,261.2875946623116,36,94.46702427706668,64.49138347153983,73.70346005069672
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,723.7254191200205,131.57457133140923,157.8008763786491,72,866.7897377041271,145.3473185170496,173.9484987687273,36,143.06431858410656,13.772747185640355,16.147622390078197
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,632.7998394083223,154.08432153087548,158.09407364460728,72,605.1574767465688,199.80244190570653,259.48988512056343,36,-27.64236266175351,45.718120374831045,101.39581147595615
VwTymW8T68MfpnJvZ2X97ILqDWS2,690.4050401094285,114.27068094912654,230.43869354373,72,677.4254482788083,84.9943544872672,436.9281418540701,32,-12.979591830620166,-29.27632646185934,206.48944831034007
hrRr560eFBNwJ0CcUjCqtSD8TdP2,567.1456608414085,67.9960283478117,91.3617257921135,72,554.475125919798,74.7935702649462,165.4157467212348,36,-12.67053492161051,6.797541917134495,74.0540209291213
G9VruXninjUdE9czK2DambZl5li2,539.3710232201832,111.50025575534727,205.50591031657925,71,488.1961747659822,140.63083135377263,321.84732077907927,34,-51.174848454201026,29.130575598425366,116.34141046250002
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,509.67720979936496,69.53381978974679,167.1737050566706,71,483.5277483993613,69.44131550419506,233.04231037087095,35,-26.149461400003645,-0.09250428555172618,65.86860531420035
zxG9mUnF7uRkaOKSoCPsiRZzr372,861.5550350915913,110.9387418640592,133.74465512030397,72,908.6748070613387,93.69909304260727,333.0276720171782,35,47.119771969747376,-17.239648821451922,199.28301689687422
CUNlBEszJVRGK1jWlTaOaCqpDg53,621.2155833442333,155.22070624545512,140.1770373745671,72,611.3598682538681,119.15633405430093,232.86840296592257,36,-9.855715090365265,-36.06437219115419,92.69136559135546
06qcrpGKL6Vc3LVplFQC90VAcRm1,545.809434482415,78.2870242914575,130.60244207535865,72,565.358136224493,60.18746517906967,166.321489131413,35,19.548701742078038,-18.09955911238783,35.719047056054336
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,557.5001991647922,80.78203561656505,152.3259728331323,72,543.7284068243848,72.38062465538108,252.47396222931158,36,-13.771792340407387,-8.40141096118397,100.14798939617927
g2G9l3no7RbeRA9a1W3JnfegTnh2,510.00954780795314,63.99819715496617,584.9079974173728,69,592.3246936677918,5.0,598.1150291629948,33,82.31514585983871,-58.99819715496617,13.207031745621975
G1Ff3XYUZMRsPafyEQ80ussnVlf1,724.0916114826852,67.92957424578472,182.3495467637678,72,904.1966529727757,198.09019309813868,209.38412103695313,36,180.10504149009057,130.16061885235396,27.034574273185342
WnC6Uscb5VMIr43GASKiUCO3AYH2,520.490609304927,114.2751723930448,125.28578789226434,72,662.1579684970172,204.19789114925698,5.000000026993978,36,141.6673591920902,89.92271875621218,-120.28578786527036
e7NIVznoeNMC7bBejXnMVvFNPfx1,573.3700019457099,89.97741246976899,291.2175265460888,72,644.6452089634865,109.1367500965041,313.65291924253603,35,71.27520701777667,19.15933762673511,22.435392696447252
kgSRatooJJfDaMZ2yIURqb8aJuE3,545.2103436118687,83.97059433318647,376.2694680423668,72,535.3753056012044,33.08539717480133,521.5274159559103,35,-9.83503801066422,-50.88519715838514,145.25794791354355
afdTz6deeYWf1qKNdUpKAYKN3hz1,641.6467279907981,138.15899288517554,225.9200445202667,72,1096.6291032111758,439.95465656809796,73.18706506254689,32,454.98237522037766,301.7956636829224,-152.7329794577198
sqfXvh6GJLaYAqr3RvHrixP8IOx1,547.2069031030311,35.82409651603711,357.5943221163605,71,588.0323660006161,92.31601572707947,280.2050141327701,35,40.825462897585,56.491919211042365,-77.38930798359041
rNe3cRPepZUXbJhmmfQZiGsVzX22,661.6598110252355,73.2159627351196,299.05315433196716,72,727.5340563922022,80.40518293184817,252.43665323215083,36,65.87424536696665,7.18922019672857,-46.61650109981633
