participant_id,prp_intercept,prp_slope,prp_slope_p,prp_residual_sd,prp_raw_cv,prp_n_trials,prp_r_squared,stroop_intercept,stroop_slope,stroop_slope_p,stroop_residual_sd,stroop_raw_cv,stroop_n_trials,stroop_r_squared,wcst_intercept,wcst_slope,wcst_slope_p,wcst_residual_sd,wcst_raw_cv,wcst_n_trials,wcst_r_squared
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,735.6744317962122,13.77996374901425,0.901323543119114,331.3165697299034,0.44196361590164734,105.0,0.0001499714512183779,884.3732072360133,-380.08664564910174,6.9538677893377124e-06,234.33539733697413,0.3688703702893684,104.0,0.18049443175089167,1480.2557480252156,-418.6904552514457,0.08941548890037249,763.8253236639443,0.6044848368115581,116.0,0.025096542532090704
kxerHPSL3bQjD74HhiebYf3blPr1,,,,,,,,748.6568138870997,-0.11694729215474199,0.9985667009642656,196.25579990802333,0.2597027385259585,107.0,3.087967305411734e-08,1101.8393775919772,-1163.13726757567,6.061241801753265e-17,372.99353037980916,0.9421346280168713,115.0,0.46296442314284814
2h5FgHUEvBS1twD5DqbTIRrMm1f2,1018.0247062983256,-272.257817404943,0.05568311115022849,432.6853230914192,0.49647911402756784,116.0,0.031744532871214745,1002.3270046739468,-460.708732427976,2.6728651175944408e-06,280.35046125580163,0.40020195475879905,107.0,0.1901215704266136,1660.3879613333008,-223.54799063701552,0.48189747427717344,864.1834006807685,0.5525290613291907,91.0,0.005572629550462251
lpzDdvuMkKWkPxu6xeclmdctEp42,1019.4071635819078,-54.815881659492845,0.6752991579454812,404.45149306210385,0.4045723772406614,113.0,0.0015866486601023844,817.183333355717,41.10555553727923,0.5461876108705632,205.57932147325664,0.24353581614727607,108.0,0.0034460562646608205,1787.2446664778793,-701.1216027890347,0.010526991095831,704.0286342198077,0.5056628061294941,83.0,0.07806479632465099
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,1092.4610285540873,-26.06754914127934,0.8756127085176089,497.04628683327246,0.45606333020191114,105.0,0.00023901890430377153,1133.4795293772197,-221.17346131220253,0.1369181287879578,439.652821978403,0.42965804654105233,106.0,0.02114723508013979,1847.0265247717507,-344.0660920808716,0.2908254267828562,795.75086698905,0.472785171345196,75.0,0.01527197384172085
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,1065.4102637906622,-420.65644130887915,8.109097106965803e-05,324.4444728573782,0.40226710247639763,117.0,0.12685063911576086,1097.1221032978683,-472.0312436371889,1.1213875029149415e-05,309.9228943642983,0.3907004642483255,108.0,0.16710959791331104,2136.8055779009733,-1397.3917128799487,2.2588118177499603e-06,702.1524748244293,0.5630733923993159,80.0,0.25059976407859436
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,995.4482601170334,-147.5988554623669,0.2956219618701344,440.0653237212758,0.47519859567836303,117.0,0.009507577562751116,1180.1276928243126,-86.2350152932661,0.33868866400996267,271.67972962638163,0.23774863030514687,108.0,0.00863901058925347,2065.064183204938,-634.8415242895554,0.0033526083895831405,533.994497040921,0.3196781167426748,76.0,0.11047077434062623
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,1562.1889170886895,174.5532130860091,0.28173035048263834,497.5008279521354,0.30103557172804696,113.0,0.010431253444184942,1152.5153754850737,59.73776754837145,0.42680013484600465,226.7387656093128,0.19054958300532265,108.0,0.005967963620687346,2458.9677123934125,-960.3334589401902,0.011036904462678462,841.7586435726637,0.4459263837889011,63.0,0.10125405451603109
LliUMEIsrCVZ88YFQfevan2Og4z1,950.5072603373844,-399.08386677890064,0.00024772006018283744,324.6606799786213,0.4538889754276308,111.0,0.11641295337847664,722.6827183340517,-276.337058956576,3.256888177038845e-05,192.41742660676442,0.3546776296150973,106.0,0.15360269650058975,1440.8011822440162,-644.882091814669,0.000671465581618081,523.9917594752246,0.49404462446739705,96.0,0.11635379988767597
EUhcW9kURScie1DwGPHqmNqotJB2,962.359511783501,173.82764542709228,0.3030931724871875,509.58559678505475,0.4834664412984099,113.0,0.009551561021860307,1172.5955912795187,-71.21976173640203,0.49295988561581683,311.5279882872036,0.2719801664953035,107.0,0.004488014267444199,2100.1957282960398,-64.18665216378596,0.801713105718508,825.2346626097823,0.39593757460928336,126.0,0.0005105260890208551
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,1063.21407727882,6.904698692478264,0.9637209762342102,479.5862699009703,0.4456714836172837,115.0,1.838949105309906e-05,915.6716445708939,-205.88588174232763,0.006824997036371147,225.92598085171258,0.2851178422030599,108.0,0.0670154008672752,1179.3717226857898,-122.28630251363542,0.3873423258376012,447.5562288293863,0.39813403759029037,119.0,0.006393723258078436
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,1154.4967021418768,-296.18916917090337,0.00876598911194116,348.9995144509476,0.35366326828632155,117.0,0.05823281558896905,1532.6404243105774,-282.27252578125916,0.05900090267092406,443.75242415993085,0.3216593158797141,106.0,0.03385945879341174,2235.0113489542637,-274.503033121945,0.34443042052656736,887.6549196923651,0.42257538709797815,97.0,0.00941418833116176
wdppvL4tIkVlGjou6aYzzjlaZXB2,973.4908834051868,-370.57870378877635,0.01789919634606674,442.8401210186578,0.5683194322377632,97.0,0.05759508019794559,876.8247102995964,-149.75433630324954,0.2338843376420483,366.42893676433073,0.4548849460887333,104.0,0.013864141879320894,1486.5052545025703,-463.51212970466037,0.08452430658580194,869.6844147634473,0.6946632757662374,125.0,0.023998258332179966
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,1173.168647863201,-330.99655740133954,0.022578625279025318,453.14194367165044,0.45532467842615865,118.0,0.04402737234638433,1019.3660854593636,197.2757588708203,0.06043714421722078,308.14585909776105,0.27809610976200805,106.0,0.03348693915044757,2640.931298330456,-923.2049700783788,0.0032543148432769963,704.5882239325238,0.34238431838976513,62.0,0.13541977820577494
K26uNuY0VNPjJNF26wEx3bFg0kr2,958.5595264531025,-177.81828471099644,0.14249085296650021,364.04301524566694,0.418105962860343,109.0,0.01999284447162074,898.9455013508768,-279.9496872233961,4.149559314499218e-05,196.0080504609346,0.2776601335952771,107.0,0.14851202648176637,1279.3645070422274,-201.94044265586706,0.3033630932928008,477.05187289094874,0.40215013384078807,70.0,0.01557101520828184
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,1665.1638354430904,-448.85265870724265,0.029752841194492674,534.116137255273,0.3821561956594608,102.0,0.04636185556101523,953.5618416581633,-328.1977573904158,1.6125253293352826e-07,177.07254848164396,0.2530768778958289,108.0,0.22906790073786015,1281.9854665280072,-133.02354613141776,0.5742669957810638,622.1803074672565,0.5068803350693234,82.0,0.003961792911253378
DPvStUYSmohmXwFwaKRqHv89R3k1,1066.261274478268,-168.994052590711,0.24295650070448357,444.5826065002089,0.4508423070861064,114.0,0.012152790832856976,913.6407547147913,156.15762148321716,0.16876385590948864,334.1766675179175,0.33680435830520405,105.0,0.018306967708896876,1768.9390377074126,-403.4431547746063,0.2714140508091385,846.2265160683919,0.5366526314065887,63.0,0.01979368668142215
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,938.0327960278157,-170.2703951202201,0.09160968295619776,316.3525221147292,0.3720387424427488,117.0,0.0245478701385607,823.7718314644997,-176.22884811417373,0.0014898006690702956,163.5930981261124,0.23109990517607476,108.0,0.09121467607330337,2587.38585701331,-1635.7783166593433,5.547284926470483e-06,874.1432084420574,0.5707129812560563,83.0,0.22612000191623371
62fAfeQc27bZelkPX7G54T3gvci2,1300.8388389467107,-68.11494618225393,0.6118929433885572,426.74170025124846,0.3344118453445683,119.0,0.0022072176034628028,954.8913254108045,138.24690575204784,0.25185387256950176,355.74277543960324,0.3466762686038418,106.0,0.01260556421988406,1609.941364425611,-312.7631541212714,0.24076167968432413,621.9666657385188,0.4261612106554195,64.0,0.02212653358513115
q0Atnpm0jZS5swcVmq0EMalQUKw1,939.2180355659996,-291.976465656762,0.005489669235019508,317.8381099557586,0.4133564454941653,112.0,0.06799216811484331,850.2295034619847,-197.43133445965316,0.0011688082812110724,178.7708534976583,0.2479450379727965,107.0,0.09592828353657239,2016.2546948356867,-934.9037558685434,0.0011550493297336764,680.0908602697745,0.46756344459417176,71.0,0.142860991772546
kR2rCtaPyPaj7YMizKUDn5xL2qx1,902.7877018102582,252.97072630936057,0.11173284377908796,491.1775804034974,0.47888783769081966,113.0,0.022631306672782892,977.7914686824612,-200.44097945150855,0.0344472288192439,280.4770290565834,0.32318426064275496,105.0,0.04269339851321402,1571.7118131060872,-521.7947735191843,0.049517857295425675,688.1660085655166,0.5324806160418658,83.0,0.046789726920727644
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,1154.3159668321407,-51.12343166744571,0.758601090761546,511.8435313156842,0.4494449588574818,110.0,0.000878158357124036,963.988668022859,-304.74770641873727,0.00019898815968807148,239.38323676092597,0.31201158351015373,108.0,0.1229422052123183,1895.8405790829004,-53.99840318906079,0.8770281094542358,802.6623897864702,0.4230356368695255,64.0,0.0003892406098605515
mwsliuPsLFhRFjtjQwYkqcCRDvi2,1237.0207657613728,-592.8398817446426,6.36269336012069e-05,445.3433113806542,0.505959055534974,112.0,0.13586962066119698,805.1462758703428,-171.06339687792743,0.005027717869627904,179.88347145515084,0.25729416838475994,107.0,0.07253714882371386,1603.5499104876997,-703.9084903483679,0.006703219091131648,611.6030247918488,0.5110052306876264,70.0,0.10317158846363354
iKVZi0Oo96UrMBhPQMHWFcf55uA3,1048.0166133639525,269.4957376372293,0.14064679533123564,551.9861883497924,0.46757406979635446,109.0,0.02017701705610686,1405.6262086311422,-348.1531694642421,0.015006592262333581,412.8019223089921,0.34098624750954243,104.0,0.05661479981918445,1859.9308005427827,-429.89304812841766,0.08838962708307532,587.1261514630145,0.3602558554088596,67.0,0.044014206406374635
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,698.8296446765354,8.087082124956183,0.9210461671669896,259.32669732154676,0.36582840686609963,118.0,8.505170268182474e-05,773.1173462415588,-143.72543322827346,0.0027572330345294036,141.9647776167376,0.20926197975090416,108.0,0.0814322781344349,1393.6853416260724,-155.9429271466441,0.5441407993738381,617.7542453999637,0.4644202036336821,70.0,0.005435656601028277
ssPK6ISW0HerTGke9hznqJ2LpKu1,722.6954118753158,-95.79866172177935,0.3456104518785945,311.3286423602504,0.4589209216324372,112.0,0.008090353783714217,914.0748216434274,-158.29408766418905,0.0918115782721967,281.7197247785848,0.33881258003497083,108.0,0.026581163557793344,1290.0598915491216,36.93467218415218,0.823776634635702,432.1080637760599,0.32621834847560954,82.0,0.000623578137353311
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,830.801363949689,135.7899993733765,0.2671770469178484,376.81032577630623,0.41784216846298916,110.0,0.01138736032171586,830.3557406511416,-277.12862121948734,7.277085179425217e-07,154.3882123842607,0.2503042341646936,104.0,0.21474728477928562,1364.5937562649146,-1.414634208971123,0.996543259452601,811.8106537761263,0.587128266946052,74.0,2.625061276321017e-07
5zxa5CMLGQSSonWOXqXf0QNS3PH3,988.1115873022438,-332.07625108645937,0.0012507585230457626,315.69940423058273,0.39756218108853264,116.0,0.08766471989003778,695.1900340208758,-109.49861323269121,0.06684152615201555,178.37566150734645,0.280259707060977,107.0,0.03163101495018162,1256.6942778641765,-122.69747891826792,0.5010577571805326,477.5714771523213,0.39635530314207174,85.0,0.00547207349727017
h5RYP03wJuVN0xo7qAR8CKFxLaj1,1286.6873666267943,-75.9054530307894,0.6275232324175464,482.4985444875083,0.3832223242996208,113.0,0.0021283366890512147,1058.0026148213199,-70.55439342388735,0.523475982747521,329.9314108082204,0.3201004450314984,107.0,0.0038874881473436548,2258.55839242121,-1392.32539653884,1.4624367179343734e-08,738.984331458229,0.5328519336242883,123.0,0.2338555605531448
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,1022.7108677618104,-266.53673553713105,0.055422126251673316,439.3041062506815,0.49748363152905756,120.0,0.030745245474171626,1226.362082378012,-341.7604261650797,0.018705454202744953,429.29985828859793,0.41320648888623746,107.0,0.051530723443070726,1543.543595476484,-220.31260648311286,0.34842003462303006,639.9911895350047,0.44410266895191153,90.0,0.009997512680204594
v8nNKiWvPdcjiHXZci39OuFTY6M2,1445.971523479008,-245.25565135142074,0.15585572785714663,528.8926672239098,0.39966859460924214,113.0,0.018060688768693735,1187.255572544832,-23.62966360994804,0.8047473198765557,288.7025851247518,0.24339786880153358,108.0,0.0005790839544076964,1973.4851436421063,-168.8683741651279,0.6299882046693157,823.9348262695493,0.4306006029288027,66.0,0.0036479599464818
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,1164.7615277295627,105.65769165340703,0.5672395443375411,547.9861147503537,0.4457537763300051,108.0,0.0030977431199709898,811.5986018764582,34.20237393772499,0.6969948742975005,262.0933561504239,0.31347225355251956,107.0,0.0014498107991272424,2991.1459974252584,-1325.981933199854,0.0010394926561224898,1055.8667979059262,0.49506870596704344,92.0,0.11322916299244694
LSLmd8jENtONZFVkIpRDX665Bu73,943.6611931808944,140.324006760359,0.4481209330470234,564.6760747859696,0.5542974074089847,106.0,0.005543921128768015,880.9649847546201,178.36447493697034,0.07626758444418305,301.6725409399967,0.3126853651871893,108.0,0.029348627375695883,2028.3342344716057,-668.2392006644847,0.03496272924520984,824.2509014429052,0.4941684861543894,82.0,0.054398731798589485
mUZzgdWKnPb2txOkJg9FHgqX5792,1116.5028342846017,-70.71084361288104,0.646520317344986,479.18638902058217,0.43943265644396473,114.0,0.0018844385939392006,951.5671253845153,280.387971447452,0.03237670400352341,391.55612488230156,0.36310383935510304,108.0,0.042468146638445184,2038.8534165762908,-647.9753104234411,0.0025679675710999802,609.7317994186251,0.3676653482157422,103.0,0.08648768030342777
WbOfW9KmUkPQK8o5hlHJnJFdpp92,730.5147147032915,-198.6414692507737,0.006383969482252345,220.51406342805245,0.35827906806163046,113.0,0.06509953322338098,1314.7339876693177,-258.3130199174789,0.082981666115572,436.0931374434854,0.36897424211092245,104.0,0.029176165246029662,1842.833569587727,-560.6031887760691,0.0028077123474933973,519.4802050809856,0.3455691370425768,97.0,0.0901496057193009
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,1816.1118319577256,-814.4903305761571,2.0819999485098525e-08,431.870266609789,0.34744611806370085,120.0,0.2345926024110869,1065.920953833776,-247.04927163133527,0.004788599246497938,258.5848455341377,0.28218490455273426,107.0,0.07331914927335886,1985.1402126552334,-569.7813960589035,0.13222749214329593,880.6714609749955,0.5207599957265242,69.0,0.03350180408020816
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,1059.5515808631565,-101.73993785139012,0.5211108781219229,488.2952060162819,0.48049953528269757,111.0,0.003787180672475195,876.7222562011484,-98.05932721711086,0.24206150281655184,252.38783958182114,0.3040585392196181,108.0,0.01288803616993389,1678.4476830403828,-849.3493019193148,0.0010995341598159878,661.3339220484684,0.5584396916695273,81.0,0.12687926322448778
fEq0OghbLpfD1jigl1Mbz96aMbg2,1050.9532137989784,-350.4666534993075,0.01620313239204189,446.229342372546,0.5179758726360734,110.0,0.05235204923295202,774.2365756390941,-225.79056537178053,0.006810884358702657,242.56740895270238,0.3765660999990114,103.0,0.07026379642736934,1506.9782622468376,-402.34477882073367,0.05317272042899708,561.9074634009514,0.4349329595095614,87.0,0.04327631078910055
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,902.4918567046506,-28.651546127792866,0.8330090365023711,423.03563127610437,0.47229309695797633,115.0,0.00039507508210393904,706.6303936292791,47.67172678849565,0.5925103032737673,266.6417792217723,0.36218357875069374,107.0,0.0027372746001338424,1011.2532972979384,237.11232432280042,0.3631124457849796,652.0876515780765,0.5726153716487357,74.0,0.011500824994553382
cEIs6U87xfbSL5eFTXDK77MmvNf1,1126.674531659034,-193.8182113436256,0.1868959339418201,446.26827056498877,0.4332094660481451,113.0,0.01564011550482212,983.3155962750087,-203.05341479343244,0.06141962216691824,325.2161240792547,0.3714919814350449,108.0,0.032617745277998614,1748.910558810922,-676.4033769576696,0.005038541372178164,687.3576112567189,0.5033084914556376,101.0,0.07674481096443293
AsXBOflrszVNKoFqbN61bMJqS0k2,1159.9560608897189,-40.600307542646156,0.7206952706732505,361.22669186864147,0.3144608095316875,119.0,0.001096619588483173,784.8384910538869,-42.83847908322667,0.5818524552286282,231.56092383947563,0.30084824325689896,104.0,0.002983180642178043,1526.0274393337863,-454.1977358285951,0.027820035639644334,607.8595775568948,0.47456258949060254,105.0,0.046113031306609556
Fz7EUjZCLuUBxLDUVtN6djaBTy42,826.6447512031831,91.16809683417006,0.373624383352532,323.4428463616702,0.3689376776294486,118.0,0.0068299489373780786,987.678117561879,-8.09882772120734,0.9149372098544598,229.03614750822192,0.2306945708362536,108.0,0.00010813559159645713,1854.3266387887118,-192.50769332790364,0.23164958123460597,412.827166047715,0.2343384447301596,82.0,0.017834794440657806
DzB19GqCB7fyrlEPexogWkjFzEx2,1759.8894068479767,-991.7529244999762,2.294358963986751e-07,548.4494468302094,0.49318901330833426,113.0,0.2151144674368055,1264.3988618976923,-42.034419141002004,0.7629826003577259,415.35710535063066,0.33107516914592894,106.0,0.0008782732210849503,1933.0578088621437,-487.3850402919828,0.02228517050847496,532.5282182067625,0.3227042254630512,78.0,0.06684103222375677
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,1496.4248262340316,-374.7080653343535,0.019004217936941917,500.3417159399301,0.3877566545307103,117.0,0.04690765671701847,931.9845395854475,147.77166156983492,0.17243558831034173,325.7200236815278,0.3236496798695109,108.0,0.017490788689650708,2085.64755850866,-700.8838896847333,0.03739662840652839,897.7172690568731,0.5250761192880542,85.0,0.051155023655902444
xBGZhFOeypWnqzSQClkrwV9z2vF3,1343.0485703673241,-479.64304373084707,0.011431034464273201,586.5304854030445,0.5407064990911744,114.0,0.05575613280390496,1028.5723921168826,13.436697247706126,0.9054927110848854,341.86277666351725,0.3271595132006186,108.0,0.00013359886593042883,1319.6568971113127,-69.56251217129407,0.7615403260766717,589.8474315353405,0.4534223669441523,78.0,0.0012189266280570432
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,1451.1047521077567,-510.349504161472,0.00015525736633857575,416.3347744289743,0.3668823284304955,120.0,0.1146376960551816,1011.5618075872414,-251.9495411604551,0.0003679421128070201,207.27727681690774,0.2462498485878639,108.0,0.1133115477790806,1858.3913081284675,-472.12199858579436,0.08993411303675432,652.9618688663504,0.406189707408529,68.0,0.042949440774022844
y1EHXv8tUTa4BRS4fRio7bULYfA2,1360.7345215673158,-298.8428511039872,0.12378216044628139,573.3839440295754,0.4763312272964383,110.0,0.021793927827568307,983.3695038726773,-248.69271147554915,0.0006873358924679764,215.29719258662007,0.26223524497067163,108.0,0.1034655408861281,1844.2197971762612,-570.9600065647058,0.02063482827332022,673.3258411985566,0.441449151845432,97.0,0.055112657910332485
HyQM2xKwwuVfqidmRYF6TiRk90C2,833.8323525569383,-92.07928150666187,0.32266011703031183,295.34401582524316,0.3732498741490258,119.0,0.008360743781928734,718.047196738308,-134.35550458540914,0.04521967370070207,200.74349798620233,0.3114174729056171,108.0,0.037299128367042904,1568.6764199621398,-771.408261613827,0.003176813777676511,675.2412286375508,0.5951992018573026,83.0,0.10246580015493767
roaf78tUWxWSEjAUcUu8O7mrQbl1,1352.8762894782787,-75.04226950975773,0.7076836319452848,606.9416852578141,0.4576713758846643,112.0,0.0012831952283267228,770.5430003269935,59.01585119786492,0.40941770571241454,215.76237169365922,0.2680400827455913,108.0,0.006429305670409578,1564.7657035834673,-147.83025404398558,0.6106484890207728,729.7048863087091,0.48412600563724967,73.0,0.0036701930485573664
Rc706mP0TSeIoIpMYH1SpRXjOxA2,1153.24896025601,-121.09742227340709,0.39864062262694877,450.10890205400375,0.40928765592125615,115.0,0.0063125625860288625,908.1067556007846,139.67306146965052,0.12756878551667142,274.0441695400884,0.28071748114643225,106.0,0.02218305885880099,1609.0420914712834,6.50192205307567,0.9808775402794989,597.3078260840334,0.3641192258221654,59.0,1.0167703878987525e-05
i1tBstVkNiVP0qro7TgGD08IGGa2,1344.4929944892463,-184.0161750620424,0.3060004531404468,567.68519217046,0.45140547250779134,117.0,0.009109750866342801,1127.3735649726377,120.3698329514975,0.2861968553108056,334.02569940835974,0.28018996112068595,106.0,0.01092928427960052,2163.3519961371976,-413.52269233877837,0.1668840748201882,760.2655858490514,0.38895729123744893,79.0,0.024666453856452542
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,1191.2683211629799,-264.30658519096244,0.05306180388954912,415.1507989912571,0.39448561681853256,112.0,0.03359517088903858,1003.1167113833134,-225.53922960969274,0.007937969938888201,247.8846307666012,0.2857103729099441,104.0,0.06707441950481485,2124.9847550228305,-538.0253182749118,0.11914340315125023,826.3712530913608,0.4481678134558536,70.0,0.03533719720449478
2zDXvJKvjeejeOSNbtDbtSI5cdz1,1060.7865596624047,100.03547056765636,0.4374350277581698,408.93845295914633,0.3660261575868136,119.0,0.005162551005351278,800.0806659873774,-80.5150356783136,0.22607507435686547,200.2214936396151,0.26287866340118954,108.0,0.013793666998277622,1962.3313380283403,-622.0457746480622,0.0783262445385733,858.713981955463,0.5243726525127137,71.0,0.04423453073704891
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1760.4506042529028,-550.5956263747006,0.008583261486315654,581.351401290775,0.395800655722032,99.0,0.06907599884796015,1022.2858061483155,-142.77353537584634,0.3104169843488161,418.3254855034204,0.4378894756340223,104.0,0.01008558418655882,1367.8159656298344,-85.32807486771264,0.6702151044508554,471.2210736905142,0.3508374346457794,66.0,0.0028517473318151253
iWsc4pghIEWOQUZKuQJMfe516UI3,955.8323278251511,-348.72632231478343,0.0009732175077067207,328.69347311215057,0.4368493441563689,120.0,0.08841776883163882,687.832228786799,-89.29210841690619,0.2004586913887366,208.27101745899753,0.3232956638508748,106.0,0.015711020854179823,1852.1592015550343,-1318.5144230756625,0.00027733891746118555,887.7298845646288,0.8066232889238623,79.0,0.15865929417621205
lHDkoPQu5reNCO45npeYSS9eLQl1,1262.208396302853,-63.51596808219322,0.7158355001528687,528.6811839474452,0.4261200864140977,112.0,0.001209464381531641,773.5488128477754,5.256597136293669,0.9415614274061592,216.03450581968605,0.275705280120917,106.0,5.1920642826147046e-05,2202.3512807621923,-1213.1603361228038,1.5077980374824324e-06,713.8509797186488,0.4962823560315719,108.0,0.19691624132177396
WcTsIpSoEhYeIBSNjAbbdaNSBya2,1148.35659156961,-301.3961329009187,0.03460423028199765,430.9998159935314,0.4376260713750436,111.0,0.040312225328819826,998.1869011211267,112.08730887007219,0.20083036801877927,263.66660425255844,0.2497057360834054,108.0,0.015390265852694412,1951.8613838267038,-432.05550416773315,0.019391059156536983,505.30915070284016,0.2971832001765994,93.0,0.05860653325884254
mg2WZiRBn4NQDKiMK43Y8dBqyG53,,,,,,,,949.9223898787668,-319.13978321463287,1.7641924661573606e-05,214.5899729020491,0.293623038540746,107.0,0.16166111679464037,1184.0492283262806,-344.2553559827662,0.002791450311331719,355.9710572736317,0.3635333985005098,123.0,0.07149550494709718
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,1349.9256829059193,-555.4008038793538,0.0006928168802619118,500.85486957314185,0.48669399451830125,117.0,0.09561992867923327,1022.6747144254975,-136.64955748749335,0.2185956265011098,333.1743289559454,0.3484622085522858,107.0,0.014379260218808653,2200.187149336177,-1180.8922606528815,1.9375379588992618e-06,650.6158498442255,0.45635831144983974,91.0,0.22583104533197346
