participant_id,short_mu,short_sigma,short_tau,short_n,medium_mu,medium_sigma,medium_tau,medium_n,long_mu,long_sigma,long_tau,long_n,overall_mu,overall_sigma,overall_tau,mu_bottleneck,sigma_bottleneck,tau_bottleneck
87w5Le0CgZhSfYAaOH3Xd2fc98l1,959.9546520447092,105.06505177008724,550.112844808723,48.0,678.5869345628973,85.35842553458028,415.8293203581906,48.0,777.8288962673181,192.16738892863216,37.112974942273205,24.0,712.7537816512238,156.2819475393574,492.0734418044876,182.12575577739108,-87.10233715854493,512.9998698664498
8bwaafIhKVMNBoHaXFcY8HirS9u2,926.0194954951676,194.22035649426542,93.31394601136871,48.0,512.892590141881,39.94227032371112,236.23346785122024,48.0,402.5965528890406,69.21997588703147,112.16772745217573,24.0,590.224618837063,189.1340254903732,220.1183514960653,523.422942606127,125.00038060723395,-18.853781440807012
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,1320.4797787159857,245.20451325444824,264.1746049794678,48.0,1127.694325103459,444.42292336912755,122.12614314352344,48.0,580.3299051948388,51.08538747353055,263.8750805215891,24.0,1062.1166032957224,408.93535187887716,240.49481116999172,740.1498735211469,194.1191257809177,0.29952445787870374
9Xz1RIwnPXgyRqmucudW9VeuDnq1,759.0496430850621,186.58047618346095,582.9603412835977,47.0,575.5084840257044,82.44529744817642,512.3833355439973,48.0,490.13703867761404,5.0,310.49240200722596,24.0,539.8966887933967,61.38686115892385,590.4965833173861,268.9126044074481,181.58047618346095,272.46793927637174
9g0uWFg7uhR46Q0VoG6MzqHOUL12,1064.2387703075376,373.34308212169475,104.33038414256347,48.0,507.53673456881705,118.30284345485835,482.02076839023823,48.0,412.72410418926825,5.0,327.97372718820026,23.0,517.7832113817065,115.07380620281461,495.8842769802991,651.5146661182694,368.34308212169475,-223.64334304563678
9l7DjYLs0XdgwykPZR5E01KTZfu2,1069.7945273881392,346.046040902495,422.3240197359928,48.0,609.9298139386373,81.20578866137528,520.5350264821003,46.0,486.1056023503485,5.0,382.21501856635797,23.0,589.6723010549056,99.26207288419627,637.6664205939677,583.6889250377907,341.046040902495,40.10900116963484
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,892.3054261584188,166.6221763986485,198.43504304232,48.0,451.7438236261453,23.65549667289351,343.508649632122,48.0,327.1597371612535,28.12246724468227,179.66199763537188,24.0,570.3044959311617,214.81108117157552,285.4717545343279,565.1456889971653,138.49970915396622,18.773045406948114
ASGvwW80q7VY7xFaLGZhVuErUQu2,1392.9236062107557,345.6388648472264,184.91505288143114,44.0,931.6146005375854,301.8827556197909,382.0617994130932,47.0,635.2652713994843,184.2599079945762,274.6931356679714,24.0,1055.70437401002,400.0085435565188,274.7893813233241,757.6583348112714,161.3789568526502,-89.77808278654024
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,779.1208624438426,57.345854772506094,546.190533965384,48.0,520.762096680808,100.54741846712604,484.0005311194883,48.0,360.5215315481163,5.0,304.43642093596884,24.0,548.1845494411403,181.30071697770035,516.8856507317851,418.5993308957263,52.345854772506094,241.75411302941518
AsXBOflrszVNKoFqbN61bMJqS0k2,1243.3810956925995,212.86995672208454,156.7246432036127,48.0,867.6898413613815,221.30230500764435,206.04249548258983,48.0,558.9026831657396,41.3669031006867,212.7200772114943,24.0,1010.2866783684573,334.4827044662981,133.5645107221513,684.4784125268599,171.50305362139784,-55.99543400788161
AyAnuCaltBbpEYbudoyNzTvXlcC2,1680.9763880486028,705.845194695768,118.58625877994388,35.0,499.95837349634195,5.0,959.4770967843774,39.0,550.7470839857014,138.0519915558,883.3063707779586,21.0,1321.365530326967,686.1118265148593,257.595870055462,1130.2293040629015,567.793203139968,-764.7201119980148
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,1054.6039194451268,283.35241108449935,474.35243838718776,47.0,799.2511728619131,261.86828836738914,354.48963724778355,48.0,403.9120352350407,5.0,336.74519553970975,23.0,723.5309030092855,293.47029239439007,499.1638773994468,650.6918842100861,278.35241108449935,137.607242847478
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,941.975630748232,113.73323235282578,278.013473430383,48.0,503.78917597239075,53.32070705752787,373.26954798818315,48.0,462.98028964926624,28.735048413996886,115.16773779762968,24.0,434.40007244866916,5.0,520.0435688598769,478.99534109896575,84.9981839388289,162.8457356327533
CDEoAyvS8feXLKMKsaZah9agEhF3,1126.4558846556758,331.27607007803056,190.3865166733607,48.0,561.1331010064596,65.6715513282056,438.6530844422425,48.0,421.70036148066197,69.67056140474232,201.32600226497502,24.0,531.650604730078,128.05507553437772,519.5821016606835,704.7555231750139,261.6055086732882,-10.939485591614329
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,663.0212358369756,121.81030417642909,502.0714480586557,48.0,469.82356604413206,42.16090151393635,322.62286283546723,48.0,527.1313150380439,142.33155934738568,5.0,24.0,455.2290753588682,111.3074370093863,434.225048923478,135.8899207989317,-20.521255170956593,497.0714480586557
Cbkx2NHyF3NrebzXGqNgSfiWent1,896.3699837658581,241.26674332882882,243.75620623038688,48.0,518.8477680770649,5.0,336.8771845146585,48.0,620.5135636071059,71.2158360543343,5.0,24.0,538.1982096241369,51.2857243169496,385.24386856876623,275.85642015875226,170.05090727449453,238.75620623038688
Co587hoelyeANqFX7AYvuVQW0lZ2,604.7977728931098,84.86928336291611,295.9852262847519,48.0,346.15129878612237,68.61289695994262,255.04026932001923,48.0,325.2178855037719,5.0,104.5773368641153,24.0,329.77527595999567,44.15024645341573,356.96776207050755,279.5798873893379,79.86928336291611,191.4078894206366
CtJe4bZZnYUBNrcPk00d3YQFSGp2,1159.896589252969,210.111734476211,365.18659641712594,48.0,788.6739011904119,102.12075202901458,428.1700092785986,48.0,502.57718833657435,82.50311805525493,259.2486763940466,24.0,860.272672182649,296.063475190803,388.86533145438,657.3194009163947,127.60861642095608,105.93792002307936
DAKDKPH698P12JfTbbjemLI6PIH2,1010.5787318569616,138.77821798115463,49.00472652816962,48.0,499.87910487729545,111.50302945243288,170.45235363489013,48.0,324.7483508361043,13.795214939468957,103.32604122128116,24.0,754.5998934099821,292.71976415565274,23.00541332356838,685.8303810208572,124.98300304168566,-54.32131469311154
DPvStUYSmohmXwFwaKRqHv89R3k1,936.8123611122094,191.0788533618693,320.22439794677564,48.0,459.918181705603,5.0,483.906014413869,48.0,378.0254734108645,81.75717382585677,150.65554658804606,24.0,627.2268630118919,277.7651464675121,358.8569578630938,558.7868877013449,109.32167953601254,169.56885135872957
DaRehVxIOhXtEtUExdgvUl0mKcx2,1506.2963338322666,362.4661358391107,236.74397312247473,45.0,1132.7079295893498,228.9129393345272,364.87665402846056,47.0,624.2102824394232,155.23013093942365,463.7733186534984,23.0,1183.1133949342848,397.7042820064524,328.6225408080162,882.0860513928434,207.23600489968703,-227.02934553102367
Df83JuPuJkXqTGbENhM2gw5SJM43,,,,16.0,,,,18.0,,,,14.0,1491.1501282362221,535.8148224294472,153.42520854591692,,,
DzB19GqCB7fyrlEPexogWkjFzEx2,1013.143399449217,248.27567508006018,486.7431542911809,46.0,406.6395986123006,5.0,845.1270160196726,47.0,286.1601239622587,5.0,415.0431417740926,24.0,681.6105050301311,349.4752831847153,554.7544326214208,726.9832754869583,243.27567508006018,71.70001251708828
EEodWwGh0wWq5f8JmzfKvq0lyeu1,736.0997801066864,217.87934618392202,484.04742967265383,46.0,561.5270291589896,158.60451807526002,437.9127409902498,48.0,378.56904615567197,68.30857161549501,307.89754808728804,24.0,527.7903308099868,168.05392378054805,494.0336905602372,357.5307339510144,149.570774568427,176.1498815853658
EUhcW9kURScie1DwGPHqmNqotJB2,898.461661729051,137.6766924011488,459.635392359957,47.0,441.60856450049715,100.8014290024689,542.5394184299106,46.0,362.5812809744508,12.014685988703398,255.894866135715,21.0,563.1040283250754,217.84108903244942,504.42688534901373,535.8803807546002,125.66200641244541,203.740526224242
EmfmKFDgWJdW47a6CNTNjnbYaPh2,1473.7819554942932,405.428680501684,148.7040422595324,47.0,894.8341041508531,247.6944538625962,397.76834713362143,47.0,525.198193862555,105.7513959289208,249.09540162577733,24.0,977.0826448712796,396.79029689026913,341.52824751199654,948.5837616317383,299.67728457276326,-100.39135936624493
EoToosG69XMp4LTYdB6sB9WTrv22,694.6470765911844,37.31233511447097,426.50637882201823,48.0,636.4078955202294,66.90577879004306,251.39518789798802,48.0,480.02199408051325,57.24393484893215,112.43172397597276,24.0,584.7446818393939,118.08724116806935,337.3315515056745,214.62508251067112,-19.93159973446118,314.07465484604546
Fz7EUjZCLuUBxLDUVtN6djaBTy42,759.0163556204974,109.82678866714554,380.4427945916804,48.0,563.8027745379338,85.82764545086535,210.54937018018083,48.0,614.105303256281,89.06183276845483,5.0,24.0,535.9270940685676,72.3701788103783,353.4157507882133,144.9110523642164,20.7649558986907,375.4427945916804
GDZGRW51kbWtAdUIHCtEd8sAtqY2,840.1292285357092,187.1770942259393,313.0370080351791,48.0,398.86899443885534,52.99090850205851,440.2803926451811,48.0,298.93154027256514,61.4035482189569,152.043849672779,24.0,477.1471744783488,198.9153768573078,409.9655395114746,541.1976882631441,125.7735460069824,160.9931583624001
GE4hogtdLdTFbNasENgtm6SO3hC3,680.6960877309942,59.9164144491114,425.44924072012736,48.0,536.0865615931891,57.953091056662444,225.25907761848129,48.0,505.3947895944274,50.778983184406655,124.99393311606994,24.0,520.8905948424275,58.07934789146731,352.17761781772674,175.30129813656686,9.137431264704745,300.45530760405745
GEwkBw3YHaNp3TCh9YS9PKVfavz1,703.3489270373705,201.85187105806708,281.92568353549854,48.0,377.5556339818871,49.74704856075182,335.0156318523885,48.0,389.6895833934685,63.22112725762763,153.8021948188625,24.0,396.6847699563117,64.85381748249658,391.1544606186957,313.65934364390193,138.63074380043946,128.12348871663605
HSggdq91WiQp16bOj7V3dABkcgk2,738.3273834161361,115.34061769168238,436.7030711935307,48.0,493.4463778068503,93.7003187585079,439.6314977819455,48.0,343.6114957550113,30.940411597778986,221.80984973143455,24.0,492.22704727527474,149.03052300927828,464.0907207980824,394.7158876611248,84.40020609390339,214.89322146209616
HbydnnT1hUP3WagAy2TJAc6GqVs2,986.0377062105832,265.53949208990343,221.96681059039335,48.0,735.0636026516397,261.53196037934396,255.1374849459534,48.0,459.0390524244846,5.0,358.1385584615658,24.0,799.8883517358282,290.0657485827328,242.80968231984102,526.9986537860987,260.53949208990343,-136.17174787117247
HyQM2xKwwuVfqidmRYF6TiRk90C2,637.0252143381102,62.43600649875419,291.6066289986202,48.0,501.50078354077556,56.03972290716075,232.80567665385414,48.0,418.65805331369165,5.0,187.30896492566546,24.0,488.2036237223549,64.05227992410391,298.1626228888197,218.36716102441858,57.43600649875419,104.29766407295472
IaTJhUGICmO9xcL3605RW8QHneN2,879.8612966604386,294.2875305267778,347.4509791070204,48.0,375.94831245047163,5.0,415.14681401214364,48.0,328.02953690808545,5.0,215.25077908979895,24.0,365.7716423098697,35.821375362470825,550.2342910156492,551.8317597523532,289.2875305267778,132.20020001722142
JntnHLHjYhc0xJJQALM3h9R5Ozv1,1178.3042854935638,405.3836327471662,269.7756299120635,47.0,572.790606229499,141.91477779023126,504.0349248189249,47.0,559.9790526263263,203.46799303094292,152.46273671151997,24.0,597.7574100319729,199.28197313751858,552.8420875202518,618.3252328672376,201.91563971622327,117.31289320054353
K26uNuY0VNPjJNF26wEx3bFg0kr2,745.9126561782241,227.17918348152213,329.873826926825,46.0,448.42420049710233,75.13692899967512,450.64598084052915,48.0,430.4998440766222,41.10468125733583,132.79707752252284,24.0,431.6790357461656,52.28820336805386,467.9920330331875,315.4128121016019,186.0745022241863,197.07674940430218
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,894.8729531064274,169.79014582930674,191.8408222422404,48.0,674.6739245609066,217.36589856260292,107.47228093856499,48.0,369.1834607753407,48.80071120239569,144.77847033351247,24.0,660.659900219329,256.02474224915454,189.67722724502795,525.6894923310867,120.98943462691105,47.06235190872792
LSLmd8jENtONZFVkIpRDX665Bu73,367.46198321982706,5.0,915.3015237245494,46.0,343.0325562725094,5.0,619.1911765897424,47.0,255.16798326222352,5.0,460.74186175888025,24.0,351.5647070010784,49.893566659141804,686.170316825087,112.29399995760355,0.0,454.55966196566914
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,758.9783984333607,92.15785163829112,173.64954027106205,48.0,433.958264414345,87.20559959915248,177.5266185620696,48.0,382.7708530193689,48.783013659957795,68.6340435559232,24.0,374.82663536418175,49.26930303845083,333.0974977317136,376.2075454139918,43.374837978333325,105.01549671513885
LliUMEIsrCVZ88YFQfevan2Og4z1,562.6537005476704,94.76370135099701,325.0911282693572,48.0,367.7991717211409,63.98471157292085,350.5208267247062,48.0,382.58284875333663,130.51944335563758,154.59236622775663,24.0,418.0716523811583,118.17254700225743,331.7926220826259,180.07085179433375,-35.75574200464057,170.4987620416006
M4Km1Q2P2oPliChDQkwl6k20FUI3,668.7387810431519,25.465986707761648,481.50726457078235,48.0,410.43655790318405,28.682131921230724,373.1542086924386,47.0,451.4011816432494,101.34469028950248,169.03213937429945,24.0,456.58636027446664,91.53260584344129,442.01590889417207,217.3375993999025,-75.87870358174084,312.4751251964829
MMSYeiMQi3gMr4PrXQcpXzFiegj2,994.9167298273649,192.42720991121269,440.97270315036747,46.0,643.3696881388915,163.8719397698398,491.419744687289,48.0,536.3835273420763,171.06292971606652,234.4111410357913,24.0,706.0803332001663,243.35175137934763,472.01830482737046,458.5332024852886,21.364280195146165,206.56156211457616
O61Eik2zvrSQLMNpFbTNEgjWwMr2,1549.7044321548103,377.95751516342256,36.067692458018286,48.0,706.9254548250127,56.92599758957581,472.15705330067084,47.0,690.1783606061203,162.1278614506862,5.0,24.0,841.892804952117,310.55120590439446,403.6072280579921,859.52607154869,215.82965371273636,31.067692458018286
OExlWyngGfPrScDYjaRcv5PIAet1,695.3352506538512,77.7355252643538,539.7108316589075,48.0,471.8458005542884,5.0,562.1404666207887,48.0,273.50567845943925,5.0,283.30475545151074,23.0,477.8441757286241,171.32709931162225,545.0195863049088,421.8295721944119,72.7355252643538,256.4060762073968
ORuVuFPU5idz3fMoXTGsbwToW2j2,416.0971258073336,35.49240057204923,211.38869046765356,48.0,369.0895953555232,49.20422147368507,191.70777131991525,48.0,408.4260091856761,86.42193772948403,141.58585230125982,24.0,397.1364577407325,62.46166923816277,188.17775892099598,7.671116621657518,-50.9295371574348,69.80283816639374
ORvIk1xRWIQmKuLVe6GXNouvAXx2,685.5578252588987,114.68693527466186,511.43088550072696,47.0,383.02220130542827,71.5798534784003,578.398927158885,48.0,385.25593092996917,81.64944325453283,185.93527469940597,24.0,401.2139542540933,89.7058616013681,574.5333211147328,300.3018943289295,33.03749202012904,325.495610801321
PLreonkqaMeFc0UqxKUelH44UQu1,818.9454137649441,160.40289257239067,250.41216445119107,48.0,477.5505466478254,102.06497872105156,326.69332582081137,48.0,293.4169826095255,37.05572381896341,203.9412856639,24.0,521.4359371132808,199.48411422277874,327.4803867915154,525.5284311554185,123.34716875342727,46.47087878729107
PkpTH7pWpEOG9A86xSloOSozwTk2,1374.5223586397128,325.15349787111523,325.6125832750323,48.0,922.2753059525445,196.7678372799605,612.5169065880493,47.0,676.3551820757839,50.8597290792366,444.44757155683976,24.0,1148.7579878482077,401.6784925934215,369.3305994125575,698.1671765639289,274.2937687918786,-118.83498828180745
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,684.7721735411501,81.38806453776,488.5909954942414,48.0,426.2507713504886,112.86337042271298,454.97409144125476,48.0,286.4197240951331,47.856146274326655,194.23199840908777,24.0,431.5692865218647,162.21906914617188,486.3964875488495,398.352449446017,33.53191826343335,294.35899708515365
QbOEVCaZLUMOgltUdXm58oZOALv2,1007.33272636689,192.67526052215987,171.15813508039253,48.0,620.305240537739,48.79728089582331,396.8702484252871,48.0,570.400304991918,74.29276231928435,176.71665690398686,24.0,635.9731227169862,93.99344642788677,391.72063789105977,436.932421374972,118.38249820287552,-5.558521823594333
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,1819.440367042352,452.3692869706288,131.0474997998994,47.0,1215.5394366468686,221.17988337064835,298.37139274591533,48.0,804.1921559727097,5.0,593.358720532051,24.0,1262.8392401124624,330.0555481859098,400.06263358856677,1015.2482110696423,447.3692869706288,-462.31122073215164
QreA2rLiUhV3YHeMfuHMPdGbpJ53,830.921209542157,87.64404223809993,428.651646242899,48.0,452.049919896479,92.62109849558776,557.8193583193129,48.0,309.02589860855204,5.0,377.89926527252004,24.0,519.9394807686817,141.06080045573742,525.2260018440401,521.8953109336051,82.64404223809993,50.752380970378965
Qv0jhW3sqicqQvd7LfReAsI7nD73,625.4237948708094,85.1983382443766,296.09334394477065,48.0,421.6620888218521,44.14357100012802,272.4532582252505,48.0,395.2287383218827,28.958933681335168,128.01822073808628,24.0,412.1405521043194,40.50031042467884,338.7649073258197,230.1950565489267,56.23940456304143,168.07512320668437
Rc706mP0TSeIoIpMYH1SpRXjOxA2,1027.6178868030095,250.58451452202138,350.24828381489607,48.0,622.5682567997375,71.82960421122895,459.2922366917035,48.0,384.4729395133747,104.07771229374804,280.8463684976671,24.0,741.476018084042,303.5680151770068,375.486963259321,643.1449472896347,146.50680222827333,69.401915317229
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,741.8387765608538,63.015491481837486,510.733327599429,48.0,455.36268228497863,62.42627937753669,493.03181177832624,48.0,409.3682392150759,5.0,383.42993071828073,24.0,538.9839187604897,128.17076428840892,499.9516690884328,332.4705373457779,58.015491481837486,127.30339688114827
Ru3Qf6pXZua1DfNkQdhbor6iJ403,879.2474791153967,114.75821398975363,452.6163175281629,48.0,683.3924223568273,155.52048462937427,411.74914643627847,48.0,579.375044190712,71.44285136917328,291.4403224748486,24.0,709.3207233550984,158.51292767336466,435.6326642977207,299.87243492468474,43.315362620580345,161.1759950533143
SOhR7IO689NQCPQu56SjATO8FR92,1472.8178979471127,357.86688996919395,189.7072044787853,46.0,1147.17125344382,429.33041910261545,271.1830837517077,48.0,483.9777763246842,169.3073391727964,540.5817470182064,23.0,1280.8978753758008,500.4997598792522,156.04055410800328,988.8401216224285,188.55955079639756,-350.87454253942116
SPCT9D90pRa1ihXS5jEw6vCmquI3,699.2823148444431,205.3696395041127,443.7118173742711,48.0,411.0940086235012,46.69073782014878,340.90839788761804,47.0,370.2701349938358,62.23839948083633,137.48420203988994,24.0,381.295689717571,62.71366662144564,479.17001327040504,329.0121798506073,143.13124002327638,306.2276153343812
SdDjNMBD2ZMTEwUphkohi2cZwUx1,480.5521805855862,90.09559113619056,355.83004093628875,48.0,363.85742515999254,28.401546834280357,167.63515150353106,48.0,330.39829943595885,5.0,94.82332480974638,24.0,332.14990217107544,11.608549884811575,300.0363420222764,150.15388114962735,85.09559113619056,261.00671612654236
SpSfX0ZcfcPLdlOENlfdfvEPwru2,944.6913119533701,112.87591444899913,395.56626098885306,48.0,629.8882474935726,169.61995294462523,350.1972615373239,48.0,511.85558945592044,140.76845097775126,9.539564162182634,24.0,688.2063579227828,302.69442311353777,344.2201312210199,432.8357224974497,-27.89253652875213,386.02669682667045
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,894.0184838837872,203.28590482353152,512.8975866786066,48.0,535.5526340799182,68.71054988168419,624.931851156694,47.0,486.78045031895505,5.0,395.2859509758756,23.0,570.570137498657,97.87745702235132,635.921429890056,407.23803356483216,198.28590482353152,117.61163570273095
Ub7nV8F55kPruh35ZpUcKoBUyn63,1360.4140231173892,319.4857124125203,345.78908170086976,48.0,1214.5678647636803,553.4929193910588,241.68665719619418,48.0,523.3362792834362,5.0,440.3315016741728,24.0,1093.9779841523823,468.2970338061569,363.7416905173411,837.077743833953,314.4857124125203,-94.54241997330303
UbwuSMtBsHdW3Ji41opk3GInMqi2,640.2935657232238,65.91969889837856,397.51413733923977,48.0,488.1666949162644,31.763154990445468,344.8786378301726,48.0,367.7699322815538,5.0,257.68777694801616,24.0,492.19471819381664,50.608804973993266,381.22736257615566,272.52363344167,60.919698898378556,139.8263603912236
UmgPh1pF5GgcJ0YH7ANm2c0UQOP2,1176.936333631682,156.14068263061066,379.7866696461679,47.0,928.7918851182881,275.9691814439749,366.83444984325536,47.0,431.87442204910735,113.5518919864213,265.4053499261979,23.0,986.2981043466497,414.50036618044953,296.5930055357391,745.0619115825746,42.58879064418936,114.38131971997001
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,1506.772401248995,418.38166650446084,25.017113424507983,48.0,971.8758364138016,359.96222817772,340.5642436001474,48.0,489.6906021337925,158.78432645649323,413.37558468406684,24.0,1114.823304477032,463.80077868869444,203.33210424793657,1017.0817991152026,259.5973400479676,-388.3584712595589
WbOfW9KmUkPQK8o5hlHJnJFdpp92,600.2456739972897,55.82288615299513,141.36501697675862,48.0,406.3175568124913,36.307849569011964,248.65849618456835,48.0,352.75011316966504,52.5560039688683,104.308506342618,24.0,427.42607865007096,84.466547885062,222.61774827778385,247.49556082762467,3.2668821841268283,37.05651063414062
