n_trials,n_participants,re_formula,method,converged,fit_note,llf,aic,bic,segment_beta,segment_se,segment_z,segment_p,ucla_beta,ucla_se,ucla_z,ucla_p,segment_x_ucla_beta,segment_x_ucla_se,segment_x_ucla_z,segment_x_ucla_p
22544,212,1 + segment,lbfgs,True,,-159660.9174657585,319351.834931517,319472.1832950291,-27.30640816976989,2.866710467801124,-9.525345679821983,1.6449354384237708e-21,11.865026811591395,17.50820051689862,0.677683968728795,0.49797209312916657,-0.04656513873254066,2.872536356399575,-0.016210461054322462,0.9870664898463206
