participant_id,prp_bottleneck,prp_bottleneck_predicted,prp_bottleneck_deviation,prp_bottleneck_deviation_z
GE4hogtdLdTFbNasENgtm6SO3hC3,475.77083333705855,475.8601482331925,-0.08931489613394206,-0.0027017583305890074
GE4hogtdLdTFbNasENgtm6SO3hC3,475.77083333705855,475.8104900119968,-0.03965667493827141,-0.0011996067455226874
GE4hogtdLdTFbNasENgtm6SO3hC3,475.77083333705855,475.8601482331925,-0.08931489613394206,-0.0027017583305890074
ORvIk1xRWIQmKuLVe6GXNouvAXx2,625.7850177514214,625.7770320228365,0.007985728584912977,0.0002415667448994785
ORvIk1xRWIQmKuLVe6GXNouvAXx2,625.7850177514214,625.7781684129513,0.006849338470033217,0.00020719116375262194
ORvIk1xRWIQmKuLVe6GXNouvAXx2,625.7850177514214,625.7755935088194,0.009424242601994592,0.0002850815156437769
80UJMJbCOMgs6YVpsMgXfYTzw6o2,515.3187499999768,515.3465617547914,-0.02781175481459286,-0.0008413002031143798
80UJMJbCOMgs6YVpsMgXfYTzw6o2,515.3187499999768,515.3729435442937,-0.05419354431683132,-0.001639344232148761
80UJMJbCOMgs6YVpsMgXfYTzw6o2,515.3187499999768,515.3729435442937,-0.05419354431683132,-0.001639344232148761
rUuJv5gl7dWVo7UPQWMx4bohxhK2,865.4291666666561,865.2550432692033,0.17412339745283134,0.00526719908975932
rUuJv5gl7dWVo7UPQWMx4bohxhK2,865.4291666666561,865.2550432692033,0.17412339745283134,0.00526719908975932
rUuJv5gl7dWVo7UPQWMx4bohxhK2,865.4291666666561,865.3601642390289,0.069002427627197,0.0020873100875923984
xyAILKfYP2M8GqAai11x6NT7IcP2,934.9937499999845,934.868715750252,0.12503424973249366,0.0037822618672377693
xyAILKfYP2M8GqAai11x6NT7IcP2,934.9937499999845,934.8943426493651,0.09940735061945816,0.003007053126447491
xyAILKfYP2M8GqAai11x6NT7IcP2,934.9937499999845,934.8951347349521,0.09861526503243567,0.0029830926906645487
pcbRW89vVJcviD87V3uxyG4I9st2,384.597916666685,384.6786084686448,-0.08069180195980152,-0.0024409113999101723
pcbRW89vVJcviD87V3uxyG4I9st2,384.597916666685,384.6629630638556,-0.06504639717059035,-0.0019676409315518193
pcbRW89vVJcviD87V3uxyG4I9st2,384.597916666685,384.6619077835443,-0.06399111685925618,-0.0019357189062719827
