participant_id,stroop_lba_congruent_v_correct,stroop_lba_congruent_v_incorrect,stroop_lba_congruent_A,stroop_lba_congruent_b,stroop_lba_congruent_t0,stroop_lba_congruent_n_trials,stroop_lba_congruent_negloglik,stroop_lba_congruent_converged,stroop_lba_congruent_aic,stroop_lba_congruent_bic,stroop_lba_incongruent_v_correct,stroop_lba_incongruent_v_incorrect,stroop_lba_incongruent_A,stroop_lba_incongruent_b,stroop_lba_incongruent_t0,stroop_lba_incongruent_n_trials,stroop_lba_incongruent_negloglik,stroop_lba_incongruent_converged,stroop_lba_incongruent_aic,stroop_lba_incongruent_bic,stroop_lba_neutral_v_correct,stroop_lba_neutral_v_incorrect,stroop_lba_neutral_A,stroop_lba_neutral_b,stroop_lba_neutral_t0,stroop_lba_neutral_n_trials,stroop_lba_neutral_negloglik,stroop_lba_neutral_converged,stroop_lba_neutral_aic,stroop_lba_neutral_bic,stroop_lba_v_correct_interference,stroop_lba_b_interference,stroop_lba_t0_interference
5Z68AKm9rIeeB2lVu3nJO7U31wk1,0.5,0.40560046964240987,0.1,0.8832804792670179,0.10453163860621707,36,56.97235293900771,True,123.94470587801543,131.862300570296,0.5,0.3280447203272692,0.5379989943621543,1.213474027834066,0.1,36,91.23200045303267,True,192.46400090606534,200.38159559834588,0.5,0.19503712581656393,0.538898835124719,1.1665866880873534,0.1,36,93.40525305540706,True,196.81050611081412,204.72810080309466,0.0,0.3301935485670482,-0.004531638606217067
5rXSa3anB5ejmFrnwUsTB82byup1,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
5zxa5CMLGQSSonWOXqXf0QNS3PH3,0.5,0.3815693900843563,0.1,0.6822798982162372,0.213647662018204,36,71.12542241871847,True,152.25084483743694,160.1684395297175,,,,,,36,,False,,,,,,,,36,,False,,,,,
62fAfeQc27bZelkPX7G54T3gvci2,,,,,,36,,False,,,,,,,,35,,False,,,0.5,0.49816675580012265,0.1,1.3575019626882123,0.16892960603405763,36,122.8003545769518,True,255.6007091539036,263.51830384618415,,,
6ABZuv4jbjgE0B8TeyUk6nwVb122,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
6OwhwWQDThSPHTVAeXugohrYuje2,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
6WFCyGwk71XLPBmbe4Vav3eotVm1,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
80UJMJbCOMgs6YVpsMgXfYTzw6o2,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
87w5Le0CgZhSfYAaOH3Xd2fc98l1,,,,,,35,,False,,,,,,,,36,,False,,,,,,,,35,,False,,,,,
8bwaafIhKVMNBoHaXFcY8HirS9u2,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
9NTZ091xWyOO8DgzyTGY0O3i8IR2,0.5,0.4963689301749187,0.8883597187211095,1.7552822822841991,0.1,36,102.72614801218567,True,215.45229602437135,223.3698907166519,,,,,,36,,False,,,,,,,,36,,False,,,,,
9Xz1RIwnPXgyRqmucudW9VeuDnq1,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,34,939.4547179415706,True,1888.9094358831412,1896.541238506222,,,,,,36,,False,,,0.0,0.0,0.0
9g0uWFg7uhR46Q0VoG6MzqHOUL12,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,35,,False,,,,,
9l7DjYLs0XdgwykPZR5E01KTZfu2,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
ASGvwW80q7VY7xFaLGZhVuErUQu2,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
AsXBOflrszVNKoFqbN61bMJqS0k2,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,0.554241336717775,0.5502879788777303,0.35307568544603524,1.6395440347298311,0.1,36,85.29640864210495,True,180.5928172842099,188.51041197649045,,,
AyAnuCaltBbpEYbudoyNzTvXlcC2,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,0.0,0.0,0.0
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,,,,,,36,,False,,,,,,,,36,,False,,,0.5,0.3875291585652233,0.729520575825463,1.7014919557090527,0.1,36,80.38407268356853,True,170.76814536713707,178.6857400594176,,,
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,,,,,,36,,False,,,0.5,0.4634911367548339,0.3309965597253858,1.8309965597253859,0.11681069149596016,36,82.93096302567047,True,175.86192605134093,183.77952074362148,,,,,,36,,False,,,,,
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,,,,,,36,,False,,,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,
CDEoAyvS8feXLKMKsaZah9agEhF3,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
CUNlBEszJVRGK1jWlTaOaCqpDg53,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
Cbkx2NHyF3NrebzXGqNgSfiWent1,,,,,,36,,False,,,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,
Co587hoelyeANqFX7AYvuVQW0lZ2,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
CtJe4bZZnYUBNrcPk00d3YQFSGp2,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
DAKDKPH698P12JfTbbjemLI6PIH2,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
DPvStUYSmohmXwFwaKRqHv89R3k1,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
DaRehVxIOhXtEtUExdgvUl0mKcx2,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
Df83JuPuJkXqTGbENhM2gw5SJM43,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
DxSidjznjVSNDJuDqqGgxpMEGtw1,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
DzB19GqCB7fyrlEPexogWkjFzEx2,,,,,,34,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
EEodWwGh0wWq5f8JmzfKvq0lyeu1,3.652456648668901,1.4048082073862447,0.7172114719216061,1.240229504719267,0.30451629365543353,36,951.8702144373576,True,1913.7404288747152,1921.6580235669958,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,-0.3303455698329336,0.7088238638840865,-0.16684535450037372
EUhcW9kURScie1DwGPHqmNqotJB2,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
EmfmKFDgWJdW47a6CNTNjnbYaPh2,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
EoToosG69XMp4LTYdB6sB9WTrv22,,,,,,36,,False,,,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,
Fz7EUjZCLuUBxLDUVtN6djaBTy42,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
G1Ff3XYUZMRsPafyEQ80ussnVlf1,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
G9VruXninjUdE9czK2DambZl5li2,,,,,,36,,False,,,0.5,0.17577067322447645,1.0,1.850763835236459,0.1,36,117.10953886772505,True,244.2190777354501,252.13667242773064,0.5,0.4303600724893261,0.9751498759388829,1.7229647156145365,0.1,36,128.1099142087261,True,266.2198284174522,274.13742310973277,,,
GDZGRW51kbWtAdUIHCtEd8sAtqY2,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
GE4hogtdLdTFbNasENgtm6SO3hC3,,,,,,35,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
GEwkBw3YHaNp3TCh9YS9PKVfavz1,0.5,0.1,0.1,0.2,0.26142086888199617,36,937.5611868896342,True,1885.1223737792684,1893.039968471549,,,,,,36,,False,,,,,,,,36,,False,,,,,
HSggdq91WiQp16bOj7V3dABkcgk2,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
HbydnnT1hUP3WagAy2TJAc6GqVs2,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
HyQM2xKwwuVfqidmRYF6TiRk90C2,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
IaTJhUGICmO9xcL3605RW8QHneN2,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,0.5,0.4558879451877567,1.0,1.7679275911358128,0.1,36,89.4941174035023,True,188.9882348070046,196.90582949928515,,,,,,36,,False,,,3.482802218501835,-0.18112577746754077,-0.03767093915505981
JOBWLirr6KYf3GXJ3jPFKmd48S93,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
JvrZiMHtAfP6gvQtlevYWafKy0z2,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
K26uNuY0VNPjJNF26wEx3bFg0kr2,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,,,,36,,False,,,,,
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
KtKj6zUKc5Oogd2itg2jdwkchnf2,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
LSLmd8jENtONZFVkIpRDX665Bu73,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
LliUMEIsrCVZ88YFQfevan2Og4z1,,,,,,36,,False,,,4.890300582365402,2.307305135772024,0.8074578747492585,1.0868169604950226,0.28015437515822683,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,1.289091106196522,1.2320509140346876,0.10001638230197278,0.8949714755926889,0.2070278943153858,36,469.1118398907929,True,948.2236797815858,956.1412744738664,,,
M4Km1Q2P2oPliChDQkwl6k20FUI3,,,,,,36,,False,,,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,
O61Eik2zvrSQLMNpFbTNEgjWwMr2,,,,,,36,,False,,,,,,,,36,,False,,,0.5,0.46166501010716116,0.45787174755659804,1.4668169493908307,0.1,36,102.00786699774588,True,214.01573399549176,221.9333286877723,,,
OExlWyngGfPrScDYjaRcv5PIAet1,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
ORuVuFPU5idz3fMoXTGsbwToW2j2,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
ORvIk1xRWIQmKuLVe6GXNouvAXx2,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,
P8mTl71XaYNvFMTCvlKpzzUdc9W2,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,0.9376944911630885,0.9376247839506353,0.18952542171330122,0.5385633716250642,0.13850598617188925,36,941.3117457088558,True,1892.6234914177116,1900.5410861099922,,,
PLreonkqaMeFc0UqxKUelH44UQu1,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,0.5,0.4669244991883076,0.1,0.923702834916788,0.1,36,58.9015673871687,True,127.8031347743374,135.72072946661794,,,
PXesLO51qlY7lJBrLdOAZiHmUR72,,,,,,35,,False,,,,,,,,32,,False,,,,,,,,33,,False,,,,,
PkpTH7pWpEOG9A86xSloOSozwTk2,,,,,,35,,False,,,,,,,,36,,False,,,,,,,,35,,False,,,,,
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,4.890300582365402,2.307305135772024,0.8074578747492585,1.0868169604950226,0.28015437515822683,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,,,,36,,False,,,,,
QbOEVCaZLUMOgltUdXm58oZOALv2,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
QreA2rLiUhV3YHeMfuHMPdGbpJ53,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
Rc706mP0TSeIoIpMYH1SpRXjOxA2,3.4392730722579863,1.754938504146498,0.39033102392117447,0.5702216350033193,0.39719468598203894,36,969.2168250816098,True,1948.4336501632197,1956.3512448555002,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,-0.5435291462438485,1.3788317336000342,-0.2595237468269791
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,,,,,,36,,False,,,,,,,,36,,False,,,,,,,,36,,False,,,,,
Ru3Qf6pXZua1DfNkQdhbor6iJ403,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,0.5,0.1,0.1,0.2,0.3662716749340003,36,965.3701828514475,True,1940.740365702895,1948.6579603951755,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,3.482802218501835,-1.7490533686033536,0.2286007357789405
SOhR7IO689NQCPQu56SjATO8FR92,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,
SPCT9D90pRa1ihXS5jEw6vCmquI3,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,
SpSfX0ZcfcPLdlOENlfdfvEPwru2,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,,,,36,,False,,,,,
SvtOrPatsnWjicxtyndEzSdO5Wp1,,,,,,36,,False,,,,,,,,36,,False,,,3.982802218501835,1.3727474752809519,0.8727381279202442,1.9490533686033535,0.13767093915505982,36,994.7167601734277,True,1999.4335203468554,2007.351115039136,,,
