participant_id,stroop_exg_congruent_mu,stroop_exg_congruent_sigma,stroop_exg_congruent_tau,stroop_exg_correct_congruent_mu,stroop_exg_correct_congruent_sigma,stroop_exg_correct_congruent_tau,stroop_lognorm_correct_congruent_mu,stroop_lognorm_correct_congruent_sigma,stroop_lognorm_correct_congruent_shift,stroop_mix_slow_prop_correct_congruent,stroop_exg_incongruent_mu,stroop_exg_incongruent_sigma,stroop_exg_incongruent_tau,stroop_exg_correct_incongruent_mu,stroop_exg_correct_incongruent_sigma,stroop_exg_correct_incongruent_tau,stroop_lognorm_correct_incongruent_mu,stroop_lognorm_correct_incongruent_sigma,stroop_lognorm_correct_incongruent_shift,stroop_mix_slow_prop_correct_incongruent,stroop_exg_neutral_mu,stroop_exg_neutral_sigma,stroop_exg_neutral_tau,stroop_exg_correct_neutral_mu,stroop_exg_correct_neutral_sigma,stroop_exg_correct_neutral_tau,stroop_lognorm_correct_neutral_mu,stroop_lognorm_correct_neutral_sigma,stroop_lognorm_correct_neutral_shift,stroop_mix_slow_prop_correct_neutral,stroop_exg_mu_interference,stroop_exg_sigma_interference,stroop_exg_tau_interference,stroop_exg_correct_mu_interference,stroop_exg_correct_sigma_interference,stroop_exg_correct_tau_interference,stroop_vincentile_interference_p10_correct,stroop_vincentile_interference_p30_correct,stroop_vincentile_interference_p50_correct,stroop_vincentile_interference_p70_correct,stroop_vincentile_interference_p90_correct,stroop_delta_plot_slope_correct
23AEyocWhqY955WHbxhHRSgQ1ms2,728.8138001791189,118.75884214754628,24.13792164058476,728.8138001791189,118.75884214754628,24.13792164058476,5.328872158191549,1.0438051985999373,490.79999999701977,0.585778161863441,608.2629345015748,45.44882006560264,257.7422878089574,608.2629345015748,45.44882006560264,257.7422878089574,5.301000789754458,1.20179107952446,560.0,0.1948843285702606,701.3396398594901,101.37587208073842,79.14099975826636,701.6485609636989,103.79069362410542,79.01784273719743,5.506525885503611,1.0230189440775372,477.1000000014901,0.7426912319133083,-120.55086567754404,-73.31002208194363,233.60436616837268,-120.55086567754404,-73.31002208194363,233.60436616837268,5.25,37.5,42.80000000447035,110.85000000149012,226.15000000223517,220.90000000223517
23hG7h2ByUZDbmOMTDtp0HT0xRb2,644.7890410200653,111.22259032273442,344.34589024541674,644.7890410200653,111.22259032273442,344.34589024541674,6.009679833065886,1.156796005428563,427.5,0.30929081148603055,681.1623908655861,193.5395862592167,681.8876936874425,681.1623908655861,193.5395862592167,681.8876936874425,6.416587420969857,1.3148670881514222,448.30000019073486,0.2774017161327911,744.0407143670101,162.27973306348127,318.6721186854965,744.0407143670101,162.27973306348127,318.6721186854965,6.035794935995725,1.188829032203001,487.59999990463257,0.4560917919719274,36.373349845520806,82.31699593648227,337.54180344202575,36.373349845520806,82.31699593648227,337.54180344202575,9.999999761581421,208.0,345.94999980926514,574.5500001907349,910.849999666214,900.8499999046326
28nQWMwCaSNFBEXlicY3eHqpwKU2,873.6541051126823,126.17939371065307,171.81202220986697,873.6541051126823,126.17939371065307,171.81202220986697,5.764426606924211,1.0901101229844674,635.6999998092651,0.8222722600660157,808.1925597352803,121.17805996870688,350.5658051337654,808.1925597352803,121.17805996870688,350.5658051337654,5.9134210611063995,1.1864750731536795,638.0999999046326,0.11550006182597117,797.2441598909417,94.70772131950257,245.88027394378264,797.2441598909417,94.70772131950257,245.88027394378264,5.608381696998999,1.1633862101541796,658.2000000476837,0.14338447275431265,-65.46154537740199,-5.001333741946198,178.75378292389846,-65.46154537740199,-5.001333741946198,178.75378292389846,-34.14999997615814,-7.949999928474426,88.5,200.80000007152557,187.89999997615814,222.04999995231628
2FHuv7L9nWPdbIiWHRIuXtcoyw83,1085.0677545920967,288.3827200648401,11.197443098835002,1085.0677545920967,288.3827200648401,11.197443098835002,5.949859567298418,1.2859928378337977,547.9999999998836,0.843528926305247,1205.957142920872,336.3961224788873,178.4368476319563,1181.3716491725256,339.02566222869183,196.20904714762216,6.451823060894134,1.2611062296419917,539.0,0.3048337433852357,878.006684149042,202.95528379548182,403.1729611641407,878.006684149042,202.95528379548182,403.1729611641407,6.282162859628058,1.2443127846735134,541.0,0.8281089094099299,120.88938832877534,48.01340241404722,167.2394045331213,96.30389458042896,50.64294216385173,185.01160404878715,280.0,138.4999999999418,276.5,414.5,367.5000000000582,87.50000000005821
2h5FgHUEvBS1twD5DqbTIRrMm1f2,519.2409897808284,131.8925932246314,200.7938703432729,519.2409897808284,131.8925932246314,200.7938703432729,5.685081532070502,1.3491217495969274,298.39999997615814,0.6415975106037295,498.9360176891599,127.25664513994583,359.9718678184787,496.8544268769689,129.87419676074458,367.4369753190401,5.93285772606294,1.2346766125466566,318.4000000357628,0.4470227944600189,429.04814801968774,26.43313910559393,302.56372453233257,429.04814801968774,26.43313910559393,302.56372453233257,5.257370465916653,1.3040059985703245,410.0,0.5993267723568281,-20.304972091668503,-4.63594808468558,159.17799747520579,-22.3865629038595,-2.0183964638868304,166.64310497576716,-25.490000021457718,54.139999949932076,83.59999999403954,167.26999996900543,321.0500000059608,346.5400000274185
2zDXvJKvjeejeOSNbtDbtSI5cdz1,605.192279202873,119.50697625936272,108.31910504872177,605.192279202873,119.50697625936272,108.31910504872177,5.275444098241967,1.3560697343130528,423.1999999992549,0.4799129525774807,846.0698880439522,225.73479857681232,12.915836146187225,846.0698880439522,225.73479857681232,12.915836146187225,5.8240250433109315,1.1690634314675377,406.0999999996274,0.45716295669519313,622.3450361225424,142.59610455599542,84.6320771437809,622.3450361225424,142.59610455599542,84.6320771437809,5.387880964391976,1.1967747103774082,402.0,0.6896997480101685,240.87760884107922,106.22782231744961,-95.40326890253453,240.87760884107922,106.22782231744961,-95.40326890253453,81.65000000037253,81.80000000074506,179.25,185.8500000005588,271.30000000074506,189.65000000037253
3FSnTCSiUodLp5u3bE0xaUjLk0b2,679.8894177530387,123.499270617021,143.0485485027505,679.8894177530387,123.499270617021,143.0485485027505,5.545965937940646,1.134868780843227,479.9000000001397,0.5307711004164843,691.2369739020381,135.0733733589626,187.5156541602564,691.2369739020381,135.0733733589626,187.5156541602564,5.850132046655637,1.0977368889225685,433.19999999995343,0.5614545091854477,687.6362235179107,124.48922448722878,174.91871855835734,687.6362235179107,124.48922448722878,174.91871855835734,5.74711844119408,1.0938354787081748,455.30000000004657,0.7209079675232355,11.347556148999388,11.574102741941616,44.4671056575059,11.347556148999388,11.574102741941616,44.4671056575059,22.54999999993015,41.09999999997672,-7.049999999930151,121.70000000006985,135.25000000011642,112.70000000018626
3WijiOiVCoMbn80F05SPYsxl0TC2,650.328025156165,48.67661269428042,180.21547706840263,650.328025156165,48.67661269428042,180.21547706840263,5.00726121646292,1.2474414950743706,598.3999999761581,0.17624650511079043,650.6956684378546,85.63753803261415,223.60169902673994,650.6956684378546,85.63753803261415,223.60169902673994,5.647638174795167,1.1014043755970597,496.0,0.742350399584246,655.8999350557177,59.43495896328391,165.71496363778874,655.8999350557177,59.43495896328391,165.71496363778874,5.112626149114302,1.1291264505644236,582.8999999761581,0.07656844758945702,0.3676432816895385,36.96092533833372,43.3862219583373,0.3676432816895385,36.96092533833372,43.3862219583373,1.9499999284744263,3.5,33.750000059604645,99.0999999642371,149.9999999999999,148.05000007152546
3rlzYufVjVVLv3ZFLcpfZUtXEEi1,490.39914100236564,95.1413873035494,114.024274837638,495.93712836284647,102.61765319402211,111.89625349824263,5.167726548411605,1.3248526342427274,350.6000003814697,0.5314581705810439,494.7191808824729,123.98255391116807,232.03956973996455,456.08266112211777,110.96539241014477,256.6974756821887,5.32320190857313,1.4759926817376956,361.8999996185303,0.14297189726140425,528.622726290493,99.97009159778678,173.7895701665183,546.4273709346055,109.07393825059336,146.04998127344032,5.530661974077226,1.1072973287771308,360.30000019073486,0.48173289468392844,4.320039880107288,28.841166607618675,118.01529490232654,-39.854467240728695,8.347739216122662,144.8012221839461,-13.849999332427956,62.38000011444092,76.84999990463257,135.4100006103514,353.50999937057463,367.3599987030026
3xCaqfcHxRQxuOlEzXz3PNcHODH2,540.9693132781837,131.20624354484494,116.22664293234334,540.9693132781837,131.20624354484494,116.22664293234334,5.601777115103805,1.1381999418488555,299.70000000298023,0.479629785251912,547.3169382487122,132.43750925986495,178.52832216055583,545.968281227289,134.9090085314148,181.47915154846814,5.573128496440285,1.17890880507525,357.69999998807907,0.33045555726578185,499.8776105214066,101.60661000821159,249.39495475237027,509.17959298889775,105.00254894430937,252.72637459797258,5.638655392233552,1.2838424988163581,347.70000000298023,0.5524181213871355,6.3476249705285,1.2312657150200153,62.30167922821249,4.998967949105349,3.7027649865698606,65.2525086161248,1.6100000053644408,35.51999999731777,55.74999999254942,75.76999999880786,84.14999998658891,82.53999998122447
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,644.0847611037102,122.66337652936184,143.5100802785836,644.0847611037102,122.66337652936184,143.5100802785836,5.457760870893264,1.1236085868504333,468.30000000004657,0.5096316789147937,736.9995210614229,173.95842852000118,229.11831809388667,736.9995210614229,173.95842852000118,229.11831809388667,6.065751655774891,1.1303525565788182,410.0999999999767,0.7361109573417717,553.4601151631032,106.89168290971419,175.90156690255768,553.4601151631032,106.89168290971419,175.90156690255768,5.527709232848367,1.1289382424364818,386.0,0.5414591270713385,92.9147599577127,51.29505199063934,85.60823781530308,92.9147599577127,51.29505199063934,85.60823781530308,75.75,125.84999999997672,118.00000000005821,200.70000000006985,337.3499999999767,261.5999999999767
50R0P1MIMvRvK1qpqfGROchII6R2,759.2539776839436,176.32843050512895,10.0,759.2539776839436,176.32843050512895,10.0,5.786767928175921,1.092838867676703,356.30000019073486,0.7468795364151706,571.711001321218,155.3985994701521,316.3866162293984,563.360697328602,149.78867708653817,303.31360947647465,5.917504368609762,1.2238474168630142,345.09999990463257,0.517463486074422,631.4054065884792,140.26977876324028,168.44138128098652,631.4054065884792,140.26977876324028,168.44138128098652,5.753423072351899,1.126086393021158,382.80000019073486,0.7103173056997615,-187.54297636272565,-20.929831034976843,306.3866162293984,-195.89328035534163,-26.539753418590777,293.31360947647465,-10.649999999999977,-49.36999983787541,20.899999856948853,117.94999952316255,368.12999968528743,378.7799996852874
