participant_id,stroop_rt_interference,stroop_rt_facilitation,stroop_rt_incong_minus_neutral,stroop_rt_neutral_minus_cong,stroop_rt_interference_correct,stroop_rt_facilitation_correct,stroop_rt_incong_minus_neutral_correct,stroop_rt_neutral_minus_cong_correct,stroop_acc_interference,stroop_acc_facilitation,stroop_trials,stroop_ez_congruent_v,stroop_ez_congruent_a,stroop_ez_congruent_t0,stroop_ez_congruent_sv,stroop_ez_congruent_sz,stroop_ez_congruent_st0,stroop_ez_incongruent_v,stroop_ez_incongruent_a,stroop_ez_incongruent_t0,stroop_ez_incongruent_sv,stroop_ez_incongruent_sz,stroop_ez_incongruent_st0,stroop_ez_neutral_v,stroop_ez_neutral_a,stroop_ez_neutral_t0,stroop_ez_neutral_sv,stroop_ez_neutral_sz,stroop_ez_neutral_st0,stroop_ez_congruent_v_sd,stroop_ez_incongruent_v_sd,stroop_ez_neutral_v_sd,stroop_ez_v_sd_interference,stroop_ez_v_interference,stroop_ez_a_interference,stroop_ez_t0_interference
87w5Le0CgZhSfYAaOH3Xd2fc98l1,90.04523809559282,-98.66285714294236,188.70809523853518,-98.66285714294236,90.04523809559282,-98.66285714294236,188.70809523853518,-98.66285714294236,0.0,0.0,106,0.005257783021854971,8.053026317361136,627.5324129602474,0.0,0.0,0.0,0.005581389901095036,7.637308900790118,796.3453058677928,0.0,0.0,0.0,0.005924285124333822,7.14703363483604,686.8448198422813,0.0,0.0,0.0,,,,,0.000323606879240065,-0.4157174165710176,168.81289290754546
8bwaafIhKVMNBoHaXFcY8HirS9u2,30.705555518468145,-4.7805555793975145,35.48611109786566,-4.7805555793975145,24.18316989708569,-4.7805555793975145,28.963725476483205,-4.7805555793975145,-0.05555555555555558,0.0,108,0.008629852033042977,4.939458823534723,384.579012119668,0.0,0.0,0.0,0.006204114835642612,4.566668121259488,359.85445587633143,0.0,0.0,0.0,0.009554360523170142,4.461502019631723,431.0389992902202,0.0,0.0,0.0,,,,,-0.002425737197400365,-0.3727907022752355,-24.724556243336565
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,317.7583335505592,50.77777788374169,266.9805556668175,50.77777788374169,317.49015896660944,50.77777788374169,266.71238108286775,50.77777788374169,-0.02777777777777779,0.0,108,0.006179859115929206,6.897697499371524,465.3788829570922,0.0,0.0,0.0,0.00491260177434583,7.237199807352287,629.7722744086849,0.0,0.0,0.0,0.006406275676282463,6.6539126513439975,553.8314159487876,0.0,0.0,0.0,,,,,-0.001267257341583376,0.3395023079807631,164.39339145159272
9NTZ091xWyOO8DgzyTGY0O3i8IR2,34.01944444457888,42.18611111111625,-8.166666666537367,42.18611111111625,20.5055555556778,28.67222222221517,-8.166666666537367,28.67222222221517,0.05555555555555558,0.05555555555555558,108,0.004959002600877366,5.7132725511274245,309.50504876401806,0.0,0.0,0.0,0.008162398646294781,5.222337283142021,531.0396043245696,0.0,0.0,0.0,0.00828690518805304,5.143874317744923,548.4817771137685,0.0,0.0,0.0,,,,,0.0032033960454174153,-0.4909352679854031,221.53455556055155
9Xz1RIwnPXgyRqmucudW9VeuDnq1,228.12745098039204,71.80555555555065,156.3218954248414,71.80555555555065,225.38928571428573,105.48650793650313,119.9027777777826,105.48650793650313,-0.03104575163398693,0.02777777777777779,106,0.005653491256158133,6.288765473222778,532.2005989041578,0.0,0.0,0.0,0.004629070319284118,5.989515239570956,712.0404670009392,0.0,0.0,0.0,0.005356905280891435,7.957355326491742,440.8838826981098,0.0,0.0,0.0,,,,,-0.0010244209368740148,-0.29925023365182213,179.8398680967814
9g0uWFg7uhR46Q0VoG6MzqHOUL12,215.81388891074403,-50.71103172813139,266.5249206388754,-50.71103172813139,215.81388891074403,-50.71103172813139,266.5249206388754,-50.71103172813139,0.0,0.0,107,0.005780153328316766,7.374683048905645,431.7027686175709,0.0,0.0,0.0,0.005052126359770582,8.437397589625785,455.888875683882,0.0,0.0,0.0,0.006265964915057625,6.7573096274802955,477.4013575253946,0.0,0.0,0.0,,,,,-0.0007280269685461839,1.0627145407201404,24.186107066311138
9l7DjYLs0XdgwykPZR5E01KTZfu2,144.0083333220747,39.78611111972066,104.22222220235403,39.78611111972066,138.52196968655392,39.78611111972066,98.73585856683326,39.78611111972066,-0.08333333333333337,0.0,108,0.008967720612453475,4.7533593666173495,478.744105930176,0.0,0.0,0.0,0.004710794861306516,5.090213739711277,424.7042893708234,0.0,0.0,0.0,0.00844137972334232,5.049743071329972,485.3964593318759,0.0,0.0,0.0,,,,,-0.00425692575114696,0.33685437309392796,-54.03981655935257
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,127.23888889948535,-44.74444444974256,171.9833333492279,-44.74444444974256,127.23888889948535,-44.74444444974256,171.9833333492279,-44.74444444974256,0.0,0.0,108,0.007836085511932179,5.439807759308451,496.1501738846135,0.0,0.0,0.0,0.005516022512864163,7.727814502388512,279.8172798281827,0.0,0.0,0.0,0.006754679623217902,6.3107062285962225,334.70401930799744,0.0,0.0,0.0,,,,,-0.0023200629990680153,2.288006743080061,-216.3328940564308
ASGvwW80q7VY7xFaLGZhVuErUQu2,147.41111124886402,127.1416669421726,20.269444306691412,127.1416669421726,146.64671730272698,127.1416669421726,19.505050360554378,127.1416669421726,-0.08333333333333337,0.0,108,0.011197258831023953,3.806895903156962,612.9102489860907,0.0,0.0,0.0,0.006081730777847174,3.942784316485616,654.7023923212174,0.0,0.0,0.0,0.008047609481143258,5.2968274455034265,585.3704799788775,0.0,0.0,0.0,,,,,-0.005115528053176778,0.13588841332865398,41.79214333512675
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,84.56388889418713,-24.461111108461978,109.02500000264911,-24.461111108461978,88.57119048512175,-24.461111108461978,113.03230159358372,-24.461111108461978,-0.02777777777777779,0.0,108,0.007206271325147744,5.915236444353455,534.2694774487576,0.0,0.0,0.0,0.005785707763694672,6.145052959292604,520.311330099883,0.0,0.0,0.0,0.005932847915212087,7.184879737287076,320.1335381983207,0.0,0.0,0.0,,,,,-0.001420563561453072,0.22981651493914956,-13.958147348874604
