participant_id,stroop_post_error_slowing,stroop_post_error_rt,stroop_post_correct_rt,stroop_cse_rt,stroop_cse_acc,stroop_post_conflict_slowing,stroop_post_conflict_accuracy,stroop_post_error_accuracy,stroop_post_error_interference_rt,stroop_post_error_interference_acc,stroop_error_run_length_mean,stroop_error_run_length_max,stroop_error_recovery_rt,stroop_post_error_recovery_slope
06qcrpGKL6Vc3LVplFQC90VAcRm1,53.239622653233596,742.8000000119209,689.5603773586873,-100.64021978147412,0.0,60.839898989106246,0.0,1.0,,,1.0,1.0,-79.8000000044704,-62.250000002980265
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,7.328095238139099,689.5500000000466,682.2219047619075,-200.2134848485647,-0.08333333333333337,-17.775983436826095,0.045454545454545414,1.0,-286.4966315786721,0.050000000000000044,1.0,1.0,36.02500000002316,-122.93000000002806
0d841i8KPjdjwCYfDuUUXj0SEjH2,36.43814087525391,949.5333331425985,913.0951922673446,97.08103890728648,-0.2447552447552448,-67.10372786772882,0.0552380952380952,1.0,,,1.0,1.0,-17.799999872843497,-22.740000057220428
0oa5NYVnIBS9NmrmRAZrahXDctP2,145.06116505021464,685.8000000007451,540.7388349505304,-50.80371794553514,-0.1428571428571429,-58.59736842137244,0.050000000000000044,1.0,,,1.0,1.0,-84.38749999925504,-33.692500001192094
146QT9LupyU2BAiTsB3PMIpVXM22,350.8943396133353,1130.8999999910593,780.005660377724,-149.0277777760274,0.09090909090909094,-95.12427536136317,-0.040000000000000036,1.0,,,1.0,1.0,-246.04999999701994,-16.319999998807873
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,471.05471699614577,1635.2000000178814,1164.1452830217356,448.41490383962014,-0.0714285714285714,-131.7391025650386,0.03703703703703709,1.0,,,1.0,1.0,-256.9500000178817,-165.53000000417236
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,3.031132079520262,950.5,947.4688679204797,-94.51527780526226,0.0,-121.52000000178805,0.0,1.0,,,1.0,1.0,-17.899999976158274,-76.54999997615816
1fbLQPCcysVlSKup96K4yI5NX6G3,158.5367924436083,1072.5,913.9632075563917,72.86809525461422,0.125,-105.16096489392874,0.050000000000000044,1.0,,,1.0,1.0,-76.94999998807913,-37.09999998807909
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,44.50095241183328,950.1000000238419,905.5990476120086,325.43059165094814,-0.08333333333333337,-53.17282609188044,0.040000000000000036,1.0,,,1.0,1.0,-111.5250000059606,-83.505000013113
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,130.0981131842674,1054.899999976158,924.8018867918905,-523.2305194886475,0.08333333333333337,28.55300000786781,-0.038461538461538436,1.0,,,1.0,1.0,-61.19999998807915,-32.72999998927109
23AEyocWhqY955WHbxhHRSgQ1ms2,-78.70849056717645,712.3999999985099,791.1084905656863,187.55108224830633,0.0,-137.08804347879538,0.0,1.0,,,1.0,1.0,49.49999999999994,46.29000000059607
23hG7h2ByUZDbmOMTDtp0HT0xRb2,,,1128.9273584923653,-24.392857176916777,0.0,-12.12333335876474,0.0,,,,0.0,0.0,,
28nQWMwCaSNFBEXlicY3eHqpwKU2,,,1080.2523364575109,-6.881282089103024,0.0,-106.65671941178584,0.0,,,,0.0,0.0,,
2FHuv7L9nWPdbIiWHRIuXtcoyw83,121.68811881193369,1371.5000000000582,1249.8118811881245,92.08333333335145,0.024242424242424288,2.39676113360656,-0.012962962962962954,1.0,,,1.0,1.0,-195.00000000002947,-29.750000000011617
2h5FgHUEvBS1twD5DqbTIRrMm1f2,891.7132075496439,1648.0,756.2867924503561,127.85343479561266,-0.0714285714285714,-31.358333334326744,0.045454545454545414,1.0,,,1.0,1.0,62.14999997615825,-110.81000000238411
2zDXvJKvjeejeOSNbtDbtSI5cdz1,,,759.42897196269,17.117793317273595,0.0,-14.93079710158895,0.0,,,,0.0,0.0,,
3FSnTCSiUodLp5u3bE0xaUjLk0b2,,,845.5149532710267,382.9073593073948,0.0,-14.367558528453856,0.0,,,,0.0,0.0,,
3WijiOiVCoMbn80F05SPYsxl0TC2,,,835.6887850460605,74.00666674507977,0.0,-133.03703704208283,0.0,,,,0.0,0.0,,
3rlzYufVjVVLv3ZFLcpfZUtXEEi1,242.21950758406615,889.8090909611095,647.5895833770434,15.410908751054194,-0.14761904761904765,6.94166671435039,-0.04385964912280704,0.8181818181818182,313.321271897408,0.17748917748917747,1.2222222222222223,2.0,-119.7368055383366,-72.75555557674835
3xCaqfcHxRQxuOlEzXz3PNcHODH2,60.92083333876849,764.433333337307,703.5124999985385,-69.73968253835801,-0.0625,10.841666665662046,0.040000000000000036,1.0,,,1.0,1.0,43.06666666269287,-12.623333334426102
