participant_id,stroop_cv_all,stroop_cv_incong,stroop_cv_cong,stroop_rt_sd_all,stroop_rt_iqr_all,stroop_rt_skew_all,stroop_rt_mssd_all,stroop_exg_congruent_sigma,stroop_exg_incongruent_sigma,stroop_exg_neutral_sigma,stroop_exg_sigma_interference
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,0.19143793086533914,0.18895999063038277,0.16879612026850915,226.35319608033933,246.2250000834465,1.1472459990417316,82105.84840596166,99.77344131306016,10.0,75.70105789008521,-89.77344131306016
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0.31362158071154733,0.2734917008846658,0.24436176776397944,340.69351171858625,397.950000166893,1.1692685202974205,196962.68813792453,202.1402204556512,148.3491552641414,123.1549948012146,-53.79106519150983
Rc706mP0TSeIoIpMYH1SpRXjOxA2,0.2870197882298774,0.2506583268013511,0.2895770972324249,280.2370854174767,246.79999995231628,-0.12948105096737086,178515.33708050524,273.0464209914001,225.2142469415756,274.1096402273915,-47.83217404982449
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,0.2495970993965108,0.22068298853279134,0.23540239450717318,233.2734490964198,258.22499996423744,1.0891387518070788,96946.25036950746,184.76661708146835,145.3473185170496,101.53463709096906,-39.41929856441874
Ru3Qf6pXZua1DfNkQdhbor6iJ403,0.3648266094751856,0.2961386260232634,0.26823014759325947,372.09510406414336,393.5250000000233,1.7247529506710717,219121.81018693547,100.06957137921478,265.69185826414787,64.7599743394597,165.6222868849331
SOhR7IO689NQCPQu56SjATO8FR92,0.3295165236281454,0.3196401776643444,0.25227087191356556,319.7826665417575,356.7249999998603,1.0996166185322247,175401.3340187701,144.9791164701394,167.5451266893161,157.00725849587303,22.56601021917672
SPCT9D90pRa1ihXS5jEw6vCmquI3,0.31865008591391186,0.35294999186568027,0.23974170727174726,218.0950355162845,241.75,1.5718788294588553,75953.17654321193,52.69687996314677,97.61239495740357,125.64324666620924,44.91551499425678
SpSfX0ZcfcPLdlOENlfdfvEPwru2,0.26488285907261677,0.2732555985273805,0.2910966369384178,226.1118568853938,300.0000000000873,0.8920190280604147,61493.495327107004,72.38194310690943,200.68751243281176,133.03668213930428,128.30556932590233
SvtOrPatsnWjicxtyndEzSdO5Wp1,0.28209848790050174,0.3327825380094839,0.1467675228930522,220.09977031949228,204.77500009536743,1.1378445808474906,89791.04270101199,108.71513685899303,155.3075389732238,105.52833686928624,46.592402114230765
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,0.29009030949232256,0.35279801190511373,0.2693351203955557,262.02138602739603,321.90000000596046,1.0819295508985798,108474.39672752908,130.04772018361578,80.83916379730492,17.965019711224187,-49.20855638631086
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,0.2559421165006951,0.2770600722510738,0.20517079917785871,155.1518740399158,173.2000000104308,1.3706933182811354,41635.30514152752,57.57115413885335,43.25458715646804,74.46634641121759,-14.316566982385304
Ub7nV8F55kPruh35ZpUcKoBUyn63,0.33370206398632224,0.2885421184488267,0.3474261552537781,346.5971768919951,375.3500000089407,1.125309342282492,228216.83420729605,154.53912207296716,145.77341098160147,86.01282511088274,-8.765711091365688
UbqFccqQZZgcqJIqCn3ErH9zQdM2,0.3518065587576847,0.4123362842758938,0.3027572623128777,289.420831990279,279.44999995827686,0.8578424729233165,180475.65719302086,177.28660694198703,184.96848965798296,231.8670081849596,7.681882715995925
UbwuSMtBsHdW3Ji41opk3GInMqi2,0.2412716904183346,0.29209351588282045,0.19196967862578024,181.11104121194623,207.3500000005588,0.8317428584654812,60231.27719623032,135.35921238958954,149.0730772080516,167.62618170606666,13.71386481846207
VwTymW8T68MfpnJvZ2X97ILqDWS2,0.35032862502582207,0.4154497000589637,0.21295580455266647,340.3329059703018,341.97499999403954,2.123956013294328,182746.51981672776,126.21179815753524,80.88657851374914,59.83059602180149,-45.325219643786085
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,0.32515854436542047,0.3803361417024897,0.2918981855554946,327.06734544993424,267.49999999976717,0.85937861773492,215239.6728971883,268.72111923569,228.4616077068985,208.49094886198415,-40.25951152879148
WbOfW9KmUkPQK8o5hlHJnJFdpp92,0.37887652999548005,0.3740755353132061,0.3028293084597083,445.47230104780147,502.9750000089407,0.7971984351158586,309965.02780844324,170.4218693087908,390.9225761354661,228.0699977593815,220.50070682667524
WcTsIpSoEhYeIBSNjAbbdaNSBya2,0.25086987169989394,0.30909892378973425,0.19820743800313964,264.47468421448247,263.9249999932945,0.5067973616590399,129103.82112177166,203.2897553389779,235.4295591347924,172.79747561359002,32.13980379581446
WeHQDy9BWldTlaQDVVlsJNCqwxA2,0.3424861968376474,0.38983119723492954,0.23443068541462503,310.3242060198002,281.5000000000873,0.983419230880784,172397.34579441,139.472857957869,239.4006936315542,176.8602966558691,99.9278356736852
