cluster,n,n_male,n_female,pct_male,ucla_mean,ucla_sd,dass_dep_mean,dass_anx_mean,dass_stress_mean,pe_rate_mean,pe_rate_sd,wcst_sd_rt_mean,wcst_sd_rt_sd,wcst_accuracy_mean,wcst_accuracy_sd,stroop_sigma_mean,stroop_sigma_sd,stroop_tau_mean,stroop_tau_sd,prp_tau_long_mean,prp_tau_long_sd,prp_sigma_long_mean,prp_sigma_long_sd
0,6,2,4,33.33333333333333,33.0,16.994116628998402,4.5,4.0,7.0,22.822443181818183,4.874769460404985,808.5311287829314,246.0547087866546,60.33617424242424,17.183570800563807,200.47829359386617,130.201651736821,762.7128293829829,100.95948206608999,243.32102208433307,24.566702863889525,7.338228662901133,4.049930843858603
1,29,6,23,20.689655172413794,41.58620689655172,14.019163520439012,8.206896551724139,6.896551724137931,10.827586206896552,11.08226448345025,2.9672055820101573,2152.1884701201075,1469.3210085653056,80.09666637537656,7.011333516322703,149.81691957053948,92.19577103765518,777.0284383712446,152.9416142512314,381.1385631239643,148.91275964760237,38.98762523709739,46.83389668961727
2,46,23,23,50.0,40.15217391304348,14.10904735945359,7.869565217391305,5.739130434782608,10.347826086956522,9.22086161576,3.2539651796788576,1087.363429819844,541.944596540861,85.47245082607304,4.8727784592918395,117.02183903467433,79.99015072955152,536.663670562245,110.53566902801091,162.5459185069723,86.04717056883378,66.51207902330214,46.55230147447921
