Breakpoint,AIC,R²,Slope_below,Slope_above,p_breakpoint
30,431.6014375531405,0.08089948393279511,0.545666582319421,-0.028999878628024556,0.12710784500074399
35,432.11696512182425,0.07429501147882289,0.19991590157291927,-0.07162469619036321,0.15788424318323593
40,431.60245121186057,0.0808865441993103,0.2519772920118035,0.06881754235677845,0.5630271899141097
45,430.2162622516554,0.09841263738953976,0.1492273978857662,0.20183061485697998,0.4817742893440534
50,434.29246319874306,0.045897748047583176,0.03634606456182974,0.11101375638276736,0.7428726926242446
55,431.36178455890644,0.08395363697716751,0.05599092061766413,0.6913379646204811,0.13926618890662867
60,434.1096312667519,0.04831745727492265,0.0063237159183424235,0.11067947690769382,0.954522448755573
65,430.5119160032615,0.04298525040128487,0.019445568498443977,0.019445568498464648,0.010665986216084564
