﻿task,outcome,outcome_column,n,ucla_beta,ucla_se,ucla_t,ucla_p,delta_r2_ucla,F_ucla,p_ucla_ols,p_ucla_wald
overall,WCST Post-Error Slowing (ms),wcst_pes,196,145.33675230376352,72.63655629011794,2.0008761390514365,0.0468367304510197,0.0205389170672922,4.003505323825428,0.0468367304510188,0.0468367304510207
overall,WCST RT IQR,wcst_iqr_rt,197,67.81281408118008,31.49441117826698,2.1531697702599044,0.0325656900702875,0.0235125031729627,4.636140059561102,0.0325656900702871,0.0325656900702872
overall,WCST RT IQR (correct),wcst_iqr_rt_correct,197,66.36271413882936,26.85663265132754,2.47099906382154,0.0143543906537813,0.0303270751307814,6.105836373406926,0.0143543906537809,0.0143543906537809
overall,Stroop Incongruent RT Slope,stroop_incong_slope,197,0.5626677430683588,0.2140175537029504,2.62907286497314,0.0092626185933596,0.0342856822526813,6.912024129338096,0.0092626185933593,0.0092626185933596
overall,WCST HMM Lapse Occupancy (%),wcst_hmm_lapse_occupancy,197,1.8160821190348893,1.0484178068844676,1.7322122031021705,0.0848586361227362,0.0152013419833784,3.0005591165760737,0.0848586361227345,0.0848586361227345
overall,WCST HMM P(Lapse->Focus),wcst_hmm_trans_to_focus,197,-0.0679051461808233,0.0271753614516579,-2.4987761911325173,0.0133104046520664,0.0309034900344217,6.243882453370716,0.0133104046520666,0.0133104046520663
overall,WCST HMM P(Lapse->Lapse),wcst_hmm_stay_lapse,197,0.0679051461808232,0.0271753614516579,2.498776191132516,0.0133104046520664,0.0309034900344217,6.243882453370716,0.0133104046520666,0.0133104046520663
overall,"Stroop Lag-1 Autocorr (incongruent, correct)",stroop_lag1_incong_correct,197,-0.0287587720633871,0.0165703268459379,-1.735558527648294,0.0842632255055794,0.0151266279122396,3.0121634028926856,0.0842632255055789,0.0842632255055779
overall,"Stroop Slow Run Mean (incongruent, correct)",stroop_slow_run_mean_incong_correct,197,-0.0874370405979767,0.0426382452837251,-2.0506716450489373,0.0416718899795179,0.0215577787237664,4.205254195807645,0.0416718899795193,0.0416718899795169
overall,"Stroop Fast Run Mean (incongruent, correct)",stroop_fast_run_mean_incong_correct,197,-0.1156479898178814,0.0463674282021511,-2.4941644232171627,0.0134789090196083,0.0315333011701691,6.220856170042277,0.0134789090196074,0.0134789090196081
overall,Stroop CV Fatigue Slope (Q4-Q1),stroop_cv_fatigue_slope,197,0.0200760010441573,0.0082025910064873,2.4475194518755568,0.015292978916818,0.0301433497053469,5.9903514673092495,0.0152929789168178,0.0152929789168178
overall,Stroop Recovery RT Slope,stroop_recovery_rt_slope,37,25.480202496486477,14.042180925275275,1.8145473720982537,0.0796053443498215,0.0889578380373093,3.2925821655886893,0.0796053443498209,0.0796053443498214
overall,WCST RT Slope within Category,wcst_rt_slope_within_category,197,-12.765028520072985,4.4969925844153975,-2.8385700622035643,0.0050243746417403,0.0405415785893232,8.05747999803835,0.0050243746417403,0.0050243746417403
overall,WCST Slow Run Mean (correct),wcst_slow_run_mean_correct,197,0.0883503548450045,0.0410893943677898,2.1501985172666056,0.0328032635075004,0.0230753916210841,4.623353663655638,0.0328032635074974,0.0328032635075001
overall,WCST Fast Run Mean (correct),wcst_fast_run_mean_correct,197,0.0913224021521604,0.0396752830056937,2.3017454504119117,0.0224339768304048,0.0262800275335202,5.298032118491951,0.0224339768304041,0.0224339768304042
overall,WCST Trials to First Conceptual Response,wcst_trials_to_first_conceptual_resp,197,-1.1862614443434267,0.5662967003546515,-2.0947701860182364,0.0375171923206494,0.0221704311358085,4.388062132230881,0.037517192320649,0.037517192320649
overall,WCST Trials to First Conceptual Response (0),wcst_trials_to_first_conceptual_resp0,197,-1.186261444343427,0.5662967003546515,-2.0947701860182364,0.0375171923206494,0.0221704311358085,4.388062132230881,0.037517192320649,0.037517192320649
overall,WCST HMM Long Lapse Episode Rate,wcst_hmm_long_lapse_episode_rate,197,0.0295433851827933,0.0164018413474035,1.801223689282306,0.0732532580452434,0.0166128769484177,3.244406778831754,0.0732532580452431,0.0732532580452423
overall,WCST HMM Lapse RT SD,wcst_hmm_lapse_rt_sd,197,725.7027687334854,391.9242480386724,1.8516403931758725,0.0656292470134506,0.0174473822802686,3.428572145640467,0.0656292470134516,0.0656292470134497
overall,WCST HMM Focus RT SD,wcst_hmm_focus_rt_sd,197,59.44952225960188,35.112464216008284,1.6931173469875114,0.092072039975216,0.014522642911055,2.86664635066999,0.0920720399752175,0.0920720399752154
overall,WCST HMM State Entropy,wcst_hmm_state_entropy,197,0.0329046098272582,0.0186339734159598,1.7658396892997428,0.0790288332318293,0.0158130883989572,3.118189808306194,0.0790288332318282,0.0790288332318282
overall,WCST Slow-State Probability (Baseline),wcst_slow_prob_baseline,197,0.0210518407259762,0.0117102616452848,1.7977259060178856,0.0738082291832219,0.0163868349899816,3.231818433167809,0.0738082291832217,0.0738082291832199
overall,WCST Slow-State Prob (Post-Error),wcst_slow_prob_post_error,196,0.066788446107521,0.029518025053556,2.262632611305918,0.0247959485278045,0.0259296593645543,5.119506333745068,0.0247959485278041,0.0247959485278044
overall,WCST Slow-State Prob Delta (Post-Error),wcst_slow_prob_post_error_delta,196,0.0455865074157334,0.0216287964503906,2.1076765653740352,0.0363775133852272,0.0226773371264145,4.442300504226863,0.0363775133852281,0.0363775133852277
overall,WCST Slow-State Prob (Shift k0),wcst_slow_prob_shift_k0,196,0.0458868010773856,0.017136897918208,2.6776608751710307,0.0080663658764811,0.0349872828376479,7.1698677624216485,0.0080663658764813,0.0080663658764812
overall,WCST Slow-State Prob Delta (Shift k0),wcst_slow_prob_shift_k0_delta,196,0.0247038821684339,0.0142096136261299,1.7385329973368318,0.0837454147491134,0.0152110706264385,3.022496982829007,0.0837454147491133,0.0837454147491142
overall,WCST HMM2D Lapse Occupancy,wcst_hmm2d_lapse_occupancy,197,-3.920911046956237,2.253727676509065,-1.739744818251322,0.0835231627379469,0.0152786088412442,3.026712032632294,0.0835231627379481,0.0835231627379458
overall,WCST HMM2D Lapse Dwell Mean,wcst_hmm2d_lapse_dwell_mean,197,-0.3321585470098298,0.1991811635263797,-1.6676202765822197,0.0970384522843127,0.0139480046199176,2.7809573868681428,0.0970384522843102,0.0970384522843102
overall,WCST HMM2D Focus Dwell Mean,wcst_hmm2d_focus_dwell_mean,197,0.9694267836058692,0.423715940043846,2.287916719643715,0.0232435160192254,0.0266797660625,5.234562916025252,0.0232435160192251,0.0232435160192251
overall,WCST HMM2D State Entropy,wcst_hmm2d_state_entropy,197,-0.0202696270937523,0.0114909765705879,-1.763960353520697,0.0793457466998489,0.0158740934269487,3.1115561287928544,0.0793457466998484,0.0793457466998476
overall,WCST RL alpha0,wcst_rl_alpha0,197,0.0896056545720108,0.0407908247484983,2.1967110281414315,0.0292509751737626,0.0241840006012156,4.825539341158232,0.0292509751737618,0.029250975173762
overall,"WCST WSLS P(shift|lose, stable)",wcst_wsls_p_shift_lose_stable,119,0.069516445237425,0.0354649146739343,1.9601469755830947,0.0524623643393433,0.0324268126430551,3.8421761658875337,0.0524623643393445,0.0524623643393441
overall,WCST Tau Slope (Q4-Q1),wcst_tau_slope,39,-421.50408826421136,167.2941828055307,-2.51953822419626,0.0169399500201959,0.1240212771201296,6.348072863186026,0.016939950020196,0.0169399500201958
overall,WCST Recovery RT Slope,wcst_recovery_rt_slope,194,-39.453381150326415,15.679578002232777,-2.516227231670919,0.0127030957742374,0.032465074388818,6.331399481402279,0.0127030957742372,0.0127030957742372
overall,WCST Volatility RMSSD,wcst_volatility_rmssd,197,85.84709228430194,42.9773122182693,1.9974979321254305,0.0471978647192889,0.0204418578149537,3.9899979888453054,0.0471978647192895,0.0471978647192884
overall,WCST Volatility (Detrended SD),wcst_volatility_adj,197,78.75680355741156,33.098404578681084,2.379474314847773,0.0183277218669228,0.0287301454398828,5.6618980150202285,0.0183277218669231,0.0183277218669225
overall,WCST IIV Intercept,wcst_intercept,197,100.37736949330282,58.15152781561248,1.7261346909333235,0.0859487752152118,0.0150282045374839,2.9795409712434435,0.0859487752152145,0.0859487752152094
overall,WCST IIV Residual SD,wcst_residual_sd,197,79.3850042058368,33.27529761764414,2.385703807010973,0.0180293201750425,0.028876545870856,5.691582654786657,0.018029320175042,0.018029320175042
overall,WCST Recovery RT Lag1,wcst_recovery_rt_lag1,194,190.49070744859927,76.29975220057314,2.496609778598578,0.0134031429120922,0.0315651382069127,6.233060386594,0.0134031429120924,0.0134031429120917
overall,WCST Recovery RT Lag2,wcst_recovery_rt_lag2,194,127.22819200381171,55.402355127515534,2.296440137084063,0.0227592138333331,0.0263261416923776,5.2736373032106965,0.0227592138333321,0.0227592138333326
overall,WCST Switch Cost Error k2,wcst_switch_cost_error_k2,195,0.043021310976025,0.0208035462096491,2.0679796868512117,0.0400110822653625,0.021420013102451,4.2765399852292125,0.0400110822653636,0.0400110822653636
overall,WCST Delta Plot Slope (correct),wcst_delta_plot_slope_correct,197,148.46608388967206,61.68822816706358,2.4067166184056603,0.0170541702433851,0.0293068874043088,5.792284881309976,0.0170541702433849,0.0170541702433849
overall,WCST RT Vincentile p70 (correct),wcst_rt_vincentile_p70_correct,197,68.82451255250444,39.697736403238906,1.7337137778689342,0.0845910384561515,0.0143260654526125,3.005763463572564,0.0845910384561496,0.0845910384561496
overall,WCST RT Vincentile p90 (correct),wcst_rt_vincentile_p90_correct,197,156.28051012485815,70.91450719639946,2.2037875789228214,0.0287408597517817,0.0241740996052421,4.856679693014563,0.0287408597517805,0.0287408597517816
overall,WCST Mean RT (All),wcst_mean_rt_all,197,64.84856661963,37.578030299908285,1.7257042506506328,0.0860264149265011,0.0144756853739326,2.9780551607136734,0.0860264149265008,0.0860264149265008
overall,WCST Pre-Error RT Slope (Mean),wcst_pre_error_slope_mean,193,49.357432734743696,15.798170073475967,3.124249992574229,0.0020681884475159,0.0486831011943513,9.760938016100164,0.0020681884475158,0.0020681884475159
overall,WCST Block PE Slope,wcst_block_pe_slope,197,-0.0078661533424504,0.0027011979644161,-2.912098056519382,0.0040199362297775,0.0408069474053427,8.480315090783911,0.0040199362297776,0.0040199362297774
overall,WCST Block PE Intercept,wcst_block_pe_intercept,197,0.0160286085938733,0.0085087384129509,1.883782038648248,0.0611219415700283,0.0174635583852564,3.5486347691338027,0.0611219415700257,0.0611219415700283
overall,WCST Block PE Initial,wcst_block_pe_initial,197,0.0142064929928654,0.0057872941722559,2.4547729163260503,0.0149973716996843,0.0294027824728592,6.02591007072787,0.0149973716996845,0.0149973716996843
overall,WCST Block PE Change,wcst_block_pe_change,197,-0.0186015393268474,0.0097153841828213,-1.914647838604118,0.0570397378639307,0.0184238927814156,3.6658763458714025,0.0570397378639303,0.0570397378639297
