﻿task,outcome,outcome_column,n,ucla_beta,ucla_se,ucla_t,ucla_p,delta_r2_ucla,F_ucla,p_ucla_ols,p_ucla_wald
stroop,Stroop Incongruent RT Slope,stroop_incong_slope,220,0.4429571367974395,0.198395674051493,2.232695540944462,0.0266096619051539,0.022396144893239,4.9849293785533,0.0266096619051544,0.0266096619051544
stroop,"Stroop Lag-1 Autocorr (incongruent, correct)",stroop_lag1_incong_correct,220,-0.0266867929277321,0.0157118008254639,-1.6985190446457972,0.0908700357136417,0.0129967558188736,2.8849669450243973,0.0908700357136457,0.0908700357136418
stroop,"Stroop Slow Run Mean (incongruent, correct)",stroop_slow_run_mean_incong_correct,220,-0.075848693209027,0.0403220037724614,-1.8810745030689469,0.0613260515919769,0.016267874429774,3.538441286096031,0.0613260515919793,0.0613260515919774
stroop,"Stroop Fast Run Mean (incongruent, correct)",stroop_fast_run_mean_incong_correct,220,-0.0976148084794939,0.0443330154217009,-2.201853574609579,0.0287488766536413,0.0221465870758202,4.848159164020884,0.0287488766536436,0.0287488766536414
stroop,Stroop CV Fatigue Slope (Q4-Q1),stroop_cv_fatigue_slope,220,0.0160479854392622,0.0080149574081769,2.0022546124686764,0.0465255508560967,0.0182030126102821,4.00902353315203,0.0465255508560989,0.0465255508560969
stroop,Stroop Tau Q4,stroop_tau_q4,220,18.605698694540763,10.862078379468604,1.7129041095587263,0.0881853112625992,0.0134457172010565,2.934040488543285,0.0881853112625942,0.0881853112626
stroop,Stroop Post-Error Accuracy Diff,stroop_post_error_acc_diff,46,0.0412730834453882,0.0211930248702863,1.9474843113714813,0.0587020166728606,0.0853141619391948,3.7926951430380433,0.0587020166728609,0.0587020166728607
stroop,Stroop Post-Error Recovery Rate,stroop_post_error_recovery_rate,46,0.0412650872876661,0.0202724418512966,2.035526237557153,0.048632787371711,0.09369788122947,4.143367063783613,0.04863278737171,0.0486327873717109
stroop,Stroop Adaptive PES Flag,stroop_pes_adaptive,46,0.2083527507339663,0.0899408067342459,2.3165541682275537,0.025871587096262,0.116020830464759,5.366423214332462,0.0258715870962618,0.025871587096262
stroop,Stroop Maladaptive PES Flag,stroop_pes_maladaptive,46,-0.1466027090945389,0.079910198788947,-1.8345932223461896,0.0742027623585052,0.0770917782978635,3.3657322914785754,0.0742027623585053,0.0742027623585053
stroop,Stroop Recovery Accuracy Lag1,stroop_recovery_acc_lag1,46,0.0423820758023795,0.0216781392817063,1.9550605913001369,0.0577697992901916,0.086691769275744,3.8222619156548734,0.0577697992901904,0.0577697992901915
stroop,Stroop Recovery Accuracy Lag4,stroop_recovery_acc_lag4,46,0.0198649406963057,0.009553114498191,2.0794203503022226,0.0442006999277755,0.0782365177522319,4.323988993251099,0.0442006999277736,0.0442006999277754
wcst,WCST Mean Reaction Time (ms),wcst_mean_rt,212,77.64183363111037,38.19199048331827,2.0329349858060746,0.04334832759104,0.0185964220320338,4.1328246565142726,0.0433483275910417,0.04334832759104
wcst,WCST Reaction Time SD,wcst_sd_rt,212,73.79563523849015,35.26921717278453,2.0923525145728075,0.0376378708091895,0.0207734329456023,4.377939045239158,0.0376378708091893,0.0376378708091893
wcst,WCST Post-Error Slowing (ms),wcst_pes,211,165.88700740426066,70.66216735990645,2.347607122766865,0.0198522015670884,0.0261760929119412,5.511259202865768,0.019852201567088,0.0198522015670885
wcst,WCST HMM P(Lapse->Focus),wcst_hmm_trans_to_focus,212,-0.0774181711226868,0.0261322213849939,-2.9625560713772034,0.0034114865173149,0.0398626370963909,8.77673847605391,0.0034114865173149,0.0034114865173148
wcst,WCST HMM P(Lapse->Lapse),wcst_hmm_stay_lapse,212,0.077418171122687,0.0261322213849939,2.96255607137721,0.0034114865173148,0.0398626370963911,8.776738476053959,0.0034114865173148,0.0034114865173148
wcst,WCST HMM Focus RT Mean,wcst_hmm_focus_rt_mean,212,65.73025426883925,36.389591998242565,1.806292696879198,0.0723392580254248,0.0144031784793335,3.2626933067991346,0.0723392580254251,0.0723392580254251
wcst,WCST RL beta,wcst_rl_beta,212,-0.2397063127114742,0.1031790276525263,-2.323207711539285,0.0211484609018997,0.0244258981525644,5.397294070955594,0.0211484609018997,0.0211484609018995
wcst,WCST RT Slope within Category,wcst_rt_slope_within_category,212,-12.583494880840115,4.409284225266194,-2.853863402303225,0.0047624258520215,0.0380009440067526,8.144536319005711,0.0047624258520215,0.0047624258520214
wcst,WCST HMM Long Lapse Episode Rate,wcst_hmm_long_lapse_episode_rate,212,0.0366579967653172,0.01747455506722,2.097792855057166,0.0371488045473308,0.0209339727984266,4.400734862728892,0.037148804547331,0.0371488045473303
wcst,WCST HMM Focus RT SD,wcst_hmm_focus_rt_sd,212,61.07336315731763,34.61122273031153,1.7645537585654638,0.0791279793891052,0.0145483013932133,3.113649966867546,0.0791279793891025,0.0791279793891046
wcst,WCST Slow-State Prob (Post-Error),wcst_slow_prob_post_error,211,0.060366546680673,0.0280717446426041,2.1504380097935045,0.0326969824532488,0.0217198937587294,4.6243836339646665,0.0326969824532488,0.0326969824532492
wcst,WCST Slow-State Prob Delta (Post-Error),wcst_slow_prob_post_error_delta,211,0.0419360544592305,0.0207650650032347,2.0195484315940155,0.0447384874089832,0.0193378650022659,4.078575867553849,0.0447384874089834,0.0447384874089834
wcst,WCST Slow-State Prob (Shift k0),wcst_slow_prob_shift_k0,210,0.0373383451462266,0.0174239985973984,2.1429263172577158,0.0333092504301944,0.0211983703153105,4.592133201195745,0.0333092504301935,0.0333092504301945
wcst,WCST HMM2D Lapse Occupancy,wcst_hmm2d_lapse_occupancy,212,-3.6035242869547552,2.109866067743786,-1.7079398271039228,0.0891612834860277,0.0136531910386199,2.917058453007783,0.0891612834860281,0.0891612834860281
wcst,WCST HMM2D Focus Dwell Mean,wcst_hmm2d_focus_dwell_mean,212,1.3364319073197566,0.5020580039379643,2.66190738288656,0.0083860387319913,0.0331899776341949,7.085750915065887,0.0083860387319917,0.0083860387319913
wcst,WCST HMM2D State Entropy,wcst_hmm2d_state_entropy,212,-0.0196473211172729,0.0110596154205247,-1.7764922531402727,0.0771349238100183,0.0149075682792497,3.155924725467456,0.0771349238100142,0.0771349238100177
wcst,WCST RL alpha0,wcst_rl_alpha0,212,0.0823568131612534,0.03896328472934,2.1137030343655128,0.0357496973919785,0.0209434082760731,4.467740517486013,0.0357496973919772,0.0357496973919787
wcst,"WCST WSLS P(shift|lose, stable)",wcst_wsls_p_shift_lose_stable,132,0.0665013671054728,0.0324013302165481,2.052427065834133,0.0422155809421012,0.0321327043741883,4.212456860568518,0.0422155809421011,0.0422155809421011
wcst,WCST CV Fatigue Slope (Q4-Q1),wcst_cv_fatigue_slope,212,-0.0395326531442139,0.0220641038139716,-1.7917180537910966,0.0746530564778516,0.0147742954109041,3.210253584280946,0.0746530564778516,0.0746530564778495
wcst,WCST Tau Q1,wcst_tau_q1,47,218.48474287135943,126.64160470970867,1.7252208969728084,0.0922072143396888,0.0621014957207474,2.976387143351658,0.0922072143396889,0.0922072143396889
wcst,WCST Tau Q4,wcst_tau_q4,43,-204.98493977519323,98.04058052500469,-2.090817278697294,0.0436655407643467,0.0891092184296109,4.371516892899157,0.0436655407643466,0.0436655407643466
wcst,WCST Tau Slope (Q4-Q1),wcst_tau_slope,43,-451.5269203965578,143.9587069225024,-3.1365030295779834,0.0033994744648957,0.1780833554698261,9.837651254551874,0.0033994744648957,0.0033994744648957
wcst,WCST Recovery RT Slope,wcst_recovery_rt_slope,209,-39.403197295830985,15.008005409636333,-2.6254786176003777,0.0093149353180758,0.0327943240097333,6.893137971476819,0.0093149353180759,0.0093149353180761
wcst,WCST Momentum Slope,wcst_momentum_slope,196,-23.063808056136004,12.782777134363744,-1.804287739174762,0.0727783194172781,0.0168113491280301,3.255454245736302,0.0727783194172818,0.0727783194172784
wcst,WCST Volatility RMSSD,wcst_volatility_rmssd,212,77.08962339123042,42.76573055316868,1.8026027474355528,0.0729193909044157,0.0155367420682707,3.249376665062162,0.0729193909044176,0.072919390904414
wcst,WCST Volatility (Detrended SD),wcst_volatility_adj,212,71.0729637217643,33.33590807088645,2.1320242295674885,0.0341948802060179,0.0215515582656807,4.545527315462818,0.0341948802060186,0.0341948802060175
wcst,WCST IIV Intercept,wcst_intercept,212,117.50003927345364,58.025616790134784,2.024968380748525,0.0441673746572063,0.0190297016537984,4.10049694303128,0.0441673746572064,0.0441673746572057
wcst,WCST IIV Residual SD,wcst_residual_sd,212,71.62322099481976,33.50965066120969,2.137390858500648,0.0337506145006042,0.0216581488204857,4.56843968200213,0.0337506145006042,0.0337506145006042
wcst,WCST Recovery RT Lag1,wcst_recovery_rt_lag1,209,210.97300552336432,74.81965011012953,2.819753971220477,0.0052848204784655,0.0373850216006811,7.951012458213616,0.0052848204784658,0.0052848204784657
wcst,WCST Recovery RT Lag2,wcst_recovery_rt_lag2,209,145.6965584051786,53.51616930040088,2.722477343012801,0.007046024111772,0.0340695423813559,7.411882883217989,0.0070460241117724,0.0070460241117724
wcst,WCST Recovery RT Lag3,wcst_recovery_rt_lag3,209,106.07582655780703,50.131458454551314,2.1159533320574413,0.0355735015434835,0.0206399138406974,4.477258503444946,0.0355735015434857,0.0355735015434843
wcst,WCST Switch Cost Error k2,wcst_switch_cost_error_k2,209,0.047183821457433,0.0203101155282463,2.3231685409082,0.0211652783331274,0.0248608532527062,5.397112069465547,0.0211652783331281,0.0211652783331281
wcst,WCST Delta Plot Slope (correct),wcst_delta_plot_slope_correct,212,142.63771104524113,67.46918711072243,2.114116341896354,0.0357139636390612,0.0210005224831004,4.469487907073248,0.0357139636390604,0.0357139636390604
wcst,WCST RT Vincentile p70 (correct),wcst_rt_vincentile_p70_correct,212,72.76607084949181,42.68148518355005,1.7048626714034008,0.0897349447799487,0.0128649312628555,2.9065567283446563,0.0897349447799526,0.0897349447799473
wcst,WCST RT Vincentile p90 (correct),wcst_rt_vincentile_p90_correct,212,159.24684905942175,74.46277820295444,2.138610093560857,0.0336503785051281,0.0210553799825219,4.573653132280352,0.0336503785051285,0.0336503785051271
wcst,WCST Mean RT (All),wcst_mean_rt_all,212,77.64183363111037,38.19199048331827,2.0329349858060746,0.04334832759104,0.0185964220320338,4.1328246565142726,0.0433483275910417,0.04334832759104
wcst,WCST Pre-Error RT Slope (Mean),wcst_pre_error_slope_mean,208,45.91286300644844,15.107712637905973,3.0390347041186683,0.0026887695332419,0.0429916055967558,9.23573193283763,0.0026887695332418,0.0026887695332418
wcst,WCST Block PE Slope,wcst_block_pe_slope,212,-0.007595199622935,0.0025505542850389,-2.977862367990761,0.0032524366046908,0.0398410647832706,8.867664282695603,0.0032524366046907,0.0032524366046908
wcst,WCST Block PE Intercept,wcst_block_pe_intercept,212,0.0144830952785074,0.0080543767505367,1.7981646162184026,0.0736222274522454,0.0148088704614967,3.233395987019907,0.0736222274522425,0.073622227452244
wcst,WCST Block PE Initial,wcst_block_pe_initial,212,0.0134233585335661,0.0055738304325,2.408282543956987,0.0169128364985382,0.0263606615178491,5.799824811527933,0.016912836498538,0.016912836498538
wcst,WCST Block PE Change,wcst_block_pe_change,212,-0.0168035903037644,0.0091298804530563,-1.840504965006326,0.0671396347441104,0.0158476099362895,3.387458526212948,0.0671396347441101,0.067139634744111
overall,WCST Mean Reaction Time (ms),wcst_mean_rt,197,64.84856661963,37.578030299908285,1.7257042506506328,0.0860264149265011,0.0144756853739326,2.9780551607136734,0.0860264149265008,0.0860264149265008
overall,WCST Reaction Time SD,wcst_sd_rt,197,80.5225465137345,35.15334578903862,2.290608324936249,0.0230839738266741,0.0266762799024001,5.24688649826731,0.0230839738266732,0.0230839738266736
