participant_id,phase,category_slope,n_categories
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,exploration,-0.04644267333091853,6
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,confirmation,-0.020161401525846775,6
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,exploitation,-0.06895528117665405,6
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,exploration,-0.07418082664441077,6
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,confirmation,-0.006962643515903501,6
CDEoAyvS8feXLKMKsaZah9agEhF3,exploitation,-0.04730208468375637,6
CDEoAyvS8feXLKMKsaZah9agEhF3,exploration,0.07331468847579475,5
CDEoAyvS8feXLKMKsaZah9agEhF3,confirmation,0.03785123502538859,6
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,exploitation,0.042144135740450846,6
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,exploration,-0.030745387443603965,6
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,confirmation,-0.012182953393119783,6
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,exploitation,-0.010324762271224674,6
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,exploration,-0.11570266568957005,6
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,confirmation,-0.029066606797494555,6
CUNlBEszJVRGK1jWlTaOaCqpDg53,exploitation,-0.0893669817315405,6
CUNlBEszJVRGK1jWlTaOaCqpDg53,exploration,-0.08549141660523443,5
CUNlBEszJVRGK1jWlTaOaCqpDg53,confirmation,-0.12318755963018743,6
Cbkx2NHyF3NrebzXGqNgSfiWent1,exploitation,0.021477734603701358,6
Cbkx2NHyF3NrebzXGqNgSfiWent1,exploration,0.00824620492960678,6
Cbkx2NHyF3NrebzXGqNgSfiWent1,confirmation,-0.07074882660980067,6
Co587hoelyeANqFX7AYvuVQW0lZ2,exploitation,-0.02687292397873228,6
Co587hoelyeANqFX7AYvuVQW0lZ2,exploration,-0.1329188443675263,6
Co587hoelyeANqFX7AYvuVQW0lZ2,confirmation,0.003195273588448934,6
CtJe4bZZnYUBNrcPk00d3YQFSGp2,exploitation,0.03328287511540539,6
CtJe4bZZnYUBNrcPk00d3YQFSGp2,exploration,-0.16041147213107831,6
CtJe4bZZnYUBNrcPk00d3YQFSGp2,confirmation,0.05459508171118546,6
DAKDKPH698P12JfTbbjemLI6PIH2,exploitation,-0.09371580445497303,6
DAKDKPH698P12JfTbbjemLI6PIH2,exploration,-0.24420824411616346,6
DAKDKPH698P12JfTbbjemLI6PIH2,confirmation,-0.19471482037042495,6
DPvStUYSmohmXwFwaKRqHv89R3k1,exploitation,-0.031220009149872587,6
DPvStUYSmohmXwFwaKRqHv89R3k1,exploration,0.21996544149849948,3
DPvStUYSmohmXwFwaKRqHv89R3k1,confirmation,-0.02726119643930665,6
DaRehVxIOhXtEtUExdgvUl0mKcx2,exploitation,-0.0999991277618497,4
DaRehVxIOhXtEtUExdgvUl0mKcx2,exploration,-0.13609440036399603,5
DaRehVxIOhXtEtUExdgvUl0mKcx2,confirmation,-0.11760112716433602,4
Df83JuPuJkXqTGbENhM2gw5SJM43,exploitation,-0.11394403236075214,6
Df83JuPuJkXqTGbENhM2gw5SJM43,exploration,-0.1216098865470851,6
Df83JuPuJkXqTGbENhM2gw5SJM43,confirmation,-0.05378364272342027,6
DxSidjznjVSNDJuDqqGgxpMEGtw1,exploitation,-0.018446585670466684,6
DxSidjznjVSNDJuDqqGgxpMEGtw1,exploration,0.08629071607638397,5
DxSidjznjVSNDJuDqqGgxpMEGtw1,confirmation,-0.09213921508228641,6
DzB19GqCB7fyrlEPexogWkjFzEx2,exploitation,-0.0006233581985876661,6
DzB19GqCB7fyrlEPexogWkjFzEx2,exploration,-0.07180740688235283,5
DzB19GqCB7fyrlEPexogWkjFzEx2,confirmation,-0.07167720425574622,6
EEodWwGh0wWq5f8JmzfKvq0lyeu1,exploitation,-0.059829078963472775,6
EEodWwGh0wWq5f8JmzfKvq0lyeu1,exploration,-0.13333102877836545,5
EEodWwGh0wWq5f8JmzfKvq0lyeu1,confirmation,-0.08815111573001974,6
EUhcW9kURScie1DwGPHqmNqotJB2,exploitation,0.06987692501588084,4
EUhcW9kURScie1DwGPHqmNqotJB2,exploration,-0.045865551716768836,3
EUhcW9kURScie1DwGPHqmNqotJB2,confirmation,-0.03351082634313239,4
EmfmKFDgWJdW47a6CNTNjnbYaPh2,exploitation,-0.017836293809992236,6
EmfmKFDgWJdW47a6CNTNjnbYaPh2,exploration,0.264607565468846,4
EmfmKFDgWJdW47a6CNTNjnbYaPh2,confirmation,-0.05125492036230641,6
EoToosG69XMp4LTYdB6sB9WTrv22,exploitation,0.008593446527272836,6
EoToosG69XMp4LTYdB6sB9WTrv22,confirmation,-0.09734491161584627,6
Fz7EUjZCLuUBxLDUVtN6djaBTy42,exploitation,-0.021364563590985514,6
Fz7EUjZCLuUBxLDUVtN6djaBTy42,exploration,-0.04834248467378885,6
Fz7EUjZCLuUBxLDUVtN6djaBTy42,confirmation,0.041854610282326975,6
G1Ff3XYUZMRsPafyEQ80ussnVlf1,exploitation,0.0290258449306961,6
G1Ff3XYUZMRsPafyEQ80ussnVlf1,exploration,-0.09922591897768067,6
G1Ff3XYUZMRsPafyEQ80ussnVlf1,confirmation,-0.022636377729369307,6
G9VruXninjUdE9czK2DambZl5li2,exploitation,-0.11877270943427937,6
G9VruXninjUdE9czK2DambZl5li2,exploration,-0.2706132755931938,6
G9VruXninjUdE9czK2DambZl5li2,confirmation,-0.05836372405190078,6
GDZGRW51kbWtAdUIHCtEd8sAtqY2,exploitation,-0.024134381632464546,6
GDZGRW51kbWtAdUIHCtEd8sAtqY2,exploration,-0.07635525557860583,6
GDZGRW51kbWtAdUIHCtEd8sAtqY2,confirmation,-0.08125415646795409,6
GE4hogtdLdTFbNasENgtm6SO3hC3,exploitation,-0.04821337826347215,6
GE4hogtdLdTFbNasENgtm6SO3hC3,exploration,-0.15707724682366322,4
GE4hogtdLdTFbNasENgtm6SO3hC3,confirmation,-0.05503024592988955,6
GEwkBw3YHaNp3TCh9YS9PKVfavz1,exploitation,-0.04773463022691697,6
GEwkBw3YHaNp3TCh9YS9PKVfavz1,exploration,-0.07188318452103372,6
GEwkBw3YHaNp3TCh9YS9PKVfavz1,confirmation,-0.0801508617123422,6
HSggdq91WiQp16bOj7V3dABkcgk2,exploitation,-0.1003207195479279,6
HSggdq91WiQp16bOj7V3dABkcgk2,exploration,-0.0768148162522632,6
HSggdq91WiQp16bOj7V3dABkcgk2,confirmation,-0.06377246130488302,6
HbydnnT1hUP3WagAy2TJAc6GqVs2,exploitation,0.04154099701181267,6
HbydnnT1hUP3WagAy2TJAc6GqVs2,exploration,0.07384956747804261,4
HbydnnT1hUP3WagAy2TJAc6GqVs2,confirmation,-0.014873818283515307,6
HyQM2xKwwuVfqidmRYF6TiRk90C2,exploitation,-0.026143854864113605,6
HyQM2xKwwuVfqidmRYF6TiRk90C2,exploration,-0.31578490673783804,5
HyQM2xKwwuVfqidmRYF6TiRk90C2,confirmation,-0.07764279284968603,6
IaTJhUGICmO9xcL3605RW8QHneN2,exploitation,-0.09675505646657535,6
IaTJhUGICmO9xcL3605RW8QHneN2,exploration,-0.1929758757596487,5
IaTJhUGICmO9xcL3605RW8QHneN2,confirmation,-0.11865318933632378,6
JOBWLirr6KYf3GXJ3jPFKmd48S93,exploitation,-0.03936646717465722,6
JOBWLirr6KYf3GXJ3jPFKmd48S93,exploration,-0.2034191271347291,6
JOBWLirr6KYf3GXJ3jPFKmd48S93,confirmation,-0.1821303025599964,6
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,exploitation,0.016731062105096322,6
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,confirmation,0.018177971785196204,6
JvrZiMHtAfP6gvQtlevYWafKy0z2,exploitation,0.022920177908044286,6
JvrZiMHtAfP6gvQtlevYWafKy0z2,exploration,-0.04017989296269447,6
JvrZiMHtAfP6gvQtlevYWafKy0z2,confirmation,0.032973049252933935,6
K26uNuY0VNPjJNF26wEx3bFg0kr2,exploitation,0.02485298387343933,6
K26uNuY0VNPjJNF26wEx3bFg0kr2,exploration,0.043027023521992704,5
K26uNuY0VNPjJNF26wEx3bFg0kr2,confirmation,-0.09777924609067085,6
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,exploitation,-0.05390579333263059,6
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,exploration,-0.17457197570186492,6
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,confirmation,-0.07930055658998682,6
KtKj6zUKc5Oogd2itg2jdwkchnf2,exploitation,-0.07235326667895747,6
KtKj6zUKc5Oogd2itg2jdwkchnf2,exploration,-0.011182316369869863,3
KtKj6zUKc5Oogd2itg2jdwkchnf2,confirmation,-0.06778158882911714,6
LSLmd8jENtONZFVkIpRDX665Bu73,exploitation,-0.02475638127499672,6
LSLmd8jENtONZFVkIpRDX665Bu73,exploration,-0.2903460609001498,6
LSLmd8jENtONZFVkIpRDX665Bu73,confirmation,-0.022577899894117282,6
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,exploitation,-0.009280600602386347,6
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,exploration,-0.187314884579494,6
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,confirmation,0.01626199892386684,6
LliUMEIsrCVZ88YFQfevan2Og4z1,exploitation,-0.0670815364173374,6
LliUMEIsrCVZ88YFQfevan2Og4z1,exploration,-0.08107665705051295,5
LliUMEIsrCVZ88YFQfevan2Og4z1,confirmation,-0.12179681287920413,6
M4Km1Q2P2oPliChDQkwl6k20FUI3,exploitation,-0.060925850327055324,6
M4Km1Q2P2oPliChDQkwl6k20FUI3,exploration,-0.36859619786150416,6
M4Km1Q2P2oPliChDQkwl6k20FUI3,confirmation,-0.07319336724154098,6
O61Eik2zvrSQLMNpFbTNEgjWwMr2,exploitation,-0.014257405376963463,6
O61Eik2zvrSQLMNpFbTNEgjWwMr2,exploration,-0.13156546457317578,6
O61Eik2zvrSQLMNpFbTNEgjWwMr2,confirmation,-0.018238017514770253,6
OExlWyngGfPrScDYjaRcv5PIAet1,exploitation,-0.022243937419865106,6
OExlWyngGfPrScDYjaRcv5PIAet1,exploration,-0.28743641927071395,4
OExlWyngGfPrScDYjaRcv5PIAet1,confirmation,-0.0723240377585416,6
ORuVuFPU5idz3fMoXTGsbwToW2j2,exploitation,-0.03644121353259272,6
ORuVuFPU5idz3fMoXTGsbwToW2j2,exploration,0.006693409397458842,5
ORuVuFPU5idz3fMoXTGsbwToW2j2,confirmation,-0.1532394512503937,6
ORvIk1xRWIQmKuLVe6GXNouvAXx2,exploitation,-0.09713173074350206,6
ORvIk1xRWIQmKuLVe6GXNouvAXx2,exploration,0.039808011877711186,5
ORvIk1xRWIQmKuLVe6GXNouvAXx2,confirmation,-0.009637617821142759,6
P8mTl71XaYNvFMTCvlKpzzUdc9W2,exploitation,-0.012645658510511425,6
P8mTl71XaYNvFMTCvlKpzzUdc9W2,exploration,0.06035139053163765,5
P8mTl71XaYNvFMTCvlKpzzUdc9W2,confirmation,-0.1418341437088961,6
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,exploitation,0.020526346756347052,6
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,exploration,-0.0425306324360375,5
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,confirmation,-0.09076692743637194,6
PLreonkqaMeFc0UqxKUelH44UQu1,exploitation,-0.1399167733431449,6
PLreonkqaMeFc0UqxKUelH44UQu1,exploration,-0.1942696578583844,6
PLreonkqaMeFc0UqxKUelH44UQu1,confirmation,-0.31995780363266324,6
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,exploitation,0.00017074039506785694,6
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,exploration,-0.004318344987222278,6
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,confirmation,0.128833397870109,6
QbOEVCaZLUMOgltUdXm58oZOALv2,exploitation,-0.07685104174598932,6
QbOEVCaZLUMOgltUdXm58oZOALv2,exploration,-0.07758209451174813,5
QbOEVCaZLUMOgltUdXm58oZOALv2,confirmation,-0.13804958853554347,6
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,exploitation,-0.07672205893026122,6
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,exploration,-0.11331829070341265,5
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,confirmation,-0.1480126687126321,6
QreA2rLiUhV3YHeMfuHMPdGbpJ53,exploitation,-0.01197117147402372,6
QreA2rLiUhV3YHeMfuHMPdGbpJ53,exploration,-0.09243482550773387,6
QreA2rLiUhV3YHeMfuHMPdGbpJ53,confirmation,0.015082951912605889,6
Rc706mP0TSeIoIpMYH1SpRXjOxA2,exploitation,0.034302719579797296,6
Rc706mP0TSeIoIpMYH1SpRXjOxA2,confirmation,-0.034527416678798085,6
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,exploitation,-0.1031858144811605,6
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,exploration,-0.3633347330561779,6
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,confirmation,-0.09932875086204314,6
Ru3Qf6pXZua1DfNkQdhbor6iJ403,exploitation,-0.027998120112650866,6
Ru3Qf6pXZua1DfNkQdhbor6iJ403,exploration,-0.08709756517332765,5
Ru3Qf6pXZua1DfNkQdhbor6iJ403,confirmation,0.10272203101692398,6
SOhR7IO689NQCPQu56SjATO8FR92,exploitation,-0.0014929998345647672,6
SOhR7IO689NQCPQu56SjATO8FR92,exploration,-0.09528921629288921,6
SOhR7IO689NQCPQu56SjATO8FR92,confirmation,0.04554879121753098,6
SPCT9D90pRa1ihXS5jEw6vCmquI3,exploitation,-0.16466191643991304,6
SPCT9D90pRa1ihXS5jEw6vCmquI3,exploration,-0.20450771889762948,6
SPCT9D90pRa1ihXS5jEw6vCmquI3,confirmation,-0.17177332918283808,6
SpSfX0ZcfcPLdlOENlfdfvEPwru2,exploitation,-0.06003697476671054,6
SpSfX0ZcfcPLdlOENlfdfvEPwru2,exploration,-0.14312731762988046,6
SpSfX0ZcfcPLdlOENlfdfvEPwru2,confirmation,-0.026984927172505477,6
SvtOrPatsnWjicxtyndEzSdO5Wp1,exploitation,-0.0023887585035866302,6
SvtOrPatsnWjicxtyndEzSdO5Wp1,exploration,0.05029669032136499,6
SvtOrPatsnWjicxtyndEzSdO5Wp1,confirmation,0.12713327211317973,6
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,exploitation,-0.06693357922192937,6
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,exploration,-0.08473874596571156,6
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,confirmation,-0.15123711471506635,6
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,exploitation,-0.0007436308118689015,5
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,confirmation,-0.24165910014681138,5
Ub7nV8F55kPruh35ZpUcKoBUyn63,exploitation,0.011484716934195054,6
Ub7nV8F55kPruh35ZpUcKoBUyn63,exploration,-0.0775841605027034,6
Ub7nV8F55kPruh35ZpUcKoBUyn63,confirmation,0.035456632464949185,6
UbqFccqQZZgcqJIqCn3ErH9zQdM2,exploitation,-0.026930525379236122,6
UbqFccqQZZgcqJIqCn3ErH9zQdM2,exploration,-0.0013312829739855797,6
UbqFccqQZZgcqJIqCn3ErH9zQdM2,confirmation,-0.03091596545785861,6
UbwuSMtBsHdW3Ji41opk3GInMqi2,exploitation,0.03121440152200495,6
UbwuSMtBsHdW3Ji41opk3GInMqi2,exploration,-0.18759749012275617,6
UbwuSMtBsHdW3Ji41opk3GInMqi2,confirmation,0.023666378717309745,6
VwTymW8T68MfpnJvZ2X97ILqDWS2,exploitation,-0.0011287124797772093,6
VwTymW8T68MfpnJvZ2X97ILqDWS2,exploration,-0.0822908940211377,6
VwTymW8T68MfpnJvZ2X97ILqDWS2,confirmation,-0.013431220316470599,6
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,exploitation,-0.04903014531812268,6
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,exploration,0.24497600826200389,3
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,confirmation,-0.13554127307637964,6
WbOfW9KmUkPQK8o5hlHJnJFdpp92,exploitation,-0.06132485519990245,6
WbOfW9KmUkPQK8o5hlHJnJFdpp92,exploration,-0.06867975573796756,6
WbOfW9KmUkPQK8o5hlHJnJFdpp92,confirmation,0.04827377495828485,6
