outcome_column,n,ucla_beta,ucla_se,ucla_t,ucla_p,r2,adj_r2,cov_type,outcome,outcome_type,confirm_len,include_errors,use_log,merge_pre
rt_ms_exploration,186,58.85218752156281,82.93047061915325,0.7096569823151416,0.4788402688749742,0.010537038438891089,-0.022629317814554017,nonrobust,exploration,phase_mean,4,False,False,False
rt_ms_confirmation,197,121.62273140716415,43.6326196216469,2.7874267569033373,0.005852590703079555,0.09650943108195065,0.06797814995822271,nonrobust,confirmation,phase_mean,4,False,False,False
rt_ms_exploitation,197,28.776373559616594,29.322333477050584,0.9813807479591864,0.3276529942711375,0.08524476763582867,0.05635776029801265,nonrobust,exploitation,phase_mean,4,False,False,False
exploration_minus_exploitation,186,31.964932745006713,74.75239762626272,0.427610802596872,0.6694484785980306,0.017666401548144917,-0.015260981640185411,nonrobust,exploration_minus_exploitation,phase_contrast,4,False,False,False
confirmation_minus_exploitation,197,92.84635784754757,29.594912926835338,3.1372404465957615,0.001977054485626633,0.057741059736042044,0.02798551425402218,nonrobust,confirmation_minus_exploitation,phase_contrast,4,False,False,False
exploration_minus_confirmation,186,-57.07954648934045,76.13118123593536,-0.7497525397963722,0.4543880201497218,0.03018321406265867,-0.0023246111642913903,nonrobust,exploration_minus_confirmation,phase_contrast,4,False,False,False
