outcome_column,n,ucla_beta,ucla_se,ucla_t,ucla_p,r2,adj_r2,cov_type,outcome,ucla_fdr_q,ucla_fdr_sig
wcst_pre_switch_rt_delta_w3,210,-70.64754459768348,33.286729751519665,-2.1223936723450025,0.03380469312101867,0.04522096049363078,0.017000890360437615,HC3,WCST Pre-Switch RT Delta (w3),0.4904051943376934,False
wcst_residual_abs_slope_correct,212,-0.9401376493746482,0.44815270242915894,-2.097806493810576,0.03592224264758514,0.03980170607524702,0.011698341375010357,HC3,WCST Residual Abs Slope (Correct),0.4904051943376934,False
wcst_post_shift_error_rt_mean,206,218.61797632320628,104.44344102676598,2.0931709466291952,0.03633389727734445,0.04273178208937933,0.013869423760416,HC3,WCST Post-Shift Error RT Mean,0.4904051943376934,False
wcst_wsls_p_shift_lose_stable,132,0.06650136710547291,0.03211216018086226,2.0709091736875873,0.038367284716677136,0.046497523957678366,0.0007294051076468522,HC3,"WCST WSLS P(shift|lose, stable)",0.4904051943376934,False
wcst_pre_switch_rt_delta_w3_correct,210,-64.41901834801554,31.30320355204044,-2.0579049757933325,0.03959925601172293,0.04256688283433818,0.014268367056042841,HC3,"WCST Pre-Switch RT Delta (w3, correct)",0.4904051943376934,False
wcst_pes,211,165.88700740426074,81.11769336543593,2.0450163277811453,0.04085324840565768,0.03108840330729723,0.0025910034045707464,HC3,WCST Post-Error Slowing (ms),0.4904051943376934,False
wcst_rt_p90_block_slope,212,-64.17194421159749,31.57423293300509,-2.0324149868583965,0.042111662151393045,0.0254573137759716,-0.0030658867964390435,HC3,WCST RT p90 Block Slope,0.4904051943376934,False
wcst_rl_alpha0,212,0.08235681316125351,0.04064083839116062,2.026454581684174,0.0427182225032834,0.039022369407686,0.010896194853764585,HC3,WCST RL alpha0,0.4904051943376934,False
wcst_intercept,212,117.50003927345377,59.976152297089676,1.959112660169022,0.0500995944793879,0.048630228670569764,0.020785259753610785,HC3,WCST IIV Intercept,0.5092178130332071,False
wcst_rt_slope_overall,212,-1.2510701346645008,0.6395393077741923,-1.9562052237549516,0.05044098341227709,0.02288985600716842,-0.005708489670670502,HC3,WCST RT Slope (Overall),0.5092178130332071,False
wcst_mean_rt_within_category,212,72.16487358382449,37.23423594090259,1.9381322527569271,0.05260708943673966,0.09002575912920185,0.06339236671347115,HC3,WCST Mean RT within Category,0.5092178130332071,False
wcst_pre_switch_rt_delta_w2,210,-70.06345704108747,36.15064770129176,-1.9380968667563852,0.05261140566054614,0.04391709210445349,0.015658483989314242,HC3,WCST Pre-Switch RT Delta (w2),0.5092178130332071,False
wcst_tau_q4,43,-204.9849397751931,107.9437144131914,-1.898998389017292,0.05756468780286155,0.26617420404419034,0.14386990471822203,HC3,WCST Tau Q4,0.5092178130332071,False
wcst_pre_switch_rt_delta_w2_correct,210,-64.14269648109673,33.925074946221486,-1.8907164267957155,0.058662208447345744,0.041816136140722326,0.013495430804980169,HC3,"WCST Pre-Switch RT Delta (w2, correct)",0.5092178130332071,False
wcst_switch_first_trial_rt,210,113.04417467793061,60.41112428341126,1.8712476554417024,0.06131076216386886,0.04153255322853777,0.01320346613184431,HC3,WCST Switch First Trial RT,0.5092178130332071,False
wcst_switch_cost_error_k1_to_number,207,-0.06987913159082132,0.037600273526926256,-1.858474022556766,0.06310172904855439,0.08154299174182977,0.05398928149408466,HC3,WCST Switch Cost Error k1 (to number),0.5092178130332071,False
wcst_residual_sd,212,71.62322099481983,38.71493041966733,1.8500154906241277,0.06431131696345625,0.028131962496701912,-0.0003129556741263695,HC3,WCST IIV Residual SD,0.5092178130332071,False
wcst_sd_rt,212,73.79563523849014,39.96585238291156,1.8464671923285036,0.06482439877072349,0.027269747284515367,-0.0012004064534989478,HC3,WCST Reaction Time SD,0.5092178130332071,False
wcst_volatility_adj,212,71.07296372176431,38.52270227035763,1.8449630875571623,0.06504290834880519,0.02804028271146386,-0.00040731877015187656,HC3,WCST Volatility (Detrended SD),0.5092178130332071,False
wcst_residual_sd_block_slope,212,-28.17394561967054,15.305125982172633,-1.8408176223108175,0.06564828948511729,0.04014748762880793,0.012054243364285178,HC3,WCST Residual SD Block Slope,0.5092178130332071,False
wcst_mean_rt_all,212,77.64183363111046,42.91648461471173,1.8091377783653537,0.07042960123683584,0.07756393425548957,0.050565805501991634,HC3,WCST Mean RT (All),0.5177508113919141,False
wcst_mean_rt,212,77.64183363111046,42.91648461471173,1.8091377783653537,0.07042960123683584,0.07756393425548957,0.050565805501991634,HC3,WCST Mean Reaction Time (ms),0.5177508113919141,False
wcst_block_pe_intercept,212,0.014483095278507448,0.008122630416234788,1.7830548155385637,0.07457738071103023,0.061105272353349394,0.03362542666613033,HC3,WCST Block PE Intercept,0.5177508113919141,False
wcst_exploration_penalty,209,110.34187516645027,61.94341916802547,1.7813332981691066,0.07485801783482376,0.024413534328787123,-0.004564281483229182,HC3,WCST Exploration RT Penalty,0.5177508113919141,False
wcst_rt_vincentile_p90_correct,212,159.24684905942183,89.67689021387766,1.7757846941349233,0.07576841142320694,0.056257050637999684,0.028635305778624054,HC3,WCST RT Vincentile p90 (correct),0.5177508113919141,False
wcst_delta_plot_slope_correct,212,142.63771104524125,81.10490970771416,1.7586815836338265,0.07863160714903444,0.03677844116716633,0.008586590664741878,HC3,WCST Delta Plot Slope (correct),0.5248202616691369,False
wcst_recovery_rt_lag3,209,106.07582655780676,61.017231660049404,1.7384568862251277,0.08213034059195666,0.06879118268178397,0.04113151484064881,HC3,WCST Recovery RT Lag3,0.5312461397155201,False
wcst_post_shift_pe_rt_mean_reacq,204,187.82837714434913,108.89031580833876,1.7249318798464293,0.08453974952103419,0.028126602917964316,-0.0014736020693058016,HC3,WCST Post-Shift PE RT Mean (to reacq),0.5312461397155201,False
wcst_exploration_rt_mean,210,119.57063906871717,69.45442126049286,1.7215698712722767,0.0851474649021391,0.04189327105083929,0.013574845564657267,HC3,WCST Exploration RT Mean,0.5312461397155201,False
wcst_switch_rt,203,101.24950258895845,59.963363606159085,1.6885227328801597,0.09131092890693068,0.03637495377608879,0.006876227871275287,HC3,WCST Switch RT (ms),0.5371128930699827,False
wcst_rl_beta,212,-0.23970631271147447,0.14345200838874192,-1.6709861047179773,0.094724422448764,0.07225564228165571,0.045102148885021176,HC3,WCST RL beta,0.5371128930699827,False
wcst_pe_rate_slope_quartile,212,-0.0050141134600172645,0.003007264010645011,-1.6673339760887225,0.0954480142930463,0.04328406511947602,0.015282623122972905,HC3,WCST PE Rate Slope (Quartile),0.5371128930699827,False
wcst_wsls_p_shift_lose_shape,169,0.04805874129817905,0.028859330430548252,1.6652756866218834,0.09585776691905316,0.025576816673783642,-0.010512930856816816,HC3,"WCST WSLS P(shift|lose, shape)",0.5371128930699827,False
wcst_shift_pe_rate_mean,210,-0.023878820688499718,0.01435720621422506,-1.6631941014290565,0.09627358799838434,0.025189802914882042,-0.0036223211368948682,HC3,WCST Shift PE Rate Mean,0.5371128930699827,False
wcst_rt_sd_block_slope,212,-26.704147008148972,16.108206976010585,-1.6577976088784163,0.09735832412052989,0.04018201264118926,0.012089778864833756,HC3,WCST RT SD Block Slope,0.5371128930699827,False
wcst_volatility_rmssd,212,77.08962339123053,46.78994569427278,1.647568131301903,0.0994413245584421,0.01980211828271794,-0.008886600206568396,HC3,WCST Volatility RMSSD,0.5371128930699827,False
wcst_repeat_rt,212,71.7827398972089,43.845232205635114,1.637184621592292,0.10159189931406959,0.07638443070744316,0.04935177989888051,HC3,WCST Repeat RT (ms),0.5371128930699827,False
wcst_shift_error_rt_mean,207,100.20653224965561,61.856721318079884,1.6199780737548821,0.10523698701601612,0.03838669700406816,0.009538297914190141,HC3,WCST Shift-Context Error RT Mean,0.5371128930699827,False
wcst_rt_vincentile_p70_correct,212,72.76607084949177,44.91993729589342,1.6199058865592861,0.10525249516027559,0.0926339461513247,0.0660768909167293,HC3,WCST RT Vincentile p70 (correct),0.5371128930699827,False
wcst_switch_cost_error_early,207,-0.05754386529563822,0.03566787659858286,-1.613324671475524,0.10667398921598958,0.0426594309579591,0.013939213886697832,HC3,WCST Switch Cost Error Early,0.5371128930699827,False
wcst_tau_q1,47,218.48474287135946,137.08785190785176,1.5937571406270292,0.11099044048786956,0.16541104728982325,0.04022270438329678,HC3,WCST Tau Q1,0.5451689241030689,False
wcst_post_pe_rt,185,171.55336973515273,107.96691278985202,1.5889439208942289,0.11207305408390615,0.042969317700305654,0.010709856499192316,HC3,WCST Post-PE RT (ms),0.5451689241030689,False
wcst_pre_switch_rt_delta_w1,210,-58.60490029379218,37.154197774384336,-1.5773426370195203,0.11471670674512956,0.031043314608828254,0.0024042007549019973,HC3,WCST Pre-Switch RT Delta (w1),0.548728247264203,False
wcst_rt_vincentile_p50_correct,212,46.15277248733001,29.73736683625409,1.552012750202994,0.12065917283837257,0.10309878096712366,0.07684801358079552,HC3,WCST RT Vincentile p50 (correct),0.5662827046012145,False
wcst_post_correct_rt,212,59.25846604280298,38.353617437009376,1.545055460286816,0.1223328490776143,0.08080471083292085,0.05390143407681114,HC3,WCST Post-Correct RT (ms),0.5662827046012145,False
wcst_block_pe_change,212,-0.016803590303764424,0.01104682722022915,-1.5211236646295496,0.12822880691866703,0.04094470476916834,0.012874793689241493,HC3,WCST Block PE Change,0.5841534537405942,False
wcst_shift_pe_count_mean,210,-0.06623723913902861,0.044000355228449396,-1.5053796451216255,0.13222649919412996,0.025010082975819525,-0.003807352995338409,HC3,WCST Shift PE Count Mean,0.5929532073236765,False
wcst_pre_switch_rt_delta_w1_correct,210,-52.67730255570275,35.279001130963124,-1.4931630960908855,0.13539449958053992,0.026494063287371583,-0.0022795111967455206,HC3,"WCST Pre-Switch RT Delta (w1, correct)",0.5978187904556147,False
wcst_post_npe_rt,109,184.62806540888167,124.52486811192495,1.4826601963788872,0.13816471497036642,0.10167314743914713,0.04883039140615575,HC3,WCST Post-NPE RT (ms),0.6008071696438662,False
wcst_rt_vincentile_p30_correct,212,35.48325298777783,24.170575569161166,1.4680350861421074,0.14209469259792434,0.12559099051202727,0.09999853169774509,HC3,WCST RT Vincentile p30 (correct),0.6086742802328998,False
wcst_post_shift_pe_rate_slope_k5,203,-0.007789683394541011,0.005390180699575574,-1.44516182827681,0.14841243553934974,0.01526723754260395,-0.014877642940785751,HC3,WCST Post-Shift PE Rate Slope (K5),0.6144048890258429,False
wcst_momentum_slope,196,-23.063808056135997,15.976445197931099,-1.443613255038905,0.14884779427242667,0.023993352276689195,-0.006990985746273104,HC3,WCST Momentum Slope,0.6144048890258429,False
wcst_shift_post_error_slowing,206,112.668970597295,78.23993082151718,1.4400443534941023,0.1498548509819129,0.032175307817845944,0.0029946638324545027,HC3,WCST Shift-Context Post-Error Slowing,0.6144048890258429,False
wcst_pe_run_length_mean,212,-0.03785575649877688,0.02701354066221245,-1.4013622639157008,0.16110577070126642,0.050716636883478716,0.022932733572751274,HC3,WCST PE Run Length Mean,0.6400438056248324,False
wcst_post_pe_slowing,185,133.37000756428628,95.70478768265164,1.3935562764793865,0.1634516397271315,0.024129696503637166,-0.008764808108599809,HC3,WCST Post-PE Slowing (ms),0.6400438056248324,False
wcst_shift_pe_rt_mean_reacq,205,72.85417755257788,52.336049712231834,1.3920457878109704,0.1639085330242237,0.05814616578184617,0.029605140502508176,HC3,WCST Shift PE RT Mean (to reacq),0.6400438056248324,False
wcst_switch_cost_error_late,207,-0.049577026815420595,0.03578860263637834,-1.385274170079684,0.1659686487665405,0.07002913670949817,0.04213001081078305,HC3,WCST Switch Cost Error Late,0.6400438056248324,False
wcst_trials_to_first_conceptual_resp0,212,-0.8081715018137143,0.5882540470379748,-1.3738477548655823,0.16948895201215053,0.026508953316528916,-0.0019834675620116204,HC3,WCST Trials to First Conceptual Response (0),0.6400438056248324,False
wcst_trials_to_first_conceptual_resp,212,-0.8081715018137141,0.5882540470379748,-1.3738477548655819,0.16948895201215075,0.026508953316528916,-0.0019834675620116204,HC3,WCST Trials to First Conceptual Response,0.6400438056248324,False
wcst_pe_context_rate_delta,209,0.02029936070518192,0.014896273806672461,1.3627139893259255,0.17297266721457794,0.02918392427706029,0.0003478032159828226,HC3,WCST PE Context Rate Delta (Stable-Shift),0.6447163050725178,False
wcst_slope,212,-79.71641128468661,59.02090105699371,-1.3506471412171126,0.17680849221530248,0.012152079877529087,-0.016760542174836024,HC3,WCST IIV Slope,0.6477615774635944,False
wcst_pe_run_length_max,212,-0.13098419462766517,0.0977947399942345,-1.3393787297290973,0.18044741026054456,0.025184302065840658,-0.0033468890932080164,HC3,WCST PE Run Length Max,0.6477615774635944,False
wcst_recovery_acc_lag3,209,0.024357779777532538,0.018190607572012824,1.3390305783413317,0.18056071845675103,0.034016788601826775,0.005324217966237499,HC3,WCST Recovery Accuracy Lag3,0.6477615774635944,False
wcst_post_stable_error_rt_mean,121,153.08196808917026,115.17224785641798,1.329156727756267,0.18379626799119586,0.08005524786613516,0.031637103016984414,HC3,WCST Post-Stable Error RT Mean,0.6512287520181878,False
wcst_wsls_p_shift_lose_colour,159,0.044503062355823284,0.034026256404480516,1.3079035738402065,0.19090601720543143,0.07476731953329274,0.03824497688329109,HC3,"WCST WSLS P(shift|lose, colour)",0.6681710602190101,False
wcst_nonshift_error_rt_mean,194,168.56470437979198,129.61673928568834,1.300485610953832,0.19343458477116127,0.06455565113038675,0.03454139394740463,HC3,WCST Non-Shift Error RT Mean,0.6688641666183528,False
wcst_momentum_mean_streak,212,0.37631494375056995,0.29093948678121356,1.2934474722352098,0.19585634029167753,0.013640571298978332,-0.015228485150807769,HC3,WCST Momentum Mean Streak,0.6691758293298983,False
wcst_cv_fatigue_slope_rolling,212,-0.007517857387940933,0.005881254640713009,-1.2782744239466413,0.20115268254555652,0.043628657747859845,0.01563730138926056,HC3,WCST CV Fatigue Slope (Rolling),0.6781518834330359,False
wcst_recovery_acc_lag4,209,0.023077859260262505,0.0181363941937378,1.272461273930124,0.20320927517505605,0.02388160779952786,-0.005112007810387231,HC3,WCST Recovery Accuracy Lag4,0.6781518834330359,False
wcst_ies,212,120.46940128431112,95.58168657163627,1.2603816233565002,0.2075317276416252,0.05155918621364697,0.023799942883314662,HC3,WCST Inverse Efficiency Score,0.6805375400972445,False
wcst_recovery_rt_lag4,209,73.94020393892178,58.81150349926107,1.2572404978534648,0.20866656281727358,0.058175284332981025,0.030200292778515103,HC3,WCST Recovery RT Lag4,0.6805375400972445,False
wcst_exploration_error_rate,210,-0.01739928007855199,0.014246016307129215,-1.2213435463951259,0.2219559721872113,0.0237260764475421,-0.005129310455486147,HC3,WCST Exploration Error Rate,0.7157456631205578,False
wcst_category_pe_delta_first3_last3,193,0.0071014583159457675,0.005882574708561203,1.2072024016304734,0.22735420578930166,0.031020930132390823,-0.0002364592181771652,HC3,WCST Category PE Delta (First3-Last3),0.7232902153468491,False
wcst_pe_rate_slope_half,212,-0.007867811445258397,0.006568749620062628,-1.1977639429623113,0.23100892805573892,0.053223047866104545,0.025512502925600256,HC3,WCST PE Rate Slope (Half),0.7232902153468491,False
wcst_error_context_pes_delta,120,-151.9673419357821,127.10643242034907,-1.195591277656322,0.23185609690561015,0.08795777822674178,0.039530757601612954,HC3,WCST Error Context PES Delta (Stable-Shift),0.7232902153468491,False
wcst_wsls_p_shift_lose_switch,202,0.028714289448388518,0.024484373302581866,1.1727598290359593,0.24089213147678645,0.055215330095865545,0.02614503256035383,HC3,"WCST WSLS P(shift|lose, switch)",0.7294513350092808,False
wcst_cv_fatigue_slope,212,-0.02920912314067199,0.024939062143564658,-1.1712197905649468,0.2415104423137272,0.03061002737212981,0.0022376379293628235,HC3,WCST CV Fatigue Slope (Q4-Q1),0.7294513350092808,False
wcst_momentum_max_streak,212,0.9651412626095779,0.8270257695296855,1.1670026475214141,0.24320930036839838,0.018999074800404636,-0.009713147400559174,HC3,WCST Momentum Max Streak,0.7294513350092808,False
wcst_pe_rt_mean,185,73.6364242844062,63.204371717515656,1.165052705745029,0.24399765909718107,0.054912119667215875,0.0230552248245377,HC3,WCST PE RT Mean (ms),0.7294513350092808,False
wcst_fast_run_mean_correct,212,0.051257238657946305,0.044587126333706324,1.149597268824154,0.25030978359853984,0.04305329412291814,0.015045097853344958,HC3,WCST Fast Run Mean (correct),0.7348623919210827,False
wcst_failure_to_maintain_set,212,-0.07116533949544976,0.06206075330783834,-1.1467044098296741,0.2515038073032537,0.009221484224547827,-0.01977691135912396,HC3,WCST Failure to Maintain Set,0.7348623919210827,False
wcst_tau_q2,38,207.7857694375632,185.32544187771103,1.1211939781839175,0.26220530242650397,0.1596484075805623,-0.0030002877264256878,HC3,WCST Tau Q2,0.7348623919210827,False
wcst_post_shift_pe_slowing_reacq,204,108.41499638819374,97.56139029503667,1.1112489895883457,0.2664611895327521,0.016451083947900513,-0.013504720601909659,HC3,WCST Post-Shift PE Slowing (to reacq),0.7348623919210827,False
wcst_switch_first_trial_correct,210,0.02688053203051462,0.02423675067819378,1.1090815096224715,0.26739502075511534,0.02029109639611404,-0.008665817010897303,HC3,WCST Switch First Trial Accuracy,0.7348623919210827,False
wcst_trials,212,-1.9568742947305413,1.8446151149070185,-1.0608577794447822,0.28875453918282257,0.008144011915091065,-0.020885919443491607,HC3,WCST Valid Trial Count,0.7348623919210827,False
wcst_pe_context_rt_delta,99,250.5078768690128,239.09125170103658,1.0477500748636832,0.2947537699396404,0.0978944952102998,0.03906152750662362,HC3,WCST PE Context RT Delta (Stable-Shift),0.7348623919210827,False
wcst_category_total_rt_slope,209,1886.978837757677,1814.2263097422476,1.0401011316089697,0.2982929179931343,0.02766530392000366,-0.0012159246764318343,HC3,WCST Category Total RT Slope,0.7348623919210827,False
wcst_trials_per_category_2,210,1.0232050219267184,0.9899198771283151,1.0336240796527503,0.30131193779245224,0.020384436532786543,-0.008569718052451325,HC3,WCST Trials per Category 2,0.7348623919210827,False
wcst_switch_cost_rt,203,60.328411097638394,58.39678175152165,1.0330776677786087,0.30156755337205454,0.02309773620125355,-0.00680743513952442,HC3,WCST Switch Cost RT (ms),0.7348623919210827,False
wcst_error_pr_ratio,211,0.020315032362189844,0.01973574557183107,1.0293521614499122,0.3033142202903407,0.015523616259767947,-0.013431571497297679,HC3,WCST PR Ratio among Errors,0.7348623919210827,False
wcst_error_npe_ratio,211,-0.02031503236218972,0.01973574557183108,-1.0293521614499053,0.30331422029034405,0.015523616259767725,-0.0134315714972979,HC3,WCST NPE Ratio among Errors,0.7348623919210827,False
wcst_wsls_p_stay_win_switch,205,-0.011409258541800511,0.011103744572239348,-1.0275144990569203,0.30417826170596285,0.021010627668281545,-0.008655716947831182,HC3,"WCST WSLS P(stay|win, switch)",0.7348623919210827,False
wcst_rl_asym_bic,212,-5.311886379973473,5.172175603901871,-1.0270119939404618,0.3044148164320295,0.007686429019279628,-0.021356895009424504,HC3,WCST RL Asym BIC,0.7348623919210827,False
wcst_rl_asym_negloglik,212,-2.620099201058344,2.5566092120835116,-1.0248336697977753,0.30544167650007603,0.007660387995375273,-0.021383698209638258,HC3,WCST RL Asym Neg LogLik,0.7348623919210827,False
wcst_rl_asym_aic,212,-5.240198402116688,5.113218424167023,-1.0248336697977753,0.30544167650007603,0.007660387995375273,-0.021383698209638258,HC3,WCST RL Asym AIC,0.7348623919210827,False
wcst_post_shift_pe_rt_mean,202,115.34511273736855,112.81531343842636,1.0224242544902642,0.30658014579902293,0.02178725028798112,-0.008311603549311597,HC3,WCST Post-Shift PE RT Mean,0.7348623919210827,False
wcst_slow_run_mean_correct,212,0.04638335745163888,0.045809037749958606,1.0125372574908713,0.31128124195409923,0.03820586772002055,0.010055795555728442,HC3,WCST Slow Run Mean (correct),0.7348623919210827,False
wcst_switch_cost_error_k1,210,-0.024074059904747733,0.023800846464741968,-1.011479148038306,0.311787156314452,0.05033327383928621,0.022264306563600123,HC3,WCST Switch Cost Error k1,0.7348623919210827,False
wcst_wsls_p_stay_lose,208,-0.019549830583957692,0.019349585356009856,-1.01034881235249,0.3123282027162181,0.036664674283408916,0.007908395903809096,HC3,WCST WSLS P(stay|lose),0.7348623919210827,False
wcst_wsls_p_shift_lose,208,0.019549830583957664,0.019349585356009863,1.0103488123524882,0.31232820271621897,0.03666467428340858,0.007908395903808763,HC3,WCST WSLS P(shift|lose),0.7348623919210827,False
wcst_stable_pe_rt_mean,101,221.13708865314985,219.95863329448855,1.005357622663001,0.31472467771164725,0.11112993593926734,0.054393548871561004,HC3,WCST Stable-Context PE RT Mean,0.7348623919210827,False
wcst_rl_lapse,212,0.008303078370080815,0.008332674196573178,0.9964482198878561,0.31903241396566906,0.012603871343502715,-0.01629552754400465,HC3,WCST RL Lapse,0.7348623919210827,False
wcst_switch_signal_rt,207,106.68362781318592,107.38856973688058,0.9934355963076714,0.32049772167914026,0.02435199038594338,-0.0049174499024784435,HC3,WCST Switch Signal RT,0.7348623919210827,False
wcst_iiv_r_squared,212,0.006732802174114185,0.006883377439558969,0.9781247989425332,0.32801260398699905,0.010984492583235306,-0.017962302755792026,HC3,WCST IIV R-squared,0.7348623919210827,False
wcst_trials_to_first_category,212,-1.6313286524842217,1.6712859678988616,-0.976091874052605,0.3290189378390028,0.033975848559187005,0.005701970956041191,HC3,WCST Trials to First Category,0.7348623919210827,False
wcst_trials_per_category_1,212,-1.6313286524842217,1.6712859678988616,-0.976091874052605,0.3290189378390028,0.033975848559187005,0.005701970956041191,HC3,WCST Trials per Category 1,0.7348623919210827,False
wcst_rl_decay_bic,212,-4.980117469421662,5.13284123270007,-0.9702457651903508,0.3319240037661032,0.007268969046249185,-0.021786573323128833,HC3,WCST RL Decay BIC,0.7348623919210827,False
wcst_trials_per_category_4,203,-0.9004456742595152,0.930745122815303,-0.967446030268589,0.33332110868778,0.02592242332614536,-0.0038962780006053244,HC3,WCST Trials per Category 4,0.7348623919210827,False
wcst_rl_decay_aic,212,-4.908429491564874,5.074214551151581,-0.9673279365869379,0.33338012229695224,0.007240472308107093,-0.021815904112143514,HC3,WCST RL Decay AIC,0.7348623919210827,False
wcst_rl_decay_negloglik,212,-2.454214745782436,2.537107275575791,-0.9673279365869374,0.3333801222969527,0.007240472308106871,-0.021815904112143736,HC3,WCST RL Decay Neg LogLik,0.7348623919210827,False
wcst_clr_percent,212,1.4707272821948136,1.5414940634344556,0.9540920831819661,0.3400370331294159,0.016862006937206298,-0.011912763591460873,HC3,WCST CLR Percent,0.7348623919210827,False
wcst_rl_bic,212,-4.865312371505446,5.129856325159392,-0.948430533549938,0.3429103214300858,0.007100502795724051,-0.02195997029318164,HC3,WCST RL BIC,0.7348623919210827,False
wcst_rl_negloglik,212,-2.408760193133795,2.5453888659150796,-0.9463230649702061,0.34398383258612963,0.007080645229528892,-0.021980409056436168,HC3,WCST RL Neg LogLik,0.7348623919210827,False
wcst_rl_aic,212,-4.817520386267589,5.090777731830159,-0.9463230649702058,0.34398383258612986,0.007080645229528448,-0.02198040905643661,HC3,WCST RL AIC,0.7348623919210827,False
wcst_lucky_streak_len,208,0.16208442110523244,0.17282240058518641,0.9378669695387023,0.3483127796307889,0.01983483943722053,-0.009423822072116339,HC3,WCST Switch Lucky Streak Length,0.7348623919210827,False
wcst_switch_first_error_latency,208,0.16208442110523236,0.17282240058518644,0.9378669695387017,0.3483127796307891,0.019834839437220197,-0.009423822072116561,HC3,WCST Switch First Error Latency,0.7348623919210827,False
wcst_block_pe_r2,204,-0.035191194986749205,0.037571798366217546,-0.9366385564975019,0.34894451189621933,0.037479786240967816,0.008164449781301819,HC3,WCST Block PE R-squared,0.7348623919210827,False
wcst_rl_beta_decay,212,-0.2376021309819787,0.2545121367479788,-0.9335591379567701,0.3505313516535441,0.014492589485399998,-0.014351529846734712,HC3,WCST RL beta (Decay),0.7348623919210827,False
wcst_error_context_post_error_rt_delta,120,-135.3622911307407,145.29044094970615,-0.9316668753011618,0.35150871030777564,0.06787126603662796,0.01837770494122759,HC3,WCST Error Context Post-Error RT Delta (Stable-Shift),0.7348623919210827,False
wcst_recovery_rt_lag5,209,49.83519627733753,53.661535662163914,0.9286949332028847,0.3530472073368086,0.06308660156109347,0.03525749071637341,HC3,WCST Recovery RT Lag5,0.7348623919210827,False
