outcome_column,n,ucla_beta,ucla_se,ucla_t,ucla_p,r2,adj_r2,cov_type,outcome,outcome_type,confirm_len,min_trials
rule_search_rt_mean,189,51.65026596311094,69.91838016283772,0.7387222908027773,0.4610272285247885,0.0148052800433629,-0.017673666768394547,nonrobust,rule_search_rt_mean,phase_mean,10,0
rule_application_rt_mean,196,52.01359068459382,30.607923190623325,1.6993505361555559,0.09089841322942428,0.10688663355218042,0.07853382826812261,nonrobust,rule_application_rt_mean,phase_mean,10,0
rule_search_minus_application,188,5.331241654855464,61.959275706668656,0.08604428625174623,0.931526320125561,0.03545698470415315,0.003483183092136244,nonrobust,rule_search_minus_application,phase_contrast,10,0
