participant_id,wcst_lapse_rate_z25,wcst_lapse_rate_z30,wcst_lapse_run_mean_z25,wcst_lapse_run_max_z25,wcst_lapse_run_mean_z30,wcst_lapse_run_max_z30,wcst_error_run_mean,wcst_error_run_max,wcst_error_rate,wcst_n_trials
3FSnTCSiUodLp5u3bE0xaUjLk0b2,0.024096385542168676,0.012048192771084338,1.0,1.0,1.0,1.0,1.3333333333333333,3.0,0.14457831325301204,83
3WijiOiVCoMbn80F05SPYsxl0TC2,0.0375,0.025,1.0,1.0,1.0,1.0,2.0,4.0,0.2,80
3rlzYufVjVVLv3ZFLcpfZUtXEEi1,0.046875,0.03125,1.2,2.0,1.0,1.0,1.4782608695652173,4.0,0.265625,128
3xCaqfcHxRQxuOlEzXz3PNcHODH2,0.014492753623188406,0.014492753623188406,1.0,1.0,1.0,1.0,1.25,2.0,0.07246376811594203,69
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,0.024390243902439025,0.024390243902439025,1.0,1.0,1.0,1.0,1.0,1.0,0.10975609756097561,82
50R0P1MIMvRvK1qpqfGROchII6R2,0.015625,0.015625,1.0,1.0,1.0,1.0,2.25,7.0,0.421875,128
5OOi73igsahMZ5IVKQwwyhnj4Cn2,0.02857142857142857,0.014285714285714285,1.0,1.0,1.0,1.0,1.1666666666666667,2.0,0.1,70
5Z68AKm9rIeeB2lVu3nJO7U31wk1,0.031496062992125984,0.023622047244094488,1.0,1.0,1.0,1.0,2.25,14.0,0.3543307086614173,127
5rXSa3anB5ejmFrnwUsTB82byup1,0.023529411764705882,0.011764705882352941,1.0,1.0,1.0,1.0,1.2222222222222223,2.0,0.12941176470588237,85
5zxa5CMLGQSSonWOXqXf0QNS3PH3,0.023255813953488372,0.023255813953488372,1.0,1.0,1.0,1.0,1.2,2.0,0.13953488372093023,86
62fAfeQc27bZelkPX7G54T3gvci2,0.057971014492753624,0.043478260869565216,1.0,1.0,1.0,1.0,1.0,1.0,0.11594202898550725,69
6ABZuv4jbjgE0B8TeyUk6nwVb122,0.045454545454545456,0.022727272727272728,1.0,1.0,1.0,1.0,1.25,2.0,0.11363636363636363,88
6OwhwWQDThSPHTVAeXugohrYuje2,0.0234375,0.015625,1.5,2.0,1.0,1.0,2.4193548387096775,16.0,0.5859375,128
6WFCyGwk71XLPBmbe4Vav3eotVm1,0.043478260869565216,0.014492753623188406,1.5,2.0,1.0,1.0,1.75,4.0,0.10144927536231885,69
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,0.039473684210526314,0.02631578947368421,1.0,1.0,1.0,1.0,1.7142857142857142,5.0,0.15789473684210525,76
80UJMJbCOMgs6YVpsMgXfYTzw6o2,0.014084507042253521,0.014084507042253521,1.0,1.0,1.0,1.0,1.6666666666666667,3.0,0.14084507042253522,71
87w5Le0CgZhSfYAaOH3Xd2fc98l1,0.072,0.032,1.125,2.0,1.0,1.0,2.4705882352941178,10.0,0.336,125
8bwaafIhKVMNBoHaXFcY8HirS9u2,0.04878048780487805,0.036585365853658534,1.0,1.0,1.0,1.0,1.2857142857142858,2.0,0.10975609756097561,82
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,0.041237113402061855,0.030927835051546393,1.3333333333333333,2.0,1.0,1.0,3.0,7.0,0.27835051546391754,97
9NTZ091xWyOO8DgzyTGY0O3i8IR2,0.03296703296703297,0.02197802197802198,1.0,1.0,1.0,1.0,1.25,2.0,0.10989010989010989,91
9Xz1RIwnPXgyRqmucudW9VeuDnq1,0.028169014084507043,0.014084507042253521,1.0,1.0,1.0,1.0,1.5,2.0,0.1267605633802817,71
9l7DjYLs0XdgwykPZR5E01KTZfu2,0.04,0.04,1.5,2.0,1.5,2.0,1.3333333333333333,3.0,0.10666666666666667,75
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,0.04878048780487805,0.024390243902439025,1.0,1.0,1.0,1.0,1.7777777777777777,4.0,0.1951219512195122,82
ASGvwW80q7VY7xFaLGZhVuErUQu2,0.0125,0.0125,1.0,1.0,1.0,1.0,1.2857142857142858,2.0,0.1125,80
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,0.021505376344086023,0.021505376344086023,1.0,1.0,1.0,1.0,1.7272727272727273,5.0,0.20430107526881722,93
AsXBOflrszVNKoFqbN61bMJqS0k2,0.02857142857142857,0.01904761904761905,1.0,1.0,1.0,1.0,1.6666666666666667,5.0,0.19047619047619047,105
AyAnuCaltBbpEYbudoyNzTvXlcC2,0.018018018018018018,0.009009009009009009,1.0,1.0,1.0,1.0,1.5625,5.0,0.22522522522522523,111
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,0.036036036036036036,0.0,1.0,1.0,0.0,0.0,2.5384615384615383,8.0,0.5945945945945946,111
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,0.012987012987012988,0.012987012987012988,1.0,1.0,1.0,1.0,1.1111111111111112,2.0,0.12987012987012986,77
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,0.02912621359223301,0.02912621359223301,1.0,1.0,1.0,1.0,1.2307692307692308,2.0,0.1553398058252427,103
CDEoAyvS8feXLKMKsaZah9agEhF3,0.045454545454545456,0.045454545454545456,1.5,2.0,1.5,2.0,1.0,1.0,0.09090909090909091,66
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,0.022222222222222223,0.022222222222222223,1.0,1.0,1.0,1.0,1.9,4.0,0.2111111111111111,90
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,0.024691358024691357,0.024691358024691357,2.0,2.0,2.0,2.0,1.8888888888888888,4.0,0.20987654320987653,81
CUNlBEszJVRGK1jWlTaOaCqpDg53,0.02631578947368421,0.02631578947368421,1.0,1.0,1.0,1.0,2.0,3.0,0.15789473684210525,76
Cbkx2NHyF3NrebzXGqNgSfiWent1,0.028169014084507043,0.028169014084507043,1.0,1.0,1.0,1.0,1.1428571428571428,2.0,0.11267605633802817,71
Co587hoelyeANqFX7AYvuVQW0lZ2,0.036585365853658534,0.036585365853658534,1.0,1.0,1.0,1.0,2.142857142857143,6.0,0.18292682926829268,82
CtJe4bZZnYUBNrcPk00d3YQFSGp2,0.05,0.025,1.3333333333333333,2.0,1.0,1.0,2.0,4.0,0.2,80
DAKDKPH698P12JfTbbjemLI6PIH2,0.046511627906976744,0.03488372093023256,1.3333333333333333,2.0,1.0,1.0,1.5,3.0,0.1744186046511628,86
DPvStUYSmohmXwFwaKRqHv89R3k1,0.06349206349206349,0.015873015873015872,1.0,1.0,1.0,1.0,1.0,1.0,0.047619047619047616,63
DaRehVxIOhXtEtUExdgvUl0mKcx2,0.031496062992125984,0.023622047244094488,1.0,1.0,1.0,1.0,2.909090909090909,11.0,0.5039370078740157,127
Df83JuPuJkXqTGbENhM2gw5SJM43,0.011363636363636364,0.011363636363636364,1.0,1.0,1.0,1.0,1.3333333333333333,2.0,0.13636363636363635,88
DxSidjznjVSNDJuDqqGgxpMEGtw1,0.029850746268656716,0.029850746268656716,1.0,1.0,1.0,1.0,1.2,2.0,0.08955223880597014,67
DzB19GqCB7fyrlEPexogWkjFzEx2,0.012658227848101266,0.012658227848101266,1.0,1.0,1.0,1.0,1.8571428571428572,3.0,0.16455696202531644,79
EEodWwGh0wWq5f8JmzfKvq0lyeu1,0.03125,0.03125,1.0,1.0,1.0,1.0,1.5555555555555556,4.0,0.14583333333333334,96
EUhcW9kURScie1DwGPHqmNqotJB2,0.0390625,0.015625,1.0,1.0,1.0,1.0,2.3181818181818183,18.0,0.3984375,128
EmfmKFDgWJdW47a6CNTNjnbYaPh2,0.04819277108433735,0.024096385542168676,1.0,1.0,1.0,1.0,1.5714285714285714,3.0,0.13253012048192772,83
EoToosG69XMp4LTYdB6sB9WTrv22,0.046875,0.03125,1.0,1.0,1.0,1.0,1.0,1.0,0.03125,64
Fz7EUjZCLuUBxLDUVtN6djaBTy42,0.012048192771084338,0.012048192771084338,1.0,1.0,1.0,1.0,1.75,3.0,0.1686746987951807,83
G1Ff3XYUZMRsPafyEQ80ussnVlf1,0.0234375,0.0234375,1.0,1.0,1.0,1.0,2.0,7.0,0.328125,128
G9VruXninjUdE9czK2DambZl5li2,0.04040404040404041,0.020202020202020204,1.0,1.0,1.0,1.0,1.7692307692307692,3.0,0.23232323232323232,99
GDZGRW51kbWtAdUIHCtEd8sAtqY2,0.04878048780487805,0.024390243902439025,1.0,1.0,1.0,1.0,2.4285714285714284,3.0,0.2073170731707317,82
GE4hogtdLdTFbNasENgtm6SO3hC3,0.04477611940298507,0.029850746268656716,3.0,3.0,1.0,1.0,1.75,3.0,0.1044776119402985,67
GEwkBw3YHaNp3TCh9YS9PKVfavz1,0.025974025974025976,0.025974025974025976,1.0,1.0,1.0,1.0,1.5714285714285714,3.0,0.14285714285714285,77
HSggdq91WiQp16bOj7V3dABkcgk2,0.0449438202247191,0.02247191011235955,1.3333333333333333,2.0,2.0,2.0,1.3,2.0,0.14606741573033707,89
HbydnnT1hUP3WagAy2TJAc6GqVs2,0.04477611940298507,0.029850746268656716,1.0,1.0,1.0,1.0,1.25,2.0,0.07462686567164178,67
HyQM2xKwwuVfqidmRYF6TiRk90C2,0.03614457831325301,0.012048192771084338,1.0,1.0,1.0,1.0,1.25,3.0,0.12048192771084337,83
IaTJhUGICmO9xcL3605RW8QHneN2,0.018518518518518517,0.018518518518518517,1.0,1.0,1.0,1.0,1.3333333333333333,3.0,0.18518518518518517,108
JOBWLirr6KYf3GXJ3jPFKmd48S93,0.05333333333333334,0.02666666666666667,2.0,3.0,2.0,2.0,1.5714285714285714,2.0,0.14666666666666667,75
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,0.03333333333333333,0.03333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,60
JvrZiMHtAfP6gvQtlevYWafKy0z2,0.04,0.02666666666666667,1.0,1.0,1.0,1.0,1.7142857142857142,3.0,0.16,75
K26uNuY0VNPjJNF26wEx3bFg0kr2,0.02857142857142857,0.02857142857142857,1.0,1.0,1.0,1.0,1.4,2.0,0.1,70
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,0.044444444444444446,0.011111111111111112,1.3333333333333333,2.0,1.0,1.0,2.0,4.0,0.24444444444444444,90
KtKj6zUKc5Oogd2itg2jdwkchnf2,0.030303030303030304,0.030303030303030304,1.0,1.0,1.0,1.0,1.0,1.0,0.045454545454545456,66
LSLmd8jENtONZFVkIpRDX665Bu73,0.036585365853658534,0.024390243902439025,1.0,1.0,1.0,1.0,1.5,2.0,0.18292682926829268,82
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,0.028169014084507043,0.028169014084507043,1.0,1.0,1.0,1.0,1.0,1.0,0.11267605633802817,71
LliUMEIsrCVZ88YFQfevan2Og4z1,0.020618556701030927,0.020618556701030927,1.0,1.0,1.0,1.0,1.3846153846153846,2.0,0.18556701030927836,97
M4Km1Q2P2oPliChDQkwl6k20FUI3,0.06060606060606061,0.020202020202020204,1.2,2.0,2.0,2.0,1.2307692307692308,4.0,0.16161616161616163,99
O61Eik2zvrSQLMNpFbTNEgjWwMr2,0.038461538461538464,0.01282051282051282,1.5,2.0,1.0,1.0,1.5714285714285714,4.0,0.14102564102564102,78
OExlWyngGfPrScDYjaRcv5PIAet1,0.045454545454545456,0.030303030303030304,1.5,2.0,1.0,1.0,1.0,1.0,0.06060606060606061,66
ORuVuFPU5idz3fMoXTGsbwToW2j2,0.03409090909090909,0.011363636363636364,1.0,1.0,1.0,1.0,2.4285714285714284,5.0,0.19318181818181818,88
ORvIk1xRWIQmKuLVe6GXNouvAXx2,0.030303030303030304,0.030303030303030304,1.0,1.0,1.0,1.0,1.8461538461538463,5.0,0.24242424242424243,99
P8mTl71XaYNvFMTCvlKpzzUdc9W2,0.025,0.025,1.0,1.0,1.0,1.0,1.375,3.0,0.1375,80
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,0.029411764705882353,0.029411764705882353,1.0,1.0,1.0,1.0,1.4,3.0,0.10294117647058823,68
PLreonkqaMeFc0UqxKUelH44UQu1,0.031914893617021274,0.031914893617021274,1.5,2.0,1.5,2.0,1.3333333333333333,3.0,0.2127659574468085,94
PXesLO51qlY7lJBrLdOAZiHmUR72,0.01694915254237288,0.0,1.0,1.0,0.0,0.0,2.206896551724138,9.0,0.5423728813559322,118
PkpTH7pWpEOG9A86xSloOSozwTk2,0.016129032258064516,0.016129032258064516,1.0,1.0,1.0,1.0,2.5384615384615383,10.0,0.532258064516129,124
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,0.02702702702702703,0.013513513513513514,1.0,1.0,1.0,1.0,1.4285714285714286,3.0,0.13513513513513514,74
QbOEVCaZLUMOgltUdXm58oZOALv2,0.04,0.02,1.0,1.0,1.0,1.0,1.7142857142857142,5.0,0.24,100
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,0.029850746268656716,0.014925373134328358,1.0,1.0,1.0,1.0,1.3333333333333333,2.0,0.11940298507462686,67
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0.031578947368421054,0.031578947368421054,1.0,1.0,1.0,1.0,2.1,5.0,0.22105263157894736,95
Rc706mP0TSeIoIpMYH1SpRXjOxA2,0.016666666666666666,0.016666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.016666666666666666,60
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,0.0625,0.0375,1.25,2.0,1.0,1.0,1.25,2.0,0.125,80
Ru3Qf6pXZua1DfNkQdhbor6iJ403,0.03529411764705882,0.03529411764705882,1.0,1.0,1.0,1.0,1.625,4.0,0.15294117647058825,85
SOhR7IO689NQCPQu56SjATO8FR92,0.05,0.04,1.25,2.0,1.3333333333333333,2.0,2.0,6.0,0.26,100
SPCT9D90pRa1ihXS5jEw6vCmquI3,0.06349206349206349,0.03968253968253968,1.3333333333333333,2.0,1.0,1.0,1.631578947368421,3.0,0.24603174603174602,126
SpSfX0ZcfcPLdlOENlfdfvEPwru2,0.027777777777777776,0.027777777777777776,1.0,1.0,1.0,1.0,1.2857142857142858,3.0,0.125,72
SvtOrPatsnWjicxtyndEzSdO5Wp1,0.03488372093023256,0.023255813953488372,1.0,1.0,1.0,1.0,1.4166666666666667,2.0,0.19767441860465115,86
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,0.012987012987012988,0.012987012987012988,1.0,1.0,1.0,1.0,1.4285714285714286,2.0,0.12987012987012986,77
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,0.0546875,0.03125,1.1666666666666667,2.0,1.0,1.0,1.375,4.0,0.0859375,128
Ub7nV8F55kPruh35ZpUcKoBUyn63,0.024691358024691357,0.012345679012345678,1.0,1.0,1.0,1.0,1.5555555555555556,4.0,0.1728395061728395,81
UbqFccqQZZgcqJIqCn3ErH9zQdM2,0.022222222222222223,0.011111111111111112,1.0,1.0,1.0,1.0,1.8181818181818181,3.0,0.2222222222222222,90
UbwuSMtBsHdW3Ji41opk3GInMqi2,0.012987012987012988,0.012987012987012988,1.0,1.0,1.0,1.0,1.125,2.0,0.11688311688311688,77
VwTymW8T68MfpnJvZ2X97ILqDWS2,0.04938271604938271,0.012345679012345678,1.0,1.0,1.0,1.0,1.625,2.0,0.16049382716049382,81
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,0.04597701149425287,0.022988505747126436,1.0,1.0,1.0,1.0,1.0,1.0,0.08045977011494253,87
WbOfW9KmUkPQK8o5hlHJnJFdpp92,0.02040816326530612,0.01020408163265306,1.0,1.0,1.0,1.0,1.7,4.0,0.17346938775510204,98
WcTsIpSoEhYeIBSNjAbbdaNSBya2,0.031914893617021274,0.010638297872340425,1.0,1.0,1.0,1.0,1.8181818181818181,4.0,0.2127659574468085,94
WeHQDy9BWldTlaQDVVlsJNCqwxA2,0.028037383177570093,0.028037383177570093,1.0,1.0,1.0,1.0,1.8571428571428572,5.0,0.24299065420560748,107
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,0.027777777777777776,0.013888888888888888,2.0,2.0,1.0,1.0,2.0,3.0,0.16666666666666666,72
WnC6Uscb5VMIr43GASKiUCO3AYH2,0.04054054054054054,0.02702702702702703,1.5,2.0,1.0,1.0,1.2222222222222223,2.0,0.14864864864864866,74
WqoZv41KTtTCuPKBPyClregrKAi1,0.033707865168539325,0.02247191011235955,1.0,1.0,1.0,1.0,1.4,3.0,0.15730337078651685,89
XbHvBButpZS4bapbJXJLAYcHnn12,0.015625,0.0078125,1.0,1.0,1.0,1.0,2.1818181818181817,7.0,0.375,128
XehZHBpwr5MYzUXkj0FAYCsFG922,0.017391304347826087,0.017391304347826087,1.0,1.0,1.0,1.0,1.9375,4.0,0.26956521739130435,115
YEU5ox3jteVINfdSTg5ymqYcS9o2,0.029411764705882353,0.014705882352941176,2.0,2.0,1.0,1.0,1.75,3.0,0.10294117647058823,68
Yco8O7tmHlbsUBfKW2ywcZByGO32,0.046153846153846156,0.046153846153846156,1.0,1.0,1.0,1.0,1.0,1.0,0.046153846153846156,65
YzmMCD3ZmzbWlV4pTQ6hvDdnuMk2,0.023809523809523808,0.023809523809523808,2.0,2.0,2.0,2.0,2.0,4.0,0.21428571428571427,84
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,0.011494252873563218,0.011494252873563218,1.0,1.0,1.0,1.0,1.0,1.0,0.10344827586206896,87
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,0.05,0.0375,1.3333333333333333,2.0,1.5,2.0,1.2222222222222223,2.0,0.1375,80
aM2995jJmJWvr6cneaGH58HauIg2,0.04597701149425287,0.011494252873563218,1.0,1.0,1.0,1.0,1.75,3.0,0.16091954022988506,87
afdTz6deeYWf1qKNdUpKAYKN3hz1,0.023809523809523808,0.007936507936507936,1.0,1.0,1.0,1.0,2.090909090909091,6.0,0.36507936507936506,126
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,0.04201680672268908,0.01680672268907563,1.0,1.0,1.0,1.0,1.411764705882353,2.0,0.20168067226890757,119
asKxydfXDkZAk89VaD4hwVovkzJ3,0.024691358024691357,0.0,1.0,1.0,0.0,0.0,1.375,2.0,0.13580246913580246,81
azdL1gX79EVd9iepyCAVQrqIaQF3,0.037037037037037035,0.024691358024691357,1.0,1.0,1.0,1.0,1.3333333333333333,2.0,0.14814814814814814,81
bXpFswkI7TfIfL6G4FqWrbaxTGx2,0.022222222222222223,0.0,1.0,1.0,0.0,0.0,1.6666666666666667,3.0,0.16666666666666666,90
biQ16yPcCKSkJQhSxUKcDc8gm8I2,0.0234375,0.0078125,1.0,1.0,1.0,1.0,1.391304347826087,4.0,0.25,128
btpcu1rB1JeSTo2upeHGPdv8kYG3,0.04285714285714286,0.04285714285714286,1.0,1.0,1.0,1.0,1.2857142857142858,2.0,0.12857142857142856,70
c0hRe9PCPPZs3HWFqhIQargNlp52,0.023529411764705882,0.023529411764705882,1.0,1.0,1.0,1.0,1.625,4.0,0.15294117647058825,85
c8BtRUVPPPZHjyhX2rn702NoUld2,0.031578947368421054,0.031578947368421054,1.5,2.0,1.5,2.0,1.5,3.0,0.18947368421052632,95
cC0BEsQjfrcuCyoaOas9zJT0MNs2,0.03333333333333333,0.03333333333333333,1.0,1.0,1.0,1.0,2.3333333333333335,6.0,0.2916666666666667,120
cEIs6U87xfbSL5eFTXDK77MmvNf1,0.02912621359223301,0.019417475728155338,1.0,1.0,1.0,1.0,1.6,4.0,0.1553398058252427,103
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,0.04201680672268908,0.025210084033613446,1.0,1.0,1.0,1.0,1.2142857142857142,3.0,0.14285714285714285,119
cec6NLR2ZLVVw6h0TEKSNIH11v02,0.0234375,0.015625,1.0,1.0,1.0,1.0,2.04,6.0,0.3984375,128
cfoKz0AGhvYmW0DJmVKAZ01jh752,0.025974025974025976,0.012987012987012988,1.0,1.0,1.0,1.0,1.2222222222222223,2.0,0.14285714285714285,77
d9rwc0NXArcNlJvFsgKhQqkGxJq2,0.045454545454545456,0.022727272727272728,1.3333333333333333,2.0,2.0,2.0,1.5,3.0,0.13636363636363635,88
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,0.04225352112676056,0.04225352112676056,1.0,1.0,1.0,1.0,1.6666666666666667,3.0,0.14084507042253522,71
e7NIVznoeNMC7bBejXnMVvFNPfx1,0.02702702702702703,0.02702702702702703,1.0,1.0,1.0,1.0,2.1666666666666665,4.0,0.17567567567567569,74
fEL2NrgSd4MmDtLCAcMvCJQXTME2,0.024691358024691357,0.012345679012345678,1.0,1.0,1.0,1.0,1.3333333333333333,2.0,0.14814814814814814,81
fEq0OghbLpfD1jigl1Mbz96aMbg2,0.011363636363636364,0.011363636363636364,1.0,1.0,1.0,1.0,1.9090909090909092,4.0,0.23863636363636365,88
foaW7wtvY3XLNdguFUK7OvOefP93,0.05194805194805195,0.012987012987012988,1.0,1.0,1.0,1.0,1.125,2.0,0.11688311688311688,77
g2G9l3no7RbeRA9a1W3JnfegTnh2,0.0297029702970297,0.019801980198019802,1.5,2.0,2.0,2.0,1.5714285714285714,5.0,0.21782178217821782,101
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,0.027777777777777776,0.013888888888888888,1.0,1.0,1.0,1.0,1.3333333333333333,2.0,0.1111111111111111,72
h52Mz0cZjnOsmXT02EgU3JzzRKs2,0.02857142857142857,0.02857142857142857,1.0,1.0,1.0,1.0,1.5,2.0,0.08571428571428572,70
h5RYP03wJuVN0xo7qAR8CKFxLaj1,0.023809523809523808,0.023809523809523808,1.0,1.0,1.0,1.0,2.3157894736842106,5.0,0.3492063492063492,126
hOrA1ssI5vaeeeXRJhtjrGrqHQn1,0.02702702702702703,0.013513513513513514,1.0,1.0,1.0,1.0,1.0,1.0,0.0945945945945946,74
hrRr560eFBNwJ0CcUjCqtSD8TdP2,0.03488372093023256,0.023255813953488372,1.0,1.0,1.0,1.0,1.4444444444444444,2.0,0.1511627906976744,86
htPWXDgfuheOJbl6ihHore9XuDp2,0.012345679012345678,0.012345679012345678,1.0,1.0,1.0,1.0,1.2,3.0,0.14814814814814814,81
i1bdbtLuM9UR71xKs8yOhuCwJ9o1,0.041666666666666664,0.041666666666666664,1.0,1.0,1.0,1.0,1.4285714285714286,3.0,0.1388888888888889,72
i1tBstVkNiVP0qro7TgGD08IGGa2,0.025,0.0125,1.0,1.0,1.0,1.0,1.375,2.0,0.1375,80
iKVZi0Oo96UrMBhPQMHWFcf55uA3,0.014705882352941176,0.014705882352941176,1.0,1.0,1.0,1.0,1.6,2.0,0.11764705882352941,68
iWsc4pghIEWOQUZKuQJMfe516UI3,0.06329113924050633,0.0379746835443038,1.25,2.0,1.0,1.0,1.2222222222222223,2.0,0.13924050632911392,79
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,0.03418803418803419,0.017094017094017096,1.3333333333333333,2.0,2.0,2.0,2.0588235294117645,6.0,0.29914529914529914,117
iZX3U88SSqYAtT564nBPgHUBsei1,0.019230769230769232,0.019230769230769232,1.0,1.0,1.0,1.0,1.6153846153846154,4.0,0.20192307692307693,104
idP8RVfm74N86O0dszLXANIpjXv2,0.04054054054054054,0.04054054054054054,1.0,1.0,1.0,1.0,1.2857142857142858,3.0,0.12162162162162163,74
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,0.0379746835443038,0.02531645569620253,1.0,1.0,1.0,1.0,2.2857142857142856,5.0,0.20253164556962025,79
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,0.03125,0.015625,1.0,1.0,1.0,1.0,1.3333333333333333,2.0,0.0625,64
jzdk8E3tVXTXIozlfK5oeEb7wWp2,0.01282051282051282,0.01282051282051282,1.0,1.0,1.0,1.0,1.3333333333333333,3.0,0.10256410256410256,78
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,0.06,0.03,1.2,2.0,1.0,1.0,1.375,2.0,0.11,100
kI0YdycDU0X5hcoEPjEON3Ionyd2,0.03529411764705882,0.011764705882352941,1.0,1.0,1.0,1.0,1.75,4.0,0.16470588235294117,85
kR2rCtaPyPaj7YMizKUDn5xL2qx1,0.023809523809523808,0.023809523809523808,1.0,1.0,1.0,1.0,1.5555555555555556,3.0,0.16666666666666666,84
kgSRatooJJfDaMZ2yIURqb8aJuE3,0.029850746268656716,0.014925373134328358,1.0,1.0,1.0,1.0,2.0,2.0,0.08955223880597014,67
kxerHPSL3bQjD74HhiebYf3blPr1,0.012195121951219513,0.012195121951219513,1.0,1.0,1.0,1.0,3.4615384615384617,10.0,0.5487804878048781,82
lHDkoPQu5reNCO45npeYSS9eLQl1,0.037037037037037035,0.027777777777777776,1.0,1.0,1.0,1.0,1.8888888888888888,4.0,0.3148148148148148,108
lpzDdvuMkKWkPxu6xeclmdctEp42,0.023809523809523808,0.023809523809523808,1.0,1.0,1.0,1.0,1.625,3.0,0.15476190476190477,84
m69r9GQTk2b51mvxrFLt4fZeJi52,0.037037037037037035,0.037037037037037035,1.0,1.0,1.0,1.0,1.2222222222222223,2.0,0.13580246913580246,81
