participant_id,category_num,phase,mean_log_rt,n_trials
Co587hoelyeANqFX7AYvuVQW0lZ2,2.0,exploitation,6.967110563213173,19
Co587hoelyeANqFX7AYvuVQW0lZ2,2.0,exploration,6.663933666906743,2
Co587hoelyeANqFX7AYvuVQW0lZ2,2.0,confirmation,6.7373707324585,3
Co587hoelyeANqFX7AYvuVQW0lZ2,3.0,exploitation,6.975425726519615,7
Co587hoelyeANqFX7AYvuVQW0lZ2,3.0,exploration,6.75238719177629,1
Co587hoelyeANqFX7AYvuVQW0lZ2,3.0,confirmation,7.027285961276925,3
Co587hoelyeANqFX7AYvuVQW0lZ2,4.0,exploitation,6.49736770895796,7
Co587hoelyeANqFX7AYvuVQW0lZ2,4.0,exploration,6.780149154363448,1
Co587hoelyeANqFX7AYvuVQW0lZ2,4.0,confirmation,6.6162703634361195,3
Co587hoelyeANqFX7AYvuVQW0lZ2,5.0,exploitation,6.663350844275152,7
Co587hoelyeANqFX7AYvuVQW0lZ2,5.0,exploration,6.801407769934516,3
Co587hoelyeANqFX7AYvuVQW0lZ2,5.0,confirmation,7.084162690695361,3
Co587hoelyeANqFX7AYvuVQW0lZ2,6.0,exploitation,6.725298683392005,7
Co587hoelyeANqFX7AYvuVQW0lZ2,6.0,exploration,7.2847388129681985,2
Co587hoelyeANqFX7AYvuVQW0lZ2,6.0,confirmation,6.781452802493256,3
CtJe4bZZnYUBNrcPk00d3YQFSGp2,1.0,exploitation,6.878626106240522,7
CtJe4bZZnYUBNrcPk00d3YQFSGp2,1.0,exploration,8.032236658217096,3
CtJe4bZZnYUBNrcPk00d3YQFSGp2,1.0,confirmation,7.067806603021186,3
CtJe4bZZnYUBNrcPk00d3YQFSGp2,2.0,exploitation,7.133170768328314,7
CtJe4bZZnYUBNrcPk00d3YQFSGp2,2.0,exploration,7.194825742565914,4
CtJe4bZZnYUBNrcPk00d3YQFSGp2,2.0,confirmation,7.290655114399513,3
CtJe4bZZnYUBNrcPk00d3YQFSGp2,3.0,exploitation,7.336936310143593,7
CtJe4bZZnYUBNrcPk00d3YQFSGp2,3.0,exploration,7.971938476974617,3
CtJe4bZZnYUBNrcPk00d3YQFSGp2,3.0,confirmation,7.09245394646992,3
CtJe4bZZnYUBNrcPk00d3YQFSGp2,4.0,exploitation,6.903372878726761,7
CtJe4bZZnYUBNrcPk00d3YQFSGp2,4.0,exploration,7.220284609148018,6
CtJe4bZZnYUBNrcPk00d3YQFSGp2,4.0,confirmation,7.038835242090724,3
CtJe4bZZnYUBNrcPk00d3YQFSGp2,5.0,exploitation,7.210970131464087,7
CtJe4bZZnYUBNrcPk00d3YQFSGp2,5.0,exploration,6.977164236137948,2
CtJe4bZZnYUBNrcPk00d3YQFSGp2,5.0,confirmation,7.785212872868384,3
CtJe4bZZnYUBNrcPk00d3YQFSGp2,6.0,exploitation,7.1516393004502605,7
CtJe4bZZnYUBNrcPk00d3YQFSGp2,6.0,exploration,7.190284030721648,2
CtJe4bZZnYUBNrcPk00d3YQFSGp2,6.0,confirmation,7.163961260794001,3
DAKDKPH698P12JfTbbjemLI6PIH2,1.0,exploitation,7.269000577118221,7
DAKDKPH698P12JfTbbjemLI6PIH2,1.0,exploration,8.098477193577194,6
DAKDKPH698P12JfTbbjemLI6PIH2,1.0,confirmation,8.186168518655817,3
DAKDKPH698P12JfTbbjemLI6PIH2,2.0,exploitation,7.037373130019704,7
DAKDKPH698P12JfTbbjemLI6PIH2,2.0,exploration,6.869741836771539,1
DAKDKPH698P12JfTbbjemLI6PIH2,2.0,confirmation,7.024120731617086,3
DAKDKPH698P12JfTbbjemLI6PIH2,3.0,exploitation,6.623577530565156,7
DAKDKPH698P12JfTbbjemLI6PIH2,3.0,exploration,7.776912473737229,1
DAKDKPH698P12JfTbbjemLI6PIH2,3.0,confirmation,6.99598766307016,3
DAKDKPH698P12JfTbbjemLI6PIH2,4.0,exploitation,6.718977054307442,7
DAKDKPH698P12JfTbbjemLI6PIH2,4.0,exploration,7.053427399926243,3
DAKDKPH698P12JfTbbjemLI6PIH2,4.0,confirmation,6.937931969197862,3
DAKDKPH698P12JfTbbjemLI6PIH2,5.0,exploitation,6.873800978764898,18
DAKDKPH698P12JfTbbjemLI6PIH2,5.0,exploration,6.584929504345386,1
DAKDKPH698P12JfTbbjemLI6PIH2,5.0,confirmation,6.905457613720017,3
DAKDKPH698P12JfTbbjemLI6PIH2,6.0,exploitation,6.692053331937835,7
DAKDKPH698P12JfTbbjemLI6PIH2,6.0,exploration,6.70460389898194,3
DAKDKPH698P12JfTbbjemLI6PIH2,6.0,confirmation,6.905973785575543,3
DPvStUYSmohmXwFwaKRqHv89R3k1,1.0,exploitation,6.997419179426762,7
DPvStUYSmohmXwFwaKRqHv89R3k1,1.0,exploration,,0
DPvStUYSmohmXwFwaKRqHv89R3k1,1.0,confirmation,7.65919147355321,3
DPvStUYSmohmXwFwaKRqHv89R3k1,2.0,exploitation,7.198165241704876,7
DPvStUYSmohmXwFwaKRqHv89R3k1,2.0,exploration,6.733282837103195,1
DPvStUYSmohmXwFwaKRqHv89R3k1,2.0,confirmation,7.5084954486784445,3
DPvStUYSmohmXwFwaKRqHv89R3k1,3.0,exploitation,7.170755896433286,7
DPvStUYSmohmXwFwaKRqHv89R3k1,3.0,exploration,7.708859601047175,1
DPvStUYSmohmXwFwaKRqHv89R3k1,3.0,confirmation,7.806854602867311,3
DPvStUYSmohmXwFwaKRqHv89R3k1,4.0,exploitation,7.151212528515268,7
DPvStUYSmohmXwFwaKRqHv89R3k1,4.0,exploration,,0
DPvStUYSmohmXwFwaKRqHv89R3k1,4.0,confirmation,7.736627520108239,3
DPvStUYSmohmXwFwaKRqHv89R3k1,5.0,exploitation,7.0891051131244085,7
DPvStUYSmohmXwFwaKRqHv89R3k1,5.0,exploration,,0
DPvStUYSmohmXwFwaKRqHv89R3k1,5.0,confirmation,7.875216493406755,3
DPvStUYSmohmXwFwaKRqHv89R3k1,6.0,exploitation,6.848223866109536,7
DPvStUYSmohmXwFwaKRqHv89R3k1,6.0,exploration,7.829033552367331,1
DPvStUYSmohmXwFwaKRqHv89R3k1,6.0,confirmation,7.262375888192895,3
DaRehVxIOhXtEtUExdgvUl0mKcx2,1.0,exploitation,7.147468446082061,6
DaRehVxIOhXtEtUExdgvUl0mKcx2,1.0,exploration,7.881763653756911,5
DaRehVxIOhXtEtUExdgvUl0mKcx2,1.0,confirmation,7.840134303867213,3
DaRehVxIOhXtEtUExdgvUl0mKcx2,2.0,exploitation,7.56145544360179,7
DaRehVxIOhXtEtUExdgvUl0mKcx2,2.0,exploration,7.517140300061501,76
DaRehVxIOhXtEtUExdgvUl0mKcx2,2.0,confirmation,7.324520624521142,3
DaRehVxIOhXtEtUExdgvUl0mKcx2,3.0,exploitation,7.382493778548079,7
DaRehVxIOhXtEtUExdgvUl0mKcx2,3.0,exploration,7.947987751836244,3
DaRehVxIOhXtEtUExdgvUl0mKcx2,3.0,confirmation,7.32363680898344,3
DaRehVxIOhXtEtUExdgvUl0mKcx2,4.0,exploitation,6.873791908560466,7
DaRehVxIOhXtEtUExdgvUl0mKcx2,4.0,exploration,7.417259481348678,2
DaRehVxIOhXtEtUExdgvUl0mKcx2,4.0,confirmation,7.4484251518319935,3
DaRehVxIOhXtEtUExdgvUl0mKcx2,5.0,exploitation,,0
DaRehVxIOhXtEtUExdgvUl0mKcx2,5.0,exploration,7.251232061293344,2
DaRehVxIOhXtEtUExdgvUl0mKcx2,5.0,confirmation,,0
DaRehVxIOhXtEtUExdgvUl0mKcx2,6.0,exploitation,,0
DaRehVxIOhXtEtUExdgvUl0mKcx2,6.0,exploration,,0
DaRehVxIOhXtEtUExdgvUl0mKcx2,6.0,confirmation,,0
Df83JuPuJkXqTGbENhM2gw5SJM43,1.0,exploitation,7.341207592130117,7
Df83JuPuJkXqTGbENhM2gw5SJM43,1.0,exploration,8.086010526454796,2
Df83JuPuJkXqTGbENhM2gw5SJM43,1.0,confirmation,7.118943384819428,3
Df83JuPuJkXqTGbENhM2gw5SJM43,2.0,exploitation,7.423655523075269,7
Df83JuPuJkXqTGbENhM2gw5SJM43,2.0,exploration,7.110964717043887,3
Df83JuPuJkXqTGbENhM2gw5SJM43,2.0,confirmation,7.377926020631018,3
Df83JuPuJkXqTGbENhM2gw5SJM43,3.0,exploitation,6.794015584377267,7
Df83JuPuJkXqTGbENhM2gw5SJM43,3.0,exploration,7.106032202566257,1
Df83JuPuJkXqTGbENhM2gw5SJM43,3.0,confirmation,7.4838320172513795,3
Df83JuPuJkXqTGbENhM2gw5SJM43,4.0,exploitation,7.207779485479599,13
Df83JuPuJkXqTGbENhM2gw5SJM43,4.0,exploration,6.551589626597843,2
Df83JuPuJkXqTGbENhM2gw5SJM43,4.0,confirmation,7.43136668586774,3
Df83JuPuJkXqTGbENhM2gw5SJM43,5.0,exploitation,7.069859064847436,17
Df83JuPuJkXqTGbENhM2gw5SJM43,5.0,exploration,7.119014277758923,2
Df83JuPuJkXqTGbENhM2gw5SJM43,5.0,confirmation,7.254611769675223,3
Df83JuPuJkXqTGbENhM2gw5SJM43,6.0,exploitation,6.673124460321086,7
Df83JuPuJkXqTGbENhM2gw5SJM43,6.0,exploration,7.340800099389861,2
Df83JuPuJkXqTGbENhM2gw5SJM43,6.0,confirmation,6.82693950260569,3
DxSidjznjVSNDJuDqqGgxpMEGtw1,1.0,exploitation,7.3061628739505595,6
DxSidjznjVSNDJuDqqGgxpMEGtw1,1.0,exploration,,0
DxSidjznjVSNDJuDqqGgxpMEGtw1,1.0,confirmation,7.9593699739488635,3
DxSidjznjVSNDJuDqqGgxpMEGtw1,2.0,exploitation,7.399081309318926,7
DxSidjznjVSNDJuDqqGgxpMEGtw1,2.0,exploration,7.303151377123844,3
DxSidjznjVSNDJuDqqGgxpMEGtw1,2.0,confirmation,7.654011868177871,3
DxSidjznjVSNDJuDqqGgxpMEGtw1,3.0,exploitation,7.453832233608954,7
DxSidjznjVSNDJuDqqGgxpMEGtw1,3.0,exploration,7.3833681469923835,1
DxSidjznjVSNDJuDqqGgxpMEGtw1,3.0,confirmation,7.290471957158552,3
DxSidjznjVSNDJuDqqGgxpMEGtw1,4.0,exploitation,7.272493866711032,7
DxSidjznjVSNDJuDqqGgxpMEGtw1,4.0,exploration,7.077751186045226,1
DxSidjznjVSNDJuDqqGgxpMEGtw1,4.0,confirmation,7.519501950315752,3
DxSidjznjVSNDJuDqqGgxpMEGtw1,5.0,exploitation,7.380144906017056,7
DxSidjznjVSNDJuDqqGgxpMEGtw1,5.0,exploration,7.552240660313907,2
DxSidjznjVSNDJuDqqGgxpMEGtw1,5.0,confirmation,7.500019732396038,3
DxSidjznjVSNDJuDqqGgxpMEGtw1,6.0,exploitation,7.224666289617995,7
DxSidjznjVSNDJuDqqGgxpMEGtw1,6.0,exploration,7.650168700845001,1
DxSidjznjVSNDJuDqqGgxpMEGtw1,6.0,confirmation,7.360984751210521,3
DzB19GqCB7fyrlEPexogWkjFzEx2,1.0,exploitation,7.203769763370872,7
DzB19GqCB7fyrlEPexogWkjFzEx2,1.0,exploration,8.089586046319075,5
DzB19GqCB7fyrlEPexogWkjFzEx2,1.0,confirmation,7.370335518657953,3
DzB19GqCB7fyrlEPexogWkjFzEx2,2.0,exploitation,7.48173559311431,7
DzB19GqCB7fyrlEPexogWkjFzEx2,2.0,exploration,7.4573838420423355,3
DzB19GqCB7fyrlEPexogWkjFzEx2,2.0,confirmation,7.671498661531698,3
DzB19GqCB7fyrlEPexogWkjFzEx2,3.0,exploitation,7.340254955534368,7
DzB19GqCB7fyrlEPexogWkjFzEx2,3.0,exploration,7.18885425317439,2
DzB19GqCB7fyrlEPexogWkjFzEx2,3.0,confirmation,7.539060563895525,3
DzB19GqCB7fyrlEPexogWkjFzEx2,4.0,exploitation,7.34682926625782,13
DzB19GqCB7fyrlEPexogWkjFzEx2,4.0,exploration,,0
DzB19GqCB7fyrlEPexogWkjFzEx2,4.0,confirmation,7.216318000898841,3
DzB19GqCB7fyrlEPexogWkjFzEx2,5.0,exploitation,7.394682651527279,7
DzB19GqCB7fyrlEPexogWkjFzEx2,5.0,exploration,7.433725640018221,1
DzB19GqCB7fyrlEPexogWkjFzEx2,5.0,confirmation,7.278586355064802,3
DzB19GqCB7fyrlEPexogWkjFzEx2,6.0,exploitation,7.2503231587882855,7
DzB19GqCB7fyrlEPexogWkjFzEx2,6.0,exploration,7.539168141880454,2
DzB19GqCB7fyrlEPexogWkjFzEx2,6.0,confirmation,7.168890985347203,3
EEodWwGh0wWq5f8JmzfKvq0lyeu1,1.0,exploitation,6.888979176626188,7
EEodWwGh0wWq5f8JmzfKvq0lyeu1,1.0,exploration,,0
EEodWwGh0wWq5f8JmzfKvq0lyeu1,1.0,confirmation,7.491050242210304,3
EEodWwGh0wWq5f8JmzfKvq0lyeu1,2.0,exploitation,7.030160741431894,15
EEodWwGh0wWq5f8JmzfKvq0lyeu1,2.0,exploration,7.432920357633797,6
EEodWwGh0wWq5f8JmzfKvq0lyeu1,2.0,confirmation,7.269239147578624,3
EEodWwGh0wWq5f8JmzfKvq0lyeu1,3.0,exploitation,6.633182413092678,16
EEodWwGh0wWq5f8JmzfKvq0lyeu1,3.0,exploration,7.035268599281097,1
EEodWwGh0wWq5f8JmzfKvq0lyeu1,3.0,confirmation,7.121286939115258,3
EEodWwGh0wWq5f8JmzfKvq0lyeu1,4.0,exploitation,6.779230924045634,7
EEodWwGh0wWq5f8JmzfKvq0lyeu1,4.0,exploration,6.338594078202772,1
EEodWwGh0wWq5f8JmzfKvq0lyeu1,4.0,confirmation,7.243606839098877,3
EEodWwGh0wWq5f8JmzfKvq0lyeu1,5.0,exploitation,6.793258545757228,7
EEodWwGh0wWq5f8JmzfKvq0lyeu1,5.0,exploration,6.739338372605007,3
EEodWwGh0wWq5f8JmzfKvq0lyeu1,5.0,confirmation,7.53509520784194,3
EEodWwGh0wWq5f8JmzfKvq0lyeu1,6.0,exploitation,6.583107239096088,12
EEodWwGh0wWq5f8JmzfKvq0lyeu1,6.0,exploration,6.914230327080013,3
EEodWwGh0wWq5f8JmzfKvq0lyeu1,6.0,confirmation,6.690014815945452,3
EUhcW9kURScie1DwGPHqmNqotJB2,1.0,exploitation,7.341690279310603,7
EUhcW9kURScie1DwGPHqmNqotJB2,1.0,exploration,,0
EUhcW9kURScie1DwGPHqmNqotJB2,1.0,confirmation,7.977952082690753,3
EUhcW9kURScie1DwGPHqmNqotJB2,2.0,exploitation,7.545498038104185,7
EUhcW9kURScie1DwGPHqmNqotJB2,2.0,exploration,7.685211051304936,25
EUhcW9kURScie1DwGPHqmNqotJB2,2.0,confirmation,7.496620713355131,3
EUhcW9kURScie1DwGPHqmNqotJB2,3.0,exploitation,7.460253575876888,29
EUhcW9kURScie1DwGPHqmNqotJB2,3.0,exploration,7.590853140227981,3
EUhcW9kURScie1DwGPHqmNqotJB2,3.0,confirmation,8.050791103124643,3
EUhcW9kURScie1DwGPHqmNqotJB2,4.0,exploitation,7.603028183439305,16
EUhcW9kURScie1DwGPHqmNqotJB2,4.0,exploration,7.593479947871393,29
EUhcW9kURScie1DwGPHqmNqotJB2,4.0,confirmation,7.681525864957142,3
EUhcW9kURScie1DwGPHqmNqotJB2,5.0,exploitation,,0
EUhcW9kURScie1DwGPHqmNqotJB2,5.0,exploration,,0
EUhcW9kURScie1DwGPHqmNqotJB2,5.0,confirmation,,0
EUhcW9kURScie1DwGPHqmNqotJB2,6.0,exploitation,,0
EUhcW9kURScie1DwGPHqmNqotJB2,6.0,exploration,,0
EUhcW9kURScie1DwGPHqmNqotJB2,6.0,confirmation,,0
EmfmKFDgWJdW47a6CNTNjnbYaPh2,1.0,exploitation,7.215914535223381,7
EmfmKFDgWJdW47a6CNTNjnbYaPh2,1.0,exploration,,0
EmfmKFDgWJdW47a6CNTNjnbYaPh2,1.0,confirmation,7.78692415823867,3
EmfmKFDgWJdW47a6CNTNjnbYaPh2,2.0,exploitation,7.255650532470575,7
EmfmKFDgWJdW47a6CNTNjnbYaPh2,2.0,exploration,6.6768315402888945,1
EmfmKFDgWJdW47a6CNTNjnbYaPh2,2.0,confirmation,7.761480471557275,3
EmfmKFDgWJdW47a6CNTNjnbYaPh2,3.0,exploitation,7.192610399193346,7
EmfmKFDgWJdW47a6CNTNjnbYaPh2,3.0,exploration,,0
EmfmKFDgWJdW47a6CNTNjnbYaPh2,3.0,confirmation,7.664296917757487,3
EmfmKFDgWJdW47a6CNTNjnbYaPh2,4.0,exploitation,7.283434223798211,21
EmfmKFDgWJdW47a6CNTNjnbYaPh2,4.0,exploration,7.454677341024224,4
EmfmKFDgWJdW47a6CNTNjnbYaPh2,4.0,confirmation,7.875683116708004,3
EmfmKFDgWJdW47a6CNTNjnbYaPh2,5.0,exploitation,7.250172133602698,7
EmfmKFDgWJdW47a6CNTNjnbYaPh2,5.0,exploration,7.509609201095691,1
EmfmKFDgWJdW47a6CNTNjnbYaPh2,5.0,confirmation,7.293842257237761,3
EmfmKFDgWJdW47a6CNTNjnbYaPh2,6.0,exploitation,7.076182752953186,7
EmfmKFDgWJdW47a6CNTNjnbYaPh2,6.0,exploration,7.754085484535259,3
EmfmKFDgWJdW47a6CNTNjnbYaPh2,6.0,confirmation,7.66644540450413,3
EoToosG69XMp4LTYdB6sB9WTrv22,1.0,exploitation,6.971082375624152,7
EoToosG69XMp4LTYdB6sB9WTrv22,1.0,exploration,8.594302369762977,1
EoToosG69XMp4LTYdB6sB9WTrv22,1.0,confirmation,7.518764455583984,3
EoToosG69XMp4LTYdB6sB9WTrv22,2.0,exploitation,7.059938168530146,7
EoToosG69XMp4LTYdB6sB9WTrv22,2.0,exploration,6.975937134129279,3
EoToosG69XMp4LTYdB6sB9WTrv22,2.0,confirmation,7.617813202218578,3
EoToosG69XMp4LTYdB6sB9WTrv22,3.0,exploitation,7.039741572994305,7
EoToosG69XMp4LTYdB6sB9WTrv22,3.0,exploration,,0
EoToosG69XMp4LTYdB6sB9WTrv22,3.0,confirmation,7.886754554429622,3
EoToosG69XMp4LTYdB6sB9WTrv22,4.0,exploitation,6.700010629186198,7
EoToosG69XMp4LTYdB6sB9WTrv22,4.0,exploration,,0
EoToosG69XMp4LTYdB6sB9WTrv22,4.0,confirmation,7.334753208441838,3
EoToosG69XMp4LTYdB6sB9WTrv22,5.0,exploitation,7.095704036540847,7
EoToosG69XMp4LTYdB6sB9WTrv22,5.0,exploration,,0
EoToosG69XMp4LTYdB6sB9WTrv22,5.0,confirmation,6.999560607285164,3
EoToosG69XMp4LTYdB6sB9WTrv22,6.0,exploitation,7.0777231692702625,7
EoToosG69XMp4LTYdB6sB9WTrv22,6.0,exploration,,0
EoToosG69XMp4LTYdB6sB9WTrv22,6.0,confirmation,7.318701900430665,3
Fz7EUjZCLuUBxLDUVtN6djaBTy42,1.0,exploitation,7.55311859860925,7
Fz7EUjZCLuUBxLDUVtN6djaBTy42,1.0,exploration,7.792099376594905,6
Fz7EUjZCLuUBxLDUVtN6djaBTy42,1.0,confirmation,7.191161049472538,3
Fz7EUjZCLuUBxLDUVtN6djaBTy42,2.0,exploitation,7.441454456849548,7
Fz7EUjZCLuUBxLDUVtN6djaBTy42,2.0,exploration,7.201511300914077,2
Fz7EUjZCLuUBxLDUVtN6djaBTy42,2.0,confirmation,7.682701424744809,3
Fz7EUjZCLuUBxLDUVtN6djaBTy42,3.0,exploitation,7.299513195893752,7
Fz7EUjZCLuUBxLDUVtN6djaBTy42,3.0,exploration,7.495065762410093,3
Fz7EUjZCLuUBxLDUVtN6djaBTy42,3.0,confirmation,7.270774117038474,3
Fz7EUjZCLuUBxLDUVtN6djaBTy42,4.0,exploitation,7.580361697408718,7
Fz7EUjZCLuUBxLDUVtN6djaBTy42,4.0,exploration,7.577810254990775,2
Fz7EUjZCLuUBxLDUVtN6djaBTy42,4.0,confirmation,7.6736250237653225,3
Fz7EUjZCLuUBxLDUVtN6djaBTy42,5.0,exploitation,7.326164164491658,14
Fz7EUjZCLuUBxLDUVtN6djaBTy42,5.0,exploration,7.420099748674548,1
Fz7EUjZCLuUBxLDUVtN6djaBTy42,5.0,confirmation,7.679432696958497,3
Fz7EUjZCLuUBxLDUVtN6djaBTy42,6.0,exploitation,7.416571128584095,7
Fz7EUjZCLuUBxLDUVtN6djaBTy42,6.0,exploration,7.306000016705966,2
Fz7EUjZCLuUBxLDUVtN6djaBTy42,6.0,confirmation,7.405534376775247,3
G1Ff3XYUZMRsPafyEQ80ussnVlf1,1.0,exploitation,7.233061946175798,24
G1Ff3XYUZMRsPafyEQ80ussnVlf1,1.0,exploration,7.684534208719615,3
G1Ff3XYUZMRsPafyEQ80ussnVlf1,1.0,confirmation,7.606789140427417,3
G1Ff3XYUZMRsPafyEQ80ussnVlf1,2.0,exploitation,7.437608224071067,24
G1Ff3XYUZMRsPafyEQ80ussnVlf1,2.0,exploration,7.487418422669116,25
G1Ff3XYUZMRsPafyEQ80ussnVlf1,2.0,confirmation,7.608869986415333,3
G1Ff3XYUZMRsPafyEQ80ussnVlf1,3.0,exploitation,7.302407429959466,7
G1Ff3XYUZMRsPafyEQ80ussnVlf1,3.0,exploration,6.923152414819934,2
G1Ff3XYUZMRsPafyEQ80ussnVlf1,3.0,confirmation,7.29678975602308,3
G1Ff3XYUZMRsPafyEQ80ussnVlf1,4.0,exploitation,7.033740441642529,7
G1Ff3XYUZMRsPafyEQ80ussnVlf1,4.0,exploration,7.020637436038809,1
G1Ff3XYUZMRsPafyEQ80ussnVlf1,4.0,confirmation,7.363602003394527,3
G1Ff3XYUZMRsPafyEQ80ussnVlf1,5.0,exploitation,7.352281314130693,7
G1Ff3XYUZMRsPafyEQ80ussnVlf1,5.0,exploration,7.109110674230124,3
G1Ff3XYUZMRsPafyEQ80ussnVlf1,5.0,confirmation,7.6593130585766795,3
G1Ff3XYUZMRsPafyEQ80ussnVlf1,6.0,exploitation,7.541172404318283,2
G1Ff3XYUZMRsPafyEQ80ussnVlf1,6.0,exploration,7.19744042069547,5
G1Ff3XYUZMRsPafyEQ80ussnVlf1,6.0,confirmation,7.4047062035507345,3
G9VruXninjUdE9czK2DambZl5li2,1.0,exploitation,7.597521267654134,13
G9VruXninjUdE9czK2DambZl5li2,1.0,exploration,8.830835365537549,1
G9VruXninjUdE9czK2DambZl5li2,1.0,confirmation,7.767334371453001,3
G9VruXninjUdE9czK2DambZl5li2,2.0,exploitation,7.418313425998689,7
G9VruXninjUdE9czK2DambZl5li2,2.0,exploration,7.535279389218516,12
G9VruXninjUdE9czK2DambZl5li2,2.0,confirmation,7.395367217062564,3
G9VruXninjUdE9czK2DambZl5li2,3.0,exploitation,6.795776304663144,7
G9VruXninjUdE9czK2DambZl5li2,3.0,exploration,6.946013991099227,1
G9VruXninjUdE9czK2DambZl5li2,3.0,confirmation,7.430775882089747,3
G9VruXninjUdE9czK2DambZl5li2,4.0,exploitation,7.138470533610792,16
G9VruXninjUdE9czK2DambZl5li2,4.0,exploration,6.706392845980491,2
G9VruXninjUdE9czK2DambZl5li2,4.0,confirmation,7.195140342005549,3
G9VruXninjUdE9czK2DambZl5li2,5.0,exploitation,6.936886157561582,7
G9VruXninjUdE9czK2DambZl5li2,5.0,exploration,7.33122216762968,6
G9VruXninjUdE9czK2DambZl5li2,5.0,confirmation,7.300622982134558,3
G9VruXninjUdE9czK2DambZl5li2,6.0,exploitation,6.986429816886914,7
G9VruXninjUdE9czK2DambZl5li2,6.0,exploration,7.106900998362242,2
G9VruXninjUdE9czK2DambZl5li2,6.0,confirmation,7.4627619520633415,3
GDZGRW51kbWtAdUIHCtEd8sAtqY2,1.0,exploitation,7.410327636268836,13
GDZGRW51kbWtAdUIHCtEd8sAtqY2,1.0,exploration,7.983906796665221,3
GDZGRW51kbWtAdUIHCtEd8sAtqY2,1.0,confirmation,7.751489902082148,3
GDZGRW51kbWtAdUIHCtEd8sAtqY2,2.0,exploitation,7.514902178361347,7
GDZGRW51kbWtAdUIHCtEd8sAtqY2,2.0,exploration,7.5812312818562635,2
GDZGRW51kbWtAdUIHCtEd8sAtqY2,2.0,confirmation,7.628796973418506,3
GDZGRW51kbWtAdUIHCtEd8sAtqY2,3.0,exploitation,7.490737612943974,7
GDZGRW51kbWtAdUIHCtEd8sAtqY2,3.0,exploration,7.533693709848633,1
GDZGRW51kbWtAdUIHCtEd8sAtqY2,3.0,confirmation,7.509385798893821,3
GDZGRW51kbWtAdUIHCtEd8sAtqY2,4.0,exploitation,7.343439127927689,7
GDZGRW51kbWtAdUIHCtEd8sAtqY2,4.0,exploration,7.4245433275242325,2
GDZGRW51kbWtAdUIHCtEd8sAtqY2,4.0,confirmation,7.540496476079458,3
GDZGRW51kbWtAdUIHCtEd8sAtqY2,5.0,exploitation,7.402797609694912,7
GDZGRW51kbWtAdUIHCtEd8sAtqY2,5.0,exploration,7.334018650230583,5
GDZGRW51kbWtAdUIHCtEd8sAtqY2,5.0,confirmation,7.324186188854114,3
GDZGRW51kbWtAdUIHCtEd8sAtqY2,6.0,exploitation,7.3381094030447,7
GDZGRW51kbWtAdUIHCtEd8sAtqY2,6.0,exploration,7.619577663055268,3
GDZGRW51kbWtAdUIHCtEd8sAtqY2,6.0,confirmation,7.35925514210798,3
GE4hogtdLdTFbNasENgtm6SO3hC3,1.0,exploitation,7.417764341545408,7
GE4hogtdLdTFbNasENgtm6SO3hC3,1.0,exploration,8.357388852158039,2
GE4hogtdLdTFbNasENgtm6SO3hC3,1.0,confirmation,7.763621400304583,3
GE4hogtdLdTFbNasENgtm6SO3hC3,2.0,exploitation,7.5120095481875095,7
GE4hogtdLdTFbNasENgtm6SO3hC3,2.0,exploration,7.640747977455614,1
GE4hogtdLdTFbNasENgtm6SO3hC3,2.0,confirmation,7.480306637108618,3
GE4hogtdLdTFbNasENgtm6SO3hC3,3.0,exploitation,7.1759677273493265,7
GE4hogtdLdTFbNasENgtm6SO3hC3,3.0,exploration,,0
GE4hogtdLdTFbNasENgtm6SO3hC3,3.0,confirmation,7.624694175199314,3
GE4hogtdLdTFbNasENgtm6SO3hC3,4.0,exploitation,7.512792876530613,7
GE4hogtdLdTFbNasENgtm6SO3hC3,4.0,exploration,7.549922477690757,3
GE4hogtdLdTFbNasENgtm6SO3hC3,4.0,confirmation,7.542856936979953,3
GE4hogtdLdTFbNasENgtm6SO3hC3,5.0,exploitation,7.240005595459779,7
GE4hogtdLdTFbNasENgtm6SO3hC3,5.0,exploration,7.617415367922159,1
GE4hogtdLdTFbNasENgtm6SO3hC3,5.0,confirmation,7.3097206464487785,3
GE4hogtdLdTFbNasENgtm6SO3hC3,6.0,exploitation,7.17610803550148,7
GE4hogtdLdTFbNasENgtm6SO3hC3,6.0,exploration,,0
GE4hogtdLdTFbNasENgtm6SO3hC3,6.0,confirmation,7.497128720835132,3
GEwkBw3YHaNp3TCh9YS9PKVfavz1,1.0,exploitation,7.0678506922938364,7
GEwkBw3YHaNp3TCh9YS9PKVfavz1,1.0,exploration,7.782714397905685,8
GEwkBw3YHaNp3TCh9YS9PKVfavz1,1.0,confirmation,7.4533291266749915,3
GEwkBw3YHaNp3TCh9YS9PKVfavz1,2.0,exploitation,7.0445010728461925,7
GEwkBw3YHaNp3TCh9YS9PKVfavz1,2.0,exploration,6.8805418849320406,2
GEwkBw3YHaNp3TCh9YS9PKVfavz1,2.0,confirmation,7.322009766435465,3
GEwkBw3YHaNp3TCh9YS9PKVfavz1,3.0,exploitation,6.77270230861307,7
GEwkBw3YHaNp3TCh9YS9PKVfavz1,3.0,exploration,7.115535237869832,3
GEwkBw3YHaNp3TCh9YS9PKVfavz1,3.0,confirmation,7.647140522068376,3
GEwkBw3YHaNp3TCh9YS9PKVfavz1,4.0,exploitation,6.817053362476833,7
