outcome_column,n,ucla_beta,ucla_se,ucla_t,ucla_p,r2,adj_r2,cov_type,outcome,outcome_type,confirm_len,include_errors,use_log,merge_pre
rt_ms_exploration,184,47.27709615013521,100.50519851289667,0.4703945353042478,0.638652277684733,0.01072299709583524,-0.022811816561932874,nonrobust,exploration,phase_mean,3,False,False,False
rt_ms_confirmation,197,152.12567409224042,48.90109402879615,3.1108848812801386,0.0021527638331309672,0.09243592129631306,0.06377600302145969,nonrobust,confirmation,phase_mean,3,False,False,False
rt_ms_exploitation,197,31.70144162643204,32.92946909885477,0.962707340688179,0.3369180356966097,0.0780892783191014,0.048976308160757154,nonrobust,exploitation,phase_mean,3,False,False,False
exploration_minus_exploitation,184,14.708174931081604,96.64280945921132,0.15219109433371014,0.8792095571071047,0.021187482307644667,-0.011992603037858762,nonrobust,exploration_minus_exploitation,phase_contrast,3,False,False,False
confirmation_minus_exploitation,197,120.4242324658084,35.90147931333365,3.3542972258829282,0.0009605127176024697,0.07034803103949216,0.04099060044073921,nonrobust,confirmation_minus_exploitation,phase_contrast,3,False,False,False
exploration_minus_confirmation,184,-106.31570581473332,100.60351925531245,-1.0567791922360532,0.29205258244485927,0.03591912092976235,0.0032384131646696623,nonrobust,exploration_minus_confirmation,phase_contrast,3,False,False,False
