participant_id,wcst_exg_mu,wcst_exg_sigma,wcst_exg_tau,wcst_exg_correct_mu,wcst_exg_correct_sigma,wcst_exg_correct_tau
SpSfX0ZcfcPLdlOENlfdfvEPwru2,730.7180539790692,121.82216067550415,559.3069784283624,741.1888058908437,127.16583891781478,454.2378114246421
SvtOrPatsnWjicxtyndEzSdO5Wp1,846.7995121752197,112.21042384923544,1112.2248158122375,844.3082150823859,118.15816380076089,1026.2368310941567
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,915.5212996978064,64.34880486680795,688.6101011818811,922.0079715504044,69.28759186269151,576.2401795474029
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,566.0417691064755,47.78814584254991,426.1566861282563,569.4206989384925,49.8020264298144,374.2507772362052
Ub7nV8F55kPruh35ZpUcKoBUyn63,784.5059800998596,100.72700745212785,755.6197660853993,799.8926239856539,113.39798129275755,634.8897809123229
UbqFccqQZZgcqJIqCn3ErH9zQdM2,1062.6160377655576,181.04187521717674,427.5349911063432,1081.3127456372301,184.6517224904193,325.7314324969344
UbwuSMtBsHdW3Ji41opk3GInMqi2,607.2170426577176,72.45243042870061,492.4810808714438,725.9351212494036,139.96772831074802,309.55326137801814
VwTymW8T68MfpnJvZ2X97ILqDWS2,931.6129393546016,82.32672428182615,500.1953622915714,930.475738256511,86.26196964771493,464.22059294801807
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,844.6245408143903,219.32049236937982,979.8206609499803,859.3648936515854,232.50946168848137,895.6084640384647
WbOfW9KmUkPQK8o5hlHJnJFdpp92,1012.4215183971603,145.0293548126761,600.5759594655203,1023.7973391864301,150.8334273595289,463.80935284058114
WcTsIpSoEhYeIBSNjAbbdaNSBya2,1251.8539833205011,161.68473072398245,519.1265723512746,1248.3911287283147,174.23984536613546,507.21394132357653
WeHQDy9BWldTlaQDVVlsJNCqwxA2,893.723344852599,138.26912866895896,452.9952495860822,882.9048058903492,144.8288436460054,414.00175199515473
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,645.6201205060505,10.0,750.9840467058381,654.6909316169025,18.819857858172746,582.2448249377021
WnC6Uscb5VMIr43GASKiUCO3AYH2,654.3473717739487,111.8243372169594,702.6378751905071,686.4323455831371,116.57778519006854,525.3981165629806
WqoZv41KTtTCuPKBPyClregrKAi1,863.0609700140301,93.48201799537473,679.6141831560456,889.8253921935305,119.13904692210676,669.6836595093127
XbHvBButpZS4bapbJXJLAYcHnn12,1097.5281298578582,121.6809206371566,1128.7365853222568,1075.0329101698646,101.56331387547502,933.2199634991997
XehZHBpwr5MYzUXkj0FAYCsFG922,815.0869445864855,99.35027888065345,639.5405196878296,848.7295539952329,94.92076717194465,503.10611939238663
YEU5ox3jteVINfdSTg5ymqYcS9o2,727.6664614339115,10.0,1028.2586365908169,727.4343130781,10.0,941.4889603423092
Yco8O7tmHlbsUBfKW2ywcZByGO32,550.9997749291879,10.0,952.4310531268362,550.7149337801176,10.0,937.1675228784202
YzmMCD3ZmzbWlV4pTQ6hvDdnuMk2,1123.80425199947,241.72837633824105,622.1977305545016,1173.5415220407087,293.5980528675331,539.5947348398752
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,906.7545144798203,192.60296261082036,573.0247400250768,888.5398830388626,192.16645617305505,588.967551034718
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,987.4347490772583,121.06409450998171,459.47025048087596,1003.1325209053238,127.92145566497452,448.1607597468468
aM2995jJmJWvr6cneaGH58HauIg2,751.3382401499484,102.31328100923643,360.76592365413893,760.7531447081432,97.62514026468043,318.17026768699424
afdTz6deeYWf1qKNdUpKAYKN3hz1,1952.2587873264604,720.6628921620019,1706.7308029550688,1939.4825880657054,706.8331037166345,1772.5156027965384
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,735.0556796050149,136.92996181704237,383.1652288251689,739.3486927099106,138.9836962171237,418.80807411471795
asKxydfXDkZAk89VaD4hwVovkzJ3,897.2466024525628,65.93247542312773,574.4827342640269,891.5980606600453,63.66792824225696,526.0479744198661
azdL1gX79EVd9iepyCAVQrqIaQF3,881.6218295017978,163.66828881001413,544.628334416263,900.0965696988386,154.27082236209523,476.48878005194
bXpFswkI7TfIfL6G4FqWrbaxTGx2,661.1470661099163,122.50031716787414,380.15636931591075,661.9361633844061,125.2486873351734,329.70494528646356
biQ16yPcCKSkJQhSxUKcDc8gm8I2,1086.18974060346,273.15927209504684,674.8922668616145,1056.6808551121162,276.1912446604647,686.3959944757004
btpcu1rB1JeSTo2upeHGPdv8kYG3,727.910421972346,10.0,968.2832089502383,727.7805602827997,10.0,855.0246524195006
c0hRe9PCPPZs3HWFqhIQargNlp52,927.8545597356829,210.15752180179797,608.6693901113146,953.9662831823704,217.27502498984552,546.5073765464729
c8BtRUVPPPZHjyhX2rn702NoUld2,757.860036407959,57.980011002611406,637.1943382074907,758.3933940489665,60.74137094923952,539.9966541344047
cC0BEsQjfrcuCyoaOas9zJT0MNs2,810.5011970032964,123.63378742089334,327.071372416453,819.8203630578629,121.4751982675081,272.263871009669
cEIs6U87xfbSL5eFTXDK77MmvNf1,813.096814278986,140.08045008951106,740.4830352386084,884.4052343898925,153.88633324782427,423.4210936475837
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,571.057460908742,67.09184594833695,834.0104092185288,581.8871564211933,73.60310262510882,686.6066737907526
cec6NLR2ZLVVw6h0TEKSNIH11v02,973.5483075249584,166.85116381201905,574.8383695183616,899.2941084223538,147.05329660321925,594.5862077242427
cfoKz0AGhvYmW0DJmVKAZ01jh752,692.1627211073616,118.91810777691173,308.75937657126696,712.5002225054914,134.26357885817163,250.55566639745018
d9rwc0NXArcNlJvFsgKhQqkGxJq2,758.7901252077653,10.0,915.8992891943221,760.0462319226903,10.0,889.8262802386595
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,1095.9499197806808,10.0,1322.491960820597,1095.929779630793,10.0,1137.9511065625181
e7NIVznoeNMC7bBejXnMVvFNPfx1,661.5180198487295,10.0,992.8661979068476,662.8327195815892,10.0,718.5846861799112
fEL2NrgSd4MmDtLCAcMvCJQXTME2,1167.039659358519,240.45779401120078,616.8730135451378,1244.9305980994,266.6456050162735,458.5343862361692
fEq0OghbLpfD1jigl1Mbz96aMbg2,607.1833203255445,10.0,789.1477310003718,648.1027715465135,46.351333769156085,616.8283696433667
