outcome,n,model0_r2,model1_r2,model2_r2,model3_r2,delta_r2_dass,p_dass,delta_r2_ucla,p_ucla_wald,delta_r2_interaction,p_interaction_wald
WCST Perseverative Error Rate (%),212,0.002070308000164056,0.028888148275136083,0.029275968637669014,0.02929991967242762,0.026817840274972027,0.13133665001431435,0.0003878203625329313,0.7750266999370699,2.3951034758606937e-05,0.9435093547588185
WCST Confirmation RT (ms),212,0.02832808091046768,0.03605347811049531,0.08607590214063399,0.08854114957769943,0.007725397200027628,0.6484761425286479,0.05002242403013868,0.0009628857567610926,0.002465247437065443,0.45845219263341974
WCST Exploitation RT (ms),212,0.0562556508930826,0.06845751921164067,0.07096365889650769,0.0714903423791694,0.012201868318558073,0.4423947025896279,0.0025061396848670148,0.45794525181272905,0.0005266834826617162,0.7340780993850626
WCST Confirmation - Exploitation RT (ms),212,0.0025820239993371574,0.016727072608996973,0.06858474574678886,0.07013719530005547,0.014145048609659816,0.3994840271264203,0.05185767313779188,0.0008725079255685794,0.0015524495532666105,0.5601349430392452
