outcome_column,n,ucla_beta,ucla_se,ucla_t,ucla_p,r2,adj_r2,cov_type,outcome,outcome_type,segment
wcst_switch_first_trial_rt,210,113.04417467793061,54.59414074314042,2.070628333721586,0.03965856382445526,0.04153255322853777,0.01320346613184431,nonrobust,WCST shift_trial RT Mean,segment_mean,shift_trial
wcst_post_shift_error_rt_mean,206,218.61797632320628,89.31591318348765,2.447693457201571,0.015244313292821374,0.04273178208937933,0.013869423760416,nonrobust,WCST post_shift_error RT Mean,segment_mean,post_shift_error
wcst_exploration_rt_mean,207,98.14892976232001,50.378739714210326,1.9482212202826334,0.05278774096873831,0.04708890415480049,0.018501571279444518,nonrobust,WCST exploration RT Mean,segment_mean,exploration
wcst_confirmation_rt_mean,209,145.94805245553974,47.39799141653209,3.079203318405473,0.002364128850451264,0.08690757113742287,0.05978601384447502,nonrobust,WCST confirmation RT Mean,segment_mean,confirmation
wcst_exploitation_rt_mean,209,-2.6425738073461402,31.6459698825848,-0.0835042761258641,0.9335332705203769,0.09268447245314604,0.06573450628838795,nonrobust,WCST exploitation RT Mean,segment_mean,exploitation
wcst_exploration_rt_slope,186,17.945716427083703,41.42743090912177,0.4331843909522349,0.665402353307575,0.033374450497403174,0.0009735940894948225,nonrobust,WCST exploration RT Slope,segment_slope,exploration
wcst_confirmation_rt_slope,209,-126.53244316726547,47.258368100698064,-2.6774611196402365,0.008028266028254022,0.04895957308159893,0.0207108475295672,nonrobust,WCST confirmation RT Slope,segment_slope,confirmation
wcst_exploitation_rt_slope,209,3.3494194168020064,4.567695334675102,0.7332843308036106,0.4642351684433541,0.022773224124095992,-0.006253313773208147,nonrobust,WCST exploitation RT Slope,segment_slope,exploitation
wcst_cycle_rt_slope,209,-28.137748532000366,12.546538428243155,-2.242670254662456,0.026004517849648034,0.04758052258320089,0.019290835135177153,nonrobust,WCST Cycle RT Slope (segment trend),cycle_slope,cycle
