participant_id,mu_bottleneck,sigma_bottleneck,tau_bottleneck
6ABZuv4jbjgE0B8TeyUk6nwVb122,778.0316496346559,124.6877749628138,-40.0065322817442
6OwhwWQDThSPHTVAeXugohrYuje2,1310.9741368841533,471.0235217154952,-460.6641141892522
6WFCyGwk71XLPBmbe4Vav3eotVm1,62.676186095237824,22.44109507535599,302.911686740896
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,373.3216687905958,27.661428979119435,357.29273231515737
87w5Le0CgZhSfYAaOH3Xd2fc98l1,182.12575577739108,-87.10233715854493,512.9998698664498
8bwaafIhKVMNBoHaXFcY8HirS9u2,523.422942606127,125.00038060723398,-18.853781440807012
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,740.1498735211467,194.1191257809177,0.29952445787870374
8mscvscxtXf7EbbLqCyy4a4pl2q2,681.1247363621093,259.3112968867606,41.91467929916848
9Xz1RIwnPXgyRqmucudW9VeuDnq1,268.91260440744804,181.58047618346092,272.4679392763717
9l7DjYLs0XdgwykPZR5E01KTZfu2,583.6889250377907,341.046040902495,40.10900116963478
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,565.1456889971653,138.49970915396622,18.773045406948114
ASGvwW80q7VY7xFaLGZhVuErUQu2,757.6583348112714,161.3789568526502,-89.77808278654021
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,418.5993308957263,52.345854772506094,241.75411302941518
AsXBOflrszVNKoFqbN61bMJqS0k2,684.4784125268599,171.5030536213978,-55.99543400788161
AyAnuCaltBbpEYbudoyNzTvXlcC2,1115.3251113510814,558.3265693375604,-671.0852220893487
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,650.6918842100861,278.3524110844993,137.60724284747806
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,478.99534109896575,84.99818393882889,162.8457356327533
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,612.9300683098202,146.2157941549995,140.08532159588006
CDEoAyvS8feXLKMKsaZah9agEhF3,704.7555231750139,261.6055086732882,-10.939485591614357
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,135.8899207989317,-20.521255170956593,497.0714480586557
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,681.6551260659157,69.99495526093321,65.54785950013138
CUNlBEszJVRGK1jWlTaOaCqpDg53,462.4919630541222,166.07869245926915,270.71688217299527
Cbkx2NHyF3NrebzXGqNgSfiWent1,275.85642015875226,170.05090727449448,238.75620623038688
Co587hoelyeANqFX7AYvuVQW0lZ2,279.5798873893379,79.86928336291611,191.4078894206366
CtJe4bZZnYUBNrcPk00d3YQFSGp2,657.3194009163947,127.60861642095608,105.93792002307936
DAKDKPH698P12JfTbbjemLI6PIH2,685.8303810208572,124.98300304168569,-54.32131469311154
DPvStUYSmohmXwFwaKRqHv89R3k1,558.7868877013449,109.32167953601254,169.56885135872957
DaRehVxIOhXtEtUExdgvUl0mKcx2,882.0860513928434,207.23600489968703,-227.02934553102364
DxSidjznjVSNDJuDqqGgxpMEGtw1,109.470587442328,-308.8302839040091,315.0245892574974
DzB19GqCB7fyrlEPexogWkjFzEx2,726.9832754869583,243.27567508006015,71.70001251708828
EEodWwGh0wWq5f8JmzfKvq0lyeu1,357.5307339510143,149.570774568427,176.14988158536573
EUhcW9kURScie1DwGPHqmNqotJB2,535.8803807546002,125.66200641244541,203.740526224242
EmfmKFDgWJdW47a6CNTNjnbYaPh2,948.5837616317383,299.67728457276326,-100.39135936624493
EoToosG69XMp4LTYdB6sB9WTrv22,214.62508251067112,-19.93159973446118,314.07465484604546
Fz7EUjZCLuUBxLDUVtN6djaBTy42,144.9110523642164,20.7649558986907,375.4427945916804
G1Ff3XYUZMRsPafyEQ80ussnVlf1,538.8831117798848,58.10392932266299,95.37166191671201
G9VruXninjUdE9czK2DambZl5li2,1031.7197840522815,171.17721430105377,-396.4925990085188
GDZGRW51kbWtAdUIHCtEd8sAtqY2,541.1976882631441,125.7735460069824,160.9931583624001
GEwkBw3YHaNp3TCh9YS9PKVfavz1,313.65934364390193,138.63074380043946,128.12348871663605
HSggdq91WiQp16bOj7V3dABkcgk2,394.7158876611248,84.40020609390339,214.8932214620962
HbydnnT1hUP3WagAy2TJAc6GqVs2,526.9986537860987,260.53949208990343,-136.1717478711725
HyQM2xKwwuVfqidmRYF6TiRk90C2,218.36716102441858,57.43600649875419,104.29766407295475
IaTJhUGICmO9xcL3605RW8QHneN2,551.8317597523532,289.2875305267778,132.20020001722145
JOBWLirr6KYf3GXJ3jPFKmd48S93,499.2029390561423,221.4689608607622,15.273983171188888
JntnHLHjYhc0xJJQALM3h9R5Ozv1,618.3252328672376,201.9156397162233,117.31289320054353
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,438.91743212688084,40.709805194510324,187.09586446045367
JvrZiMHtAfP6gvQtlevYWafKy0z2,433.26106256703207,77.9384734095143,238.77744356253933
K26uNuY0VNPjJNF26wEx3bFg0kr2,315.4128121016019,186.0745022241863,197.07674940430218
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,525.6894923310867,120.98943462691105,47.06235190872792
KtKj6zUKc5Oogd2itg2jdwkchnf2,249.42118631870983,52.78268533096296,156.17783160524957
LSLmd8jENtONZFVkIpRDX665Bu73,112.2939999576036,0.0,454.55966196566914
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,376.2075454139918,43.37483797833332,105.01549671513885
LliUMEIsrCVZ88YFQfevan2Og4z1,180.07085179433375,-35.75574200464058,170.4987620416006
M4Km1Q2P2oPliChDQkwl6k20FUI3,217.3375993999025,-75.87870358174084,312.47512519648296
MMSYeiMQi3gMr4PrXQcpXzFiegj2,458.5332024852885,21.364280195146165,206.56156211457616
O61Eik2zvrSQLMNpFbTNEgjWwMr2,859.52607154869,215.82965371273636,31.067692458018286
OExlWyngGfPrScDYjaRcv5PIAet1,421.8295721944119,72.7355252643538,256.4060762073968
ORuVuFPU5idz3fMoXTGsbwToW2j2,7.671116621657518,-50.9295371574348,69.80283816639377
P8mTl71XaYNvFMTCvlKpzzUdc9W2,709.0335654501853,173.51340146983802,5.547499461401401
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,903.486493644774,277.44701922810106,-381.58212588781225
PLreonkqaMeFc0UqxKUelH44UQu1,525.5284311554185,123.34716875342727,46.47087878729107
PkpTH7pWpEOG9A86xSloOSozwTk2,698.1671765639289,274.2937687918786,-118.83498828180745
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,398.352449446017,33.53191826343335,294.35899708515365
QbOEVCaZLUMOgltUdXm58oZOALv2,436.932421374972,118.38249820287552,-5.558521823594333
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,1015.2482110696423,447.3692869706288,-462.31122073215164
QreA2rLiUhV3YHeMfuHMPdGbpJ53,521.8953109336051,82.64404223809993,50.75238097037902
Rc706mP0TSeIoIpMYH1SpRXjOxA2,643.144947289635,146.50680222827333,69.401915317229
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,332.4705373457779,58.015491481837486,127.30339688114827
Ru3Qf6pXZua1DfNkQdhbor6iJ403,299.87243492468474,43.31536262058036,161.1759950533143
SOhR7IO689NQCPQu56SjATO8FR92,988.8401216224287,188.55955079639756,-350.87454253942116
SPCT9D90pRa1ihXS5jEw6vCmquI3,464.7326756957886,235.94224728389227,128.0479217584424
SdDjNMBD2ZMTEwUphkohi2cZwUx1,150.15388114962735,85.09559113619056,261.00671612654236
SpSfX0ZcfcPLdlOENlfdfvEPwru2,432.8357224974495,-27.89253652875213,386.02669682667045
SvtOrPatsnWjicxtyndEzSdO5Wp1,414.2919405469953,77.1313427306322,65.64482605396938
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,407.2380335648321,198.28590482353152,117.61163570273095
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,323.2268110130112,54.62330415924834,58.75016820315426
Ub7nV8F55kPruh35ZpUcKoBUyn63,837.077743833953,314.4857124125203,-94.54241997330303
UbqFccqQZZgcqJIqCn3ErH9zQdM2,315.0695752952204,87.47499715725333,218.393765638924
UbwuSMtBsHdW3Ji41opk3GInMqi2,272.52363344167,60.919698898378556,139.8263603912236
Uryn3G6dNMRdHjTi9jSNnuXQYTf1,538.9108088977682,135.58185148254827,262.27917849717335
VwTymW8T68MfpnJvZ2X97ILqDWS2,231.5419051237737,41.2949448195249,394.2714102257733
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,1017.0817991152026,259.5973400479676,-388.3584712595589
WbOfW9KmUkPQK8o5hlHJnJFdpp92,247.49556082762467,3.2668821841268283,37.05651063414062
WcTsIpSoEhYeIBSNjAbbdaNSBya2,344.92859549699403,69.02768947431265,331.74434968957996
WeHQDy9BWldTlaQDVVlsJNCqwxA2,615.4672094923665,103.25149214813645,154.59209428982004
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,815.775353838889,249.04053518683884,-157.1115494039285
WnC6Uscb5VMIr43GASKiUCO3AYH2,317.52375618819974,74.00458212811053,289.9888996549603
WqoZv41KTtTCuPKBPyClregrKAi1,982.122538238693,379.9326404331366,-207.71520239065717
XehZHBpwr5MYzUXkj0FAYCsFG922,456.6102921806697,128.38823891424903,164.69427405919453
YEU5ox3jteVINfdSTg5ymqYcS9o2,255.21940175055022,40.71697658540354,218.773814160964
Yco8O7tmHlbsUBfKW2ywcZByGO32,361.33303180087887,157.9524585536101,122.01321692067168
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,250.4907921573432,-13.506125542606668,294.906767356105
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,343.436879530003,0.0,326.69794037013884
aM2995jJmJWvr6cneaGH58HauIg2,655.8282490814403,141.10066062462278,-29.43693271617827
afdTz6deeYWf1qKNdUpKAYKN3hz1,265.7251909158739,181.88419473285157,235.48637615511922
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,192.21794646334718,81.8780106681656,384.3277027708996
asKxydfXDkZAk89VaD4hwVovkzJ3,783.2951232625107,245.0075257045599,17.79265850985442
azdL1gX79EVd9iepyCAVQrqIaQF3,572.9892977877012,125.61150715549152,62.50702929117523
bXpFswkI7TfIfL6G4FqWrbaxTGx2,331.3073625813928,88.22352624321375,5.503658675659068
biQ16yPcCKSkJQhSxUKcDc8gm8I2,266.0423139188764,92.24204504365875,95.70993464091788
btpcu1rB1JeSTo2upeHGPdv8kYG3,438.1782460169706,228.07702823055502,-89.5193523464311
c0hRe9PCPPZs3HWFqhIQargNlp52,519.0827037575175,192.97840563556437,-87.20133487025663
c8BtRUVPPPZHjyhX2rn702NoUld2,309.336433795385,0.0,44.59851334226278
cC0BEsQjfrcuCyoaOas9zJT0MNs2,441.3247051279476,92.3510720883184,134.3435461874315
cEIs6U87xfbSL5eFTXDK77MmvNf1,504.8195971331119,153.07337337833457,115.68677535637835
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,184.5301374896261,94.57330726531822,206.90746528600343
cec6NLR2ZLVVw6h0TEKSNIH11v02,451.1994168224074,40.690429844070515,211.49303426824002
cfoKz0AGhvYmW0DJmVKAZ01jh752,210.4638882802489,100.35555567442032,320.2261842565972
d9rwc0NXArcNlJvFsgKhQqkGxJq2,348.1833998645269,163.53768787671726,80.817598579442
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,722.4637600301442,242.29990264291735,69.56777984485814
e7NIVznoeNMC7bBejXnMVvFNPfx1,224.3701990162665,-28.90374850170312,206.65451349326975
fEL2NrgSd4MmDtLCAcMvCJQXTME2,827.9405129491142,320.2645669128868,-11.037563451225765
fEq0OghbLpfD1jigl1Mbz96aMbg2,586.6051461472191,288.91438718726874,109.04300813736836
foaW7wtvY3XLNdguFUK7OvOefP93,252.89869780705487,45.80973189764691,194.44023848053666
g2G9l3no7RbeRA9a1W3JnfegTnh2,371.8825483860206,3.397430443097946,213.76184836499186
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,829.6895345010113,357.57588100717305,-260.1035098380462
h52Mz0cZjnOsmXT02EgU3JzzRKs2,236.79005964585372,72.19524738190847,42.698745540946874
h5RYP03wJuVN0xo7qAR8CKFxLaj1,267.13395532689367,68.44587042997145,169.91534516497978
hOrA1ssI5vaeeeXRJhtjrGrqHQn1,315.713621898289,73.85311362905912,128.67101574605277
hrRr560eFBNwJ0CcUjCqtSD8TdP2,276.54054400607265,36.70498204882894,105.86670515746533
htPWXDgfuheOJbl6ihHore9XuDp2,683.5456629076357,219.13639650386003,-34.2267213375066
i1bdbtLuM9UR71xKs8yOhuCwJ9o1,774.2286851992744,266.7377513354212,-74.4161202098137
i1tBstVkNiVP0qro7TgGD08IGGa2,976.52936084525,394.3059001052762,-179.89961862148536
iKVZi0Oo96UrMBhPQMHWFcf55uA3,514.3862872923401,173.33971772117656,110.57451852896224
iWsc4pghIEWOQUZKuQJMfe516UI3,407.8528790567133,38.9386109801235,113.71253308325046
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,493.1920754865643,280.49479340833494,-174.90823470375005
iZX3U88SSqYAtT564nBPgHUBsei1,283.80717134583847,21.48437230180025,351.99667308935983
idP8RVfm74N86O0dszLXANIpjXv2,276.56871004553875,-10.282640116848754,269.2023563484454
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,368.61895970974814,149.57661692293647,-54.18753571190729
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,333.5767298269115,52.79153196250539,268.0252863968053
jzdk8E3tVXTXIozlfK5oeEb7wWp2,211.58254197244946,-35.954674135827844,323.4650612957311
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,258.61578051476573,61.57034147736313,410.02723684569906
kI0YdycDU0X5hcoEPjEON3Ionyd2,1268.5718152134414,310.54658916381777,-420.2979700452114
kR2rCtaPyPaj7YMizKUDn5xL2qx1,654.2106439474545,177.57915974392355,95.0357832169928
kgSRatooJJfDaMZ2yIURqb8aJuE3,516.9559225695285,122.75502149017319,121.66918401659915
lHDkoPQu5reNCO45npeYSS9eLQl1,820.9060970012674,222.68580544886328,14.663956796428465
lpzDdvuMkKWkPxu6xeclmdctEp42,491.5909510655972,194.6532375087702,-28.079159041801347
m69r9GQTk2b51mvxrFLt4fZeJi52,530.4573804365397,338.92093032644647,64.68291287960345
mUZzgdWKnPb2txOkJg9FHgqX5792,453.10446318223444,164.7150585341885,45.71824378935054
mYRMPGfR5gRSjnp7ojjD5sXo7Jr2,846.2170806567146,336.47361763927006,-352.85611303944313
mweMgSlGM2VxThhwnupYxYzUbR23,486.13327852378853,190.98182015339296,87.64603029234007
mwsliuPsLFhRFjtjQwYkqcCRDvi2,539.6703665848324,211.5055303566153,26.511884603222256
nT1qJOiMyDdJ9ui4el195A8Hsgs1,879.6670702616548,174.4270453009734,6.014356522527464
o4jXmZcjtMVF2ZInToRpVHUhpdV2,332.81099756766855,104.25405636418392,6.936007594671366
ohl9pXqpeSMfepC3w9h0tW5SbJw1,434.8685688747345,136.20071179990026,264.0787203786054
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,356.32358697999416,66.42693158019142,404.9895669281111
pRQimOpZtsekBI2I1kbnD3pycmo1,123.11080235582864,-10.485121158937659,233.05405041280775
pYrcE6tMnVQP1kHAjYwvIz5NOvn1,-28.8958850759534,-110.02035035499586,329.4568628288952
q0Atnpm0jZS5swcVmq0EMalQUKw1,371.2655644732034,0.0,225.81388206239143
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,289.0024216833437,85.52992547224378,213.41380832971598
qnR5PLX1v3fPi6SwTJMwGcadwyD3,574.5429562878005,198.15190828062777,24.88242087041384
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,355.8674110700908,9.721136985757255,173.8503886859912
rFV2EUbp64f5ORSh7DqwmCQmeqT2,469.4417491039013,173.8077624448797,332.84329377752636
rNe3cRPepZUXbJhmmfQZiGsVzX22,313.67932869455626,86.3352077354835,102.49382294284902
ric6cNjG25XmZJCiKZDOxzeezao1,681.654523745465,182.76100229914869,-2.880220443118219
roaf78tUWxWSEjAUcUu8O7mrQbl1,299.09915877601395,88.71871184313436,165.50710068339038
s5gTyWKzfkdHXNT3qicwPmdONYv1,344.5659779858572,-49.41756756131273,247.91687499572487
sqfXvh6GJLaYAqr3RvHrixP8IOx1,816.353188393959,182.97136306767072,-113.52299920727279
ssPK6ISW0HerTGke9hznqJ2LpKu1,142.2790057780927,-41.46101712547003,329.5519565870545
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,651.7177754526415,170.34812462643407,-81.86455791832304
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,786.2809355509276,232.3271774893398,-120.32266134309873
tv88wS5Nf6SjruozSmXJxQSmx6J3,599.698371363465,-41.42610798422115,276.143816548849
u64Uf920g5VD9Byq26LT2rs5o4t1,407.17110395394025,100.39393823638227,92.8664954889762
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,702.8933370550657,137.8168521779423,155.99304474208844
v8nNKiWvPdcjiHXZci39OuFTY6M2,334.9272647546436,188.21067038316318,295.47666572471513
wdppvL4tIkVlGjou6aYzzjlaZXB2,226.1268323241731,74.46897981469085,192.9043362883037
wkhxvE50megJGMA1EiROSZIJWNq1,612.0201656512231,66.9188802112336,242.77095837414763
xBGZhFOeypWnqzSQClkrwV9z2vF3,139.76736017394984,-42.10527778855399,556.8853441511981
xFaL2YdAmJcWA8oTLXhVCHNqt0K3,644.0185692323487,265.0316949035815,79.61630010211732
xHctBv4C2EU8rHYRouw0btT3GT02,794.386617645346,340.02240275309777,-376.28264289096603
y1EHXv8tUTa4BRS4fRio7bULYfA2,357.3545254606895,-14.425580572812947,283.84882987532404
yGTid3RXTdQe5JNosdSxvgktWIW2,454.8103726536193,149.6013595554542,146.9601295766676
yatBVTBMCSMp0wJluOCLzTFKMyP2,880.5597737282903,188.27456572422983,54.14386823104769
yfjd8LbAMrYeG54927d3GiKAyXI2,713.6123664044044,282.3027781413571,123.09159698871997
zxG9mUnF7uRkaOKSoCPsiRZzr372,370.71695911173015,-16.265022674952377,47.67134356892521
