participant_id,short_mu,short_sigma,short_tau,short_n,long_mu,long_sigma,long_tau,long_n,overall_mu,overall_sigma,overall_tau,overall_n
c0hRe9PCPPZs3HWFqhIQargNlp52,1103.969056349342,197.97840563556434,500.10311828837666,48.0,584.8863525918246,5.0,587.3044531586334,24.0,984.6487639320641,341.4591203825623,475.4704378705788,72.0
c8BtRUVPPPZHjyhX2rn702NoUld2,708.9303170078715,5.0,642.3163734232893,43.0,399.5938832124865,5.0,597.7178600810265,22.0,569.0149205594548,152.56106195053647,662.3597051345412,65.0
cC0BEsQjfrcuCyoaOas9zJT0MNs2,1133.920708373274,234.44088948222392,292.667296045271,47.0,692.5960032453264,142.08981739390552,158.32374985783946,24.0,903.7240423788214,283.46091943416627,328.2768205177675,71.0
cEIs6U87xfbSL5eFTXDK77MmvNf1,934.3707867704314,204.31312463175237,379.744345019496,47.0,429.5511896373195,51.23975125341782,264.05756966311765,23.0,730.9448897112158,293.3706565020343,379.28344299562184,70.0
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,560.0657420462363,123.33407092844966,338.26445648982997,48.0,375.5356045566102,28.760763663131442,131.3569912038266,24.0,375.10483715121086,28.828411519489933,392.751024146947,72.0
cec6NLR2ZLVVw6h0TEKSNIH11v02,826.6989213871007,73.94951974438493,317.05800710609003,48.0,375.49950456469327,33.259089900314414,105.56497283785001,24.0,664.3802878216095,306.5985293576585,258.4814367983799,72.0
cfoKz0AGhvYmW0DJmVKAZ01jh752,532.1248034671796,122.26063220510808,446.06401066142246,48.0,321.6609151869307,21.905076530687772,125.83782640482522,24.0,318.15548810601115,21.570363417201836,483.93723500912995,72.0
d9rwc0NXArcNlJvFsgKhQqkGxJq2,709.2940588152775,168.53768787671726,560.8330148727607,46.0,361.1106589507506,5.0,480.0154162933187,24.0,517.473536775862,145.24929451827074,605.5522587754892,70.0
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,1096.2218114908244,283.36479304695655,406.0311327306626,48.0,373.75805146068024,41.06489040403914,336.46335288580445,24.0,804.1139478582385,398.5178452010871,434.1582800721734,72.0
e7NIVznoeNMC7bBejXnMVvFNPfx1,685.3233961536363,5.0,473.7288615973194,48.0,460.9531971373698,33.90374850170312,267.07434810404965,24.0,606.1039599808797,144.3999026285071,409.2901774869207,72.0
fEL2NrgSd4MmDtLCAcMvCJQXTME2,1258.7770928296256,460.81059346783144,172.6098966064742,48.0,430.83657988051135,140.5460265549446,183.64746005769993,24.0,486.04575455806014,188.03768159464354,673.0303926658078,72.0
fEq0OghbLpfD1jigl1Mbz96aMbg2,801.7503713243417,293.91438718726874,368.0986141375051,48.0,215.14522517712265,5.0,259.0556060001367,24.0,304.282177368939,113.87766085127969,633.682744470997,72.0
foaW7wtvY3XLNdguFUK7OvOefP93,846.2288686613442,188.86784194308387,279.32058511199136,48.0,593.3301708542893,143.05811004543696,84.88034663145471,24.0,652.2008204729804,183.4773796147477,324.2368205365528,72.0
g2G9l3no7RbeRA9a1W3JnfegTnh2,703.6854586976314,65.54801252481322,457.25530592370814,48.0,331.80291031161073,62.15058208171527,243.49345755871627,23.0,546.6423106421707,225.9788010359945,424.5899287379688,71.0
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,1212.9176211586405,362.57588100717305,43.908348377385124,48.0,383.22808665762915,5.0,304.0118582154313,24.0,921.1721095133427,415.440905627726,145.76093966155614,72.0
h52Mz0cZjnOsmXT02EgU3JzzRKs2,582.2608324645946,119.16250360458909,168.28425130469572,48.0,345.4707728187409,46.9672562226806,125.58550576374884,24.0,412.2767340028062,89.91837181066178,245.10198682769243,72.0
h5RYP03wJuVN0xo7qAR8CKFxLaj1,929.4873443198196,157.45022448652486,447.05321082731984,48.0,662.3533889929259,89.00435405655341,277.13786566234006,23.0,750.6800501002789,128.677741506313,484.26725136332993,71.0
hOrA1ssI5vaeeeXRJhtjrGrqHQn1,722.471820201585,164.53886576821293,527.2827427079575,48.0,406.75819830329607,90.68575213915379,398.6117269619047,24.0,568.5831018769788,176.5333004812699,533.0221319955448,72.0
hrRr560eFBNwJ0CcUjCqtSD8TdP2,586.277955151676,41.70498204882894,290.8832118349813,48.0,309.73741114560335,5.0,185.01650667751593,24.0,465.13607722964576,147.30317561128538,284.5467121029387,72.0
htPWXDgfuheOJbl6ihHore9XuDp2,1120.794560894219,288.20006790305564,228.816951352386,48.0,437.2488979865834,69.06367139919561,263.0436726898926,24.0,960.0784224271632,427.2918847456657,173.0606258956965,72.0
i1bdbtLuM9UR71xKs8yOhuCwJ9o1,1335.3939561344216,309.0775263974771,324.2638644240302,42.0,561.1652709351472,42.339775062055885,398.6799846338439,23.0,1083.4731164021682,455.34031300293606,328.5356615914619,65.0
i1tBstVkNiVP0qro7TgGD08IGGa2,1341.5024119564941,399.3059001052762,175.39712196801398,47.0,364.9730511112438,5.0,355.29674058949934,24.0,1094.853781382637,530.4410841591622,152.74876887657055,71.0
iKVZi0Oo96UrMBhPQMHWFcf55uA3,1086.29348210617,298.9987898437449,370.52425558675264,48.0,571.9071948138298,125.6590721225683,259.9497370577904,22.0,797.433807334224,279.7699051451327,462.9645113585803,70.0
iWsc4pghIEWOQUZKuQJMfe516UI3,742.0362434701964,124.06529372784945,274.52795391373513,48.0,334.1833644134831,85.12668274772594,160.81542083048467,24.0,589.6789781867557,253.70748216895348,253.0146593048802,72.0
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,965.846307198591,285.49479340833494,219.95825867483376,48.0,472.65423171202673,5.0,394.8664933785838,24.0,789.0400579528184,271.11610531305956,290.6539538401454,72.0
iZX3U88SSqYAtT564nBPgHUBsei1,890.9385149359172,155.90186101516127,356.99667308935983,46.0,607.1313435900787,134.41748871336102,5.0,24.0,611.4742085544005,203.4402149163733,418.48272854810233,70.0
idP8RVfm74N86O0dszLXANIpjXv2,597.1054269349381,106.63416551493063,471.984153308121,47.0,320.5367168893994,116.91680563177941,202.78179695967557,24.0,441.42550042097764,184.07519976371313,443.1723556386007,71.0
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,727.5392721596779,154.57661692293647,474.98063672752403,46.0,358.9203124499298,5.0,529.1681724394313,23.0,577.7307060731454,153.80083628169263,519.9437952474672,69.0
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,804.3587353918458,125.77752815435055,432.57261379758376,48.0,470.7820055649343,72.98599619184517,164.54732740077847,24.0,581.974780682289,170.1987585038928,454.39003648350075,72.0
jzdk8E3tVXTXIozlfK5oeEb7wWp2,749.0746608429823,66.54359073623787,328.4650612957311,48.0,537.4921188705329,102.49826487206573,5.0,24.0,546.0486491063416,161.0740313635603,353.1368851888826,72.0
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,627.9121349775854,66.57034147736313,800.5389900685931,48.0,369.2963544628197,5.0,390.511753222894,24.0,488.96197279273264,120.3831547911282,716.586923058744,72.0
kI0YdycDU0X5hcoEPjEON3Ionyd2,1751.3477735476513,456.35140105539244,207.56217202735425,41.0,482.77595833421003,145.80481189157476,627.8601420725656,24.0,1624.5648892691593,667.6505156479891,21.135980781187307,65.0
kR2rCtaPyPaj7YMizKUDn5xL2qx1,956.6357856408295,182.57915974392353,429.2660761494108,47.0,302.42514169337505,5.0,334.230292932418,24.0,604.0014323754693,252.04855216705172,528.6980977810477,71.0
kgSRatooJJfDaMZ2yIURqb8aJuE3,1078.00852955713,252.61570364385227,215.0315097461243,48.0,561.0526069876015,129.86068215367908,93.36232572952517,24.0,840.0674995132493,341.3734830651505,240.1031825472075,72.0
lHDkoPQu5reNCO45npeYSS9eLQl1,1181.9630710955578,227.68580544886328,371.43910804605457,48.0,361.05697409429035,5.0,356.7751512496261,24.0,819.155115819435,398.8570971167119,455.73892879763673,72.0
lpzDdvuMkKWkPxu6xeclmdctEp42,873.1340829446566,199.6532375087702,399.88317195878193,48.0,381.5431318790594,5.0,427.9623310005833,24.0,663.1967101935109,252.37994903109814,455.36734633312653,72.0
m69r9GQTk2b51mvxrFLt4fZeJi52,1019.988490972547,402.9215588514258,173.40464946765937,48.0,489.5311105360073,64.00062852497932,108.72173658805593,24.0,458.43767131580995,58.19834041392705,536.5563544995265,72.0
mUZzgdWKnPb2txOkJg9FHgqX5792,880.1638878669075,169.7150585341885,445.3697935272633,48.0,427.0594246846731,5.0,399.65154973791283,24.0,662.5953103588237,200.2592089177939,496.72147878023725,72.0
mYRMPGfR5gRSjnp7ojjD5sXo7Jr2,1387.1511103857893,341.47361763927006,107.71779877676386,48.0,540.9340297290746,5.0,460.573911816207,24.0,1215.7335990313225,448.0062056383441,114.71380175576382,72.0
mweMgSlGM2VxThhwnupYxYzUbR23,895.9925841173873,195.98182015339296,389.4650736509383,48.0,409.85930559359883,5.0,301.8190433585982,24.0,665.5039000316601,253.11861119869482,428.67975366086137,72.0
mwsliuPsLFhRFjtjQwYkqcCRDvi2,811.077247508859,216.5055303566153,335.7633972831812,48.0,271.40688092402667,5.0,309.2515126799589,24.0,535.6324362171941,273.1535807610564,422.494275098706,72.0
nT1qJOiMyDdJ9ui4el195A8Hsgs1,1389.1088894406412,310.46088376194695,129.36338071315586,48.0,509.44181917898635,136.03383846097356,123.3490241906284,24.0,1199.632034057849,509.77031529200343,23.62721482804041,72.0
o4jXmZcjtMVF2ZInToRpVHUhpdV2,703.7256704648856,109.25405636418391,405.7526900723882,48.0,370.9146728972171,5.0,398.81668247771677,24.0,543.2310877280137,139.04298375050254,453.00599797390566,72.0
ohl9pXqpeSMfepC3w9h0tW5SbJw1,948.3102936422679,223.93542290559887,471.41461283419557,48.0,513.4417247675335,87.73471110569861,207.33589245559023,24.0,554.566269581515,115.99184811353621,632.2219502150506,72.0
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,1075.4914416378083,194.33710522090004,642.7772112052379,39.0,719.1678546578141,127.91017364070862,237.78764427712676,24.0,752.2294671071688,152.19641084449077,676.039562851779,63.0
pRQimOpZtsekBI2I1kbnD3pycmo1,461.43609849615706,36.28662732416962,301.1630038555771,48.0,338.32529614032836,46.771748483107274,68.10895344276932,23.0,346.24846991527033,57.59021280791505,300.96473177886685,71.0
pYrcE6tMnVQP1kHAjYwvIz5NOvn1,453.7605988176353,15.477191274197565,694.1234614169589,46.0,482.6564838935887,125.49754162919342,364.66659858806366,24.0,439.2128417847689,58.05035386116406,605.6218466866578,70.0
q0Atnpm0jZS5swcVmq0EMalQUKw1,707.4068592419163,5.0,344.67250743852287,48.0,336.1412947687129,5.0,118.85862537613144,24.0,573.3027624848246,255.42143006721622,279.7620108882025,72.0
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,573.3660540579693,120.4045126407777,452.0662795637846,48.0,284.36363237462564,34.87458716853393,238.6524712340686,24.0,411.5557949983372,147.866580345218,446.4469180079249,72.0
qnR5PLX1v3fPi6SwTJMwGcadwyD3,956.2945517127283,302.5556947742469,105.1461347870839,48.0,381.751595424928,104.40378649361912,80.26371391667006,23.0,647.1618076696774,328.9508166934402,220.0951512086496,71.0
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,741.270397255197,80.1412597332273,358.0067363152497,48.0,385.4029861851063,70.42012274747005,184.15634762925853,24.0,554.5814835753154,204.0899348717755,368.1105688704387,72.0
rFV2EUbp64f5ORSh7DqwmCQmeqT2,1045.1098124596551,266.31827028429734,577.0173809413832,46.0,575.6680633557538,92.51050783941766,244.17408716385683,24.0,598.421217922669,106.91648130136034,748.6162220326165,70.0
rNe3cRPepZUXbJhmmfQZiGsVzX22,736.6955611970147,91.3352077354835,451.92429438019417,48.0,423.0162325024585,5.0,349.43047143734515,24.0,569.6792970745415,128.33260791595166,480.2766522379328,72.0
ric6cNjG25XmZJCiKZDOxzeezao1,1079.1894853478293,306.27568585815794,139.82109164098603,48.0,397.5349616023643,123.51468355900926,142.70131208410425,24.0,844.7165032171263,408.7291383318978,148.02954011118166,72.0
roaf78tUWxWSEjAUcUu8O7mrQbl1,727.8280227981406,93.71871184313436,741.4537367972533,46.0,428.7288640221267,5.0,575.946636113863,23.0,542.8805480542444,101.48055619096871,771.5384348599655,69.0
s5gTyWKzfkdHXNT3qicwPmdONYv1,803.8311207138778,39.27518909853651,365.8702719129129,48.0,459.2651427280206,88.69275665984924,117.95339691718803,24.0,658.2745821352393,246.020969059786,313.9410630095279,72.0
sqfXvh6GJLaYAqr3RvHrixP8IOx1,1467.4735039748825,311.6980373289503,116.9756481879437,47.0,651.1203155809233,128.72667426127958,230.4986473952165,24.0,1311.9870316780214,453.85006015590716,34.870424912742465,71.0
ssPK6ISW0HerTGke9hznqJ2LpKu1,555.7931394505697,54.522716208974984,347.0923987539125,48.0,413.514133672477,95.98373333444499,17.54044216685801,24.0,386.9162517497537,107.97957885579241,358.69385174079764,72.0
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,1021.960849176758,175.34812462643407,446.69678719298827,43.0,370.24307372411647,5.0,528.5613451113113,20.0,819.7881360306823,317.8439255812542,467.9812451474329,63.0
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,1383.1514222904875,376.3144652389295,64.38375560988467,48.0,596.87048673956,143.98728774958968,184.7064169529834,24.0,1087.4737267077098,440.62010240608834,138.05279917259725,72.0
tv88wS5Nf6SjruozSmXJxQSmx6J3,1010.064472487501,70.65075572122697,709.6692642823913,44.0,410.3661011240361,112.07686370544813,433.52544773354225,23.0,846.9622436788286,427.70294503568124,572.1209698003419,67.0
u64Uf920g5VD9Byq26LT2rs5o4t1,710.2562011331873,117.44327495046142,225.47590885897472,48.0,303.0850971792471,17.04933671407914,132.60941336999852,24.0,539.0998227858256,224.30689348618236,229.97007989138402,72.0
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,1174.3255730883118,215.32329841222062,278.94638931613804,48.0,471.4322360332461,77.50644623427834,122.95334457404961,24.0,1090.9222045635092,488.6658336545037,76.00880608944622,72.0
v8nNKiWvPdcjiHXZci39OuFTY6M2,1024.3602776471341,222.62439526076435,555.5245748160596,48.0,689.4330128924903,34.41372487760118,260.0479090913445,24.0,689.4939055758543,46.490382907534546,680.2560348733157,72.0
wdppvL4tIkVlGjou6aYzzjlaZXB2,590.0202270961506,79.46897981469085,407.9169304054512,47.0,363.89339477197746,5.0,215.01259411714747,24.0,365.03625944117607,5.0,491.25019357873975,71.0
wkhxvE50megJGMA1EiROSZIJWNq1,1161.1658684081542,181.81124750523804,390.57156272911,48.0,549.1457027569311,114.89236729400443,147.80060435496236,24.0,886.0637974770387,394.1427910459601,380.7745282463682,72.0
xBGZhFOeypWnqzSQClkrwV9z2vF3,620.6560389738352,78.78240472845044,774.648590346322,48.0,480.8886787998853,120.88768251700445,217.7632461951239,24.0,491.3686431716077,117.47122349961703,671.7066952994688,72.0
xFaL2YdAmJcWA8oTLXhVCHNqt0K3,892.4103502703181,284.017234881216,283.7718345490035,47.0,248.39178103796937,18.985539977634435,204.15553444688618,23.0,566.0583411167827,334.97491872423325,372.33917078123886,70.0
xHctBv4C2EU8rHYRouw0btT3GT02,1238.9813242415505,345.02240275309777,57.16617178398444,48.0,444.5947065962046,5.0,433.4488146749505,24.0,1126.1908869203367,402.4507150039734,30.690112430385515,72.0
y1EHXv8tUTa4BRS4fRio7bULYfA2,786.127672279292,42.81279086470077,694.7640163126304,46.0,428.7731468186025,57.23837143751372,410.91518643730626,24.0,605.9044000418193,186.19702915793573,655.1107996179753,70.0
yGTid3RXTdQe5JNosdSxvgktWIW2,777.7959605192566,176.69067323406756,644.3346378390432,46.0,322.9855878656373,27.08931367861337,497.3745082623756,24.0,559.1414641148838,229.85301149356857,656.6361580525662,70.0
yatBVTBMCSMp0wJluOCLzTFKMyP2,1301.0682435155907,193.27456572422983,443.22680070690217,42.0,420.5084697873006,5.0,389.0829324758545,20.0,1223.5220608003121,597.2961964498452,219.21902771745067,62.0
yfjd8LbAMrYeG54927d3GiKAyXI2,1026.5679192382197,325.4881310720094,347.4922874066021,47.0,312.9555528338154,43.185352930652314,224.40069041788215,23.0,604.2312177785079,340.82474658796,494.96501616749833,70.0
zxG9mUnF7uRkaOKSoCPsiRZzr372,1207.4770592312827,280.80116620022125,266.3361067872799,48.0,836.7601001195526,297.06618887517357,218.6647632183547,23.0,1093.4372376749886,350.0293779380974,244.8339069480682,71.0
