participant_id,short_mu,short_sigma,short_tau,short_n,long_mu,long_sigma,long_tau,long_n,overall_mu,overall_sigma,overall_tau,overall_n
9Xz1RIwnPXgyRqmucudW9VeuDnq1,759.0496430850621,186.58047618346095,582.9603412835977,47.0,490.13703867761404,5.0,310.49240200722596,24.0,491.6819425678008,5.0,667.3304493384345,71.0
9l7DjYLs0XdgwykPZR5E01KTZfu2,1069.7945273881392,346.046040902495,422.3240197359928,48.0,486.1056023503485,5.0,382.21501856635797,23.0,617.9294927395077,150.6621981752511,672.1096608171855,71.0
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,892.3054261584188,166.6221763986485,198.43504304232,48.0,327.1597371612535,28.12246724468227,179.66199763537188,24.0,740.6013660248063,321.24262310799367,155.5108568324422,72.0
ASGvwW80q7VY7xFaLGZhVuErUQu2,1392.9236062107557,345.6388648472264,184.91505288143114,44.0,635.2652713994843,184.2599079945762,274.6931356679714,24.0,1174.2150251800213,459.3457125400367,167.89701943174214,68.0
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,779.1208624438426,57.345854772506094,546.190533965384,48.0,360.5215315481163,5.0,304.43642093596884,24.0,578.0396423024818,232.0808556403727,527.179471016051,72.0
AsXBOflrszVNKoFqbN61bMJqS0k2,1243.3810956925995,212.86995672208454,156.7246432036127,48.0,558.9026831657396,41.3669031006867,212.7200772114943,24.0,1128.1650763300818,384.08421210332176,62.44696891158866,72.0
AyAnuCaltBbpEYbudoyNzTvXlcC2,1680.9763880486028,705.845194695768,118.58625877994388,35.0,565.6512766975212,147.51862535820766,789.6714808692925,20.0,1482.2922804980462,718.1507027843338,155.6589882973689,55.0
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,1054.6039194451268,283.35241108449935,474.35243838718776,47.0,403.9120352350407,5.0,336.74519553970975,23.0,690.4628245318647,322.88570363021495,579.6121699935068,70.0
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,941.975630748232,113.73323235282578,278.013473430383,48.0,462.98028964926624,28.735048413996886,115.16773779762968,24.0,746.4796744256205,295.5022959685711,259.56888005847054,72.0
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,943.7089296532854,168.48104930584796,213.20631584366356,48.0,330.77886134346517,22.265255150848468,73.12099424778353,24.0,822.0107555409943,409.3861037872428,83.99755865599138,72.0
CDEoAyvS8feXLKMKsaZah9agEhF3,1126.4558846556758,331.27607007803056,190.3865166733607,48.0,421.70036148066197,69.67056140474232,201.32600226497502,24.0,830.9715485855942,397.6841971575706,254.59303702877676,72.0
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,663.0212358369756,121.81030417642909,502.0714480586557,48.0,527.1313150380439,142.33155934738568,5.0,24.0,453.2835025095111,147.626642588081,500.8399129306676,72.0
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,1279.17835776489,251.9606622654066,315.0339038366065,46.0,597.5232316989743,181.9657070044734,249.48604433647512,23.0,1099.355599092119,445.07625794705535,245.773352575137,69.0
CUNlBEszJVRGK1jWlTaOaCqpDg53,968.7947108767529,288.0960082025144,458.56812611091175,47.0,506.30274782263064,122.01731574324523,187.85124393791645,24.0,559.5929234750606,172.32268988731698,619.9611432243445,71.0
Cbkx2NHyF3NrebzXGqNgSfiWent1,896.3699837658581,241.26674332882882,243.75620623038688,48.0,620.5135636071059,71.2158360543343,5.0,24.0,545.945788327973,60.030728702944394,422.67084575419415,72.0
Co587hoelyeANqFX7AYvuVQW0lZ2,604.7977728931098,84.86928336291611,295.9852262847519,48.0,325.2178855037719,5.0,104.5773368641153,24.0,324.05947913704637,5.0,419.7106040870096,72.0
CtJe4bZZnYUBNrcPk00d3YQFSGp2,1159.896589252969,210.111734476211,365.18659641712594,48.0,502.57718833657435,82.50311805525493,259.2486763940466,24.0,938.8678451789239,392.9709391073799,331.789258426958,72.0
DAKDKPH698P12JfTbbjemLI6PIH2,1010.5787318569616,138.77821798115463,49.00472652816962,48.0,324.7483508361043,13.795214939468957,103.32604122128116,24.0,843.9563753796087,326.5633451723574,5.000000000000001,72.0
DPvStUYSmohmXwFwaKRqHv89R3k1,936.8123611122094,191.0788533618693,320.22439794677564,48.0,378.0254734108645,81.75717382585677,150.65554658804606,24.0,689.5930457222514,344.9146424625627,324.6854095062909,72.0
DaRehVxIOhXtEtUExdgvUl0mKcx2,1506.2963338322666,362.4661358391107,236.74397312247473,45.0,624.2102824394232,155.23013093942365,463.7733186534984,23.0,1345.167575073113,534.1729261397157,176.3381761340452,68.0
DxSidjznjVSNDJuDqqGgxpMEGtw1,1146.086310775886,160.28353744958727,484.95731535684297,47.0,1036.615723333558,469.11382135359634,169.9327260993456,24.0,1293.8228713267765,459.5981427448608,193.65964527733138,71.0
DzB19GqCB7fyrlEPexogWkjFzEx2,1013.143399449217,248.27567508006018,486.7431542911809,46.0,286.1601239622587,5.0,415.0431417740926,24.0,692.3352464377724,364.3146332206563,533.7445426728394,70.0
EEodWwGh0wWq5f8JmzfKvq0lyeu1,736.0997801066864,217.87934618392202,484.04742967265383,46.0,378.56904615567197,68.30857161549501,307.89754808728804,24.0,494.66968847173945,162.75667036403973,542.5421927828712,70.0
EUhcW9kURScie1DwGPHqmNqotJB2,898.461661729051,137.6766924011488,459.635392359957,47.0,362.5812809744508,12.014685988703398,255.894866135715,21.0,676.9270155154699,295.6723911421014,446.91053752214026,68.0
EmfmKFDgWJdW47a6CNTNjnbYaPh2,1473.7819554942932,405.428680501684,148.7040422595324,47.0,525.198193862555,105.7513959289208,249.09540162577733,24.0,1161.2406189636931,525.6248379246839,174.51185104075694,71.0
EoToosG69XMp4LTYdB6sB9WTrv22,694.6470765911844,37.31233511447097,426.50637882201823,48.0,480.02199408051325,57.24393484893215,112.43172397597276,24.0,493.35731081834433,75.18059415779925,451.5725455551023,72.0
Fz7EUjZCLuUBxLDUVtN6djaBTy42,759.0163556204974,109.82678866714554,380.4427945916804,48.0,614.105303256281,89.06183276845483,5.0,24.0,537.7884948237368,76.13127371134935,428.20623018158074,72.0
G1Ff3XYUZMRsPafyEQ80ussnVlf1,981.3104657908127,215.03287338264386,201.4587316297863,48.0,442.42735401092796,156.92894405998084,106.0870697130743,24.0,777.4564873991565,350.10930896914925,193.8966775458515,72.0
G9VruXninjUdE9czK2DambZl5li2,1625.390481816092,501.3202743879348,108.55520422164481,41.0,593.6706977638105,330.143060086881,505.0478032301636,23.0,1323.0481820786797,589.1631012677384,182.607391486079,64.0
GDZGRW51kbWtAdUIHCtEd8sAtqY2,840.1292285357092,187.1770942259393,313.0370080351791,48.0,298.93154027256514,61.4035482189569,152.043849672779,24.0,594.7173919015493,320.36137942890474,324.37066533704774,72.0
GEwkBw3YHaNp3TCh9YS9PKVfavz1,703.3489270373705,201.85187105806708,281.92568353549854,48.0,389.6895833934685,63.22112725762763,153.8021948188625,24.0,416.6034125309304,75.95967276678176,421.41738383959205,72.0
HSggdq91WiQp16bOj7V3dABkcgk2,738.3273834161361,115.34061769168238,436.7030711935307,48.0,343.6114957550113,30.940411597778986,221.80984973143455,24.0,525.5383966621691,206.80170930335635,446.3089177906106,72.0
HbydnnT1hUP3WagAy2TJAc6GqVs2,986.0377062105832,265.53949208990343,221.96681059039335,48.0,459.0390524244846,5.0,358.1385584615658,24.0,838.337912837935,301.17259755857253,239.39614663173572,72.0
HyQM2xKwwuVfqidmRYF6TiRk90C2,637.0252143381102,62.43600649875419,291.6066289986202,48.0,418.65805331369165,5.0,187.30896492566546,24.0,518.942515707788,105.39207366451532,302.13492192459836,72.0
IaTJhUGICmO9xcL3605RW8QHneN2,879.8612966604386,294.2875305267778,347.4509791070204,48.0,328.02953690808545,5.0,215.25077908979895,24.0,327.9070316549499,5.0,671.4307858400645,72.0
JOBWLirr6KYf3GXJ3jPFKmd48S93,804.2912517049061,226.4689608607622,485.3593528845268,48.0,305.0883126487638,5.0,470.0853697133379,24.0,561.0500741004431,207.18492667065345,557.0936756430202,72.0
JntnHLHjYhc0xJJQALM3h9R5Ozv1,1178.3042854935638,405.3836327471662,269.7756299120635,47.0,559.9790526263263,203.46799303094292,152.46273671151997,24.0,673.4281308658598,283.13658396067103,525.9954710387298,71.0
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,904.8599733147931,141.33006795904134,294.980743013875,48.0,465.9425411879124,100.62026276453102,107.88487855342132,24.0,674.5124609667616,266.5252153536466,316.6578520943673,72.0
JvrZiMHtAfP6gvQtlevYWafKy0z2,889.8223434135537,142.7005700645154,243.77744356253933,48.0,456.5612808465216,64.7620966550011,5.0,24.0,764.7813052623729,357.94049422987297,144.8145895215867,72.0
K26uNuY0VNPjJNF26wEx3bFg0kr2,745.9126561782241,227.17918348152213,329.873826926825,46.0,430.4998440766222,41.10468125733583,132.79707752252284,24.0,425.48449797653734,38.35356439367665,474.533708520973,70.0
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,894.8729531064274,169.79014582930674,191.8408222422404,48.0,369.1834607753407,48.80071120239569,144.77847033351247,24.0,750.2361804074003,319.0963263476363,145.54098580133592,72.0
KtKj6zUKc5Oogd2itg2jdwkchnf2,575.8337031531888,57.78268533096296,267.79661165257124,48.0,326.412516834479,5.0,111.61878004732168,23.0,443.10017534602895,141.6851550114906,269.12387089607506,71.0
LSLmd8jENtONZFVkIpRDX665Bu73,367.46198321982706,5.0,915.3015237245494,46.0,255.16798326222352,5.0,460.74186175888025,24.0,353.62677053398926,56.51495516574645,734.7903809666439,70.0
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,758.9783984333607,92.15785163829112,173.64954027106205,48.0,382.7708530193689,48.783013659957795,68.6340435559232,24.0,621.3729596471475,237.32409102699324,150.84280105901084,72.0
LliUMEIsrCVZ88YFQfevan2Og4z1,562.6537005476704,94.76370135099701,325.0911282693572,48.0,382.58284875333663,130.51944335563758,154.59236622775663,24.0,472.7729568957945,155.36483734548156,298.11892055170057,72.0
M4Km1Q2P2oPliChDQkwl6k20FUI3,668.7387810431519,25.465986707761648,481.50726457078235,48.0,451.4011816432494,101.34469028950248,169.03213937429945,24.0,536.4857335936217,151.08783853647347,437.1700998047393,72.0
MMSYeiMQi3gMr4PrXQcpXzFiegj2,994.9167298273649,192.42720991121269,440.97270315036747,46.0,536.3835273420763,171.06292971606652,234.4111410357913,24.0,774.2263990604562,307.0891645776127,433.6885826332523,70.0
O61Eik2zvrSQLMNpFbTNEgjWwMr2,1549.7044321548103,377.95751516342256,36.067692458018286,48.0,690.1783606061203,162.1278614506862,5.0,24.0,1222.507857399909,526.2153443907529,66.41634152312533,72.0
OExlWyngGfPrScDYjaRcv5PIAet1,695.3352506538512,77.7355252643538,539.7108316589075,48.0,273.50567845943925,5.0,283.30475545151074,23.0,478.7775529894202,211.75152083672324,536.55951394467,71.0
ORuVuFPU5idz3fMoXTGsbwToW2j2,416.0971258073336,35.49240057204923,211.38869046765356,48.0,408.4260091856761,86.42193772948403,141.58585230125982,24.0,411.0784434229236,61.772286332897565,190.57933158442586,72.0
P8mTl71XaYNvFMTCvlKpzzUdc9W2,1127.7650756191354,178.51340146983802,317.5453400317613,48.0,418.73151016894997,5.0,311.9978405703599,23.0,866.8373566272337,383.41268262547544,347.0100877768591,71.0
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1435.9507341821347,353.93097356568387,232.46250296605595,42.0,532.4642405373608,76.48395433758282,614.0446288538682,23.0,1260.6900872029935,513.637794087634,223.0129818086304,65.0
PLreonkqaMeFc0UqxKUelH44UQu1,818.9454137649441,160.40289257239067,250.41216445119107,48.0,293.4169826095255,37.05572381896341,203.9412856639,24.0,701.8933211620505,331.542727840981,176.81408558229134,72.0
PkpTH7pWpEOG9A86xSloOSozwTk2,1374.5223586397128,325.15349787111523,325.6125832750323,48.0,676.3551820757839,50.8597290792366,444.44757155683976,24.0,1199.9038465912117,430.28181826588656,307.13428653081434,72.0
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,684.7721735411501,81.38806453776,488.5909954942414,48.0,286.4197240951331,47.856146274326655,194.23199840908777,24.0,476.841069533704,227.41452099175055,465.6205929709129,72.0
QbOEVCaZLUMOgltUdXm58oZOALv2,1007.33272636689,192.67526052215987,171.15813508039253,48.0,570.400304991918,74.29276231928435,176.71665690398686,24.0,877.7807564337004,270.9227578945229,156.90854263887263,72.0
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,1819.440367042352,452.3692869706288,131.0474997998994,47.0,804.1921559727097,5.0,593.358720532051,24.0,1674.3690730737483,540.1607339731884,89.09600258200322,71.0
QreA2rLiUhV3YHeMfuHMPdGbpJ53,830.921209542157,87.64404223809993,428.651646242899,48.0,309.02589860855204,5.0,377.89926527252004,24.0,581.0521986162502,175.36033261496684,487.646294467547,72.0
Rc706mP0TSeIoIpMYH1SpRXjOxA2,1027.6178868030095,250.58451452202138,350.24828381489607,48.0,384.4729395133747,104.07771229374804,280.8463684976671,24.0,832.6543310465444,404.3523528919911,307.71523321669133,72.0
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,741.8387765608538,63.015491481837486,510.733327599429,48.0,409.3682392150759,5.0,383.42993071828073,24.0,610.6648159154704,164.16394339831822,488.63086791640984,72.0
Ru3Qf6pXZua1DfNkQdhbor6iJ403,879.2474791153967,114.75821398975363,452.6163175281629,48.0,579.375044190712,71.44285136917328,291.4403224748486,24.0,730.6859035031634,160.19112187172567,447.49476961398005,72.0
SOhR7IO689NQCPQu56SjATO8FR92,1472.8178979471127,357.86688996919395,189.7072044787853,46.0,483.9777763246842,169.3073391727964,540.5817470182064,23.0,1438.9575707868562,535.2534685954575,11.3025315184289,69.0
SPCT9D90pRa1ihXS5jEw6vCmquI3,773.8192293617967,240.94224728389227,325.97297470366186,48.0,309.0865536660081,5.0,197.92505294521945,24.0,309.1776028662716,5.0,593.0291636865336,72.0
SdDjNMBD2ZMTEwUphkohi2cZwUx1,480.5521805855862,90.09559113619056,355.83004093628875,48.0,330.39829943595885,5.0,94.82332480974638,24.0,328.3986065440549,5.0,370.9363735426925,72.0
SpSfX0ZcfcPLdlOENlfdfvEPwru2,944.6913119533701,112.87591444899913,395.56626098885306,48.0,511.85558945592044,140.76845097775126,9.539564162182634,24.0,714.9101916782923,364.7173547722356,352.40099279700354,72.0
SvtOrPatsnWjicxtyndEzSdO5Wp1,758.0294271652341,111.58685130664456,415.44398537246195,48.0,343.7374866182388,34.455508576012356,349.7991593184926,24.0,630.1203501360761,229.24374085116224,383.381857707169,72.0
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,894.0184838837872,203.28590482353152,512.8975866786066,48.0,486.78045031895505,5.0,395.2859509758756,23.0,645.086137204757,159.7445688173598,591.8205880963112,71.0
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,596.9065653719186,89.72950861380879,189.70485625466205,48.0,273.6797543589075,35.10620445456045,130.9546880515078,24.0,470.3922200219669,179.65990538154648,188.89258548676614,72.0
Ub7nV8F55kPruh35ZpUcKoBUyn63,1360.4140231173892,319.4857124125203,345.78908170086976,48.0,523.3362792834362,5.0,440.3315016741728,24.0,1044.3715739493157,415.74314752328405,414.3327746739025,72.0
UbqFccqQZZgcqJIqCn3ErH9zQdM2,544.8900953552537,92.47499715725331,412.4314711361702,48.0,229.82052006003335,5.0,194.0377054972462,24.0,335.65145190822983,115.53638560155501,443.8719853362946,72.0
UbwuSMtBsHdW3Ji41opk3GInMqi2,640.2935657232238,65.91969889837856,397.51413733923977,48.0,367.7699322815538,5.0,257.68777694801616,24.0,502.84715098174894,66.28140235075925,397.5262414525185,72.0
Uryn3G6dNMRdHjTi9jSNnuXQYTf1,1142.6281570005,182.51672156188002,447.56722031680835,48.0,603.7173481027319,46.93487007933171,185.28804181963503,24.0,802.8482952574748,259.3658962097986,520.2595011851645,72.0
VwTymW8T68MfpnJvZ2X97ILqDWS2,723.0236348421024,88.43747555694452,770.9104824820381,48.0,491.4817297183287,47.14253073741962,376.63907225626474,24.0,543.5960125773003,76.96040440917291,741.7226093183097,72.0
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,1506.772401248995,418.38166650446084,25.017113424507983,48.0,489.6906021337925,158.78432645649323,413.37558468406684,24.0,1220.5113195572073,505.1514140170772,101.5156624126639,72.0
WbOfW9KmUkPQK8o5hlHJnJFdpp92,600.2456739972897,55.82288615299513,141.36501697675862,48.0,352.75011316966504,52.5560039688683,104.308506342618,24.0,512.8423095638825,142.66835139459477,133.91625536977784,72.0
WcTsIpSoEhYeIBSNjAbbdaNSBya2,805.2318695185695,103.75585952857574,465.1009462830094,48.0,460.3032740215755,34.72817005426309,133.35659659342946,24.0,412.22780190183147,5.0,632.4921769668783,72.0
WeHQDy9BWldTlaQDVVlsJNCqwxA2,1004.6847589077171,184.99747916600595,325.7513567178822,48.0,389.21754941535073,81.74598701786952,171.15926242806214,24.0,789.6269035153548,389.682838083156,284.12055273296926,72.0
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,1179.9177518770125,288.2048555737491,9.05145170822574,48.0,364.1423980381234,39.16432038691027,166.16300111215423,24.0,946.9510608573266,399.4049616593729,22.473603943275993,72.0
WnC6Uscb5VMIr43GASKiUCO3AYH2,562.9245091513111,79.00458212811053,462.67814332272235,48.0,245.40075296311133,5.0,172.68924366776213,24.0,245.080584399535,5.0,578.0217114696593,72.0
WqoZv41KTtTCuPKBPyClregrKAi1,1316.8991285328782,469.5733314589459,159.4368565923583,47.0,334.7765902941852,89.64069102580928,367.1520589830155,24.0,883.5611236794765,492.47228970650445,330.8514350447061,71.0
XehZHBpwr5MYzUXkj0FAYCsFG922,930.2207093593285,133.38823891424903,513.316610696711,48.0,473.61041717865874,5.0,348.62233663751647,24.0,648.9929884127862,216.68265887719403,587.4168746767,72.0
YEU5ox3jteVINfdSTg5ymqYcS9o2,593.8995621089679,95.22723926759987,327.89674786077785,48.0,338.68016035841765,54.51026268219634,109.12293369981384,24.0,353.3259527958125,70.68560178406288,410.48521000403815,72.0
Yco8O7tmHlbsUBfKW2ywcZByGO32,973.5254420300828,308.5251990884714,356.5230962486345,48.0,612.1924102292039,150.57274053486134,234.5098793279628,24.0,666.2904594472019,165.95960227765838,502.63043208027466,72.0
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,722.3258018679395,94.65101219783418,379.8359086901728,48.0,471.8350097105963,108.15713774044085,84.92914133406781,23.0,536.8082400603456,165.86873950949393,388.68381953204954,71.0
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,890.6005192604001,5.0,592.9197804042777,48.0,547.1636397303971,5.0,266.2218400341389,24.0,750.9453349549502,223.3227935426658,509.17960212279434,72.0
aM2995jJmJWvr6cneaGH58HauIg2,1240.364981808352,273.4559445005535,10.999879104976616,48.0,584.5367327269117,132.35528387593075,40.436811821154876,24.0,1014.7873158525709,377.713019312528,27.675068999248285,72.0
afdTz6deeYWf1qKNdUpKAYKN3hz1,787.8323838887371,201.35076742483005,599.2201677280973,48.0,522.1071929728632,19.46657269197849,363.7337915729781,24.0,540.7541978466105,29.322134610495457,679.1244726898129,72.0
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,728.5306384269132,86.8780106681656,566.6807673198875,48.0,536.3126919635661,5.0,182.35306454898793,24.0,536.216943947256,5.0,566.7840395570702,72.0
asKxydfXDkZAk89VaD4hwVovkzJ3,1349.3593603675697,363.38429038442985,230.14892749127912,48.0,566.064237105059,118.37676467986995,212.3562689814247,23.0,1062.0151338417777,470.3062392151228,258.0238086483302,71.0
azdL1gX79EVd9iepyCAVQrqIaQF3,929.8472224498482,130.61150715549152,254.6281118023289,48.0,356.85792466214707,5.0,192.12108251115367,24.0,847.5509410116409,382.39205724494855,125.0544906476759,72.0
bXpFswkI7TfIfL6G4FqWrbaxTGx2,528.5874781089641,93.22352624321375,250.50004964048082,48.0,197.28011552757127,5.0,244.99639096482173,23.0,385.320633571552,130.06357511682455,284.670869690784,71.0
biQ16yPcCKSkJQhSxUKcDc8gm8I2,948.5074294962784,150.66673713226155,353.626770113789,48.0,682.465115577402,58.424692088602825,257.9168354728711,24.0,753.916376570491,94.18216146708096,427.6106386333884,72.0
btpcu1rB1JeSTo2upeHGPdv8kYG3,835.3810490249472,262.6577606478165,468.12694926029525,45.0,397.20280300797657,34.58073241726145,557.6463016067264,24.0,519.7779710936928,114.4454568725045,662.4474495245654,69.0
