gender,n,t1_rt_sd_r,t1_rt_sd_p,t2_rt_sd_r,t2_rt_sd_p,t2_rt_sd_short_r,t2_rt_sd_short_p,t2_rt_sd_long_r,t2_rt_sd_long_p
male,27,0.3598769480339689,0.06520933772731007,0.4153024872354723,0.031221692677554584,0.3177971831298354,0.10622862838743367,0.5190634476127525,0.005531628888690654
female,44,-0.05608122744035252,0.7176686981874364,-0.120095616508366,0.4374494827199366,-0.07516831190871233,0.6277167312502905,-0.034438344873265636,0.8243703050259488
