outcome,n,model0_r2,model1_r2,model2_r2,model3_r2,delta_r2_dass,p_dass,delta_r2_ucla,p_ucla_wald,delta_r2_interaction,p_interaction_wald
Stroop Interference RT,197,0.009775747316577044,0.012987157229556012,0.01411648132280885,0.021429411431375556,0.0032114099129789686,0.891363825253363,0.001129324093252837,0.6413754671132256,0.0073129301085667064,0.2361477580683706
WCST Perseverative Error Rate (%),197,0.0022551151733318786,0.0344507128099254,0.03449047299188868,0.03449051836377959,0.03219559763659352,0.0987021509955256,3.9760181963277574e-05,0.9296081616219352,4.537189091102789e-08,0.9976252875695171
Stroop Interference RT Slope,197,0.009046040276356693,0.038803132839614785,0.08700887007571823,0.08714525047803745,0.029757092563258092,0.1197354081665231,0.04820573723610344,0.001792736770005826,0.000136380402319225,0.8667335045513753
