gender,mean,se,ci_lower,ci_upper,significant
Female,-0.0024844467745193883,0.010770559613361494,-0.02639317180766852,0.018340191718242912,False
Male,0.000609261456556299,0.01742979475947124,-0.039233157478260366,0.036259639764199166,False
