path,female_beta,female_se,male_beta,male_se
UCLA -> WCST Perseverative Error Rate,-0.5943385816759932,0.4238998142093616,-0.45236629968426334,0.4533661435119218
WCST Perseverative Error Rate -> DASS Stress,0.0034072836493343633,0.015075712254292299,-0.007800668017364216,0.028395061142015978
UCLA -> DASS Stress (direct),0.4471699722197377,0.08891788249654729,0.630861133280124,0.09338042760480862
