predictor,beta,p
Intercept,3.8945229329582647,0.7898632088072381
C(gender_male)[T.1],-67.16530312888166,0.010843222923739433
z_ucla,-0.9821719990669469,0.9561630925783746
z_ucla:C(gender_male)[T.1],20.47962670602701,0.46755535044749696
z_dass_dep,4.493443060393319,0.8536484149175969
z_dass_anx,-15.226318753045105,0.5130845597028832
z_dass_str,-3.149915135637605,0.8862501088188651
z_age,9.316447050004541,0.20289473306151706
