participant_id,ce_after_congruent,ce_after_incongruent,cse,n_trials
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,271.1333333286975,184.4106060471197,86.72272728157782,105
idP8RVfm74N86O0dszLXANIpjXv2,43.55499997884044,-41.55238094216293,85.10738092100337,105
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,473.8671328670994,384.565217391269,89.30191547583036,105
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,261.87727271471977,116.5378623026005,145.33941041211926,105
jzdk8E3tVXTXIozlfK5oeEb7wWp2,-52.55000000979214,82.68333332879206,-135.2333333385842,107
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,20.992307662963867,82.80731222846293,-61.815004565499066,107
kI0YdycDU0X5hcoEPjEON3Ionyd2,137.16833333174395,116.50683333585653,20.661499995887425,107
kR2rCtaPyPaj7YMizKUDn5xL2qx1,357.06794871799696,275.5428571428889,81.52509157510804,104
kgSRatooJJfDaMZ2yIURqb8aJuE3,351.5517482484554,109.26956521752095,242.28218303093445,106
kxerHPSL3bQjD74HhiebYf3blPr1,194.25714285714946,101.46703296701287,92.79010989013659,106
lHDkoPQu5reNCO45npeYSS9eLQl1,129.4041667381922,96.01057693285827,33.39358980533393,105
lpzDdvuMkKWkPxu6xeclmdctEp42,84.6884615127857,102.19460868420799,-17.5061471714223,107
m69r9GQTk2b51mvxrFLt4fZeJi52,235.3666666666619,113.433333333331,121.93333333333089,105
mUZzgdWKnPb2txOkJg9FHgqX5792,58.53615386027559,163.17447550980364,-104.63832164952805,107
mg2WZiRBn4NQDKiMK43Y8dBqyG53,96.4999999999884,139.68923076922658,-43.18923076923818,106
mweMgSlGM2VxThhwnupYxYzUbR23,25.67777777777519,142.49027777779668,-116.81250000002149,107
mwsliuPsLFhRFjtjQwYkqcCRDvi2,15.122222211625854,-58.796153838817986,73.91837605044384,106
nT1qJOiMyDdJ9ui4el195A8Hsgs1,11.940000009536789,150.6884615410229,-138.7484615314861,107
ohl9pXqpeSMfepC3w9h0tW5SbJw1,-10.17348484858394,410.0558333333054,-420.2293181818893,107
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,66.26923076921287,52.580267558589526,13.688963210623342,107
pRQimOpZtsekBI2I1kbnD3pycmo1,182.23418805843744,91.58840578631316,90.64578227212428,107
pcbRW89vVJcviD87V3uxyG4I9st2,18.93499999999915,100.80679117147304,-81.87179117147389,106
q0Atnpm0jZS5swcVmq0EMalQUKw1,169.37777777778183,36.730769230768374,132.64700854701346,106
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,192.39159663034093,27.491163793822807,164.90043283651812,105
qnR5PLX1v3fPi6SwTJMwGcadwyD3,200.47516339919935,438.6197894767712,-238.14462607757184,104
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,62.80915032679695,117.37037037035964,-54.561220043562685,103
rFV2EUbp64f5ORSh7DqwmCQmeqT2,-103.09318182075572,80.23101852144362,-183.32420034219933,106
rNe3cRPepZUXbJhmmfQZiGsVzX22,-19.9522727355361,119.3514999992152,-139.3037727347513,107
rUuJv5gl7dWVo7UPQWMx4bohxhK2,456.6076923076646,366.52153846154965,90.08615384611494,104
ric6cNjG25XmZJCiKZDOxzeezao1,118.63846153854001,36.79981818182989,81.83864335671012,106
roaf78tUWxWSEjAUcUu8O7mrQbl1,132.53545454307027,85.93230770349498,46.60314683957529,107
sqfXvh6GJLaYAqr3RvHrixP8IOx1,102.7166666514945,-24.197023827405133,126.91369047889964,105
ssPK6ISW0HerTGke9hznqJ2LpKu1,12.903846293229321,200.38173918516748,-187.47789289193815,107
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,581.1802197917477,144.11071428401124,437.0695055077365,104
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,24.24500012397766,119.9675585944517,-95.72255847047404,107
tv88wS5Nf6SjruozSmXJxQSmx6J3,441.2888888965049,384.13671329492445,57.15217560158044,105
u64Uf920g5VD9Byq26LT2rs5o4t1,160.61428570747375,47.37639751888457,113.23788818858918,107
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,35.025714284181504,64.95384615244882,-29.928131868267315,107
v8nNKiWvPdcjiHXZci39OuFTY6M2,176.82235293177996,202.83290598318604,-26.010553051406077,107
wdppvL4tIkVlGjou6aYzzjlaZXB2,-135.0535353539192,271.827257524802,-406.8807928787212,103
wkhxvE50megJGMA1EiROSZIJWNq1,74.27777777694996,172.0324074100979,-97.75462963314794,107
xBGZhFOeypWnqzSQClkrwV9z2vF3,77.40854700854948,275.0110367893061,-197.60248978075663,107
xHctBv4C2EU8rHYRouw0btT3GT02,246.44636363633913,214.88977272722468,31.556590909114448,103
xyAILKfYP2M8GqAai11x6NT7IcP2,224.75625000000582,183.0253703703819,41.73087962962393,107
y1EHXv8tUTa4BRS4fRio7bULYfA2,129.34999992940334,226.3643809954325,-97.01438106602916,107
yatBVTBMCSMp0wJluOCLzTFKMyP2,81.49999999968963,12.960144927866963,68.53985507182267,107
yfjd8LbAMrYeG54927d3GiKAyXI2,-241.14646464645762,245.72435897435741,-486.87082362081503,106
zw1w9FipI9RjJsuhHse6UZavBxs2,199.00000000001944,157.0849802371538,41.915019762865654,105
zxG9mUnF7uRkaOKSoCPsiRZzr372,275.56769232749934,251.4905594420601,24.077132885439255,106
