,z_ucla,z_dass_dep,z_dass_anx,z_dass_str,pe_rate,stroop_interference,prp_bottleneck
z_ucla,1.0,0.3957907490563426,0.13511620689769854,0.009016144019699518,0.0,0.019026985087458273,0.03481710081994023
z_dass_dep,0.3957907490563426,1.0,0.29809100093167723,0.2704194706608958,-0.15568716611809966,-0.0,-0.0
z_dass_anx,0.13511620689769854,0.29809100093167723,1.0,0.44958737856506326,-0.001182134777128208,-0.0,0.03293372545535209
z_dass_str,0.009016144019699518,0.2704194706608958,0.44958737856506326,1.0,0.024050188814575456,-0.03436502500786292,-0.13117214404248118
pe_rate,0.0,-0.15568716611809966,-0.001182134777128208,0.024050188814575456,1.0,0.04259492283699655,0.07751654153034536
stroop_interference,0.019026985087458273,-0.0,-0.0,-0.03436502500786292,0.04259492283699655,1.0,0.020732952918406426
prp_bottleneck,0.03481710081994023,-0.0,0.03293372545535209,-0.13117214404248118,0.07751654153034536,0.020732952918406426,1.0
