outcome,n,model0_r2,model1_r2,model2_r2,model3_r2,delta_r2_dass,p_dass,delta_r2_ucla,p_ucla_wald,delta_r2_interaction,p_interaction_wald
Stroop Interference RT,212,0.023264683734992908,0.028096423653265812,0.029457954936452535,0.03544842360167322,0.004831739918272904,0.7954331768548905,0.0013615312831867232,0.592353336623206,0.005990468665220683,0.2616588161543391
WCST Perseverative Error Rate (%),212,0.003943756608300597,0.030037852479571248,0.030298530984565586,0.030306895449350058,0.02609409587127065,0.13972926397242855,0.0002606785049943383,0.8146350254005204,8.364464784471615e-06,0.9665807368825629
Stroop Interference RT Slope,212,0.008570609027312659,0.03327422522418433,0.10078353224178893,0.10084706833205692,0.02470361619687167,0.15701422900105366,0.0675093070176046,0.00011926715626402399,6.353609026799045e-05,0.9045515443430726
"WCST Confirmation RT (ms, all trials)",212,0.01919543821310532,0.023754184183052196,0.054831143438873964,0.05699553711225569,0.004558745969946876,0.8104368104246961,0.031076959255821768,0.010107758540406584,0.002164393673381726,0.49458244248493644
"WCST Exploitation RT (ms, all trials)",212,0.05879124469168251,0.07390818732169957,0.07764125715787495,0.07816424449815829,0.01511694263001706,0.3416293483136096,0.0037330698361753845,0.36342963699620967,0.0005229873402833318,0.734056203347458
"WCST Confirmation - Exploitation RT (ms, all trials)",212,0.003295698809557046,0.0076975321464825,0.03833666967419436,0.039927471666743264,0.004401833336925454,0.8220483501480426,0.030639137527711857,0.011323009649545147,0.001590801992548907,0.5616162559412685
