Class,N,UCLA_beta,UCLA_p,Gender_beta,Gender_p,Interaction_beta,Interaction_p,R_squared
2,100,3.509977437694232,0.819429848911406,,,,,0.016017417853336324
3,20,-29.870200015895122,0.16256522425711542,,,,,0.814579384246716
5,41,18.68549201548214,0.40988092847793156,,,,,0.23030395294937978
