path,female_beta,female_se,male_beta,male_se
UCLA -> Stroop Interference Effect,-1.3053542628358121,10.177438772256693,3.9019193151596987,10.88300564301576
Stroop Interference Effect -> DASS Depression,-0.0009657255241513523,0.0007084243800796578,-0.001107246657838683,0.0008216053775034989
UCLA -> DASS Depression (direct),0.6828694745863105,0.10376383937689834,0.6538310082825015,0.09376383946080698
