gender,mean,se,ci_lower,ci_upper,significant
Female,-7.349784924936285e-05,0.011754732086677438,-0.027984673583225816,0.02310595800625271,False
Male,-0.006774097192029932,0.01571806525044187,-0.04679400528265129,0.017283540313273556,False
