participant_id,rt_congruent,rt_incongruent,rt_neutral,facilitation,interference,stroop_effect
GE4hogtdLdTFbNasENgtm6SO3hC3,1100.1514285743237,1267.263636362372,1228.1388888897168,127.98746031539304,39.124747472655145,167.11220778804818
Qv0jhW3sqicqQvd7LfReAsI7nD73,607.8138888867365,746.9666666669978,631.9249999986755,24.111111111938953,115.04166666832225,139.1527777802612
ORvIk1xRWIQmKuLVe6GXNouvAXx2,822.9888888862398,1115.5090909184833,970.1028571435384,147.11396825729855,145.4062337749449,292.52020203224345
80UJMJbCOMgs6YVpsMgXfYTzw6o2,699.3416666667908,773.4694444446618,767.8527777778605,68.51111111106968,5.6166666668012795,74.12777777787096
rUuJv5gl7dWVo7UPQWMx4bohxhK2,1073.5750000000019,1470.5088235294131,1396.134285714271,322.5592857142692,74.37453781514205,396.93382352941126
xyAILKfYP2M8GqAai11x6NT7IcP2,931.2555555555477,1135.3499999999897,877.344444444416,-53.91111111113173,258.00555555557366,204.09444444444193
pcbRW89vVJcviD87V3uxyG4I9st2,610.4055555555387,700.9916666666492,637.1285714285681,26.72301587302934,63.86309523808109,90.58611111111043
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,1007.9555554389954,1325.4457144056048,1058.733333322737,50.77777788374169,266.71238108286775,317.49015896660944
yatBVTBMCSMp0wJluOCLzTFKMyP2,956.4166666662527,990.2499999997931,926.444444444341,-29.972222221911693,63.80555555545209,33.833333333540395
u64Uf920g5VD9Byq26LT2rs5o4t1,684.308333337307,782.6083333376381,758.0138888888889,73.70555555158194,24.594444448749186,98.30000000033112
nT1qJOiMyDdJ9ui4el195A8Hsgs1,924.977777775791,1036.6666666666667,1009.8583333426052,84.88055556681422,26.80833332406155,111.68888889087577
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,599.3222222220567,817.0757575757576,678.2485714282308,78.92634920617411,138.82718614752685,217.75353535370095
ric6cNjG25XmZJCiKZDOxzeezao1,739.399999999978,800.658333333345,705.4800000000147,-33.91999999996335,95.17833333333033,61.25833333336698
kxerHPSL3bQjD74HhiebYf3blPr1,709.7777777777778,838.5999999999867,699.9166666666731,-9.86111111110472,138.6833333333136,128.8222222222089
2h5FgHUEvBS1twD5DqbTIRrMm1f2,720.041666665011,864.2742857081549,731.5944444470936,11.552777782082558,132.67984126106137,144.23261904314393
lpzDdvuMkKWkPxu6xeclmdctEp42,802.3500000172191,905.6444444523918,805.213888903459,2.863888886239806,100.43055554893283,103.29444443517264
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,867.833333333343,1276.5882352940937,942.9444444444315,75.11111111108846,333.6437908496622,408.75490196075066
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,833.6083333293597,960.847222228845,788.8638888796171,-44.74444444974256,171.9833333492279,127.23888889948535
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,1034.519444419278,1180.161111123032,1196.349999990728,161.83055557145008,-16.18888886769605,145.64166670375403
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,1146.9472222129505,1242.138888908757,1158.0666666560703,11.119444443119846,84.07222225268674,95.19166669580659
LliUMEIsrCVZ88YFQfevan2Og4z1,529.1333333333282,636.0199999999787,588.7171428571189,59.583809523790705,47.30285714285981,106.88666666665051
