outcome,outcome_column,n,model0_r2,model1_r2,model2_r2,model3_r2,model0_adj_r2,model1_adj_r2,model2_adj_r2,model3_adj_r2,model0_aic,model1_aic,model2_aic,model3_aic,delta_r2_dass,F_dass,p_dass,delta_r2_ucla,F_ucla,p_ucla_ols,p_ucla_wald,delta_r2_interaction,F_interaction,p_interaction_ols,p_interaction_wald,ucla_beta,ucla_se,ucla_t,ucla_p,interaction_term,interaction_beta,interaction_se,interaction_t,interaction_p,female_n,female_ucla_beta,female_ucla_se,female_ucla_p,male_n,male_ucla_beta,male_ucla_se,male_ucla_p,vif_max,vif_mean,bp_stat,bp_p,shapiro_p
"Stroop Fast Run Mean (incongruent, correct)",stroop_fast_run_mean_incong_correct,220,0.0036075724076792826,0.00486080118050225,0.02700738825632254,0.02700746641872398,-0.005575767938793774,-0.01839011467976648,-0.00040085432800629484,-0.005119645539148232,301.36654957388834,307.0896668342345,304.13831673771654,306.1382990646851,0.0012532287728229674,0.08983364930328437,0.9655756115530236,0.02214658707582029,4.848159164020884,0.0287488766536436,0.0193027440772587,7.816240144009612e-08,1.7030376435627998e-05,0.9967111898132697,0.9967572697401371,-0.09761480847949391,0.04140537508397715,-2.3575395291436063,0.018396496573972264,z_ucla_score:C(gender_male)[T.1],-0.0002765049963205646,0.06795460284781052,-0.004068966408939487,0.9967534434824796,136,-0.07017580669580786,0.0478761046120359,0.14270840170152618,84,-0.16117960809584878,0.08121005102937974,0.047175090089542675,2.6208301257176747,2.115888261384099,7.3904058854673815,0.38939275781393984,2.089602922774037e-09
"Stroop Fast Run Max (incongruent, correct)",stroop_fast_run_max_incong_correct,220,0.0005699846095872374,0.0061252749036321275,0.018379416253609837,0.03000858957971353,-0.008641351937789699,-0.01709609717805871,-0.00927186779558431,-0.002019428688880831,827.3301894259349,832.103917291869,831.3745302226281,830.7526479833382,0.00555529029404489,0.3987196417235697,0.7540577369833047,0.01225414134997771,2.659003031072944,0.10444302015563488,0.11051606942592687,0.011629173326103692,2.5416562648382333,0.11236816422894326,0.09411496219426468,-0.23959965258004398,0.14951155595862747,-1.6025493885325193,0.10903417530221976,z_ucla_score:C(gender_male)[T.1],-0.3519337338205417,0.20928252300629804,-1.6816202746655093,0.09264249654544877,136,-0.02663910333244568,0.18000277698196185,0.8823485014783731,84,-0.5996047333259577,0.25130892089957296,0.017036133528619435,2.6208301257176747,2.115888261384099,5.920952203381448,0.5490091756327891,6.051523784522239e-10
"Stroop Ex-Gaussian mu (Interference, correct)",stroop_exg_correct_mu_interference,219,0.005129210373847615,0.00867856039419257,0.012538137320233678,0.027524839800761036,-0.004082556196765008,-0.0145918959345821,-0.01540889652919386,-0.004737369305374939,2807.12886106094,2812.3461488234852,2813.491837573024,2812.1425954552424,0.0035493500203449546,0.25421002852989505,0.8582827529465122,0.0038595769260411084,0.8286196553456953,0.3637057674701093,0.3764708959013916,0.014986702480527359,3.2516966528414,0.07277618839025732,0.17066966124423893,12.550156018583245,14.160486379353964,0.8862800106132945,0.375466657874717,z_ucla_score:C(gender_male)[T.1],37.033954060883445,26.938843585438097,1.3747417903603814,0.1692115102365055,135,-3.9636219344611336,16.40605759602176,0.8090939755272387,84,36.56352608288922,30.692982296921176,0.2335489233047684,2.644415167319532,2.1398121207311944,10.961295014096748,0.14031624710170573,1.0096915621901192e-07
"Stroop Ex-Gaussian sigma (Interference, correct)",stroop_exg_correct_sigma_interference,219,0.002394457436733166,0.004330823906305126,0.004525776231107392,0.01911082719425583,-0.006842630920334214,-0.019041691964438723,-0.023648022554804804,-0.013430519770863736,2573.084796957255,2578.6593017796304,2580.6164173150846,2579.3840318610537,0.0019363664695719596,0.1380800195894302,0.9371669773063767,0.00019495232480226665,0.04151779309927109,0.8387371682094759,0.8356758033255749,0.014585050963148438,3.137404141613215,0.07795904116336741,0.1717269200919691,1.6507578288519307,7.94844672281579,0.20768307147527043,0.8354764364881553,z_ucla_score:C(gender_male)[T.1],21.381634351686234,15.591829722401537,1.3713358042235546,0.1702702992530496,135,-4.762909246881633,9.822418467999935,0.6277459440188735,84,9.743703231537983,16.414629729149063,0.5527805359276458,2.644415167319532,2.1398121207311944,4.919450421365593,0.6697925512422509,1.374737348012276e-06
"Stroop Ex-Gaussian tau (Interference, correct)",stroop_exg_correct_tau_interference,219,0.0029217248107273885,0.00871284760566493,0.010162197361852199,0.01779751194692425,-0.006310481441025084,-0.014556803858990719,-0.017852080071303122,-0.01478740471834361,2782.360881701373,2787.0852012247497,2788.764769489816,2789.0689195037958,0.005791122794937542,0.41478366530569066,0.7425587926603323,0.0014493497561872681,0.3104166637127709,0.5780123548268203,0.5987121346003655,0.0076353145850720505,1.6402436331062709,0.20169801106432572,0.2511346853774401,-7.2598249314303915,13.774534851361205,-0.5270468302392783,0.5981610682919197,z_ucla_score:C(gender_male)[T.1],-24.95288592659673,21.68388950082099,-1.1507569214301692,0.24983225179974133,135,6.616190079540532,16.9180252758022,0.6957429637311303,84,-29.684075965827414,26.426610323480762,0.2613251322157708,2.644415167319532,2.1398121207311944,10.114611964942696,0.1821710229265099,0.04613179723260318
Stroop Delta Plot Slope (correct),stroop_delta_plot_slope_correct,219,0.0019100913375466044,0.004269207080653703,0.004415867815922736,0.007286350130831232,-0.007331481890809455,-0.01910475519444832,-0.02376104158551362,-0.025647278063880563,2944.6196615558265,2950.101413763102,2952.0691549770336,2953.4368190468913,0.0023591157431070986,0.16821536398359807,0.9177409334270554,0.000146660735269033,0.031229983355430233,0.85989698491274,0.8535635237612621,0.0028704823149084957,0.6101172966902387,0.4356191383303861,0.4065660770817364,3.3431997607324555,18.091026628980224,0.1847987861217862,0.8533868599958886,z_ucla_score:C(gender_male)[T.1],22.1488204408591,26.633482896568626,0.8316156218424097,0.4056259414755311,135,-1.5168593629243396,22.878541907490675,0.9471385644486183,84,13.036510530316399,32.615471210784314,0.6893750825590013,2.644415167319532,2.1398121207311944,6.90417702433097,0.43892473246783814,0.2380798959729119
Stroop EZ-DDM v (congruent),stroop_ez_congruent_v,220,0.012933949751755214,0.01828375643155289,0.029573445761545192,0.02979361102528555,0.0038365668001585362,-0.004653538978924843,0.002237486487222551,-0.002241505591803916,-2242.0858487678806,-2237.28147143279,-2237.8261206726165,-2235.876038776295,0.005349806679797675,0.38872693169642675,0.7612359140803504,0.011289689329992303,2.477986424408443,0.11693411576293014,0.1208353073537927,0.00022016526374035728,0.04810835760654498,0.8265992159421414,0.8276428824083777,-0.00021615942123806884,0.00013878574321269456,-1.5575045118776798,0.1193507501986053,z_ucla_score:C(gender_male)[T.1],4.551445087666838e-05,0.00020878690722364547,0.21799475590638853,0.8274331973568345,136,-0.00016789388761326675,0.0001755128844917029,0.33877418800747827,84,-0.0003225934579788193,0.00025048495306106435,0.19778927210127917,2.6208301257176747,2.115888261384099,7.646696364163423,0.36477577611619394,0.11145102082659719
Stroop EZ-DDM a (congruent),stroop_ez_congruent_a,220,0.007906058835040142,0.024238893128265437,0.028167825535808988,0.029806772353975663,-0.0012376641250055886,0.0014407364256547872,0.0007922713255501534,-0.002227909690940111,638.7606509148391,641.1086481311672,642.2210230705468,643.849690764381,0.016332834293225296,1.1940171674314195,0.31297760550453557,0.0039289324075435506,0.8611184366973487,0.35447624087161234,0.34764343520906005,0.0016389468181666755,0.35813146860896344,0.550184642478962,0.5279320707460549,0.08870691469670372,0.09424381463596805,0.9412491953912148,0.34657717138601907,z_ucla_score:C(gender_male)[T.1],0.08638619804418624,0.1366420147153483,0.632208169823501,0.5272508595182726,136,0.012619337567625566,0.1103331453542569,0.9089406455018347,84,0.21497893452594252,0.18073284482085442,0.23424902990133867,2.6208301257176747,2.115888261384099,4.472966808815146,0.7239700350942595,0.015789292458941468
Stroop EZ-DDM t0 (congruent),stroop_ez_congruent_t0,220,0.07539899284772622,0.07955783521549786,0.07965130635924933,0.08144359880759922,0.06687732457904172,0.05805217715978517,0.053725991045425414,0.05111390631539736,2713.456751860633,2718.4649627422195,2720.4426205499503,2722.0137735533317,0.004158842367771642,0.32230606142483986,0.8092388750194915,9.347114375146681e-05,0.021632402758463367,0.8832083277105678,0.893598433817981,0.0017922924483498859,0.4136555997616874,0.5208149251979692,0.5879620062624462,-1.582164110036036,11.814935207314123,-0.13391221215132737,0.8934719933667752,z_ucla_score:C(gender_male)[T.1],10.446214082237397,19.2514651211539,0.5426191729562903,0.5873920352802535,136,2.211024308887474,14.268044746959527,0.8768501942754783,84,-14.732806104934241,22.990360992734118,0.5216361615622864,2.6208301257176747,2.115888261384099,4.63620521992977,0.7042598505619353,0.0003226399607332111
Stroop EZ-DDM sv (congruent),stroop_ez_congruent_sv,220,,,,,,,,,-inf,-inf,-inf,-inf,,,,,,,,,,,,0.0,0.0,,,z_ucla_score:C(gender_male)[T.1],0.0,0.0,,,136,0.0,0.0,,84,0.0,0.0,,2.6208301257176747,2.115888261384099,,,1.0
Stroop EZ-DDM sz (congruent),stroop_ez_congruent_sz,220,,,,,,,,,-inf,-inf,-inf,-inf,,,,,,,,,,,,0.0,0.0,,,z_ucla_score:C(gender_male)[T.1],0.0,0.0,,,136,0.0,0.0,,84,0.0,0.0,,2.6208301257176747,2.115888261384099,,,1.0
