outcome,outcome_column,n,quantile,intercept,z_age,gender_male,z_dass_depression,z_dass_anxiety,z_dass_stress,z_ucla_score,ucla_x_gender
Stroop Post-Error RT (ms),stroop_post_error_rt,135,0.5,1216.2359549241855,89.69105896856402,-192.95935124061947,-48.422233928579686,38.61460048868828,-121.93371494900602,32.750494417155345,141.33113432934078
Stroop Post-Error RT (ms),stroop_post_error_rt,135,0.7,1491.835414054289,70.30892242841637,-191.34224689810975,79.32781418363366,-13.171016543458126,-122.09245290678784,33.12004731239478,-30.273870000851023
Stroop Post-Error RT (ms),stroop_post_error_rt,135,0.9,1784.491612874437,-45.70894677584279,-152.3029595478735,-105.6577608470174,-16.407320674222415,-126.19924465833864,304.48428038816894,-112.4095718107084
Stroop Post-Correct RT (ms),stroop_post_correct_rt,219,0.1,738.4772086204975,10.291288200296629,-104.31481306399266,2.834273524916967,2.741683466146977,-7.181767855292828,10.633833661931403,-6.266219190817289
Stroop Post-Correct RT (ms),stroop_post_correct_rt,219,0.3,808.546128753927,9.25181499425862,-76.94332829495923,9.02760126554668,1.1779394638744298,-31.97247021783824,9.555179152935136,-1.2407150660587396
Stroop Post-Correct RT (ms),stroop_post_correct_rt,219,0.5,897.3885739003881,4.252745353417869,-60.999637912385175,11.975414587471024,-43.25308169689147,18.509273676948187,-1.964081903108811,15.263502834836816
Stroop Post-Correct RT (ms),stroop_post_correct_rt,219,0.7,983.4152988531856,10.257655406232532,-44.94147322124852,14.035954465626787,-23.605288325142396,-3.155536286287981,-12.782628791977,16.94311142819582
Stroop Post-Correct RT (ms),stroop_post_correct_rt,219,0.9,1173.553600872592,27.623307051842573,-53.37383468149369,32.22894181713392,-57.74313048400031,-20.57343233161024,9.581048365215382,20.522896206472076
Stroop Incongruent RT Slope,stroop_incong_slope,219,0.1,-3.3046991221114026,-0.2259879147916882,-0.4471374292276804,-0.4529889544060561,0.4427294327600081,0.0454684414315928,0.0510845733502771,0.9001307790609827
Stroop Incongruent RT Slope,stroop_incong_slope,219,0.3,-2.059938723087932,-0.1973889689667662,-0.196681246788636,-0.377395488463778,0.0164553161613805,0.0662126042694048,0.0423298358282343,0.7953420690146291
Stroop Incongruent RT Slope,stroop_incong_slope,219,0.5,-1.0051746346036483,-0.1114445795449869,-0.2593255505624618,-0.3116226231479678,-0.0788425525437549,0.2735044058325834,0.1786801741832703,0.769247479400289
Stroop Incongruent RT Slope,stroop_incong_slope,219,0.7,-0.0067680160276215,-0.0365867541048469,0.0555272884128471,-0.327115158859579,0.3190962899084002,-0.2294764539955219,0.1986124559007595,0.565861379644327
Stroop Incongruent RT Slope,stroop_incong_slope,219,0.9,1.425398726171928,-0.1096781250612899,-0.1546432071397345,-0.5864939487396545,0.6383669560545121,-0.5850144892613363,0.010177307139533,0.8250113893127148
Stroop RT Coefficient of Variation (All),stroop_cv_all,219,0.1,0.2338177725959144,0.008260895136846,0.00442879307393,-0.0015665315558607,0.0019705463608252,-0.0017293050356902,0.0091538533436304,-0.0338830582120645
Stroop RT Coefficient of Variation (All),stroop_cv_all,219,0.3,0.2692268388751677,0.0032599682571169,0.0351930678238254,-0.0037251115879074,-0.0066700286398684,0.0045309349457607,0.0137372926867196,-0.0088045517649193
Stroop RT Coefficient of Variation (All),stroop_cv_all,219,0.5,0.2937657596704478,7.113295038280411e-06,0.0326953299421098,0.0015465120784964,-0.0034340460175948,-0.0034917656478003,0.0176003497036138,-0.0172697798743672
Stroop RT Coefficient of Variation (All),stroop_cv_all,219,0.7,0.3267582777310884,0.0025468870780345,0.0218982306897344,0.00222765445742,-0.0013593001276933,-0.0053900212004497,0.0088807882184506,-0.0169975368097715
Stroop RT Coefficient of Variation (All),stroop_cv_all,219,0.9,0.3883412420534963,-0.0022694358774471,0.0084343799046479,0.0062481429107008,0.002644419586095,-0.0252064383891441,0.0026893017979886,0.0013048626697389
Stroop RT CV (Incongruent),stroop_cv_incong,219,0.1,0.2357871037707276,-0.0045080241383526,0.0141211505194037,-0.0017914461931446,-0.0019097362947476,0.019594800180914,-0.0031947835445988,-0.0142059020096231
Stroop RT CV (Incongruent),stroop_cv_incong,219,0.3,0.2714750257136966,-0.0007427350963472,0.0179600957071553,0.0001025162599392,-0.0043266875261006,0.0057745375662,0.01207119015487,-0.0243127222441819
Stroop RT CV (Incongruent),stroop_cv_incong,219,0.5,0.2955773202918599,-0.0028334935230393,0.0346097942613216,-0.0022400370643653,0.0034678187641129,-0.0054820914745526,0.019332518384485,-0.0234396402120545
Stroop RT CV (Incongruent),stroop_cv_incong,219,0.7,0.3382358098132559,0.0007723931193646,0.0313155491947496,0.0089869517511053,-0.0037859997572957,-0.0134467609458438,0.0152514050277996,-0.013891612857262
Stroop RT CV (Incongruent),stroop_cv_incong,219,0.9,0.3975143367935925,0.0059578076117897,0.0244801565066678,0.0020280714152058,-0.0068857091568054,-0.0125941387198156,0.0064318669081045,0.0038941382411167
Stroop RT CV (Congruent),stroop_cv_cong,219,0.1,0.1843557550358933,0.0035695315149781,0.0098603869642131,-0.0081576350687415,-0.0027072021894652,0.0093347929745857,0.0199194929226253,-0.0309501496257371
Stroop RT CV (Congruent),stroop_cv_cong,219,0.3,0.229582053892161,0.0070649370572519,0.008776039727867,-0.0018878280699798,0.0019997308250838,-0.0061524421751254,0.0083978382640277,-0.0079951812388195
Stroop RT CV (Congruent),stroop_cv_cong,219,0.5,0.2602862877458573,0.009456286321103,0.0167613824615454,0.0015795686139798,0.0002450308631084,-0.0038220490927965,0.0042784776083338,-0.0096057582144514
Stroop RT CV (Congruent),stroop_cv_cong,219,0.7,0.3053861848573774,0.0133119001814684,0.0253167925098807,-0.0037288570326114,-0.0047309572150423,0.0021820238206596,0.0078989483510381,0.008861066228673
Stroop RT CV (Congruent),stroop_cv_cong,219,0.9,0.366053968421447,-0.0123032456348899,0.0204814857100592,-0.0113986149980189,0.0109026566116717,-0.0130884249174011,0.0101772031704303,-0.0028748813472249
Stroop Valid Trial Count,stroop_trials,219,0.1,107.03240093278984,-0.0494070366286236,-0.008591448703815,-0.2429677837062101,0.2144166301632412,0.0390727333110252,0.0808085619645912,0.2804730504844056
Stroop Valid Trial Count,stroop_trials,219,0.3,108.0,-2.5037633711604182e-14,5.180588131858959e-14,-2.845453148891306e-14,-3.7380627161657865e-14,6.145765956416845e-14,-2.5498129927537343e-14,-1.6674450448814454e-14
Stroop Valid Trial Count,stroop_trials,219,0.5,108.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
Stroop Valid Trial Count,stroop_trials,219,0.7,108.0,-0.0,-9.613916422465885e-14,6.510435678140881e-15,1.0205536293421929e-13,-1.5849008500335165e-13,-3.119848437067465e-14,-1.7701914598094291e-13
Stroop Valid Trial Count,stroop_trials,219,0.9,108.0,0.0,-0.0,-0.0,0.0,-1.5638862590526912e-15,0.0,0.0
Stroop Ex-Gaussian mu (Congruent),stroop_exg_congruent_mu,219,0.1,538.390873598575,6.281079604925976,-99.39515505036712,19.27948107787291,-28.59411836773185,16.18145557265826,-4.453065066409096,0.6721293629699494
Stroop Ex-Gaussian mu (Congruent),stroop_exg_congruent_mu,219,0.3,614.4866698164817,1.7516567384548976,-108.31140534616613,10.71127097401356,-32.25567282544879,21.067313443703117,3.032390161914196,-1.5746381025691327
Stroop Ex-Gaussian mu (Congruent),stroop_exg_congruent_mu,219,0.5,674.4403506239584,-4.747862304879986,-69.8515928964916,12.12259890904696,-30.760903809958453,9.984089789291383,-11.81525812410824,13.741774547226813
Stroop Ex-Gaussian mu (Congruent),stroop_exg_congruent_mu,219,0.7,752.809248639506,1.289956504905755,-100.42810262498436,38.03340994871621,-32.81895097484194,-9.24553225959257,-13.014672490890282,2.8607100118080124
Stroop Ex-Gaussian mu (Congruent),stroop_exg_congruent_mu,219,0.9,900.1846781194364,13.698624275180238,-129.49840911585585,22.26444443555405,-10.413167204331437,-46.1398307904401,-18.82533515678672,90.43207540409028
Stroop Ex-Gaussian sigma (Congruent),stroop_exg_congruent_sigma,219,0.1,50.12786526268606,-4.064762299509687,-17.398245186646733,-6.342319432768639,12.516650860368896,-4.71729470501785,8.377391556332297,-16.21229258641505
Stroop Ex-Gaussian sigma (Congruent),stroop_exg_congruent_sigma,219,0.3,94.918714048713,-0.0554563248738318,-33.05723895594633,0.3238766021461534,-0.5976528666237045,-3.332331068820185,2.6528027380112387,-3.710329450902258
Stroop Ex-Gaussian sigma (Congruent),stroop_exg_congruent_sigma,219,0.5,123.10175429206332,2.568994160837425,-39.56938383286417,-0.8423932927050092,-11.185296067066428,8.100703245137668,1.9821939998416405,-4.60011516028042
Stroop Ex-Gaussian sigma (Congruent),stroop_exg_congruent_sigma,219,0.7,154.63464131272164,4.640924522302357,-39.99472660533618,8.343817728858602,-3.5333922903118817,-3.6599135191399697,-5.052218267019949,-4.485019962415264
Stroop Ex-Gaussian sigma (Congruent),stroop_exg_congruent_sigma,219,0.9,230.2127988811958,11.281523917767675,-78.03427155392255,8.380604926627093,-12.216359632234544,-1.950052998797826,-3.701769344185688,-14.87667667217922
Stroop Ex-Gaussian tau (Congruent),stroop_exg_congruent_tau,219,0.1,31.22310691830881,-2.0789128702974047,66.04912808969416,-9.788384128098503,-2.1321919142491748,-2.2989080639533976,24.397791138919533,20.4365481331236
Stroop Ex-Gaussian tau (Congruent),stroop_exg_congruent_tau,219,0.3,119.11915176086308,5.135949363358107,21.84940915751184,-11.218367645162628,-3.668241120623696,-1.400217649298265,11.470054628350136,15.668830361798555
Stroop Ex-Gaussian tau (Congruent),stroop_exg_congruent_tau,219,0.5,164.29625561901568,9.271380310718978,20.587085606206166,-10.210074222466227,-20.05627148239124,16.918570101454538,16.32022363345634,6.39227692035252
Stroop Ex-Gaussian tau (Congruent),stroop_exg_congruent_tau,219,0.7,206.66040906595907,12.380969290669228,50.886305696763664,1.6089340720032237,-14.511309292551497,0.5823807071614585,12.01545161054951,8.363144522179372
Stroop Ex-Gaussian tau (Congruent),stroop_exg_congruent_tau,219,0.9,287.0077940198482,-19.974051177953367,51.06584906249693,13.90217892486043,2.164059544024806,-16.897273611243538,9.216452200833851,-25.703840516904556
Stroop Ex-Gaussian mu (Incongruent),stroop_exg_incongruent_mu,219,0.1,573.674841394172,7.07772719915037,-112.40782587519593,-3.071614157508977,-34.747079964264486,18.92587885817934,-2.698686034902089,24.356290901104494
Stroop Ex-Gaussian mu (Incongruent),stroop_exg_incongruent_mu,219,0.3,649.8159605422095,15.421218603401709,-109.61739720311614,-7.517262476824837,-4.137074873510668,-4.114543077835674,-3.2791894276048965,27.802872265161422
Stroop Ex-Gaussian mu (Incongruent),stroop_exg_incongruent_mu,219,0.5,764.4226251853992,8.269958628640882,-134.28248715232152,19.055708159832182,-26.664273715802963,-4.0676440241846095,-25.017428142212257,25.910767578263684
Stroop Ex-Gaussian mu (Incongruent),stroop_exg_incongruent_mu,219,0.7,843.2737507988403,15.148291334733482,-118.17092085370211,28.46103200427235,-37.13868353566129,-17.640051310450147,-35.701388769385545,63.32934472233427
Stroop Ex-Gaussian mu (Incongruent),stroop_exg_incongruent_mu,219,0.9,1030.7607290929352,26.679969782328502,-81.04271030873927,60.25852115834116,23.936533198655173,-52.91202494650499,-81.46315883947562,102.1783393663528
Stroop Ex-Gaussian sigma (Incongruent),stroop_exg_incongruent_sigma,219,0.1,65.92096748557205,11.509924557495514,-40.89320090620312,7.854952506861445,-24.794759133254644,14.438178334907688,-8.412010680223101,8.914599024299735
Stroop Ex-Gaussian sigma (Incongruent),stroop_exg_incongruent_sigma,219,0.3,113.90113885897296,0.5814151808552069,-38.60717339806763,12.869608610860585,-10.380832625574929,-4.189688540672958,1.4403219466524395,8.472009905377906
Stroop Ex-Gaussian sigma (Incongruent),stroop_exg_incongruent_sigma,219,0.5,158.17456672664156,3.171976662532956,-25.046882430848868,10.784810331122436,7.855532180523842,-2.5800676793871653,-15.34336579989938,12.146531923825997
Stroop Ex-Gaussian sigma (Incongruent),stroop_exg_incongruent_sigma,219,0.7,200.44003409763363,7.2404138366958435,-40.178372177540936,2.291872955005846,6.349713021351912,-5.401710102211456,-3.704040529456417,5.608862206095417
Stroop Ex-Gaussian sigma (Incongruent),stroop_exg_incongruent_sigma,219,0.9,273.26085750907447,13.703370833976482,-19.32630092704076,7.95547977530719,-0.072058468209852,-20.897000319382165,-5.07223132013724,42.74009257853705
Stroop Ex-Gaussian tau (Incongruent),stroop_exg_incongruent_tau,219,0.1,44.837180170408615,-18.19449907985951,37.22012828135349,-9.634131393684202,-19.59804589799015,27.89376627935418,6.299572801849437,-1.062380375557901
Stroop Ex-Gaussian tau (Incongruent),stroop_exg_incongruent_tau,219,0.3,173.59162531219283,-7.571982907045935,29.638645052714143,-18.8689625182648,-7.504206879217988,22.51059168734332,19.752172413055963,-11.2779706923586
Stroop Ex-Gaussian tau (Incongruent),stroop_exg_incongruent_tau,219,0.5,235.3469217759351,-2.3734882671262243,19.334785336657426,-7.973626424955051,-11.43728041694378,11.353039994693248,24.683663096003475,-21.42883495954307
Stroop Ex-Gaussian tau (Incongruent),stroop_exg_incongruent_tau,219,0.7,305.6310885969167,3.5029509899817146,13.553000510506504,3.3179903510154203,-22.251299409745236,11.632605192470546,21.44158253665781,-20.772649316247914
Stroop Ex-Gaussian tau (Incongruent),stroop_exg_incongruent_tau,219,0.9,386.0451006506778,11.441795760607718,33.211844687981284,-23.001845244547333,-5.956305813264788,-14.709102841153166,70.53202707640787,-69.06681482751794
Stroop Ex-Gaussian mu (Neutral),stroop_exg_neutral_mu,219,0.1,540.6001027256629,31.499736792740677,-83.80153125481813,-13.070801084257187,-29.40936816092319,25.981837862499034,17.402075254880756,-0.3986683623040942
Stroop Ex-Gaussian mu (Neutral),stroop_exg_neutral_mu,219,0.3,624.1976652401029,10.664440743110797,-80.12782263985775,2.6122655030542123,-28.06695780512651,20.09612276996851,8.811679021642064,5.327544423188044
Stroop Ex-Gaussian mu (Neutral),stroop_exg_neutral_mu,219,0.5,674.880320412538,8.174336361738835,-86.04069614558426,8.383164886048622,-25.49995083621325,29.647191589928838,-11.934745374488822,-5.544406477261126
Stroop Ex-Gaussian mu (Neutral),stroop_exg_neutral_mu,219,0.7,759.2872946245211,7.979893607067697,-101.05446414664628,26.8723062890144,-32.70032842066366,3.424964282420692,-24.794377859357315,7.843618605912869
Stroop Ex-Gaussian mu (Neutral),stroop_exg_neutral_mu,219,0.9,908.227813693728,28.807759511028344,-42.949995970543625,9.254217891731264,-13.737273912159443,-43.39829762244149,16.74739549695119,52.2670122820037
Stroop Ex-Gaussian sigma (Neutral),stroop_exg_neutral_sigma,219,0.1,64.10089354030826,1.4754106838399876,-9.294438192186494,-8.674255147998652,-2.399939745764812,13.740050454755936,1.4771107328713278,-0.5235938682090979
Stroop Ex-Gaussian sigma (Neutral),stroop_exg_neutral_sigma,219,0.3,99.2369932031852,0.652958431967324,-23.12118952403364,3.723915768810427,-14.55296932086473,7.619623756187835,-1.8575432119860584,5.015094629686567
Stroop Ex-Gaussian sigma (Neutral),stroop_exg_neutral_sigma,219,0.5,122.78856942831928,2.4528471728744248,-21.52267339722649,12.024458516030991,-16.482361793582314,3.1469236901552136,-5.052431868374978,1.0851336811829095
Stroop Ex-Gaussian sigma (Neutral),stroop_exg_neutral_sigma,219,0.7,169.1594501986322,5.683456952256641,-31.909434620543667,8.187209867524063,-7.123723376486593,9.64116281712872,-15.410755556563988,-0.3060041085324752
Stroop Ex-Gaussian sigma (Neutral),stroop_exg_neutral_sigma,219,0.9,242.02163833581812,-2.360307602823941,-54.25211143562102,13.193518746435556,9.931421616443492,-23.401134087377237,3.0935346962362145,-12.255345539408172
Stroop Ex-Gaussian tau (Neutral),stroop_exg_neutral_tau,219,0.1,77.11604899632398,-11.725061242163456,25.733561535348716,-9.457201601168126,5.064739273227084,-16.227658936077663,10.545842625683145,1.1782203067715311
Stroop Ex-Gaussian tau (Neutral),stroop_exg_neutral_tau,219,0.3,148.761826223407,-4.72965462248171,12.209893077795192,8.454354589613617,0.0498839776579752,-21.0836310350887,12.33833350076461,-1.6178196609406574
Stroop Ex-Gaussian tau (Neutral),stroop_exg_neutral_tau,219,0.5,184.9951896655025,-6.542381955917985,37.493535204609394,7.019987553706129,-18.240938579362098,-5.748015158329663,28.055552942312552,-12.074898971342604
Stroop Ex-Gaussian tau (Neutral),stroop_exg_neutral_tau,219,0.7,236.9940795807556,-2.668734758074751,30.79015439075416,-0.7616375148804142,-9.812448644933278,-4.370965567550301,5.412702724975205,-2.407579412005279
Stroop Ex-Gaussian tau (Neutral),stroop_exg_neutral_tau,219,0.9,334.03475821691313,4.323954305640335,58.32490500606417,25.07855463790573,-12.12304358185362,-1.1747789242587918,-2.745075221633692,-60.31873498960344
Stroop Ex-Gaussian mu (Interference),stroop_exg_mu_interference,219,0.1,-86.77515812479375,0.439179371758357,20.660229465226685,-21.64326323893448,-16.280914383709167,10.292881249343242,30.54857969891593,1.263235259225398
Stroop Ex-Gaussian mu (Interference),stroop_exg_mu_interference,219,0.3,0.3035104260753626,6.929694656174838,-7.743000321487397,-18.314576367224905,-4.571612130662204,-2.1521136282436832,6.028712439165888,8.112442605111738
Stroop Ex-Gaussian mu (Interference),stroop_exg_mu_interference,219,0.5,63.58327065852251,11.909052552023134,-22.6255334495593,-29.885699970150448,11.38732123788697,-10.697435189022478,0.0455714050700459,16.266476333159936
Stroop Ex-Gaussian mu (Interference),stroop_exg_mu_interference,219,0.7,119.46032258803132,15.044718382421902,-5.674681433309054,-10.837372205295637,20.29454967653085,-5.1713254607331365,-17.06893303396126,41.6333497145872
Stroop Ex-Gaussian mu (Interference),stroop_exg_mu_interference,219,0.9,236.24004870922724,19.93704449044304,52.81112692864412,17.68304278046457,40.87599029099548,-69.15963959426988,-33.21059647736309,130.31214440773982
Stroop Ex-Gaussian sigma (Interference),stroop_exg_sigma_interference,219,0.1,-47.46299580559297,-4.475388868517683,5.361262607775896,9.51365303990308,-22.13083955540389,12.213869042890613,-6.914925723556756,10.677346391725274
Stroop Ex-Gaussian sigma (Interference),stroop_exg_sigma_interference,219,0.3,-5.872614328587606,-1.0535963042068308,-0.3826594883815062,5.413304922133874,-15.404915155421486,4.247265189196136,-7.604159294667545,13.70564388835979
Stroop Ex-Gaussian sigma (Interference),stroop_exg_sigma_interference,219,0.5,35.46662797730782,1.8114231212671887,-16.127088114406384,-3.24515138504495,1.0824538950149938,1.4844858000523091,-16.85662282238426,23.07526179926349
Stroop Ex-Gaussian sigma (Interference),stroop_exg_sigma_interference,219,0.7,73.24273449127418,4.398469214505046,-7.170967200108237,6.661524143983896,13.785227850506214,-13.997354855768618,-6.076444434012405,24.78144679064848
Stroop Ex-Gaussian sigma (Interference),stroop_exg_sigma_interference,219,0.9,123.19696064858708,8.608661102496638,62.688754505363534,-4.68818528370985,24.588499928045263,-25.25739040510764,-10.671454629420133,61.227826568342216
Stroop Ex-Gaussian tau (Interference),stroop_exg_tau_interference,219,0.1,-89.38850943769822,-24.00302658420504,-68.16138131781325,-14.21333889748448,-22.83018113486237,48.4571000532813,2.7999299359645238,-33.37981115278077
Stroop Ex-Gaussian tau (Interference),stroop_exg_tau_interference,219,0.3,23.67924070578717,-15.472740968565857,-39.56053479162347,16.820491100263837,-19.724903470257924,26.91945300919335,4.145321445571683,-34.94705114515899
Stroop Ex-Gaussian tau (Interference),stroop_exg_tau_interference,219,0.5,69.61355748870052,4.393886542370509,11.33449996436211,0.936415971309414,-1.8347625947082664,12.83901610150575,22.256417411272512,-39.69499404227181
Stroop Ex-Gaussian tau (Interference),stroop_exg_tau_interference,219,0.7,122.46933631485884,-7.810291665867158,19.230713297618383,-1.858544200035464,11.126284385895222,11.410764054106586,5.2427065704957805,-17.14658516035242
Stroop Ex-Gaussian tau (Interference),stroop_exg_tau_interference,219,0.9,230.6484068670312,2.639772048311145,-9.605189795641536,4.789091123203765,1.9222969854598675,-32.19091425050147,32.52561815788124,-34.874177484161606
Stroop Slow-State Probability (Baseline),stroop_slow_prob_baseline,219,0.1,0.0785554203702243,0.0061121540628168,0.0175399498092161,-0.0006427648975251,0.0169631732179453,-0.0255460870407522,-0.0086707755933404,0.0440070243049843
Stroop Slow-State Probability (Baseline),stroop_slow_prob_baseline,219,0.3,0.1316190961328126,0.000602126285134,0.0344562845500743,0.0423960723096019,-0.001775427237669,-0.013246692800055,-0.0084463716930356,0.0216506379285827
Stroop Slow-State Probability (Baseline),stroop_slow_prob_baseline,219,0.5,0.1972881673752257,0.0069832225734686,0.0462438655744419,0.0096817147165237,-0.0036719489948246,0.01359913024492,0.017584246304496,0.0093887688294865
Stroop Slow-State Probability (Baseline),stroop_slow_prob_baseline,219,0.7,0.352592559936137,0.0188616084420239,-0.0155244274363869,-0.0104945096319992,0.0446434586403172,-0.0289559051638321,-0.0045576162189447,0.0508149950342361
Stroop Slow-State Probability (Baseline),stroop_slow_prob_baseline,219,0.9,0.6163030340542113,0.0387350591541724,-0.1271769623150659,-0.0110460956134967,0.0924161897396329,-0.070648448049608,-0.0469056318663156,0.0113137537727668
